gene_id,SLX.13194.A002,SLX.13194.A003,SLX.13194.A004,SLX.13194.A008,SLX.13194.A009,SLX.13194.A010,SLX.13194.A005,SLX.13194.A006,SLX.13194.A011,SLX.13194.A012
ENSG00000225630,11.795029098224365,11.846301335487993,11.996585661839404,11.595951694114655,11.619035054222289,11.764153895528874,11.867834525562614,11.882870928002326,11.657506768513404,11.533257378772685
ENSG00000237973,9.05787179910322,8.64468455965467,8.713829648847888,8.929144295347127,8.620731155646036,8.716527459687093,8.65509244215245,8.956843072743348,9.114712282800543,8.943041331550981
ENSG00000248527,13.386303467313104,13.294391811486953,13.321530506565482,13.40213270533986,13.121978187912786,13.422014919808536,13.310222563088928,13.324989387058805,13.376161776178229,13.275469310924125
ENSG00000228794,9.199238332159712,9.408888312117277,9.096722230500747,9.286470260298884,9.04621995186601,9.478631439917487,9.596676781400332,9.405160122798064,9.524206021256944,9.661113188814163
ENSG00000187634,9.398757236130761,9.551316118840601,9.13224714962315,9.468440011224052,9.063925331277888,9.461909049888767,10.057948850238642,9.5164212496133,9.712634292200102,9.371039201607458
ENSG00000188976,11.707209353590693,11.799142216888225,11.021378213872215,11.544271923711978,10.922303582356319,11.532967384050707,12.450741489504896,11.755622663615304,12.10225269046544,11.522214859252463
ENSG00000187961,9.317198415475248,9.841706347478581,9.288340301127187,9.745118396778027,9.256298125407117,9.735460460786596,10.030430484695371,9.67034955425361,9.76964596231495,9.855393895607031
ENSG00000187608,8.965451285976975,9.07683457529753,8.697502576898048,9.251799879229555,8.720968626509972,8.9891068838606,9.151771895261337,8.97674086541041,9.188320279579235,9.021140196390828
ENSG00000131591,9.388436305293144,9.696784599105877,9.315338880656276,9.573904645293492,9.245211362957084,9.609207744791538,9.647567048928485,9.684568597310149,9.308837654453724,9.661113188814163
ENSG00000186891,8.811177021674181,9.313107867574947,9.149578452932936,9.317563442379898,9.394690085057443,9.676042277384283,8.545109421879125,8.420709461238685,8.498569283255279,8.674238648841888
ENSG00000078808,11.47105555564157,11.815267441835081,11.091331830635346,11.755435342356096,11.236699420929941,11.756353045979512,11.63262317302086,11.504730645375487,11.324962538718546,11.694326560082533
ENSG00000176022,9.89262885777768,10.314443707998445,10.000494301622563,10.048421358247024,9.753543544267327,10.160078985434131,10.052490559232988,10.131316006495675,9.819125170842678,10.125976162564912
ENSG00000160087,11.119254421537306,11.229854966876415,10.352047478708561,11.237159641495566,10.291392928568182,11.027584045636663,11.236162770461737,11.037045404665015,11.100311747288194,11.002926327002685
ENSG00000131584,10.505608538718501,10.621379050378621,10.057417475378973,10.895627257510473,10.329781948143154,10.836695476401763,10.937447850328384,10.366253825608068,10.535377331680108,10.560571962789489
ENSG00000169972,10.111864888470302,10.446449743307795,9.658091432884177,10.204313080591907,9.77767634311703,10.221172683631687,10.166031079549212,9.909253391568178,9.885113395116395,10.10701282014028
ENSG00000127054,11.634826760152965,11.811777366607446,10.99339522950126,11.872046845047974,11.031241703186723,11.733328228717866,11.822753126890465,11.632780526748682,11.627736014843112,11.556442957663732
ENSG00000224051,9.912074368591385,10.046876240815127,9.297410751086456,10.141987637503561,9.334456259342083,9.967108276413885,10.360700561342627,10.05781290137835,10.051358218241987,9.999674086735807
ENSG00000107404,10.275309832840696,10.611630199442489,9.830901673195848,10.871562211764422,9.930793812166554,10.744031372847472,11.107903556184018,10.728818920150175,10.877231422977028,11.308871685101698
ENSG00000162576,8.699655407335685,8.707843506259838,8.446832127030259,9.046964634143391,8.606370687833572,8.814510889563223,8.622367963402784,8.594234561031294,8.633463970086202,8.932834005437915
ENSG00000175756,11.349598262661988,11.52828007444648,10.594241153017256,11.469755867997318,10.52634953984068,11.255626707049359,11.478893411905448,11.197771404296478,11.221681956524428,11.08063720236787
ENSG00000221978,11.917960274467855,12.227744316575752,11.264166382754617,12.263975582937027,11.359063706086593,12.167765888696833,12.09516005359153,11.979170434817888,11.914429331504303,12.153845078224967
ENSG00000224870,10.839982621432462,10.752625131196679,9.965829382905362,10.785180529436214,9.974662783428915,10.538662110557935,10.591292652569209,10.508458070478474,10.604808987198727,10.452353431622171
ENSG00000242485,11.601255042614548,11.494656173759587,10.518136802002676,11.369814675535983,10.453366988925822,11.092372852247738,11.486074617173943,11.26790816689052,11.327098672795653,11.12529352798548
ENSG00000160072,10.613865435380387,10.658917507898703,9.81522597316456,10.63685966363368,9.92866780033731,10.626843794442278,11.037353644204615,10.675859171762793,10.60195455614373,10.752189427144422
ENSG00000197785,11.009397174457787,11.36601780077481,10.598655235194395,11.272976060931404,10.602160081733253,11.270217348130888,11.438400562981638,11.177542986878512,11.04567749196161,11.212317319461688
ENSG00000160075,12.016153389250238,12.187974132140626,11.244810222511495,12.16351341356916,11.296433304615968,12.031633547279093,12.38060495275382,12.246127780780709,12.158974144796769,12.32748086413676
ENSG00000197530,9.123251015133494,9.545856198551498,9.12874722257743,9.684323683476764,9.436350223280575,9.787050110838624,9.435916522452178,9.56600913220437,9.333756936790788,10.032391560675743
