Name,ID,entrezgene_id,P_value,FDR,log2FC,Signif,Status,U2932_WT_centered,U2932_MUT_centered,U2932_WT_1,U2932_WT_2,U2932_WT_3,U2932_MUT_1,U2932_MUT_2,U2932_MUT_3
DDX50,Q9BQ39,79009,0.7899774603916028,0.932,0.0517,FALSE,Stable,0.0259,-0.0259,11.093747662785669,10.669948004116053,10.494755602160454,11.06157370933528,10.546894459887637,10.805098948117235
EIF3C,A1KYQ7,NA,0.7814876424704669,0.932,0.0445,FALSE,Stable,0.0222,-0.0222,13.39352453067868,13.034111146096592,13.020545954290379,13.478617961710757,13.093912683665561,13.009128789539256
ERP29,P30040,10961,0.7817224631424179,0.932,-0.0184,FALSE,Stable,-0.0092,0.0092,11.866699382882029,11.950118429502576,11.76254814256653,11.813861338715233,11.903204011401035,11.80711337923132
EXOC4,Q6NX51,NA,0.7802464790300988,0.932,0.0149,FALSE,Stable,0.00747,-0.00747,10.062990530636453,9.965062756744627,9.941487832669853,9.975847968006784,10.017921907997263,10.020563316181706
FAM129A,Q9BZQ8,116496,0.7815601140527054,0.932,0.0905,FALSE,Stable,0.0452,-0.0452,8.85673675611911,7.940166750482817,8.089582893124708,8.911991113699615,8.265849421440848,7.980139577639157
FCGR2C,P31995,NA,0.7902892129402985,0.932,-0.0139,FALSE,Stable,-0.00693,0.00693,6.969242604434498,7.05528243550119,7.0574502721839,7.024585638278273,7.046578366620329,6.969242604434498
FLJ20643,A0A024QZE9,NA,0.7821093148533139,0.932,-0.0121,FALSE,Stable,-0.00606,0.00606,9.522189174700634,9.546701573325295,9.527085978807456,9.526694845541975,9.534886457615647,9.498051366035302
FUNDC2,Q9BWH2,65991,0.7910495820257804,0.932,-0.0375,FALSE,Stable,-0.0187,0.0187,7.689997971419445,7.668884984266247,7.603626344986192,7.938403423670239,7.501439145158873,7.410239330776022
GBF1,Q92538,8729,0.7770520968427709,0.932,-0.0432,FALSE,Stable,-0.0216,0.0216,10.857203471508166,10.557750871762503,10.478668516070496,10.862327400517986,10.46188866443282,10.43972701450866
GGACT,Q9BVM4,87769,0.7781524382285377,0.932,-0.027,FALSE,Stable,-0.0135,0.0135,6.869131119644294,6.776103988073165,6.648177795724818,6.682292371430833,6.900866807980749,6.6293566200796095
GOLGA2,Q08379,2801,0.7756511936016076,0.932,-0.0171,FALSE,Stable,-0.00855,0.00855,10.353257119068022,10.39746072605472,10.387478865842379,10.264677165716249,10.430975172588068,10.391243589427443
GOLPH3L,Q9H4A5,55204,0.7885354720300176,0.932,0.024,FALSE,Stable,0.012,-0.012,10.540418679896764,10.28701971967815,10.423956274254676,10.329796338220701,10.44759985827995,10.545929769085467
GON4L,Q3T8J9,54856,0.7788958851415064,0.932,-0.0277,FALSE,Stable,-0.0138,0.0138,7.243173983472951,7.301038849903148,7.123086750981061,7.3416300093299105,7.2268938135713885,7.015693807105145
GRN,P28799,2896,0.7809119846400426,0.932,-0.028,FALSE,Stable,-0.014,0.014,9.543805175964396,9.485024233323374,9.287712379549449,9.30149619498255,9.567765984494724,9.363258701707986
GRPEL1,Q9HAV7,80273,0.7847087645284341,0.932,-0.0147,FALSE,Stable,-0.00736,0.00736,11.008498654110637,11.001689668404214,10.967010054568403,11.04671477233507,10.913188619508889,10.97312333067025
HLA-C.2,D9UAZ5,NA,0.7779409330697283,0.932,-0.0142,FALSE,Stable,-0.00708,0.00708,12.091600671887274,12.145709293982746,12.051820698815424,12.046373733863188,12.09189813819076,12.108361098906638
HNRNPK.1,P61978,3190,0.7887754396575657,0.932,-0.0128,FALSE,Stable,-0.00641,0.00641,14.503043072329655,14.588146579691497,14.546158941566203,14.519937192404864,14.556458155635058,14.52246506153927
IKZF2,B4DWF2,22807,0.7816784661932201,0.932,0.017,FALSE,Stable,0.00849,-0.00849,8.906590002828832,8.913487840715163,8.786269627648466,8.816023639827996,8.915879378835774,8.925406083141366
IPO9,Q96P70,55705,0.7829339037625132,0.932,0.0222,FALSE,Stable,0.0111,-0.0111,10.564721118484615,10.675604252639003,10.476543706214256,10.549399641246644,10.51865315567339,10.715533063526584
LACC1,Q8IV20,144811,0.7906838486558381,0.932,-0.0253,FALSE,Stable,-0.0127,0.0127,8.139551352398794,8.109047077700707,7.9721182183841375,8.21334728173344,7.899659026377443,8.031770114160672
M0QYT0,M0QYT0,NA,0.7827713090542694,0.932,0.0149,FALSE,Stable,0.00745,-0.00745,13.253714552416008,13.250994131360454,13.208310576478638,13.18293743454811,13.26022859126922,13.314526600247376
METTL10,Q5JPI9,399818,0.7854800867392456,0.932,0.0426,FALSE,Stable,0.0213,-0.0213,8.22062016744785,7.898450232807866,7.772809410160731,8.259272487037595,7.8529975876133165,7.907491593343054
MRPL14,Q6P1L8,64928,0.7760933369713563,0.932,-0.0556,FALSE,Stable,-0.0278,0.0278,9.571752643503546,9.070657661388106,9.383704292474052,9.44086916761087,9.494055531765364,8.924515622229924
MRPS7,J3QLS3,51081,0.7801104912867898,0.932,-0.0152,FALSE,Stable,-0.0076,0.0076,10.889580012806126,10.799929150725292,10.82225214417156,10.811053523641988,10.882108052651542,10.772974317864048
MTRR,Q9UBK8,4552,0.7817771348249882,0.932,0.0165,FALSE,Stable,0.00823,-0.00823,7.442943495848728,7.418695949602051,7.404290064444837,7.537606691495291,7.382840144475236,7.394891366442587
NCOA2,Q15596,10499,0.7823239607807239,0.932,0.019,FALSE,Stable,0.00951,-0.00951,8.608809242675523,8.450798854352486,8.407692648665677,8.555739479180518,8.467197951537868,8.501439145158873
NOL10,Q9BSC4,79954,0.7779505765748377,0.932,-0.018,FALSE,Stable,-0.00899,0.00899,10.796364138139628,10.857436772596062,10.734032139564931,10.869053984613886,10.744413410557655,10.720415284906329
NSMCE3,Q96MG7,56160,0.7899588370715712,0.932,0.0155,FALSE,Stable,0.00774,-0.00774,9.527672479950118,9.648717087379303,9.518062975652523,9.535275376620802,9.586839787961827,9.618752553536732
PCBP1,Q15365,5093,0.7823791134645738,0.932,-0.0146,FALSE,Stable,-0.0073,0.0073,14.252155373249938,14.194102754167144,14.24549328596115,14.239195735575926,14.259618228624975,14.149143753788337
PCM1,E7ETA6,NA,0.787383301333285,0.932,0.0254,FALSE,Stable,0.0127,-0.0127,10.64484770182211,10.770003091329167,10.699485698120768,10.5453506448223,10.868976845459162,10.776186256201997
PHAX,Q9H814,51808,0.7770696507897802,0.932,0.0139,FALSE,Stable,0.00697,-0.00697,10.591054774036781,10.564530600816344,10.493855449240822,10.578561389947286,10.567861033085917,10.544867863624177
PHB,P35232,5245,0.7752270476559526,0.932,-0.0173,FALSE,Stable,-0.00866,0.00866,12.967226258835993,12.931254604722689,12.828354697138398,12.949078912125733,12.890587289009988,12.835201693477503
PHF3,Q92576,23469,0.7824396237507059,0.932,-0.0238,FALSE,Stable,-0.0119,0.0119,11.097044499322951,11.029701338354398,10.922584402713664,10.845960418293286,11.028458647425479,11.103484526141694
PHF5A,Q7RTV0,84844,0.7917651574945042,0.932,-0.0125,FALSE,Stable,-0.00625,0.00625,10.725281040078146,10.77996552783249,10.77008570808171,10.724087461793989,10.728600810643192,10.785125474720857
PLS3,P13797,5358,0.7785285101024567,0.932,0.0529,FALSE,Stable,0.0264,-0.0264,12.374957951540006,12.503776057559069,12.459534079135254,12.285026468100678,12.940331951927947,12.27152138817383
PSMA1,P25786,5682,0.7813821618320004,0.932,-0.0169,FALSE,Stable,-0.00845,0.00845,13.349668254910034,13.257078408000668,13.308452802864586,13.309490564715174,13.355447456425098,13.199564997461719
PSMB3,P49720,5691,0.7918554747396419,0.932,0.0139,FALSE,Stable,0.00695,-0.00695,10.625526211879857,10.532258508425251,10.528063348291953,10.612039123861537,10.53828594930412,10.57723998124696
PSMC1,P62191,5700,0.7880988417399529,0.932,-0.0278,FALSE,Stable,-0.0139,0.0139,13.371409118602903,13.192970845093564,13.14478568376133,13.387047985516354,13.160722326264302,13.078084076541
PTAR1,Q7Z6K3,375743,0.7758344782593884,0.932,-0.0321,FALSE,Stable,-0.016,0.016,5.569855608330948,5.266786540694901,5.236492618381302,5.259272487037594,5.465974464504069,5.25171909260596
PTGES2,Q9H7Z7,80142,0.7810895515494234,0.932,0.0153,FALSE,Stable,0.00766,-0.00766,9.95041008927126,9.994211989234755,9.908092340818271,9.896029602976752,9.996332248825054,10.006326078524934
Q59EE8,Q59EE8,NA,0.7787727820691728,0.932,0.0139,FALSE,Stable,0.00697,-0.00697,9.261624835579122,9.236731772139146,9.225207436943501,9.268425036090656,9.298520857125949,9.198445041452363
Q86U75,Q86U75,NA,0.7866614216606238,0.932,0.0156,FALSE,Stable,0.00779,-0.00779,12.945260927339202,12.984934631951699,12.967334348820751,12.892998093055072,13.04894658315617,13.00232278421358
RNF13,O43567,11342,0.785185058002085,0.932,0.0255,FALSE,Stable,0.0127,-0.0127,6.7865963618908065,6.969242604434498,6.965784284662087,6.807354922057604,7.087462841250339,6.903279342056139
RPA2,P15927,6118,0.7868678175983345,0.932,-0.0138,FALSE,Stable,-0.00688,0.00688,10.914609367843415,10.922955991908477,10.965062756744627,10.859690073508457,10.958480216371177,10.943174123596965
RPL10,X5D2T3,6134,0.7898662283918934,0.932,-0.031,FALSE,Stable,-0.0155,0.0155,13.510059458329225,13.228172338575442,13.331714732157575,13.403557992048304,13.453502146378494,13.119848958336803
RPL17,P18621,6139,0.7820033555571209,0.932,-0.0273,FALSE,Stable,-0.0137,0.0137,13.237643182324899,13.020302865870628,13.001566530281462,13.213939574077656,13.005554377495093,12.957972620915399
RPL27,P61353,6155,0.7887323976660794,0.932,-0.0261,FALSE,Stable,-0.0131,0.0131,12.792729299703893,12.59025955278243,12.64642370430194,12.798795783820449,12.66093182474246,12.491251848127229
RPS15A,P62244,6210,0.787528924100368,0.932,0.0273,FALSE,Stable,0.0136,-0.0136,12.771572001181116,12.614916848641196,12.531113367272928,12.841269488914094,12.582635970720577,12.575468339372462
RPS21,P63220,6227,0.7754757778077557,0.932,0.0183,FALSE,Stable,0.00917,-0.00917,12.201511344500146,12.144690104119654,12.144371459573591,12.285373318431736,12.167041741505328,12.093186450561731
RPS6KA1,Q15418,6195,0.7872985660924223,0.932,-0.0167,FALSE,Stable,-0.00836,0.00836,12.15662035168609,12.00544911354693,11.997250061160276,12.074074545846216,12.024828006198355,12.010248351175333
RUBCN,Q92622,9711,0.7801174922648212,0.932,-0.0329,FALSE,Stable,-0.0165,0.0165,6.669593751188333,6.924812503605781,6.84924870276441,6.949534933017012,6.824004050933153,6.571373435973201
SGTB,Q96EQ0,54557,0.781895285927931,0.932,-0.0331,FALSE,Stable,-0.0166,0.0166,8.957102041562287,9.153045289503783,8.70632333327543,8.983563697223321,8.829722735086058,8.90388184573618
SHOC2,Q9UQ13,8036,0.7854533055886956,0.932,0.0245,FALSE,Stable,0.0123,-0.0123,9.74416109557041,9.475125425742442,9.47796059377623,9.658747037435006,9.585901449690772,9.52610794674445
SLC2A5,P22732,6518,0.7827092040022363,0.932,0.0488,FALSE,Stable,0.0244,-0.0244,9.648717087379303,9.038918989292302,9.65302417864669,9.594511227693413,9.437960088334473,9.45450493755737
SMG6,Q86US8,23293,0.7898061677306168,0.932,-0.0138,FALSE,Stable,-0.00688,0.00688,8.876209957513753,8.884475819086484,8.954196310386875,8.85049941375812,8.88325423134128,8.939873012307947
SNRPB2,P08579,6629,0.7812922496890017,0.932,-0.0206,FALSE,Stable,-0.0103,0.0103,11.44299531586062,11.338792084009837,11.273387671383048,11.391189876773035,11.382894168892134,11.219168520462162
SNX29,Q8TEQ0,92017,0.777204980902857,0.932,-0.0175,FALSE,Stable,-0.00875,0.00875,10.643495470922767,10.599633943766781,10.464954098777337,10.558516379529161,10.568146141292942,10.528942415064895
SPEN,Q96T58,23013,0.7834673272054486,0.932,0.0156,FALSE,Stable,0.00778,-0.00778,10.736909237790453,10.660085055004766,10.684047261613019,10.658300755672888,10.681589817221239,10.787820956685401
SQSTM1,Q13501,8878,0.7871297213316533,0.932,0.0332,FALSE,Stable,0.0166,-0.0166,10.19991768027457,10.136734837980455,10.072936483296997,10.441802984419912,10.036860446673046,10.03039125995948
STAP1,Q9ULZ2,26228,0.7787757187541152,0.932,0.061,FALSE,Stable,0.0305,-0.0305,9.798309782454597,9.686500527183219,10.198445041452363,9.649076503186066,10.354690168701156,9.862482387362514
TAF5,Q15542,6877,0.7791232201677047,0.932,0.0599,FALSE,Stable,0.0299,-0.0299,7.20163386116965,6.789207575347344,6.404290064444837,6.977279923499917,6.635173946674924,6.962317654942308
TXN,P10599,7295,0.7853384219122409,0.932,0.0192,FALSE,Stable,0.00959,-0.00959,13.104647890842038,13.004975330711927,12.993681437097333,13.167935541482079,12.971166305978473,13.02172608719527
USP7,Q93009,7874,0.785329326684873,0.932,-0.0135,FALSE,Stable,-0.00677,0.00677,13.341365928386029,13.323842902967579,13.303095761993044,13.310200930002846,13.257078408000668,13.360380738555207
VAMP8,Q9BV40,8673,0.7888677053542797,0.932,0.0241,FALSE,Stable,0.012,-0.012,10.719987680338484,10.807515928144584,10.51924309436118,10.790755750118313,10.696619846984287,10.631631805917637
WRNIP1,Q96S55,56897,0.7904969543784692,0.932,-0.0634,FALSE,Stable,-0.0317,0.0317,10.082415196698394,9.59916899321943,9.485024233323374,9.435253537929352,10.101844391542354,9.439207554941284
A0A0G2R4E5,A0A0G2R4E5,NA,0.8020386610417195,0.933,-0.0134,FALSE,Stable,-0.00668,0.00668,8.03232128705788,8.156841524588401,8.137503523749935,8.092228584386778,8.083213368248982,8.111135670234708
A8K905,A8K905,NA,0.7967559187844537,0.933,0.0584,FALSE,Stable,0.0292,-0.0292,11.152601744019199,10.46740176520507,10.659282393384332,11.141021435858537,10.516093963417184,10.79741835451163
ADAR,P55265,103,0.8062167015490878,0.933,0.0175,FALSE,Stable,0.00876,-0.00876,13.177575260914628,13.105892143970168,13.100678763035582,13.069634372245662,13.090393651605817,13.276676944729623
ANKRD39,Q53RE8,51239,0.7947577168072653,0.933,0.0344,FALSE,Stable,0.0172,-0.0172,8.867896463992654,8.666401554343725,8.675604252639003,9.044667331184076,8.673485757337788,8.595070954195444
ARHGDIA,P52565,396,0.8025382331502373,0.933,0.0144,FALSE,Stable,0.00718,-0.00718,12.488693744125044,12.583881953397398,12.457483485312817,12.57106525644557,12.528820354483504,12.473249128301823
ASUN,Q9NVM9,55726,0.7998781762973545,0.933,-0.0139,FALSE,Stable,-0.00697,0.00697,11.016390458352875,11.010458172294243,11.102238193930738,10.967154194346811,11.061506206935412,11.058600611856727
ATIC,P31939,471,0.804095584816577,0.933,-0.0208,FALSE,Stable,-0.0104,0.0104,14.17760640348278,14.331364850495453,14.291084342285558,14.109038913204582,14.369904009058212,14.25873531980417
B2R6A5,B2R6A5,NA,0.7951703546752464,0.933,0.0165,FALSE,Stable,0.00827,-0.00827,8.849561482178293,8.946906274456397,8.91169158187234,8.895423810382972,9.016529748243485,8.845803646215883
B2R7S3,B2R7S3,NA,0.805666523314009,0.933,-0.0192,FALSE,Stable,-0.00961,0.00961,6.083213368248981,5.9354597478052895,5.897240425574799,5.9818526532897405,5.842978831788326,6.03342300153745
B2RDR2,B2RDR2,NA,0.79593853719311225,0.933,-0.0411,FALSE,Stable,-0.0205,0.0205,8.29920801838728,7.90388184573618,8.350939181546432,7.9014703198242655,8.228818690495881,8.300581359795972
B2RDT9,B2RDT9,NA,0.7934753909536812,0.933,0.0191,FALSE,Stable,0.00957,-0.00957,9.918117851031772,10.104729782585927,9.973840839533146,9.9237731513984,10.055011226732482,10.07534543661514
B3KRW4,B3KRW4,NA,0.7968474947104136,0.933,-0.012,FALSE,Stable,-0.00598,0.00598,9.879276912412164,9.878204219677396,9.947344716958144,9.899356922923111,9.885696373339394,9.883865154509795
B4DGG2,B4DGG2,NA,0.8051984339573672,0.933,0.0225,FALSE,Stable,0.0113,-0.0113,6.916476644437717,6.867896463992655,6.715618859074816,6.704595347632403,6.896029602976752,6.966937979278457
B4E1C1,B4E1C1,NA,0.7943770841066979,0.933,0.0205,FALSE,Stable,0.0103,-0.0103,9.726388479271112,9.765368986031792,9.82033854374834,9.638616918324301,9.87329029887475,9.861707286585856
B7Z3K9,B7Z3K9,NA,0.7997123150174604,0.933,0.015,FALSE,Stable,0.00751,-0.00751,13.243962369888276,13.138111776319704,13.147363943409283,13.232226036253891,13.226020757480436,13.116278973510667
BLOC1S2,Q6QNY1,282991,0.8079555531877712,0.933,0.0334,FALSE,Stable,0.0167,-0.0167,7.620586410451877,7.374170076068501,7.105384749247602,7.508587112089476,7.387155717662981,7.304693557471008
BRF1,Q92994,2972,0.8060683165807129,0.933,0.0207,FALSE,Stable,0.0104,-0.0104,8.394891366442586,8.324180546618742,8.348285541851201,8.421644094048272,8.499447297485176,8.208478242211706
CAD,P27708,790,0.8003637459903337,0.933,0.0164,FALSE,Stable,0.00819,-0.00819,14.101425858690245,14.119557200263568,14.191467961355265,14.048989141410793,14.190372567735006,14.22222133267868
CARMIL2,Q6F5E8,146206,0.8016110073459193,0.933,0.0136,FALSE,Stable,0.00679,-0.00679,10.46178637102753,10.442217820176026,10.395212786749338,10.376016830260292,10.493154941802496,10.470760540319068
CBWD1,Q9BRT8,55871,0.8071090062868633,0.933,-0.0159,FALSE,Stable,-0.00793,0.00793,9.687550651000702,9.638616918324301,9.533135023480261,9.612868497291041,9.667111542075027,9.531771325412858
CEP55,D3DR37,NA,0.8037774530460999,0.933,-0.0413,FALSE,Stable,-0.0207,0.0207,8.659639187015653,8.19574129324645,8.12205144771389,8.488241842777295,8.192292814470767,8.172927489603836
CLASP2,O75122,23122,0.7944717802608073,0.933,-0.0123,FALSE,Stable,-0.00615,0.00615,11.67661826358852,11.642683523593828,11.62173138840192,11.671806406204565,11.628718924537624,11.603579985146188
CLTA,P09496,1211,0.8091777985688516,0.933,-0.0137,FALSE,Stable,-0.00683,0.00683,12.13721531458018,12.046169072076692,12.043095656146912,12.120594294350875,12.003131361412704,12.06177619758669
CNOT6L,H0Y9Z5,246175,0.8049627401979602,0.933,-0.0166,FALSE,Stable,-0.0083,0.0083,8.402159366906625,8.287712379549449,8.243650041896966,8.20896588630656,8.333155350310616,8.341630009329911
COASY,Q13057,80347,0.8020511489322617,0.933,0.0223,FALSE,Stable,0.0111,-0.0111,11.179038235395621,10.930737337562887,10.951503288566494,11.088390747313127,10.936858742774277,11.102894292464438
CRNKL1,Q9BZJ0,51340,0.7968852205047956,0.933,-0.0304,FALSE,Stable,-0.0152,0.0152,11.457021699752977,11.428255474054739,11.596655667674662,11.484822894262146,11.667732494849162,11.238165862755134
CSTF2T,Q9H0L4,23283,0.8025282885948319,0.933,-0.0225,FALSE,Stable,-0.0113,0.0113,11.38855550398256,11.445635671399435,11.408701247944245,11.522238225105768,11.448219572654121,11.204815648112325
DCUN1D5,Q9BTE7,84259,0.7971644598831921,0.933,-0.0192,FALSE,Stable,-0.00962,0.00962,8.791162888555018,8.765203206653167,8.73707830031375,8.85049941375812,8.602884408718419,8.78234303404953
DDX28,Q9NUL7,55794,0.7977560678072645,0.933,-0.0122,FALSE,Stable,-0.00609,0.00609,8.974988111991927,8.981567281903015,9.004220466318195,8.9413411054853,9.022922589055629,8.960001932068081
DHPS,P49366,1725,0.804552260051665,0.933,-0.0148,FALSE,Stable,-0.00739,0.00739,11.093813673402728,11.05697633617822,10.946979357460435,11.033835927659876,11.053925881531105,10.965640007944042
DHTKD1,Q96HY7,55526,0.8061318940656454,0.933,-0.241,FALSE,Stable,-0.12,0.12,8.942221244835967,6.429615964201735,6.640967910449898,5.9886846867721655,8.854245054220128,6.447909748742077
DHX16,O60231,8449,0.8036955821458074,0.933,-0.0154,FALSE,Stable,-0.00771,0.00771,11.846117173336728,11.697749498331362,11.789085280236362,11.746724244025831,11.828493542738409,11.711494906650088
DOCK2,Q92608,1794,0.8085629808714919,0.933,0.0259,FALSE,Stable,0.013,-0.013,12.724663060316612,12.702151036117865,12.746913148511737,12.528063348291953,12.786310473475705,12.937061116548955
EFL1,Q7Z2Z2,79631,0.8036674870658882,0.933,-0.0151,FALSE,Stable,-0.00753,0.00753,10.657765035265363,10.663202278579536,10.579410228292174,10.648357582009666,10.528942415064895,10.677895784128363
EIF3H,B3KS98,8667,0.8030052596161397,0.933,0.0306,FALSE,Stable,0.0153,-0.0153,12.048520931546921,11.919161283973493,11.749031382040204,12.152918576136623,11.78888143201129,11.866583483592327
EMC8,O43402,10328,0.7949088367000257,0.933,0.0186,FALSE,Stable,0.00932,-0.00932,9.391243589427443,9.17916267538715,9.24269776790801,9.33851355532181,9.228097162578422,9.302410450425622
EP400,Q96L91,NA,0.8071008798390034,0.933,0.0189,FALSE,Stable,0.00946,-0.00946,9.329123596291566,9.442321510479797,9.47269083924278,9.354910511586791,9.565292520581023,9.380677507222886
EWSR1.1,H7BY36,NA,0.8028697237854883,0.933,-0.0201,FALSE,Stable,-0.0101,0.0101,10.67991987851842,10.499845887083206,10.475226777742266,10.638888382252262,10.475834740263226,10.479881289556321
F5H5P2,F5H5P2,NA,0.7986215790156782,0.933,0.0116,FALSE,Stable,0.00582,-0.00582,11.329572125765376,11.365392906834598,11.328787107650767,11.322547869767519,11.356231862655397,11.379865681732504
FBL,P22087,2091,0.797632556952943,0.933,0.0114,FALSE,Stable,0.00572,-0.00572,12.937612900783055,12.924738288989088,12.909161803003744,12.945626722229825,12.905894642054182,12.954305380989668
FBXO3,Q9UK99,26273,0.8081748053642765,0.933,0.0203,FALSE,Stable,0.0101,-0.0101,8.70977310785294,8.523169866085611,8.475733430966399,8.680535344005174,8.501439145158873,8.587590019409253
GALNT7,Q86SF2,51809,0.7930385793175861,0.933,-0.0123,FALSE,Stable,-0.00617,0.00617,8.716305039844418,8.762880292917,8.711494906650088,8.72349030214343,8.747185966886576,8.682994583681683
GID8,Q9NWU2,54994,0.8098199000134453,0.933,0.0187,FALSE,Stable,0.00934,-0.00934,7.598424760527719,7.486231677981013,7.528258742758412,7.68158981722124,7.430452551665532,7.556889189726866
GMIP,Q9P107,51291,0.7926947877286069,0.933,-0.0159,FALSE,Stable,-0.00797,0.00797,9.947490834853735,9.774787059601174,9.817942968325125,9.844391930379617,9.808803330385855,9.839203788096944
GSR,P00390,2936,0.8065655363990989,0.933,-0.0148,FALSE,Stable,-0.00739,0.00739,11.599680430581166,11.66280186980762,11.629720891017257,11.618981913172338,11.699962786989781,11.528893592071578
HINFP,Q9BQA5,25988,0.808356579713702,0.933,-0.0182,FALSE,Stable,-0.00912,0.00912,6.94251450533924,7.038918989292302,6.837943241891027,6.840463233869542,7.010108453474289,6.9140860970127225
HINT1,P49773,3094,0.8051504058102203,0.933,0.0191,FALSE,Stable,0.00953,-0.00953,12.219047483921893,12.139519377420326,12.362135608725337,12.187846909439575,12.342102454616004,12.24795717380976
HLA-A.11,K7XSD6,NA,0.8088102166782576,0.933,0.0152,FALSE,Stable,0.00762,-0.00762,11.666934077896085,11.772355816758118,11.731785709814911,11.764539898576706,11.806428788195456,11.64583853290715
HLA-A.12,D9UAX5,NA,0.8070212320655392,0.933,0.0114,FALSE,Stable,0.00569,-0.00569,11.443824183011653,11.436243058599768,11.437231901039478,11.405460608152774,11.461479447286155,11.484470483279072
INTS3,Q68E01,NA,0.8027910578404192,0.933,0.0178,FALSE,Stable,0.0089,-0.0089,11.092955299706084,11.140574177709901,11.124509080959566,11.005273656563938,11.169611882604212,11.236552410537511
KIF20A,O95235,10112,0.8048326527825687,0.933,-0.0157,FALSE,Stable,-0.00785,0.00785,8.431288654291592,8.556889189726865,8.57440430902258,8.531771325412858,8.550362015400728,8.433376793375036
KMT2A,Q03164,4297,0.8073306178329804,0.933,0.0149,FALSE,Stable,0.0074400000000000004,-0.0074400000000000004,9.069584027819754,9.1261882105221,9.166665238948047,9.073338254951734,9.108785790904577,9.224966365000274
LARP4B,Q92615,23185,0.7977693252690468,0.933,0.0296,FALSE,Stable,0.0148,-0.0148,11.775816012673026,11.579645928114765,11.58331786813751,11.75258971764099,11.823526469122154,11.451314157797936
LRRC8C,Q8TDW0,84230,0.8094162921387376,0.933,-0.0116,FALSE,Stable,-0.0058,0.0058,5.837943241891027,5.902073579310743,5.84799690655495,5.812498225333564,5.865423978313134,5.87528859822269
LSM5,Q9Y4Y9,23658,0.8026751823670051,0.933,0.0209,FALSE,Stable,0.0104,-0.0104,6.746850183098051,6.958842675243241,6.854245054220128,6.764208130139947,6.98299357469431,6.87528859822269
MPLKIP,Q8TAP9,136647,0.7926369279472205,0.933,-0.0266,FALSE,Stable,-0.0133,0.0133,8.652127927738269,8.774128144293584,8.405141463136344,8.625343557572986,8.529820946528694,8.59656249740495
MRPL18,Q9H0U6,29074,0.803213054074106,0.933,-0.0315,FALSE,Stable,-0.0158,0.0158,7.177917792195843,6.683696454306515,6.861707286585856,6.905687848526862,6.886306263452426,6.836681593327116
MRPL50,Q8N5N7,54534,0.7930089841721354,0.933,-0.0221,FALSE,Stable,-0.0111,0.0111,8.15532422905059,7.914684105328389,7.9092930858238235,8.043300754364182,7.920650594563984,7.948951200441422
NAA16,Q6N069,79612,0.8084553352804182,0.933,-0.0163,FALSE,Stable,-0.00816,0.00816,11.25685734257971,11.164467013563304,11.068643942584144,11.212982673237953,11.10013667128545,11.127865388044462
NAA30,Q147X3,122830,0.8090207174317037,0.933,-0.0155,FALSE,Stable,-0.00777,0.00777,8.19918154876397,8.156335936694358,8.02403150151675,8.164404157881302,8.080018029089175,8.088523256616632
NAT1,F5H5R8,9,0.7923450479565901,0.933,-0.0251,FALSE,Stable,-0.0125,0.0125,8.745170090861023,8.782670658677006,8.878970510151081,8.59245703726808,8.822411496360477,8.916775184540363
NAT10.1,Q05CW7,NA,0.8012907271972822,0.933,-0.0139,FALSE,Stable,-0.00695,0.00695,11.063866913716675,10.978996396088938,11.015624123474785,11.075144844066317,10.957609943359783,10.984062369686436
NCBP2,P52298,22916,0.7943672032323147,0.933,-0.0116,FALSE,Stable,-0.00582,0.00582,10.640335327816679,10.639431156916634,10.64087755848238,10.595630463623008,10.653561662058392,10.63653399614958
NCOA5,Q9HCD5,57727,0.8084557907134717,0.933,-0.0114,FALSE,Stable,-0.00571,0.00571,11.434993024910915,11.40242587625305,11.364627145117634,11.359584859706716,11.404928660563366,11.403278375471052
NDUFC2,O95298,4718,0.8028177955660238,0.933,-0.0672,FALSE,Stable,-0.0336,0.0336,9.553629293916364,8.700439718141093,9.408754312589434,8.7790626892054,9.395748328179033,9.286557761607957
NEK1,Q96PY6,4750,0.8089041119061737,0.933,0.0253,FALSE,Stable,0.0126,-0.0126,3.608809242675524,3.6667565918848033,3.655351828612554,3.4594316186372973,3.689299160535892,3.8579809951275723
NEURL4,Q96JN8,84461,0.8085692201466528,0.933,0.023,FALSE,Stable,0.0115,-0.0115,9.176422513042237,8.911391987843459,8.873136468833458,9.08214904135387,9.010667962901852,8.937226673979477
NSUN4,Q96CB9,387338,0.797867383461148,0.933,-0.0243,FALSE,Stable,-0.0121,0.0121,8.133912814239036,7.905687848526862,7.997179480937621,8.145677455195635,7.928962440835979,7.889351852594645
PARL,Q9H300,55486,0.7929784222199865,0.933,-0.0275,FALSE,Stable,-0.0138,0.0138,8.888438850745239,8.567956075415466,8.602513297451836,8.767522386228544,8.643134661857266,8.565673329621346
PCM1.1,B9EIS5,NA,0.8046601189029055,0.933,0.0228,FALSE,Stable,0.0114,-0.0114,10.653561662058392,10.773963368433558,10.70606426733497,10.554876594598026,10.872213143975774,10.774869402858574
PCM1.2,Q15154,NA,0.7960838152961796,0.933,0.0223,FALSE,Stable,0.0112,-0.0112,10.685712432394538,10.789044512895531,10.732845782342576,10.594697827323873,10.89178370321831,10.788065750957793
