Name,ID,entrezgene_id,P_value,FDR,log2FC,Signif,Status,U2932_WT_centered,U2932_MUT_centered,U2932_WT_1,U2932_WT_2,U2932_WT_3,U2932_MUT_1,U2932_MUT_2,U2932_MUT_3
SERBP1.1,Q8NC51,26135,0.07070660656913574,0.664,-0.109,FALSE,Stable,-0.0544,0.0544,13.117983931916534,13.01905204945241,13.024135418373485,12.983741814319353,12.934446470440626,12.916569944856228
TUBB,P07437,203068,0.07066404592328761,0.664,0.111,FALSE,Stable,0.0555,-0.0555,16.055845878211297,16.05749469570324,15.997900559997928,16.08045739170816,16.19734341490911,16.16655932989796
VPS4A,Q9UN37,27183,0.07066742136550865,0.664,0.158,FALSE,Stable,0.0792,-0.0792,12.108655129758729,11.865307976514043,12.0840775560657,12.189392179655313,12.180592964344164,12.162957720849853
A8K2L4,A8K2L4,NA,0.07108442824212223,0.665,-0.284,FALSE,Stable,-0.142,0.142,12.519537973266834,12.955177649084796,12.604205717324763,12.244453034447078,12.440168408130242,12.543201027243732
MTMR1,F8WA39,8776,0.07100287653376575,0.665,-0.122,FALSE,Stable,-0.061,0.061,10.1093083171837,10.109438919188126,9.983848674022449,9.89451464427313,9.988826677327951,9.953468962228849
CASP3,P42574,836,0.07145524378102247,0.666,0.188,FALSE,Stable,0.0938,-0.0938,11.751962413460854,11.531917497591596,11.742688378004724,11.744581596037081,11.867973660934155,11.97692206785108
CHDH,A0A024R301,NA,0.07132929972155715,0.666,-0.255,FALSE,Stable,-0.128,0.128,7.4561490346479955,7.7114949066500875,7.485426827170242,7.070389327891398,7.354910511586791,7.461888664432819
PNPLA4,P41247,8228,0.07145550852952985,0.666,-0.156,FALSE,Stable,-0.0781,0.0781,5.894817763307944,6.151777654732053,6.040015678847879,5.8604662585171665,5.84799690655495,5.9092930858238235
ABCF2,Q9UG63,114483834,0.07164761417252888,0.667,0.169,FALSE,Stable,0.0845,-0.0845,12.34313018339218,12.310868354598972,12.203256225566907,12.584116923843835,12.454813348512525,12.325530331567558
ABCF2,Q9UG63,10061,0.07164761417252888,0.667,0.169,FALSE,Stable,0.0845,-0.0845,12.34313018339218,12.310868354598972,12.203256225566907,12.584116923843835,12.454813348512525,12.325530331567558
COG1,Q8WTW3,9382,0.07177579764745776,0.667,-0.102,FALSE,Stable,-0.051,0.051,9.825276830054866,9.851280557878612,9.7790626892054,9.671010241278452,9.740792672277681,9.73809225962049
RAB3A,P20336,5864,0.07182275452418974,0.667,-0.141,FALSE,Stable,-0.0707,0.0707,9.957392293055246,9.75905593916017,9.812177305514448,9.746178380971411,9.647278528076871,9.71097858274089
XPC,A0A024R2M8,NA,0.07171068709404749,0.667,-0.244,FALSE,Stable,-0.122,0.122,8.99378756313484,8.939579214314692,9.134169590076839,8.808642467918064,8.554205105155654,8.973266860993293
LHPP,Q9H008,64077,0.07203371838358562,0.668,-0.225,FALSE,Stable,-0.112,0.112,5.4950555283680185,5.205548911173033,5.0916998341368105,5.017921907997263,5.008988783227255,5.0916998341368105
MAN2B1,O00754,4125,0.07199617513804774,0.668,-0.129,FALSE,Stable,-0.0644,0.0644,10.31955922959431,10.289673111809131,10.317186468292052,10.081083928687635,10.18660950045996,10.272513151721858
METTL1,A0A024RB62,NA,0.07216002147394207,0.668,0.103,FALSE,Stable,0.0514,-0.0514,10.314130029775567,10.34318571544788,10.25467434588417,10.386509204077933,10.444704332890744,10.388985934370147
TMEM230,Q96A57,29058,0.07212687007861865,0.668,-0.139,FALSE,Stable,-0.0694,0.0694,8.821455119102458,8.706668682179746,8.720415284906329,8.712527000439824,8.584962500721156,8.534886457615647
TOM1L2,Q6ZVM7,146691,0.07204297855387279,0.668,-0.165,FALSE,Stable,-0.0823,0.0823,6.758889432720965,6.9576824861651225,6.993221467368938,6.659639187015652,6.78135971352466,6.774787059601174
ARHGAP27,A0A0G2JNY3,201176,0.07252901715092606,0.669,-0.113,FALSE,Stable,-0.0563,0.0563,9.151777654732053,9.222794902868111,9.180655118665992,8.998308350354286,9.10276309662559,9.11608399276377
TRMT61B,Q9BVS5,55006,0.07257488270571669,0.67,-0.0979,FALSE,Stable,-0.0489,0.0489,7.029011086659068,7.049848549450561,7.001126665454284,6.88508622529017,6.960001932068081,6.941341105485299
DBN1,Q16643,1627,0.07293221842417759,0.671,-0.185,FALSE,Stable,-0.0924,0.0924,11.813861338715233,11.644397099000916,11.627351484189232,11.657854335815724,11.398903982482315,11.474517164174488
CDK14,O94921,5218,0.07335103260897141,0.672,0.138,FALSE,Stable,0.0689,-0.0689,7.59618975614441,7.400025517914023,7.413627929024172,7.594697827323873,7.626439136697315,7.602142090697982
SNX5,Q6P5V6,NA,0.0734138073035945,0.672,-0.12,FALSE,Stable,-0.0601,0.0601,12.280306806453702,12.266113047762438,12.194910717275365,12.047941843747513,12.192077010611396,12.140574177709901
C12orf45,A0A087WT30,121053,0.07385618426400126,0.673,0.137,FALSE,Stable,0.0683,-0.0683,9.258094872866513,9.214076222401188,9.273329386561674,9.407480222096657,9.477555910732653,9.270528942380718
CYTSA,B2RMV2,NA,0.07375389377097157,0.673,0.1,FALSE,Stable,0.0501,-0.0501,10.51175265376738,10.450592681427393,10.440765372867066,10.53021123329988,10.5730790854813,10.60056339557118
DCAF16,Q9NXF7,54876,0.07378761221515198,0.673,0.103,FALSE,Stable,0.0515,-0.0515,10.068240861312821,9.972979786066292,9.972118218384137,10.112569825650787,10.087993146362317,10.12205144771389
MZT2A,Q6P582,653784,0.07358478037051237,0.673,0.373,FALSE,Stable,0.187,-0.187,7.990387651802744,7.618385502258606,7.715618859074816,8.185866545311335,7.807998838623031,8.450798854352486
B4DQZ7,B4DQZ7,NA,0.07399735899464155,0.674,0.128,FALSE,Stable,0.0642,-0.0642,12.816523710904862,12.735957891773843,12.774807645856136,12.847233560293564,13.007482856649897,12.857514531242206
CCDC88C,Q9P219,440193,0.07397730267103914,0.674,-0.126,FALSE,Stable,-0.0631,0.0631,11.112634980671274,11.248283397598058,11.226532613058534,11.011786331206608,11.063260243675355,11.133977012483163
KRT14,P02533,3861,0.07399073960064238,0.674,0.33,FALSE,Stable,0.165,-0.165,8.39231742277876,8.7431513941125,8.956230936549876,8.83383884355829,9.132114102582719,9.11556391523799
KRT16,P08779,3868,0.07399073960064238,0.674,0.33,FALSE,Stable,0.165,-0.165,8.39231742277876,8.7431513941125,8.956230936549876,8.83383884355829,9.132114102582719,9.11556391523799
PTK2,E7ESA6,5747,0.07437256177327826,0.675,-0.166,FALSE,Stable,-0.083,0.083,7.095924419998536,7.143638309922037,7.047669251391315,6.894817763307944,6.811214117513239,7.083213368248981
BRPF1,P55201,7862,0.07480469308585289,0.676,-0.122,FALSE,Stable,-0.0611,0.0611,7.2695942516833725,7.206526015877427,7.139551352398794,7.013462259806563,7.101187815259738,7.134426320220926
GCLM,P48507,2730,0.07487185236024266,0.676,-0.113,FALSE,Stable,-0.0564,0.0564,9.010947636265312,9.055824700134858,9.068240861312821,8.923030298263772,9.005905201862964,8.86758763491283
N4BP1,O75113,9683,0.07481484653459929,0.676,-0.126,FALSE,Stable,-0.0632,0.0632,7.074676686294496,6.908092340818271,6.921245888585589,6.866660750819986,6.844234987758751,6.813781191217037
PHF20L1,A8MW92,51105,0.07479954959703053,0.676,-0.184,FALSE,Stable,-0.0922,0.0922,8.57553924683453,8.376342482804668,8.456149034647996,8.432959407276106,8.259272487037595,8.162894799374783
ZNF580,Q9UK33,51157,0.07461876872403324,0.676,-0.213,FALSE,Stable,-0.106,0.106,5.733354340613827,5.990954860396993,5.705977901682522,5.472487771462744,5.727920454563199,5.590961241342599
HSD17B10,Q99714,3028,0.0750612535699664,0.677,0.0951,FALSE,Stable,0.0475,-0.0475,12.611601206696493,12.61558366125016,12.547183741385961,12.702389159976336,12.688796681054455,12.668441828052998
MOB4,Q9Y3A3,25843,0.07520464306725333,0.677,-0.107,FALSE,Stable,-0.0533,0.0533,6.571373435973201,6.610286657081023,6.646738698307846,6.4886435398537845,6.562242424221073,6.457791260256042
ITFG2,Q969R8,55846,0.07549929201258733,0.678,-0.145,FALSE,Stable,-0.0724,0.0724,6.412781525338476,6.300123724569014,6.312882955284356,6.3110671022555955,6.104336659814735,6.175923742063755
Q59H39,Q59H39,NA,0.0755215590496051,0.678,0.119,FALSE,Stable,0.0594,-0.0594,10.01666902468718,10.02472413921832,9.997885127829111,10.214926187942435,10.045896144523685,10.134811329796904
UNG,P13051,7374,0.0756270795241337,0.678,-0.142,FALSE,Stable,-0.0709,0.0709,7.978996396088938,8.093285503877924,8.141596278383817,7.836681593327116,7.954777925005068,7.997179480937621
FAM103A1,Q9BTL3,83640,0.07582303138093366,0.679,0.155,FALSE,Stable,0.0774,-0.0774,6.962317654942308,7.181897643108388,6.987548258953743,7.134426320220926,7.205548911173033,7.256444596473442
HDAC7,Q8WUI4,51564,0.07571506821340554,0.679,0.102,FALSE,Stable,0.0508,-0.0508,11.068778277985412,11.0130434601401,11.051616808337043,11.157536418764936,11.188650656510077,11.092228584386778
PPIP5K2.1,H0Y9S9,23262,0.07565173308490192,0.679,0.117,FALSE,Stable,0.0587,-0.0587,9.787576120869643,9.848153440493245,9.7147606739083,9.844078028063128,9.9179687275585,9.940900834374343
TIGAR,Q9NQ88,57103,0.0757685297737932,0.679,0.0924,FALSE,Stable,0.0462,-0.0462,9.83810087041245,9.872982622388003,9.817303475831991,9.913487840715163,9.934575472545678,9.957537396906602
TUBB2B,Q9BVA1,347733,0.07589473957508149,0.679,0.108,FALSE,Stable,0.053900000000000003,-0.053900000000000003,15.759063743678015,15.745416977022693,15.68908617429888,15.776669486740559,15.88982239350084,15.850665442276316
UBE2V2,Q15819,7336,0.0757641484077134,0.679,0.213,FALSE,Stable,0.106,-0.106,11.191059214531656,11.206098613995797,11.077750374265579,11.288981392901414,11.589370257061798,11.234637831344381
BCL7B,F2Z3H6,9275,0.07630037268388497,0.68,-0.123,FALSE,Stable,-0.0615,0.0615,6.617651119427331,6.701826258412055,6.559185865787734,6.531381460516312,6.542258049766918,6.436295119839363
MYCBP2,O75592,23077,0.07630775185430451,0.68,-0.122,FALSE,Stable,-0.061,0.061,12.151714243746355,12.181121190746401,12.142394290994126,11.951685407940216,12.028251428162793,12.12902536982563
TCF20,Q9UGU0,6942,0.07606236545337854,0.68,-0.113,FALSE,Stable,-0.0563,0.0563,9.340072623831118,9.354249381945241,9.332931659320032,9.15152399406487,9.236014191900084,9.302181940875625
A8K5A6,A8K5A6,NA,0.07663746408891603,0.681,-0.127,FALSE,Stable,-0.0635,0.0635,7.4684204018645515,7.614709844115208,7.532161084983212,7.342519189660609,7.4732998711413154,7.418695949602051
CNOT6,Q9ULM6,57472,0.07656143586693617,0.681,0.165,FALSE,Stable,0.0825,-0.0825,7.971543553950772,7.72451385311995,7.743488039789185,7.930145947908821,7.966361247293608,8.037821465434968
SYBU,A0A0C4DG86,55638,0.07662318048955535,0.681,-0.197,FALSE,Stable,-0.0986,0.0986,6.598424760527719,6.354028938054387,6.592457037268081,6.1799090900149345,6.354028938054387,6.419538891513785
ARFGAP2,Q8N6H7,84364,0.07685506126752747,0.682,0.153,FALSE,Stable,0.0767,-0.0767,11.40880737528289,11.176671833882898,11.198015238487626,11.422905742612183,11.447909748742077,11.372865060112588
FEN1,P39748,2237,0.0767408023111706,0.682,-0.111,FALSE,Stable,-0.0555,0.0555,13.482921371690045,13.565221107694228,13.531941858181591,13.344337523518696,13.451120940574391,13.45159749625839
HGFAC,D6RAR4,3083,0.07675280923832517,0.682,0.196,FALSE,Stable,0.0978,-0.0978,7.036723106005525,7.3706874068072175,7.135452784185173,7.420381341196637,7.41193462479118,7.297374860528325
KLHL6,Q8WZ60,89857,0.07707222147416333,0.683,0.166,FALSE,Stable,0.0832,-0.0832,8.235535606710462,8.0911708900279,8.176422513042237,8.472893878443859,8.318768742682732,8.21091481607392
TRAPPC10,P48553,7109,0.07725193405957906,0.683,-0.175,FALSE,Stable,-0.0876,0.0876,8.781687561507184,8.611024797307353,8.517275693209582,8.562624039099871,8.39274673242064,8.428778891337586
ARSA,A0A024R509,NA,0.07767707197419522,0.684,-0.127,FALSE,Stable,-0.0634,0.0634,6.20945336562895,6.04220656012069,6.153805336079036,6.0574502721839,6.011227255423254,5.9565213633331195
B3KN57,B3KN57,NA,0.07765333962958987,0.684,-0.106,FALSE,Stable,-0.0531,0.0531,12.000457813962358,11.973912570796847,11.914048713261353,11.806428788195456,11.85735900975864,11.906326932760603
HINT2,Q9BX68,84681,0.07764776849599549,0.684,-0.158,FALSE,Stable,-0.0788,0.0788,10.369379235303752,10.495655193790254,10.523365924391396,10.174925682500678,10.378728358030806,10.362053396853025
REPS1,Q96D71,85021,0.0775480449929683,0.684,-0.128,FALSE,Stable,-0.0641,0.0641,10.203348002979762,10.197830998012197,10.0431640254591,10.066089190457772,10.014857381316393,9.978853434681609
ARNT,P27540,405,0.07803818750138705,0.685,-0.095,FALSE,Stable,-0.0475,0.0475,6.715618859074816,6.705977901682522,6.778734244117836,6.659639187015652,6.617651119427331,6.638073837180719
B2R4H6,B2R4H6,NA,0.07797501523096681,0.685,0.108,FALSE,Stable,0.0541,-0.0541,9.022090344993963,9.03342300153745,9.007307646846437,9.177917792195844,9.16012353414655,9.049576317155973
CDK12,Q9NYV4,51755,0.07782140782996502,0.685,-0.125,FALSE,Stable,-0.0626,0.0626,11.419749550058496,11.325361677495367,11.294850459112778,11.301896253031192,11.198383648867791,11.164215574402562
FAM127A,A6ZKI3,8933,0.0780820620833205,0.685,-0.532,FALSE,Stable,-0.266,0.266,7.763544364293921,8.456970381121014,8.859224161978204,7.798309782454597,7.836681593327116,7.848622940429338
LACTB2,Q53H82,51110,0.07806177479042826,0.685,-0.519,FALSE,Stable,-0.259,0.259,8.906890595608518,8.493855449240822,8.618752553536732,8.689997971419446,7.706668682179746,8.066089190457772
B2R6U8,B2R6U8,NA,0.07826622823848213,0.686,0.0992,FALSE,Stable,0.0496,-0.0496,12.22013644739608,12.15952449339629,12.119622040490135,12.248550253113867,12.261507309202056,12.28690424402748
GCSH,P23434,2653,0.07830063316960609,0.686,0.156,FALSE,Stable,0.0781,-0.0781,10.420381341196636,10.667732494849162,10.468827655230951,10.635083231106567,10.723404973440706,10.666756591884804
HMGB3,O15347,3149,0.07848577912537473,0.686,0.108,FALSE,Stable,0.0538,-0.0538,12.3322324013449,12.343269009523762,12.23329011990585,12.370333227468254,12.427260457743015,12.43379405875492
NUDT18,Q6ZVK8,79873,0.07819018179846153,0.686,-0.19,FALSE,Stable,-0.0952,0.0952,7.1199786096548765,6.902073579310743,7.167919865551935,6.752213367865143,6.894817763307944,6.971543553950772
OAS1,Q3ZM02,NA,0.07818299284769656,0.686,-0.184,FALSE,Stable,-0.0918,0.0918,7.143638309922037,7.381110294099054,7.130313145543456,6.948367231584678,7.141596278383818,7.014578464922892
PRPF38B,Q5VTL8,55119,0.07824802710451569,0.686,-0.101,FALSE,Stable,-0.0507,0.0507,10.058127053657534,10.089053172156433,10.043710863347156,9.908992993250534,9.96188373994353,10.016111838220512
SLTM,A0A024R5X3,NA,0.0782086743166492,0.686,-0.156,FALSE,Stable,-0.078,0.078,11.959929505800293,11.930995994325555,12.157125839935086,11.814021620355314,11.932214751968385,11.833562166106827
UIMC1,Q96RL1,51720,0.07844185885878392,0.686,0.104,FALSE,Stable,0.0518,-0.0518,10.716133525246237,10.711322819211357,10.72715467026472,10.78528898070402,10.786351318146542,10.89352906733937
IMMP2L,Q96T52,83943,0.07888502776807793,0.687,-0.151,FALSE,Stable,-0.0754,0.0754,7.7073591320808825,7.811214117513239,7.576673292516575,7.617651119427331,7.515699838284043,7.509379148914689
SMCHD1,A6NHR9,23347,0.07876947772159591,0.687,-0.0973,FALSE,Stable,-0.0486,0.0486,12.733439082899434,12.65176927141799,12.710892510787822,12.569570837785387,12.612361714630836,12.622280655215583
STX11,O75558,8676,0.07887823880729858,0.687,-0.219,FALSE,Stable,-0.11,0.11,8.704249502001863,8.362820525534262,8.734032139564931,8.417430612546031,8.314243346748558,8.411934624791181
PINX1,Q96BK5,54984,0.07896393089021386,0.688,-0.125,FALSE,Stable,-0.0627,0.0627,10.288981392901414,10.320800548881637,10.181152256865566,10.168421410851925,10.183015000882756,10.063125393458789
A8K0D4,A8K0D4,NA,0.0796233184588603,0.689,-0.135,FALSE,Stable,-0.0677,0.0677,6.470862199413702,6.633721812641012,6.679480099505446,6.434628227636725,6.457791260256042,6.485426827170242
TMEM192,Q8IY95,201931,0.07951743670661401,0.689,-0.127,FALSE,Stable,-0.0633,0.0633,6.4561490346479955,6.540709262671431,6.412781525338476,6.321928094887363,6.427941332509482,6.279842693520348
GNG2,G3V2N0,54331,0.07976515923264567,0.69,0.187,FALSE,Stable,0.0937,-0.0937,8.517669388133811,8.308794067216477,8.326429487122303,8.63734941083314,8.416164164733129,8.661778097771988
B3KNV2,B3KNV2,NA,0.08033651525588514,0.691,-0.108,FALSE,Stable,-0.0541,0.0541,6.803485375595953,6.704595347632403,6.7374163659370625,6.6220518194563764,6.699051844016849,6.599912842187128
MANF,A8K878,NA,0.08028695312321864,0.691,-0.178,FALSE,Stable,-0.089,0.089,11.454607748534851,11.352650400061899,11.323955459631641,11.36681395828542,11.161572814080637,11.068576770192518
CSNK1G3,Q9Y6M4,1456,0.08081386751921249,0.692,-0.116,FALSE,Stable,-0.0581,0.0581,8.930737337562887,8.85611423397746,8.8483099574492865,8.726899318476528,8.713901977947655,8.845803646215883
KIAA1551,Q9HCM1,55196,0.08082660024109423,0.692,-0.354,FALSE,Stable,-0.177,0.177,4.517275693209582,4.517275693209582,4.523561956057013,4.542258049766918,4.145677455195635,3.807354922057604
PUDP,Q08623,8226,0.08065849394140581,0.692,0.177,FALSE,Stable,0.0887,-0.0887,6.845490050944375,6.803485375595953,6.765534746362977,6.824004050933153,7.147713722352154,6.974988111991927
B0FTY2,B0FTY2,NA,0.08087138672444767,0.693,0.19,FALSE,Stable,0.0949,-0.0949,7.015693807105145,6.968090752045256,6.84924870276441,7.107478646626618,6.9886846867721655,7.306517445249819
TUBB4A,P04350,10382,0.08115087028589406,0.693,0.102,FALSE,Stable,0.0512,-0.0512,15.467322153918225,15.457595702533,15.367854946338461,15.497708408374889,15.552413937887358,15.550067356506721
LYAR,Q9NX58,NA,0.08125373118303918,0.694,-0.18,FALSE,Stable,-0.09,0.09,11.86097055492949,11.776433032444734,11.746514321138463,11.78985964091365,11.476695582172733,11.577334407731328
NFATC2,Q13469,4773,0.08133232940281153,0.694,0.161,FALSE,Stable,0.0807,-0.0807,11.117318426010003,11.177045734375048,11.249943030531487,11.200162973999701,11.460199895059583,11.367906123098463
STRAP,Q9Y3F4,11171,0.08136353047554479,0.694,0.121,FALSE,Stable,0.0603,-0.0603,12.946431144668031,12.897713127278521,12.825674343363223,13.06177619758669,13.039844376048917,12.930293818050998
UTP3,Q9NQZ2,57050,0.08148921147394472,0.694,0.135,FALSE,Stable,0.0673,-0.0673,10.164152707764606,10.183015000882756,10.10000522442272,10.26877590027484,10.187723216290712,10.39456987451014
FCHSD2,E9PG19,9873,0.08199577432388724,0.695,-0.163,FALSE,Stable,-0.0814,0.0814,9.80799883862303,9.620219825507487,9.565292520581023,9.591709333161742,9.44190670454224,9.471675214392045
RAVER2,Q9HCJ3,55225,0.0819299223657241,0.695,-0.136,FALSE,Stable,-0.068,0.068,8.867896463992654,8.77313920671969,8.894211461537772,8.599540965644048,8.776762001786231,8.75120928822302
SLAIN2,Q9P270,57606,0.08192649195848699,0.695,0.146,FALSE,Stable,0.073,-0.073,9.710634264113743,9.754887502163468,9.610102062999664,9.957827560833744,9.764705754188878,9.790837186997955
HNRNPA3.1,H7C1J8,220988,0.08217758210591455,0.696,0.179,FALSE,Stable,0.0897,-0.0897,10.577334407731328,10.66737769741955,10.60177078840771,10.605942439625368,10.903128676812319,10.875902903124835
TCEA1,P23193,6917,0.08237284455372539,0.696,-0.127,FALSE,Stable,-0.0637,0.0637,12.832494484336113,12.849541935451459,12.974719301854904,12.703860326542252,12.83518195122054,12.735365626372301
USP25,Q9UHP3,29761,0.08217429942517913,0.696,-0.194,FALSE,Stable,-0.0968,0.0968,8.499845887083206,8.215775653020282,8.21334728173344,8.208478242211706,8.028458647425479,8.111135670234708
ABCB8,Q9NUT2,11194,0.08243652366979012,0.697,-0.152,FALSE,Stable,-0.0759,0.0759,6.253611151947168,6.457791260256042,6.285402218862249,6.236492618381302,6.217230716220669,6.087462841250339
B2R4D5,B2R4D5,NA,0.08268992721870372,0.697,-0.126,FALSE,Stable,-0.063,0.063,11.507299124122765,11.475834740263226,11.359639762001116,11.254497201296916,11.324180546618742,11.385916312004891
CDCA1,A0A024R8Y0,NA,0.08272565766297292,0.697,0.123,FALSE,Stable,0.0613,-0.0613,9.96664964210534,10.025831668332026,9.907791998350051,10.012065787873997,10.165660751498667,10.09037711006791
GYS1,P13807,2997,0.08260561875455746,0.697,-0.18,FALSE,Stable,-0.0901,0.0901,10.127091548383023,9.992513535149577,10.041522267056164,9.973410377038265,9.955649907528374,9.691220076567399
PTPA,A6PVN5,5524,0.08276223620899208,0.697,0.106,FALSE,Stable,0.0531,-0.0531,10.256090720087002,10.133142212400601,10.137247340664668,10.269477372755865,10.280770770130603,10.294965300509128
Q59FY1,Q59FY1,NA,0.082449622872093,0.697,-0.131,FALSE,Stable,-0.0654,0.0654,8.061236165747747,8.088523256616632,8.135965742427338,7.847370600905483,8.015136243797379,8.030667136246942
TIMM21,Q9BVV7,29090,0.0825007736028715,0.697,-0.174,FALSE,Stable,-0.0869,0.0869,8.642412772905056,8.531381460516313,8.326429487122303,8.286326727090547,8.350939181546432,8.341630009329911
ZNF174,Q15697,7727,0.08276584034256858,0.697,0.146,FALSE,Stable,0.073,-0.073,4.749534267669262,4.8529975876133165,4.705977901682522,4.842978831788326,5.035623909730721,4.867896463992655
E9PCH4,E9PCH4,NA,0.08324883869300594,0.698,0.237,FALSE,Stable,0.118,-0.118,10.469947009577337,10.410663341077646,10.440350119200563,10.521404141330216,10.949899645975167,10.55928148132549
B3KMB8,B3KMB8,NA,0.08340800229737659,0.699,0.142,FALSE,Stable,0.071,-0.071,8.520029304212185,8.39059890555246,8.38887833881199,8.669593751188334,8.583834954715432,8.472081550133609
C16orf13,Q96S19,84326,0.0836147056502294,0.699,-0.156,FALSE,Stable,-0.0782,0.0782,9.630085070002124,9.441076734698616,9.444600813711503,9.267723051627422,9.327103486219304,9.451829277252436
SIT1,Q9Y3P8,27240,0.08338795428092563,0.699,-0.125,FALSE,Stable,-0.0624,0.0624,7.9014703198242655,7.924812503605781,7.785288980704021,7.669593751188333,7.795715006501729,7.772149590784542
CCDC61,Q9Y6R9,729440,0.0837648359107838,0.7,-0.137,FALSE,Stable,-0.0687,0.0687,7.307428525192248,7.314696525656286,7.125155131322289,7.098032082960526,7.070389327891398,7.166916251569974
CLYBL,A0A024RE03,NA,0.08390353642279937,0.7,-0.187,FALSE,Stable,-0.0936,0.0936,10.24186401223682,10.427731866804448,10.460763037858728,10.041796023231727,10.212131561563002,10.315036316442757
DDX11,Q96FC9,1663,0.08390583426103392,0.7,0.191,FALSE,Stable,0.0956,-0.0956,4.439623137557117,4.4329594072761065,4.329123596291566,4.399171093819823,4.632268215499513,4.74416109557041
MAPK9,B5BUJ7,NA,0.08371165361335611,0.7,-0.131,FALSE,Stable,-0.0655,0.0655,9.047941843747513,8.96087076379617,8.867278739709661,8.811856314292545,8.77544567410286,8.896029602976752
MPI,P34949,4351,0.08400765118447612,0.7,-0.147,FALSE,Stable,-0.0735,0.0735,11.293931398695719,11.05920924408119,11.20725841036353,11.033698298750554,10.986624251752232,11.099084760891863
SNRNP35,Q16560,11066,0.08401751248559551,0.7,0.0877,FALSE,Stable,0.0439,-0.0439,8.191799501065075,8.24697805961472,8.237926946626263,8.324180546618742,8.309248960816616,8.306517445249819
VPS52,Q8N1B4,6293,0.08405865126384698,0.7,0.126,FALSE,Stable,0.0632,-0.0632,9.148730779173189,9.240552850461953,9.045759661382682,9.261624835579122,9.24293589533958,9.309703711030275
ACAP1,Q15027,9744,0.08443870031162971,0.701,-0.133,FALSE,Stable,-0.0663,0.0663,10.2246046815385,10.220982851081777,10.235535606710462,9.97096866052181,10.122569192216446,10.189824558880018
ARHGAP45,K7EM85,23526,0.08427784053390804,0.701,-0.133,FALSE,Stable,-0.0665,0.0665,11.736148211170926,11.677587520660936,11.537655220517644,11.568003594232383,11.47192918764169,11.512444191102922
B2RAQ9,B2RAQ9,NA,0.08438488880958259,0.701,-0.211,FALSE,Stable,-0.106,0.106,11.898488022941612,11.71046207397916,11.744749761912185,11.757139953894848,11.576673292516576,11.386724740799167
CHTF8.1,H0YAV5,NA,0.08432989408365896,0.701,0.379,FALSE,Stable,0.189,-0.189,8.378078055995504,8.133912814239036,8.130313145543456,8.448735798029396,9.018200178813226,8.311521279826131
ELP6,Q0PNE2,54859,0.08425273847287792,0.701,0.124,FALSE,Stable,0.0621,-0.0621,8.770498720892892,8.895120818668977,8.825594849463382,8.907191125771233,9.045486656359465,8.911391987843459
GOLGA3,Q08378,2802,0.08421336241867872,0.701,-0.119,FALSE,Stable,-0.0594,0.0594,10.636896459574862,10.581765495476867,10.508785162064513,10.527867927358246,10.397032817096848,10.446359630358405
PIKFYVE,Q9Y2I7,200576,0.08416712045872453,0.701,-0.0871,FALSE,Stable,-0.0435,0.0435,7.31015831794782,7.28909670241999,7.293701542080735,7.22881869049588,7.1799090900149345,7.223036337901875
SPIRE1,Q08AE8,56907,0.08413351943488104,0.701,-0.131,FALSE,Stable,-0.0655,0.0655,6.811214117513239,6.832890014164741,6.921245888585589,6.797012977836145,6.619119511453218,6.756222712847288
THTPA,Q9BU02,79178,0.08417385067803197,0.701,-0.102,FALSE,Stable,-0.0508,0.0508,9.66622400280318,9.601213655733906,9.582518369618358,9.474314353315801,9.505414609346753,9.565292520581023
TSR3,Q9UJK0,115939,0.08414604863858864,0.701,-0.132,FALSE,Stable,-0.0659,0.0659,7.897240425574799,7.894211461537772,7.814422246566793,7.825912798784975,7.756889855074617,7.627898615871748
ARMC1,Q9NVT9,55156,0.08468606123073324,0.702,0.119,FALSE,Stable,0.0597,-0.0597,10.253611151947169,10.18351132669513,10.158862106208455,10.357771910881887,10.3701424794954,10.226412192788786
CCS,O14618,9973,0.08462544444093074,0.702,-0.164,FALSE,Stable,-0.082,0.082,9.649076503186066,9.61120927336935,9.402798906647083,9.439207554941284,9.30035256032822,9.431288654291592
DLAT,A0A024R3D8,NA,0.08482384694883412,0.702,0.218,FALSE,Stable,0.109,-0.109,12.929091934220084,12.783857674651529,12.985717438716401,12.915188482107997,13.297962297502217,13.138111776319704
HMHA1,Q8IYN3,NA,0.0846181948464154,0.702,-0.143,FALSE,Stable,-0.0717,0.0717,11.571989597604578,11.508785162064513,11.367851534489912,11.423010830206715,11.302638923787553,11.292666733877931
NUDT3,O95989,11165,0.08486360407267216,0.702,0.204,FALSE,Stable,0.102,-0.102,10.069449767427784,10.074409099343736,9.98299357469431,10.143510767594154,10.471167133724391,10.122698599315326
PRMT5,O14744,10419,0.08486024390231858,0.702,0.0907,FALSE,Stable,0.0454,-0.0454,12.006957163390911,12.042138145418086,11.996226309818956,12.079518117430654,12.142649561831215,12.095331084583679
CCDC94,Q9BW85,55702,0.08533889361389844,0.703,0.14,FALSE,Stable,0.0701,-0.0701,9.404290064444837,9.419960177847889,9.289327293811976,9.527867927358246,9.602698865017965,9.40343816300828
N4BP2,Q86UW6,55728,0.08517295152149165,0.703,-0.117,FALSE,Stable,-0.0587,0.0587,7.2143191208007655,7.174925682500679,7.101187815259738,7.0078682433333395,7.00337736020232,7.127220550488074
