"Name","ID","P_value","FDR","Significant","log2FC","U2932_WT_centered","U2932_MUT_centered"
"CDCA7L","Q96GN5",0.227330458164289,0.847,FALSE,-0.0985,-0.0492,0.0492
"CDH2","P19022",0.621952188086899,0.921,FALSE,-0.038,-0.019,0.019
"CDK10","Q15131",0.484323067966574,0.907,FALSE,0.0647,0.0324,-0.0324
"CDK11B","J3QR44",0.194341400859817,0.83,FALSE,0.111,0.0554,-0.0554
"CDK12","Q9NYV4",0.077821407829965,0.685,FALSE,-0.125,-0.0626,0.0626
"CDK13","Q14004",0.132739565710255,0.78,FALSE,0.0929,0.0465,-0.0465
"CDK14","O94921",0.0733510326089714,0.672,FALSE,0.138,0.0689,-0.0689
"CDK17","Q00537",0.231732815835996,0.849,FALSE,0.0765,0.0382,-0.0382
"CDK2","G3V5T9",0.0284553904520907,0.417,FALSE,0.154,0.0769,-0.0769
"CDK2AP2","O75956",0.262522703586687,0.861,FALSE,0.117,0.0587,-0.0587
"CDK4","P11802",0.0516711273994118,0.588,FALSE,-0.227,-0.114,0.114
"CDK5","Q00535",0.693452983112814,0.926,FALSE,-0.0279,-0.014,0.014
"CDK5RAP1","Q96SZ6",0.999266326515218,0.942,FALSE,4.89e-05,2.44e-05,-2.44e-05
"CDK5RAP2","A0A0C4ZLW1",0.875155209889422,0.937,FALSE,-0.00805,-0.00402,0.00402
"CDK5RAP3","Q96JB5-4",0.436353798034173,0.9,FALSE,-0.0347,-0.0174,0.0174
"CDK6","Q00534",0.955863388889614,0.941,FALSE,0.00449,0.00224,-0.00224
"CDK7","P50613",0.23303051378243,0.849,FALSE,-0.126,-0.063,0.063
"CDK9","P50750-2",0.591237324968292,0.918,FALSE,0.0309,0.0154,-0.0154
"CDKAL1","Q5VV42",0.106929139088483,0.745,FALSE,-0.131,-0.0655,0.0655
"CDKN1B","P46527",0.0147465216941581,0.231,FALSE,-0.25,-0.125,0.125
"CDKN2A","Q8N726",0.169512931839268,0.814,FALSE,-0.102,-0.0508,0.0508
"CDKN2AIP","Q9NXV6",0.243393258012184,0.854,FALSE,0.0642,0.0321,-0.0321
"CDKN2AIPNL","Q96HQ2",0.95600876717662,0.941,FALSE,0.00502,0.00251,-0.00251
"CDKN2C","P42773",0.0653498019173333,0.646,FALSE,-0.293,-0.147,0.147
"CDR2","Q01850",0.985955485249772,0.942,FALSE,0.00356,0.00178,-0.00178
"CDT1","Q9H211",0.337891658397215,0.882,FALSE,-0.0961,-0.0481,0.0481
"CDV3","Q9UKY7",0.557114477408183,0.915,FALSE,-0.142,-0.0708,0.0708
"CDYL","Q9Y232",0.000786614388852193,0.00151,FALSE,-0.273,-0.137,0.137
"CEBPB","P17676",0.511666012529957,0.91,FALSE,-0.0513,-0.0257,0.0257
"CEBPG","P53567",0.606428635516557,0.919,FALSE,-0.0299,-0.0149,0.0149
"CEBPZ","Q03701",0.447909927368832,0.902,FALSE,0.0597,0.0299,-0.0299
"CECR5","Q9BXW7",0.639158108673828,0.922,FALSE,-0.0412,-0.0206,0.0206
"CELF1","G5EA30",0.182882881862691,0.823,FALSE,0.107,0.0534,-0.0534
"CELF2","A0A0J9YXJ0",0.883338272640278,0.937,FALSE,0.0287,0.0144,-0.0144
"CEND1","Q8N111",0.0079482898198874,0.115,FALSE,0.345,0.173,-0.173
"CENPC","Q03188",0.772836542828061,0.931,FALSE,-0.015,-0.00752,0.00752
"CENPE","Q02224",0.434610620457891,0.9,FALSE,0.133,0.0667,-0.0667
"CENPF","P49454",0.167000109571073,0.812,FALSE,0.103,0.0514,-0.0514
"CENPH","Q9H3R5",0.655493391418204,0.923,FALSE,0.0664,0.0332,-0.0332
"CENPM","Q9NSP4",0.624648155523792,0.921,FALSE,0.0551,0.0276,-0.0276
"CENPN","Q96H22-3",0.126865804167626,0.773,FALSE,-0.134,-0.0672,0.0672
"CENPO","Q9BU64",0.989916406195611,0.942,FALSE,-0.00106,-0.000531,0.000531
"CENPP","Q6IPU0",0.241900785727236,0.853,FALSE,0.337,0.168,-0.168
"CENPV","Q7Z7K6-3",0.352038553763009,0.885,FALSE,-0.101,-0.0504,0.0504
"CEP110","B2RP65",0.0448478699162927,0.55,FALSE,0.117,0.0583,-0.0583
"CEP120","Q8N960",0.105692489376839,0.743,FALSE,-0.265,-0.133,0.133
"CEP131","Q9UPN4",0.117738508061962,0.761,FALSE,-0.136,-0.0678,0.0678
"CEP170","Q5SW79",0.517236196486318,0.911,FALSE,0.0418,0.0209,-0.0209
"CEP170.1","B2RTS4",0.574344395859368,0.917,FALSE,0.0337,0.0168,-0.0168
"CEP192","Q8TEP8-3",0.774799431337849,0.931,FALSE,-0.0359,-0.018,0.018
"CEP250","Q9BV73",0.717214007264711,0.928,FALSE,-0.0272,-0.0136,0.0136
"CEP350","A0A024R914",0.881910405768559,0.937,FALSE,0.0093,0.00465,-0.00465
"CEP41","Q9BYV8",0.459847282438722,0.904,FALSE,0.0526,0.0263,-0.0263
"CEP55","D3DR37",0.8037774530461,0.933,FALSE,-0.0413,-0.0207,0.0207
"CEP63","Q96MT8",0.717772809149826,0.928,FALSE,-0.0331,-0.0165,0.0165
"CEP68","Q76N32",0.352120755517155,0.885,FALSE,0.0766,0.0383,-0.0383
"CEP78","Q5JTW2-2",0.549588362031332,0.914,FALSE,-0.0568,-0.0284,0.0284
"CEP85","Q6P2H3",0.549680345977768,0.914,FALSE,0.0337,0.0168,-0.0168
"CEP97","Q8IW35-2",0.00678166852808557,0.0938,FALSE,0.234,0.117,-0.117
"CETN2","P41208",0.597911014528327,0.919,FALSE,0.034,0.017,-0.017
"CETN3","E5RJF8",0.633297452880196,0.922,FALSE,-0.275,-0.138,0.138
"CFAP20","Q9Y6A4",0.51580035543255,0.911,FALSE,-0.064,-0.032,0.032
"CFAP97","Q9P2B7",0.370111352608241,0.889,FALSE,0.0611,0.0306,-0.0306
"CFDP1","Q9UEE9",0.478126851991589,0.906,FALSE,-0.0444,-0.0222,0.0222
"CFL1","E9PK25",0.353233257322131,0.886,FALSE,0.0528,0.0264,-0.0264
"CFL2","Q9Y281",0.122886245692324,0.768,FALSE,0.103,0.0515,-0.0515
"CGGBP1","Q9UFW8",0.946279598668636,0.94,FALSE,0.0285,0.0143,-0.0143
"CHAF1A","D6W625",0.022483050772616,0.346,FALSE,-0.167,-0.0834,0.0834
"CHAMP1","Q96JM3",0.128984313468913,0.776,FALSE,-0.0997,-0.0498,0.0498
"CHCHD10","B5MBW9",0.0254327582307709,0.383,FALSE,-0.156,-0.0781,0.0781
"CHCHD2","Q9Y6H1",0.034394618327479,0.474,FALSE,-0.164,-0.0818,0.0818
"CHCHD3","C9JRZ6",0.570241257643026,0.916,FALSE,-0.0396,-0.0198,0.0198
"CHCHD4","Q8N4Q1-2",0.0388353208818444,0.51,FALSE,0.306,0.153,-0.153
"CHCHD5","Q9BSY4",0.988719798563308,0.942,FALSE,0.000865,0.000432,-0.000432
"CHCHD6","J3QTA6",0.0288210481281875,0.421,FALSE,-0.422,-0.211,0.211
"CHD1","O14646",0.256218897496242,0.859,FALSE,-0.0649,-0.0324,0.0324
"CHD1L","Q86WJ1",0.259233295817311,0.86,FALSE,-0.0638,-0.0319,0.0319
"CHD2","O14647",0.00969581991666076,0.146,FALSE,-0.195,-0.0974,0.0974
"CHD3","Q12873-3",0.640115396051311,0.922,FALSE,0.0356,0.0178,-0.0178
"CHD3.1","H7C0J3",0.348882116083404,0.885,FALSE,-0.0455,-0.0227,0.0227
"CHD4","Q14839-2",0.750167807165573,0.93,FALSE,-0.0155,-0.00775,0.00775
"CHD5","Q8TDI0",0.915986533086648,0.939,FALSE,0.00534,0.00267,-0.00267
"CHD6","Q8TD26",0.273831340272853,0.865,FALSE,-0.0734,-0.0367,0.0367
"CHD7","A0A024R7V7",0.743037627389141,0.93,FALSE,-0.0171,-0.00857,0.00857
"CHD8","Q9HCK8",0.0342180144314268,0.473,FALSE,-0.123,-0.0617,0.0617
"CHD9","B7ZML1",0.257027139515441,0.859,FALSE,-0.0675,-0.0338,0.0338
"CHDH","A0A024R301",0.0713292997215571,0.666,FALSE,-0.255,-0.128,0.128
"CHEK1","O14757",0.434440381705623,0.9,FALSE,0.0663,0.0331,-0.0331
"CHEK2","O96017-9",0.587136226653298,0.918,FALSE,-0.0418,-0.0209,0.0209
"CHERP","Q8IWX8",0.549260651262577,0.914,FALSE,0.0362,0.0181,-0.0181
"CHFR","Q96EP1",0.284480364072437,0.868,FALSE,-0.098,-0.049,0.049
"CHKA","P35790",0.1803819139777,0.821,FALSE,-0.0671,-0.0336,0.0336
"CHKB","Q9Y259",0.984632003180931,0.942,FALSE,0.00188,0.000941,-0.000941
"CHMP1A","Q9HD42",0.345862780420512,0.884,FALSE,0.0529,0.0265,-0.0265
"CHMP1B","Q7LBR1",0.427071796336197,0.899,FALSE,0.0478,0.0239,-0.0239
"CHMP2A","O43633",0.0540921590247901,0.6,FALSE,-0.256,-0.128,0.128
"CHMP2B","Q9UQN3",0.98122045276506,0.942,FALSE,-0.0129,-0.00644,0.00644
"CHMP4B","Q9H444",0.232561134600855,0.849,FALSE,-0.0766,-0.0383,0.0383
"CHMP5","Q9NZZ3",0.3535459643878,0.886,FALSE,-0.0442,-0.0221,0.0221
"CHORDC1","A0A024R394",0.778902665155029,0.932,FALSE,-0.0137,-0.00687,0.00687
"CHRAC1","Q9NRG0",0.253141079851539,0.857,FALSE,0.0999,0.05,-0.05
"CHTF18","Q8WVB6-2",0.567352053501795,0.916,FALSE,-0.0753,-0.0376,0.0376
"CHTF8","P0CG12",0.149888728625928,0.797,FALSE,-0.0882,-0.0441,0.0441
"CHTF8.1","H0YAV5",0.084329894083659,0.701,FALSE,0.379,0.189,-0.189
"CHTOP","Q9Y3Y2-3",0.929565369535219,0.939,FALSE,-0.00576,-0.00288,0.00288
"CHURC1","Q8WUH1",0.221383211908155,0.844,FALSE,0.101,0.0507,-0.0507
"CIAO1","B2RDJ6",0.90494103525169,0.938,FALSE,-0.00721,-0.00361,0.00361
"CIAPIN1","Q6FI81",0.321409144350849,0.878,FALSE,0.0519,0.026,-0.026
"CIB1","Q99828-2",0.927685071142303,0.939,FALSE,0.0187,0.00935,-0.00935
"CIRBP","Q14011",0.478069812375077,0.906,FALSE,0.0423,0.0212,-0.0212
"CISD1","Q9NZ45",0.978597880556844,0.942,FALSE,0.00533,0.00266,-0.00266
"CIT","O14578-4",0.00829673401572645,0.122,FALSE,-0.168,-0.0838,0.0838
"CIZ1","F5H2X7",0.208584396528503,0.838,FALSE,-0.0898,-0.0449,0.0449
"CKAP2","B2RMQ4",0.146347365319133,0.794,FALSE,-0.0852,-0.0426,0.0426
"CKAP5","Q14008-3",0.0281231370110986,0.414,FALSE,0.156,0.0782,-0.0782
"CKS1B","P61024",0.359414723771753,0.887,FALSE,-0.0811,-0.0406,0.0406
"CKS2","P33552",0.623468107957681,0.921,FALSE,0.0607,0.0303,-0.0303
"CLASP1","Q7Z460",0.231918483103581,0.849,FALSE,0.0587,0.0294,-0.0294
"CLASP2","O75122-3",0.794471780260807,0.933,FALSE,-0.0123,-0.00615,0.00615
"CLASRP","A0A0A0MQS2",0.742041404223753,0.929,FALSE,-0.015,-0.0075,0.0075
"CLCN3","P51790",0.749085787638072,0.93,FALSE,-0.0898,-0.0449,0.0449
"CLCN5","P51795-2",0.11981696834154,0.764,FALSE,0.112,0.0561,-0.0561
"CLEC16A","Q2KHT3",0.257613919738155,0.859,FALSE,-0.0566,-0.0283,0.0283
"CLEC3B","P05452",0.539260757006185,0.913,FALSE,0.0719,0.0359,-0.0359
"CLIC1","O00299",0.317010711129411,0.877,FALSE,0.065,0.0325,-0.0325
"CLIC4","Q9Y696",0.176102845743785,0.818,FALSE,0.0899,0.045,-0.045
"CLINT1","Q14677",0.0494569214783923,0.577,FALSE,-0.152,-0.0762,0.0762
"CLINT1.1","H0YD52",0.11544318518801,0.758,FALSE,-0.0832,-0.0416,0.0416
"CLIP1","P30622",0.649646754683902,0.923,FALSE,-0.0351,-0.0175,0.0175
"CLN6","Q9NWW5-2",0.570560807105498,0.916,FALSE,0.0589,0.0294,-0.0294
"CLNS1A","P54105",0.359745408694176,0.887,FALSE,-0.0404,-0.0202,0.0202
"CLP1","E9PL17",0.130508015246452,0.778,FALSE,0.292,0.146,-0.146
"CLPB","Q9H078-2",0.146981583651685,0.795,FALSE,0.0903,0.0451,-0.0451
"CLPP","Q16740",0.304618092853356,0.874,FALSE,-0.0582,-0.0291,0.0291
"CLPTM1","A0A0S2Z3H6",0.0539149079332934,0.599,FALSE,-0.283,-0.141,0.141
"CLPX","O76031",0.582699220036466,0.917,FALSE,0.0334,0.0167,-0.0167
"CLSPN","Q1RMC5",0.122783149747892,0.768,FALSE,-0.16,-0.0802,0.0802
"CLSTN1","O94985",0.0248465864176776,0.376,FALSE,-0.2,-0.0998,0.0998
"CLTA","P09496-2",0.809177798568852,0.933,FALSE,-0.0137,-0.00683,0.00683
"CLTB","P09497-2",0.0633511422127932,0.639,FALSE,-0.351,-0.176,0.176
"CLTC","Q00610",0.727701368799287,0.929,FALSE,-0.0246,-0.0123,0.0123
"CLUH","O75153",0.321109913972462,0.878,FALSE,0.0692,0.0346,-0.0346
"CLUH.1","I3L2B0",0.792032369397518,0.932,FALSE,0.0171,0.00855,-0.00855
"CLYBL","A0A024RE03",0.0839035364227994,0.7,FALSE,-0.187,-0.0936,0.0936
"CMC1","H7C3D8",0.0409143769892928,0.524,FALSE,-0.195,-0.0975,0.0975
"CMC2","Q9NRP2",0.931505896838565,0.94,FALSE,-0.00559,-0.00279,0.00279
"CMC2.1","H3BQQ1",0.654517048458232,0.923,FALSE,0.0489,0.0244,-0.0244
"CMC4","P56277",0.00987030545488336,0.149,FALSE,-0.234,-0.117,0.117
"CMPK1","P30085",0.866598740612573,0.936,FALSE,-0.0174,-0.0087,0.0087
"CMSS1","Q9BQ75",0.0865809809849029,0.706,FALSE,-0.089,-0.0445,0.0445
"CMTR1","Q8N1G2",0.556770632663662,0.915,FALSE,0.0454,0.0227,-0.0227
"CNBP","P62633",0.414896291210678,0.897,FALSE,0.0952,0.0476,-0.0476
"CNDP2","Q96KP4",0.290500453392504,0.87,FALSE,0.056,0.028,-0.028
"CNN2","B4DUT8",0.235622322594878,0.851,FALSE,-0.103,-0.0513,0.0513
"CNN2.1","Q6FHC3",0.369428496107752,0.889,FALSE,-0.0805,-0.0403,0.0403
"CNNM3","Q8NE01",0.521671617931728,0.911,FALSE,-0.133,-0.0665,0.0665
"CNOT1","A5YKK6",0.227179709703637,0.847,FALSE,0.0661,0.033,-0.033
"CNOT10","Q9H9A5-6",0.489570980181074,0.907,FALSE,0.0346,0.0173,-0.0173
"CNOT11","Q9UKZ1",0.969643693366364,0.941,FALSE,0.002,0.001,-0.001
"CNOT2","Q9NZN8",0.316266983943177,0.877,FALSE,0.0508,0.0254,-0.0254
"CNOT3","O75175",0.975527027426042,0.941,FALSE,0.00133,0.000666,-0.000666
"CNOT4","O95628-6",0.290305891772132,0.87,FALSE,0.0556,0.0278,-0.0278
"CNOT6","Q9ULM6",0.0765614358669362,0.681,FALSE,0.165,0.0825,-0.0825
"CNOT6L","H0Y9Z5",0.80496274019796,0.933,FALSE,-0.0166,-0.0083,0.0083
"CNOT8","Q9UFF9",0.344336109092487,0.884,FALSE,0.078,0.039,-0.039
"CNP","P09543",0.907625010564101,0.938,FALSE,-0.0083,-0.00415,0.00415
"CNPY4","Q8N129",0.280046899719901,0.867,FALSE,-0.101,-0.0503,0.0503
"CNR2","P34972",0.137200458877318,0.785,FALSE,-0.235,-0.118,0.118
"COA3","Q9Y2R0",0.0292408678653069,0.425,FALSE,-0.143,-0.0714,0.0714
"COA4","Q9NYJ1-2",0.222010288750039,0.844,FALSE,0.0741,0.0371,-0.0371
"COA6","Q5JTJ3-2",0.771722682085628,0.931,FALSE,-0.0134,-0.00668,0.00668
"COA7","Q96BR5",0.472974251573376,0.905,FALSE,0.0381,0.0191,-0.0191
"COASY","Q13057-2",0.802051148932262,0.933,FALSE,0.0223,0.0111,-0.0111
"COBL","O75128-2",0.270475329400757,0.864,FALSE,0.352,0.176,-0.176
"COBLL1","A0A0D9SG04",0.492176549417939,0.908,FALSE,0.165,0.0825,-0.0825
"COCH","O43405",0.0930884771955949,0.72,FALSE,-0.182,-0.0911,0.0911
"COG1","Q8WTW3",0.0717757976474578,0.667,FALSE,-0.102,-0.051,0.051
"COG2","Q14746",0.0142143748605835,0.222,FALSE,-0.209,-0.105,0.105
"COG3","Q96JB2",0.122484686880286,0.768,FALSE,-0.105,-0.0527,0.0527
"COG4","A0A024QZ89",0.187005781050334,0.826,FALSE,-0.184,-0.0919,0.0919
"COG5","Q9UP83-2",0.744622983888737,0.93,FALSE,-0.0187,-0.00933,0.00933
"COG7","P83436",0.595989649745522,0.919,FALSE,0.0548,0.0274,-0.0274
"COIL","P38432",0.939805909149749,0.94,FALSE,0.00463,0.00232,-0.00232
"COL4A3BP","Q9Y5P4-3",0.148728160767053,0.796,FALSE,0.135,0.0674,-0.0674
"COLGALT1","Q8NBJ5",0.00709661050028907,0.0995,FALSE,-0.305,-0.153,0.153
"COMMD2","Q86X83",0.33610589925606,0.882,FALSE,0.0576,0.0288,-0.0288
"COMMD3-BMI1","R4GMX3",0.15110543969605,0.799,FALSE,0.115,0.0573,-0.0573
"COMMD4","Q9H0A8",0.0886862437434455,0.711,FALSE,0.0909,0.0454,-0.0454
"COMMD5","Q9GZQ3",0.14940035752724,0.797,FALSE,0.12,0.0601,-0.0601
"COMMD6","B0QZ40",0.00337950285934541,0.0343,FALSE,-0.234,-0.117,0.117
"COMMD8","Q9NX08",0.0287108071702031,0.42,FALSE,0.136,0.0682,-0.0682
"COMT","P21964",0.12490411311603,0.771,FALSE,-0.105,-0.0527,0.0527
"COPA","P53621-2",0.952033535353612,0.94,FALSE,-0.00314,-0.00157,0.00157
"COPB1","P53618",0.453920428251855,0.903,FALSE,-0.0371,-0.0185,0.0185
"COPB2","P35606",0.571228357562306,0.916,FALSE,-0.0425,-0.0213,0.0213
"COPE","O14579",0.338756311248371,0.882,FALSE,-0.0452,-0.0226,0.0226
"COPG1","Q9Y678",0.220608383818829,0.844,FALSE,-0.0695,-0.0347,0.0347
"COPG2","Q9UBF2",0.175998745780034,0.818,FALSE,-0.0721,-0.0361,0.0361
"COPS3","Q9UNS2",0.671198719755006,0.925,FALSE,-0.0198,-0.00988,0.00988
"COPS4","D6RFN0",0.70939639967717,0.927,FALSE,-0.0263,-0.0132,0.0132
"COPS5","Q92905",0.489245687158809,0.907,FALSE,0.0443,0.0222,-0.0222
"COPS6","Q7L5N1",0.863216276508379,0.936,FALSE,-0.0105,-0.00526,0.00526
"COPS7A","Q9UBW8",0.946695644462952,0.94,FALSE,-0.00463,-0.00232,0.00232
"COPS7B","Q9H9Q2",0.0709101171201979,0.664,FALSE,-0.249,-0.125,0.125
"COPZ1","F8VVA7",0.576660539043475,0.917,FALSE,-0.0316,-0.0158,0.0158
"COQ6","Q9Y2Z9",0.878015099631807,0.937,FALSE,-0.00943,-0.00471,0.00471
"COQ7","Q99807",0.404686323596133,0.895,FALSE,0.049,0.0245,-0.0245
"COQ8A","Q8NI60",0.0489229360107089,0.574,FALSE,0.255,0.128,-0.128
"COQ8B","Q96D53",0.915973750704158,0.939,FALSE,0.00631,0.00316,-0.00316
"COQ9","O75208",0.597888190169231,0.919,FALSE,0.0633,0.0316,-0.0316
"CORO1A","P31146",0.253263727566835,0.857,FALSE,0.0865,0.0433,-0.0433
"CORO1B","Q9BR76",0.664816404503863,0.924,FALSE,0.0588,0.0294,-0.0294
"CORO1C","Q9ULV4-3",0.178767610441465,0.82,FALSE,-0.102,-0.0511,0.0511
"CORO7","P57737-3",0.848626142396461,0.936,FALSE,0.0159,0.00796,-0.00796
"COTL1","Q14019",0.849156828898028,0.936,FALSE,0.0386,0.0193,-0.0193
"COX17","C9J8T6",0.854650993740592,0.936,FALSE,0.0184,0.00918,-0.00918
"COX2","G5D8J3",0.820367747100064,0.934,FALSE,0.0384,0.0192,-0.0192
"COX2.1","V9J128",0.786281790009662,0.932,FALSE,0.0651,0.0325,-0.0325
"COX20","Q5RI15-2",0.114004204323029,0.756,FALSE,-0.153,-0.0765,0.0765
"COX4I1","P13073",0.503166553530031,0.909,FALSE,-0.0573,-0.0286,0.0286
"COX5A","P20674",0.765785330940838,0.931,FALSE,0.0191,0.00957,-0.00957
"COX5B","P10606",0.0279843974953372,0.412,FALSE,0.194,0.0969,-0.0969
"COX6B1","P14854",0.686733443897851,0.926,FALSE,0.0198,0.00992,-0.00992
"COX6C","P09669",0.939958100908579,0.94,FALSE,-0.0107,-0.00536,0.00536
"COX7A2","H0UI06",0.354964762873377,0.886,FALSE,0.136,0.0681,-0.0681
"COX7A2L","O14548",0.0269462538646441,0.401,FALSE,0.255,0.127,-0.127
"COX7B","P24311",0.620980028256623,0.921,FALSE,-0.0624,-0.0312,0.0312
"COX7C","P15954",0.161114691563851,0.807,FALSE,0.106,0.0531,-0.0531
"CPD","O75976",0.328193299854812,0.88,FALSE,0.071,0.0355,-0.0355
"CPM","P14384",0.325883423411032,0.879,FALSE,-0.0592,-0.0296,0.0296
"CPNE1","B0QZ18",0.20192364390366,0.834,FALSE,0.0931,0.0465,-0.0465
"CPNE3","O75131",0.11432809794293,0.757,FALSE,0.377,0.189,-0.189
"CPOX","P36551",0.216774108487256,0.842,FALSE,-0.0698,-0.0349,0.0349
"CPPED1","Q9BRF8",0.935311614319108,0.94,FALSE,-0.00455,-0.00227,0.00227
"CPSF1","Q10570",0.227628286072935,0.847,FALSE,-0.0617,-0.0308,0.0308
"CPSF2","Q9P2I0",0.722624075320142,0.928,FALSE,0.0174,0.0087,-0.0087
"CPSF3L","Q5TA45",0.425858308305855,0.899,FALSE,0.0423,0.0211,-0.0211
"CPSF4","O95639",0.378992430404955,0.891,FALSE,0.076,0.038,-0.038
"CPSF6","Q16630-2",0.81816718911961,0.934,FALSE,-0.0109,-0.00546,0.00546
"CPSF7","Q8N684-3",0.327621324695915,0.88,FALSE,0.0514,0.0257,-0.0257
"CPT2","A0A1B0GVF3",0.980921151765892,0.942,FALSE,-0.00186,-0.000931,0.000931
"CRACR2A","Q9BSW2-2",0.0560873792027364,0.609,FALSE,0.132,0.0662,-0.0662
"CRADD","B5BU44",0.612440881219751,0.92,FALSE,-0.0299,-0.0149,0.0149
"CREB1","P16220",0.63137218550427,0.922,FALSE,0.032,0.016,-0.016
"CREBBP","Q92793",0.122188979180946,0.767,FALSE,-0.0969,-0.0484,0.0484
"CREG1","O75629",0.121005951858499,0.766,FALSE,0.0995,0.0497,-0.0497
"CRELD2","Q6UXH1-5",0.00389640016701623,0.043,FALSE,-0.302,-0.151,0.151
"CREM","Q03060-6",0.959790804732635,0.941,FALSE,0.00334,0.00167,-0.00167
"CRIP1","P50238",0.177172189341821,0.819,FALSE,-0.476,-0.238,0.238
"CRIPT","Q9P021",0.479432546674096,0.906,FALSE,0.0324,0.0162,-0.0162
"CRK","P46108",0.186814475056198,0.825,FALSE,-0.112,-0.0562,0.0562
"CRKL","P46109",0.602688762031968,0.919,FALSE,0.0286,0.0143,-0.0143
"CRLF3","Q8IUI8",0.0408381682957522,0.524,FALSE,0.189,0.0946,-0.0946
"CRNKL1","Q9BZJ0",0.796885220504796,0.933,FALSE,-0.0304,-0.0152,0.0152
"CROCC","Q5TZA2",0.995408988202619,0.942,FALSE,-0.000294,-0.000147,0.000147
"CRTC1","Q6UUV9-2",0.01955166425479,0.305,FALSE,0.175,0.0877,-0.0877
"CRTC2","Q53ET0",0.250546255044369,0.856,FALSE,0.602,0.301,-0.301
"CRYZ","Q08257",0.333785849539717,0.881,FALSE,0.18,0.09,-0.09
"CRYZL1","O95825",0.687623360292828,0.926,FALSE,0.0945,0.0473,-0.0473
"CS","O75390",0.588150901977636,0.918,FALSE,0.0377,0.0189,-0.0189
"CSDE1","O75534-4",0.216845935421082,0.842,FALSE,0.145,0.0723,-0.0723
"CSE1L","P55060",0.193998889450224,0.83,FALSE,0.105,0.0527,-0.0527
"CSK","P41240",0.251179441700439,0.857,FALSE,-0.0829,-0.0415,0.0415
"CSNK1D","H7BYT1",0.832562611815386,0.935,FALSE,-0.011,-0.0055,0.0055
"CSNK1G3","Q9Y6M4-2",0.0808138675192125,0.692,FALSE,-0.116,-0.0581,0.0581
"CSNK2A1","Q5U5J2",0.490758282214064,0.908,FALSE,0.0327,0.0164,-0.0164
"CSNK2A2","P19784",0.939510970134901,0.94,FALSE,-0.004,-0.002,0.002
"CSNK2B","Q5SRQ6",0.849764209467341,0.936,FALSE,0.0124,0.00622,-0.00622
"CSRP1","P21291",0.0439269414946558,0.544,FALSE,0.296,0.148,-0.148
"CSRP2","F8VW96",0.453463756087503,0.903,FALSE,0.0536,0.0268,-0.0268
"CSTB","P04080",0.66412052035529,0.924,FALSE,-0.0523,-0.0261,0.0261
"CSTF1","Q05048",0.753413004821026,0.93,FALSE,0.0184,0.00921,-0.00921
"CSTF2","P33240",0.854148728165706,0.936,FALSE,0.011,0.00551,-0.00551
"CSTF2T","Q9H0L4",0.802528288594832,0.933,FALSE,-0.0225,-0.0113,0.0113
"CSTF3","Q12996",0.236700577989169,0.851,FALSE,0.056,0.028,-0.028
"CTBP1","Q13363",0.559729441291063,0.915,FALSE,-0.0351,-0.0176,0.0176
"CTBP2","P56545-2",0.473730515962006,0.905,FALSE,-0.0361,-0.0181,0.0181
"CTCF","P49711",0.446748644119913,0.902,FALSE,-0.101,-0.0507,0.0507
"CTDP1","Q9Y5B0",0.754103436598292,0.93,FALSE,-0.0165,-0.00824,0.00824
"CTDSPL2","Q05D32",0.0181662262894968,0.284,FALSE,-0.147,-0.0737,0.0737
"CTH","P32929",0.0540673632050928,0.6,FALSE,-0.221,-0.111,0.111
"CTNNA1","P35221-2",0.623070677492851,0.921,FALSE,0.0833,0.0417,-0.0417
"CTNNB1","P35222",0.651469428087932,0.923,FALSE,-0.0439,-0.022,0.022
"CTNNBL1","A0A087WUB9",0.77136552722325,0.931,FALSE,0.0166,0.0083,-0.0083
"CTPS1","P17812",0.738531283753465,0.929,FALSE,0.0167,0.00836,-0.00836
"CTPS2","Q9NRF8",0.54572267919566,0.914,FALSE,0.0345,0.0172,-0.0172
"CTSA","X6R8A1",0.829136230819849,0.935,FALSE,0.0143,0.00714,-0.00714
"CTSC","P53634",0.50665466195239,0.909,FALSE,-0.0668,-0.0334,0.0334
"CTSD","P07339",0.175126531941573,0.818,FALSE,0.113,0.0563,-0.0563
"CTSH","P09668",0.22465153480465,0.846,FALSE,-0.116,-0.0578,0.0578
"CTSS","P25774",0.123893340071524,0.77,FALSE,-0.111,-0.0553,0.0553
"CTTN","Q14247-2",0.667580086027464,0.924,FALSE,0.0826,0.0413,-0.0413
"CTU1","Q7Z7A3",0.344297103053887,0.884,FALSE,-0.0621,-0.031,0.031
"CUEDC2","Q9H467",0.466984800767178,0.905,FALSE,-0.123,-0.0615,0.0615
"CUL1","Q13616",0.279416779271409,0.866,FALSE,-0.0583,-0.0291,0.0291
"CUL2","Q13617-2",0.509556321021379,0.91,FALSE,0.0318,0.0159,-0.0159
"CUL3","Q13618",0.607108717229113,0.92,FALSE,0.0312,0.0156,-0.0156
"CUL4A","Q13619",0.521548079130741,0.911,FALSE,0.0357,0.0179,-0.0179
"CUL4B","Q13620",0.816394993515319,0.934,FALSE,-0.0138,-0.00692,0.00692
"CUL5","Q93034",0.551109216147867,0.914,FALSE,0.0334,0.0167,-0.0167
"CUTA","O60888-2",0.701009474541992,0.927,FALSE,-0.0273,-0.0136,0.0136
"CUTC","Q9NTM9",0.720955811384088,0.928,FALSE,0.108,0.0539,-0.0539
