"Name","ID","P_value","FDR","Significant","log2FC","ctl_centered","sh_centered"
"SMC5","Q8IY18",0.112201533665576,0.853,FALSE,-0.111,0.0557,-0.0557
"SMC6","Q96SB8-2",0.0560355092919616,0.792,FALSE,-0.118,0.059,-0.059
"SMCHD1","A6NHR9",0.453597713272854,0.918,FALSE,-0.0286,0.0143,-0.0143
"SMDT1","Q9H4I9",0.529592390408927,0.922,FALSE,0.0276,-0.0138,0.0138
"SMG1","Q96Q15",0.842612132102921,0.935,FALSE,0.0141,-0.00705,0.00705
"SMG5","Q9UPR3",0.155496222297982,0.873,FALSE,-0.0882,0.0441,-0.0441
"SMG6","Q86US8",0.122071874437671,0.858,FALSE,-0.0691,0.0345,-0.0345
"SMG7","Q92540-4",0.264750350702163,0.898,FALSE,0.071,-0.0355,0.0355
"SMG8","Q8ND04-2",0.506975148151657,0.921,FALSE,0.0346,-0.0173,0.0173
"SMG9","Q9H0W8",0.525812192758722,0.922,FALSE,-0.0415,0.0207,-0.0207
"SMIM12","Q96EX1",0.622384872949826,0.927,FALSE,-0.0552,0.0276,-0.0276
"SMIM19","Q96E16",0.568638208528213,0.924,FALSE,0.0229,-0.0115,0.0115
"SMIM20","Q8N5G0-2",0.814791545664731,0.934,FALSE,-0.0103,0.00514,-0.00514
"SMN1","E7EQZ4",0.256495868586482,0.897,FALSE,-0.0612,0.0306,-0.0306
"SMNDC1","O75940",0.151561768307107,0.872,FALSE,0.0684,-0.0342,0.0342
"SMPD4","Q9NXE4-4",0.398404044778936,0.913,FALSE,-0.0679,0.034,-0.034
"SMS","P52788",0.147208661519279,0.87,FALSE,0.0674,-0.0337,0.0337
"SMU1","Q2TAY7",0.409845255822407,0.914,FALSE,-0.0344,0.0172,-0.0172
"SMYD2","Q9NRG4",0.565472977456966,0.924,FALSE,0.0293,-0.0146,0.0146
"SMYD3","Q9H7B4",0.0232326170781065,0.655,FALSE,0.123,-0.0615,0.0615
"SMYD4","Q8IYR2",0.0110656791775513,0.463,FALSE,-0.16,0.0801,-0.0801
"SMYD5","Q6GMV2",0.147396852325496,0.87,FALSE,0.115,-0.0575,0.0575
"SNAP23","O00161",0.881684845959059,0.937,FALSE,0.0213,-0.0107,0.0107
"SNAP29","O95721",0.0996411623253625,0.844,FALSE,0.133,-0.0665,0.0665
"SNAPC3","Q92966",0.585860407412853,0.925,FALSE,0.0283,-0.0141,0.0141
"SNAPC4","Q5SXM2",0.178578249663671,0.88,FALSE,0.0711,-0.0356,0.0356
"SNAPIN","O95295",0.43288265563637,0.916,FALSE,-0.038,0.019,-0.019
"SNF8","Q96H20",0.335395597970925,0.907,FALSE,-0.0466,0.0233,-0.0233
"SNIP1","Q8TAD8",0.000937164197948038,0.0151,FALSE,0.284,-0.142,0.142
"SNRNP200","O75643",0.213822561342901,0.889,FALSE,0.0515,-0.0257,0.0257
"SNRNP27","Q8WVK2",0.0509340769426073,0.781,FALSE,0.108,-0.054,0.054
"SNRNP35","Q16560-2",0.104688331746778,0.848,FALSE,-0.0773,0.0387,-0.0387
"SNRNP40","Q96DI7",0.351528100234914,0.909,FALSE,-0.0366,0.0183,-0.0183
"SNRNP48","Q6IEG0",0.0827028171847881,0.83,FALSE,-0.0819,0.041,-0.041
"SNRNP70","P08621",0.00276295459604889,0.133,FALSE,0.228,-0.114,0.114
"SNRPA1","P09661",0.154573053223727,0.873,FALSE,-0.0737,0.0369,-0.0369
"SNRPB","P14678-3",0.0916507843521274,0.838,FALSE,-0.0771,0.0386,-0.0386
"SNRPB2","P08579",0.14537605148231,0.869,FALSE,-0.12,0.0599,-0.0599
"SNRPC","P09234",0.234929403795471,0.893,FALSE,0.101,-0.0505,0.0505
"SNRPD1","P62314",0.226484298183228,0.892,FALSE,0.0535,-0.0268,0.0268
"SNRPD2","P62316",0.797548404619646,0.934,FALSE,0.0157,-0.00783,0.00783
"SNRPD3","P62318",0.0130976449032635,0.513,FALSE,-0.244,0.122,-0.122
"SNRPE","P62304",0.00575650630954283,0.294,FALSE,-0.23,0.115,-0.115
"SNRPF","P62306",0.165256138382283,0.876,FALSE,-0.0617,0.0308,-0.0308
"SNRPG","P62308",0.0479061719115398,0.773,FALSE,-0.0997,0.0499,-0.0499
"SNTB1","Q13884",0.0493593137515348,0.777,FALSE,-0.142,0.0708,-0.0708
"SNU13","B1AHD1",0.0571986110498616,0.794,FALSE,-0.0983,0.0492,-0.0492
"SNW1","Q13573",0.677622702366667,0.929,FALSE,0.0252,-0.0126,0.0126
"SNX1","Q13596",0.216322935604216,0.89,FALSE,-0.0561,0.0281,-0.0281
"SNX11","Q9Y5W9",0.57691318175367,0.925,FALSE,-0.031,0.0155,-0.0155
"SNX12","A0A087X0R6",0.164655982858951,0.876,FALSE,0.0658,-0.0329,0.0329
"SNX17","Q15036",0.0647895778248053,0.807,FALSE,0.134,-0.0671,0.0671
"SNX27","Q96L92",0.851474686857029,0.936,FALSE,-0.00908,0.00454,-0.00454
"SNX29","Q8TEQ0",0.917640566680869,0.938,FALSE,-0.00653,0.00327,-0.00327
"SNX29P2","Q8IUI4",0.346249035831433,0.909,FALSE,-0.0715,0.0358,-0.0358
"SNX3","O60493",0.585565663849259,0.925,FALSE,-0.0242,0.0121,-0.0121
"SNX30","Q5VWJ9",0.376719277925776,0.911,FALSE,-0.124,0.0622,-0.0622
"SNX4","O95219",0.586217051173485,0.925,FALSE,-0.0206,0.0103,-0.0103
"SNX5","Q6P5V6",0.680579493104422,0.93,FALSE,0.0278,-0.0139,0.0139
"SNX6","A0A0A0MRI2",0.218333095578264,0.89,FALSE,0.0889,-0.0444,0.0444
"SOAT1","P35610",0.678844419179012,0.929,FALSE,0.0156,-0.00779,0.00779
"SOD1","P00441",0.246031495183234,0.895,FALSE,0.101,-0.0505,0.0505
"SOD2","A0A0C4DFU2",0.405023383117429,0.914,FALSE,0.0424,-0.0212,0.0212
"SON","P18583-6",0.827317141791806,0.935,FALSE,-0.00837,0.00419,-0.00419
"SON.1","P18583-5",0.379274680827094,0.912,FALSE,0.0346,-0.0173,0.0173
"SON.2","P18583-3",0.617991234987974,0.927,FALSE,0.019,-0.0095,0.0095
"SORD","Q00796",0.115208615960464,0.855,FALSE,0.159,-0.0793,0.0793
"SORL1","A0A024R3H2",0.641380290753055,0.928,FALSE,-0.0181,0.00904,-0.00904
"SOS1","Q07889",0.206440697093461,0.887,FALSE,0.0546,-0.0273,0.0273
"SP1","P08047",0.483511993408522,0.92,FALSE,0.0304,-0.0152,0.0152
"SP100","P23497",0.753825335463382,0.932,FALSE,-0.0251,0.0126,-0.0126
"SP140","Q13342",0.0018860260438561,0.0718,FALSE,-0.266,0.133,-0.133
"SP3","Q02447",0.159462372142735,0.874,FALSE,0.0848,-0.0424,0.0424
"SPAG1","A0A024R9D8",0.0993141032922819,0.844,FALSE,-0.0776,0.0388,-0.0388
"SPAG7","O75391",0.0560110398083289,0.792,FALSE,0.178,-0.0889,0.0889
"SPAG9","O60271",0.161387524931805,0.875,FALSE,0.0994,-0.0497,0.0497
"SPARC","D3DQH8",0.243867125807913,0.895,FALSE,0.073,-0.0365,0.0365
"SPAST","Q9UBP0",0.381831120707348,0.912,FALSE,-0.0379,0.0189,-0.0189
"SPATA5","Q8NB90",0.0855691579978507,0.832,FALSE,-0.107,0.0535,-0.0535
"SPATA5L1","Q9BVQ7",0.114980839372828,0.854,FALSE,-0.0741,0.0371,-0.0371
"SPATS2","Q86XZ4",0.560438013355193,0.924,FALSE,0.0249,-0.0124,0.0124
"SPATS2L","Q9NUQ6-3",0.165440696873487,0.876,FALSE,-0.0654,0.0327,-0.0327
"SPC24","K7ESQ2",0.135134564851222,0.865,FALSE,-0.209,0.104,-0.104
"SPC25","Q9HBM1",0.465556063426854,0.918,FALSE,0.045,-0.0225,0.0225
"SPCS1","Q9Y6A9",0.0239912177345026,0.661,FALSE,0.284,-0.142,0.142
"SPCS2","E9PI68",0.105530772700404,0.849,FALSE,0.117,-0.0583,0.0583
"SPCS3","D3DP46",0.0492959853380606,0.777,FALSE,-0.162,0.081,-0.081
"SPDL1","Q96EA4",0.3031292636757,0.904,FALSE,-0.181,0.0907,-0.0907
"SPECC1","Q5M775",0.0718908547340733,0.817,FALSE,0.382,-0.191,0.191
"SPEN","Q96T58",0.00787545315588579,0.366,FALSE,-0.167,0.0833,-0.0833
"SPG21","Q9NZD8",0.862975722204424,0.936,FALSE,0.00835,-0.00417,0.00417
"SPHK2","Q9NRA0-5",0.0858562348426397,0.833,FALSE,-0.138,0.0691,-0.0691
"SPICE1","Q8N0Z3",0.0539201353755516,0.787,FALSE,-0.103,0.0515,-0.0515
"SPIN1","Q9Y657",0.413359846190715,0.915,FALSE,-0.0583,0.0291,-0.0291
"SPIRE1","Q08AE8",0.35959288866154,0.91,FALSE,0.0359,-0.018,0.018
"SPNS1","H3BMF4",0.0128625818481053,0.508,FALSE,-0.143,0.0717,-0.0717
"SPR","P35270",0.022888108925446,0.652,FALSE,0.128,-0.0639,0.0639
"SPRYD3","F8VWW7",0.74635195079817,0.932,FALSE,0.0157,-0.00786,0.00786
"SPRYD4","Q8WW59",0.0225361263245336,0.648,FALSE,0.187,-0.0933,0.0933
"SPRYD7","Q5W111",0.330636132306404,0.907,FALSE,0.128,-0.0638,0.0638
"SPTAN1","A0A0D9SF54",0.0336838095242069,0.723,FALSE,0.113,-0.0567,0.0567
"SPTAN1.1","Q13813",0.0393160533018113,0.747,FALSE,0.107,-0.0535,0.0535
"SPTBN1","Q01082",0.942410210930817,0.938,FALSE,0.00277,-0.00138,0.00138
"SPTBN1.1","Q01082-3",0.458511904837882,0.918,FALSE,-0.0326,0.0163,-0.0163
"SPTBN2","O15020",0.497579694421004,0.92,FALSE,-0.0425,0.0213,-0.0213
"SPTLC1","O15269",0.173248457918166,0.879,FALSE,-0.11,0.0549,-0.0549
"SPTLC2","O15270",0.175932114677667,0.88,FALSE,-0.0736,0.0368,-0.0368
"SPTY2D1","Q68D10",0.869278853214479,0.936,FALSE,-0.00637,0.00318,-0.00318
"SQLE","Q14534",0.0038842505137459,0.2,FALSE,0.215,-0.107,0.107
"SQSTM1","Q13501",0.362218730794944,0.91,FALSE,-0.105,0.0524,-0.0524
"SR-A1","A0A024QZH6",0.868681952291351,0.936,FALSE,0.0066,-0.0033,0.0033
"SRA1","B3KNT3",0.0222641041555124,0.646,FALSE,-0.274,0.137,-0.137
"SRCAP","Q6ZRS2",0.0475096031896441,0.772,FALSE,-0.2,0.1,-0.1
"SREBF2","Q12772",0.639626292717747,0.928,FALSE,-0.0182,0.00908,-0.00908
"SREK1","Q8WXA9-2",0.15436220545378,0.873,FALSE,0.0624,-0.0312,0.0312
"SRGAP2","A2RUF3",0.890842834447125,0.937,FALSE,-0.00673,0.00336,-0.00336
"SRI","P30626",0.00962795476979589,0.42,FALSE,0.183,-0.0915,0.0915
"SRM","P19623",0.00455790778458664,0.238,FALSE,-0.284,0.142,-0.142
"SRP14","P37108",0.0141987235487823,0.536,FALSE,0.182,-0.091,0.091
"SRP19","P09132",0.00720435588678535,0.346,FALSE,-0.195,0.0977,-0.0977
"SRP54","P61011",0.167769882387138,0.877,FALSE,-0.0923,0.0462,-0.0462
"SRP68","Q9UHB9",0.00928334766972575,0.409,FALSE,-0.183,0.0917,-0.0917
"SRP72","O76094",0.0365030417593147,0.736,FALSE,-0.114,0.057,-0.057
"SRP9","P49458",0.792726740402727,0.934,FALSE,0.0211,-0.0105,0.0105
"SRPK1","Q96SB4",0.599896049344379,0.926,FALSE,0.0406,-0.0203,0.0203
"SRPK2","P78362-2",0.236638685945017,0.894,FALSE,-0.122,0.0612,-0.0612
"SRPRA","P08240",0.455504079738832,0.918,FALSE,-0.0661,0.0331,-0.0331
"SRPRB","Q9Y5M8",0.044023673595077,0.762,FALSE,0.153,-0.0764,0.0764
"SRR","Q9GZT4",0.00918887220522984,0.406,FALSE,-0.175,0.0875,-0.0875
"SRRM1","A0A0S2Z4Z6",0.0021945130277301,0.0927,FALSE,0.253,-0.127,0.127
"SRRM2","Q9UQ35",0.0964015603078748,0.842,FALSE,0.0775,-0.0388,0.0388
"SRRT","Q9BXP5",0.225119523233781,0.891,FALSE,0.057,-0.0285,0.0285
"SRSF1","J3KTL2",0.790200342730906,0.934,FALSE,0.0154,-0.00771,0.00771
"SRSF10","O75494",0.119095522690917,0.857,FALSE,-0.153,0.0767,-0.0767
"SRSF11","Q05519",0.325868784839954,0.906,FALSE,0.0646,-0.0323,0.0323
"SRSF2","Q01130",0.847459878350259,0.936,FALSE,0.0124,-0.00619,0.00619
"SRSF3","P84103",0.0497912503004514,0.778,FALSE,0.136,-0.0679,0.0679
"SRSF5","Q13243",0.141671641305648,0.868,FALSE,0.0779,-0.0389,0.0389
"SRSF7","Q16629",0.0307094492465184,0.708,FALSE,0.123,-0.0615,0.0615
"SRSF8","Q9BRL6",0.184882152897048,0.882,FALSE,-0.075,0.0375,-0.0375
"SRSF9","Q13242",0.00906781257789836,0.401,FALSE,0.207,-0.104,0.104
"SRXN1","Q9BYN0",0.00730193369728727,0.349,FALSE,-0.187,0.0935,-0.0935
"SSB","P05455",0.0882122815725572,0.835,FALSE,0.11,-0.0548,0.0548
"SSBP1","Q04837",0.961528782246591,0.939,FALSE,0.00386,-0.00193,0.00193
"SSBP3","Q9BWW4",0.594145316147062,0.926,FALSE,0.026,-0.013,0.013
"SSFA2","P28290",0.228360564203806,0.892,FALSE,0.0621,-0.0311,0.0311
"SSNA1","O43805",0.793809919898103,0.934,FALSE,-0.0135,0.00675,-0.00675
"SSR3","Q9UNL2-2",0.037663446281375,0.74,FALSE,-0.129,0.0643,-0.0643
"SSR4","P51571",0.0125618656909878,0.501,FALSE,-0.245,0.123,-0.123
"SSRP1","Q08945",0.908628176951523,0.937,FALSE,-0.00453,0.00226,-0.00226
"SSSCA1","O60232",0.013993905488671,0.532,FALSE,-0.183,0.0913,-0.0913
"SSU72","Q9NP77",0.0374898122567933,0.74,FALSE,-0.283,0.142,-0.142
"ST13","P50502",0.0827020064590262,0.83,FALSE,0.0856,-0.0428,0.0428
"ST6GAL1","P15907",0.0999508384133378,0.845,FALSE,-0.125,0.0623,-0.0623
"STAG1","Q4LE48",0.61664281703527,0.927,FALSE,-0.0333,0.0166,-0.0166
"STAG2","Q8N3U4-2",0.0594575483326724,0.798,FALSE,0.135,-0.0673,0.0673
"STAM2","O75886",0.340770656180402,0.908,FALSE,-0.157,0.0783,-0.0783
"STAMBP","O95630",0.0549804419548619,0.79,FALSE,0.0959,-0.048,0.048
"STAMBPL1","Q96FJ0-2",0.0195436215573835,0.617,FALSE,0.366,-0.183,0.183
"STAP1","Q9ULZ2",0.230939597727951,0.893,FALSE,0.0644,-0.0322,0.0322
"STARD5","Q9NSY2",0.00146931864365114,0.0448,FALSE,-0.25,0.125,-0.125
"STARD7","Q9NQZ5",0.18082034861123,0.881,FALSE,-0.0567,0.0283,-0.0283
"STAT1","P42224",0.0537710686788716,0.787,FALSE,-0.137,0.0687,-0.0687
"STAT1.1","J3KPM9",0.0527242669814606,0.785,FALSE,-0.138,0.0689,-0.0689
"STAT2","R9QDY3",0.0418786864469689,0.756,FALSE,-0.18,0.0899,-0.0899
"STAT3","P40763",0.0303700146058617,0.706,FALSE,0.268,-0.134,0.134
"STAT5A","P42229",0.00522789147390688,0.271,FALSE,0.298,-0.149,0.149
"STAU2","A0A0A0MTC5",0.968561093123806,0.939,FALSE,0.0018,-9e-04,9e-04
"STIM1","G0XQ39",0.720306887063509,0.931,FALSE,0.0142,-0.00712,0.00712
"STIM2","Q9P246-2",0.0308421949692998,0.708,FALSE,-0.169,0.0846,-0.0846
"STIP1","P31948-2",0.538102860890917,0.923,FALSE,0.0268,-0.0134,0.0134
"STK10","O94804",0.0731755632246306,0.819,FALSE,0.0979,-0.0489,0.0489
"STK11IP","Q8N1F8",0.164004832176142,0.876,FALSE,-0.0594,0.0297,-0.0297
"STK16","B8ZZN3",0.226819924935512,0.892,FALSE,-0.0521,0.026,-0.026
"STK17B","O94768",0.727845994743962,0.931,FALSE,0.024,-0.012,0.012
"STK26","B4E0Y9",0.0538571208732026,0.787,FALSE,0.226,-0.113,0.113
"STK3","Q13188-2",0.265860687356297,0.898,FALSE,0.0754,-0.0377,0.0377
"STK33","D3DQU7",0.0989168919514565,0.844,FALSE,0.0873,-0.0436,0.0436
"STK38","Q15208",0.09089167932756,0.837,FALSE,0.225,-0.113,0.113
"STK38L","Q9Y2H1",0.451309365883519,0.917,FALSE,0.0347,-0.0173,0.0173
"STK39","X5D7P8",0.00630347236729966,0.315,FALSE,0.427,-0.213,0.213
"STMN1","P16949",0.00739143222178535,0.351,FALSE,0.188,-0.0942,0.0942
"STOM","P27105",0.130555232100027,0.863,FALSE,0.207,-0.103,0.103
"STOML2","Q9UJZ1",0.156843830772924,0.873,FALSE,0.0732,-0.0366,0.0366
"STRAP","Q9Y3F4-2",0.568195045918689,0.924,FALSE,-0.0351,0.0176,-0.0176
"STRBP","Q96SI9",0.118370011109279,0.856,FALSE,0.0757,-0.0379,0.0379
"STRN","O43815",0.287556660960241,0.902,FALSE,0.0527,-0.0264,0.0264
"STRN3","Q13033",0.755519303525332,0.932,FALSE,0.0125,-0.00626,0.00626
"STRN4","Q9NRL3-3",0.526283791682198,0.922,FALSE,-0.0288,0.0144,-0.0144
"STT3A","P46977",0.03026552879538,0.705,FALSE,-0.114,0.0569,-0.0569
"STT3B","Q8TCJ2",0.169907856161939,0.878,FALSE,-0.166,0.0829,-0.0829
"STUB1","Q9UNE7",0.621643392624181,0.927,FALSE,0.0471,-0.0235,0.0235
"STX11","O75558",0.109843188599423,0.851,FALSE,0.15,-0.0751,0.0751
"STX12","Q86Y82",0.0199786387467525,0.622,FALSE,0.23,-0.115,0.115
"STX17","P56962",0.0440770849954855,0.762,FALSE,-0.148,0.074,-0.074
"STX18","Q9P2W9",0.00632268541967324,0.316,FALSE,-0.252,0.126,-0.126
"STX4","Q12846",0.781268462075176,0.933,FALSE,-0.0291,0.0146,-0.0146
"STX5","Q13190",0.224280332092218,0.891,FALSE,-0.0523,0.0261,-0.0261
"STX6","O43752",0.70938355835948,0.931,FALSE,0.0139,-0.00697,0.00697
"STX7","O15400",0.022054193433753,0.644,FALSE,0.212,-0.106,0.106
"STX8","Q9UNK0",0.868428288475957,0.936,FALSE,-0.0077,0.00385,-0.00385
"STXBP2","Q15833",0.119694298679547,0.857,FALSE,-0.0768,0.0384,-0.0384
"STXBP3","O00186",0.0281811545500726,0.692,FALSE,0.265,-0.132,0.132
"STXBP6","Q8NFX7",0.0663449883324006,0.809,FALSE,-0.097,0.0485,-0.0485
"SUCLG1","P53597",0.873687916428285,0.936,FALSE,-0.00647,0.00324,-0.00324
"SUCLG2","Q96I99",0.665482176054025,0.929,FALSE,0.027,-0.0135,0.0135
"SUDS3","Q9H7L9",0.188752095371886,0.883,FALSE,-0.274,0.137,-0.137
"SUGP2","M0R2Z9",0.00322044254091933,0.163,FALSE,0.225,-0.113,0.113
"SUGT1","Q9Y2Z0",0.00984818040506502,0.427,FALSE,0.182,-0.0911,0.0911
"SUGT1.1","Q9Y2Z0-2",0.00837900740127537,0.381,FALSE,0.219,-0.11,0.11
"SUMF2","J3KQJ1",0.010816074840756,0.456,FALSE,-0.272,0.136,-0.136
"SUMO1","B8ZZN6",0.174939568154413,0.879,FALSE,0.1,-0.0501,0.0501
"SUMO2","P61956",0.348223136704589,0.909,FALSE,0.0642,-0.0321,0.0321
"SUMO3","A8MU27",0.0294702260168705,0.701,FALSE,0.124,-0.0622,0.0622
"SUMO4","Q6EEV6",0.195388554129793,0.885,FALSE,0.0779,-0.0389,0.0389
"SUPT16H","Q9Y5B9",0.741811680291251,0.932,FALSE,-0.0124,0.00621,-0.00621
"SUPT4H1","P63272",0.00897808363458659,0.398,FALSE,-0.452,0.226,-0.226
"SUPT5H","O00267",0.20951382160729,0.888,FALSE,-0.0587,0.0294,-0.0294
"SUPT6H","Q7KZ85",0.0431667682361773,0.76,FALSE,-0.135,0.0676,-0.0676
"SUPT7L","O94864",0.250821448156255,0.896,FALSE,0.0474,-0.0237,0.0237
"SUPV3L1","Q8IYB8",0.0376787728133985,0.74,FALSE,0.114,-0.0568,0.0568
"SURF1","Q15526",0.266112722759801,0.898,FALSE,0.0485,-0.0242,0.0242
"SURF2","Q15527",0.00834335766383042,0.38,FALSE,-0.342,0.171,-0.171
"SURF4","O15260",0.836028095931836,0.935,FALSE,-0.0111,0.00556,-0.00556
"SUZ12","Q15022",0.0237800793427765,0.66,FALSE,-0.34,0.17,-0.17
"SWAP70","Q9UH65",0.014439390886676,0.54,FALSE,0.154,-0.0772,0.0772
"SYAP1","Q96A49",0.141611333199912,0.868,FALSE,0.0876,-0.0438,0.0438
"SYBU","A0A0C4DG86",0.853591800148083,0.936,FALSE,0.00983,-0.00491,0.00491
"SYK","P43405",0.0178606221461628,0.595,FALSE,0.153,-0.0764,0.0764
"SYK.1","P43405-2",0.0159316151423129,0.567,FALSE,0.153,-0.0766,0.0766
"SYMPK","Q92797",0.206593427408385,0.887,FALSE,-0.124,0.0621,-0.0621
"SYNCRIP","O60506",0.215983016768424,0.89,FALSE,0.055,-0.0275,0.0275
"SYNE1","Q8NF91",0.213432478532143,0.889,FALSE,0.0674,-0.0337,0.0337
"SYNE2","Q8WXH0-2",0.697384324834116,0.93,FALSE,0.0181,-0.00903,0.00903
"SYNGR2","O43760-2",0.00341986207936745,0.175,FALSE,0.341,-0.17,0.17
"SYNGR3","O43761",0.0300337280075942,0.704,FALSE,0.123,-0.0615,0.0615
"SYNJ1","J3KQV8",0.0188481448172853,0.608,FALSE,-0.231,0.115,-0.115
"SYNJ2BP-COX16","A0A087WUM0",0.060587978604504,0.8,FALSE,-0.125,0.0627,-0.0627
"SYNRG","Q9UMZ2-7",0.996548661092288,0.94,FALSE,-0.000187,9.35e-05,-9.35e-05
"SYT-SSX1","A4PIV7",0.875457564092438,0.936,FALSE,-0.0248,0.0124,-0.0124
"SZT2","Q5T011",0.250869631013263,0.896,FALSE,-0.06,0.03,-0.03
"TACC1","O75410-2",0.862139785367165,0.936,FALSE,-0.0287,0.0144,-0.0144
"TACC3","Q9Y6A5",0.0779817391038247,0.825,FALSE,-0.117,0.0585,-0.0585
"TACO1","Q9BSH4",0.0302433645881108,0.705,FALSE,-0.167,0.0837,-0.0837
"TADA2B","Q86TJ2",0.621723747304769,0.927,FALSE,-0.0201,0.0101,-0.0101
"TAF1","P21675-4",0.873258685200239,0.936,FALSE,0.00618,-0.00309,0.00309
"TAF10","Q12962",0.318836828837621,0.906,FALSE,-0.0419,0.021,-0.021
"TAF11","Q15544",0.490512902433815,0.92,FALSE,0.0308,-0.0154,0.0154
"TAF15","Q92804",0.197458112647674,0.885,FALSE,0.069,-0.0345,0.0345
"TAF2","Q6P1X5",0.891973612974735,0.937,FALSE,0.00687,-0.00343,0.00343
"TAF4","O00268",0.623145154074729,0.927,FALSE,0.0241,-0.0121,0.0121
"taf4b","A4PBF7",0.766010394632441,0.933,FALSE,0.0112,-0.00559,0.00559
"TAF5","Q15542",0.732651860798502,0.932,FALSE,0.0139,-0.00697,0.00697
"TAF5L","O75529",0.215983888644191,0.89,FALSE,-0.0655,0.0327,-0.0327
"TAF6","J3KR72",0.917086502600568,0.938,FALSE,0.00485,-0.00242,0.00242
"TAF6L","Q9Y6J9",0.945143601501688,0.938,FALSE,0.00583,-0.00292,0.00292
"TAF7","Q15545",0.0295899913073983,0.701,FALSE,-0.148,0.0739,-0.0739
"TAGAP","Q8N103",0.387179904723442,0.912,FALSE,0.0365,-0.0183,0.0183
"TAGLN2","P37802-2",0.03726741567182,0.739,FALSE,0.152,-0.0759,0.0759
"TALDO1","P37837",0.102138155376506,0.846,FALSE,-0.0862,0.0431,-0.0431
"TAMM41","Q96BW9-3",0.295177083670466,0.903,FALSE,0.0465,-0.0233,0.0233
"TANK","Q6NW12",0.159516816257048,0.874,FALSE,0.063,-0.0315,0.0315
"TAOK1","Q7L7X3",0.00377336973652267,0.195,FALSE,0.509,-0.255,0.255
"TAOK3","Q9H2K8",0.00241462931181038,0.108,FALSE,0.236,-0.118,0.118
"TAP1","A0A140T9T7",0.0961336621531836,0.842,FALSE,0.0878,-0.0439,0.0439
"TAPBP","A0A0A0MSV9",0.639626435712555,0.928,FALSE,0.0559,-0.028,0.028
"TAPT1","Q6NXT6",0.106822610534425,0.849,FALSE,0.121,-0.0603,0.0603
"TARBP1","Q13395",0.100695244815693,0.845,FALSE,0.0854,-0.0427,0.0427
"TARBP2","Q15633",0.297374217430146,0.903,FALSE,-0.0744,0.0372,-0.0372
"TARDBP","Q13148",0.146833224242936,0.87,FALSE,0.0706,-0.0353,0.0353
"TARS","P26639",0.202701089226843,0.887,FALSE,-0.142,0.0708,-0.0708
"TARS2","Q9BW92",0.349112292135641,0.909,FALSE,0.0699,-0.0349,0.0349
"TATDN1","Q6P1N9",0.243641383903193,0.895,FALSE,-0.0481,0.0241,-0.0241
"TATDN3","Q17R31-3",0.36191819812541,0.91,FALSE,-0.0562,0.0281,-0.0281
"TAX1BP1","B8ZZD4",0.436859528172054,0.916,FALSE,0.0357,-0.0179,0.0179
"TAX1BP3","O14907",0.464277017889093,0.918,FALSE,-0.0366,0.0183,-0.0183
"TBC1D1","Q86TI0",0.919642926286969,0.938,FALSE,0.00543,-0.00271,0.00271
"TBC1D10A","A7E244",0.102743580283056,0.847,FALSE,0.456,-0.228,0.228
"TBC1D10B","Q4KMP7",0.521800950049625,0.922,FALSE,0.0474,-0.0237,0.0237
"TBC1D13","Q9NVG8",0.0765101363618871,0.823,FALSE,-0.0848,0.0424,-0.0424
"TBC1D15","Q8TC07-2",0.447152410094437,0.917,FALSE,0.0621,-0.031,0.031
"TBC1D17","Q9HA65",0.623127445133611,0.927,FALSE,-0.0275,0.0137,-0.0137
"TBC1D22B","Q9NU19",0.0742590057025509,0.82,FALSE,0.0893,-0.0447,0.0447
"TBC1D23","Q9NUY8",0.326482009474263,0.906,FALSE,-0.0404,0.0202,-0.0202
"TBC1D24","Q9ULP9",0.200489328674185,0.886,FALSE,-0.0588,0.0294,-0.0294
"TBC1D2B","Q9UPU7",0.138442002360933,0.866,FALSE,-0.0776,0.0388,-0.0388
"TBC1D5","Q92609-2",0.395636012504229,0.913,FALSE,0.278,-0.139,0.139
"TBC1D7","Q9P0N9",0.651905610123487,0.928,FALSE,0.0203,-0.0101,0.0101
"TBC1D8B","Q0IIM8",0.207327958484779,0.888,FALSE,-0.197,0.0983,-0.0983
"TBC1D9B","B9A6K8",0.0860652521355899,0.833,FALSE,0.0789,-0.0394,0.0394
"TBCA","O75347",0.838975334988713,0.935,FALSE,0.0104,-0.0052,0.0052
"TBCB","Q99426",0.577906782922092,0.925,FALSE,-0.0214,0.0107,-0.0107
"TBCC","Q15814",0.842086097395263,0.935,FALSE,-0.0192,0.00962,-0.00962
"TBCD","J3KR97",0.510487189688357,0.921,FALSE,-0.0402,0.0201,-0.0201
"TBCE","Q15813",0.226915525343124,0.892,FALSE,-0.067,0.0335,-0.0335
"TBCEL","Q0VAN5",0.100319668793862,0.845,FALSE,-0.0873,0.0437,-0.0437
"TBK1","Q9UHD2",0.374340974589665,0.911,FALSE,-0.0425,0.0213,-0.0213
"TBL1X","O60907",0.0504179332038091,0.779,FALSE,0.118,-0.059,0.059
"TBL1XR1","Q9BZK7",0.0162784898757654,0.572,FALSE,0.204,-0.102,0.102
"TBL3","Q12788",0.610575328521907,0.926,FALSE,-0.0211,0.0105,-0.0105
"TBN","A0A024RD01",0.448200673480845,0.917,FALSE,0.0303,-0.0151,0.0151
"TBP","P20226",0.200155406896577,0.886,FALSE,0.609,-0.304,0.304
