Name,ID,entrezgene_id,P_value,FDR,log2FC,Signif,Status,ctl_centered,ctl_1,ctl_2,sh_centered,sh_1,sh_2
RTFDC1,Q9BY42,NA,0.12603625656307085,0.86,-0.0957,FALSE,Stable,0.0478,11.967426186214302,11.860061325346742,-0.0478,11.824117031810314,11.811975703434005
SLC25A13,Q9UJS0,10165,0.12465345375961885,0.86,0.0763,FALSE,Stable,-0.0382,12.08162850326037,12.138383849874051,0.0382,12.194569045826666,12.178095298782358
TRIM27,P14373,5987,0.12566838069979885,0.86,-0.0982,FALSE,Stable,0.0491,10.5012548628604,10.597719687057177,-0.0491,10.480745970053068,10.421910656369292
UBA5,Q9GZZ9,79876,0.12500587799250787,0.86,-0.084,FALSE,Stable,0.042,13.195877640102044,13.27634421214387,-0.042,13.153754060344603,13.150420971615532
WDR81,Q562E7,124997,0.12541139457553485,0.86,-0.0762,FALSE,Stable,0.0381,8.88040103311007,8.937469766162543,-0.0381,8.824742421674767,8.840767110822942
ZC3HAV1,Q7Z2W4,56829,0.1254224740640922,0.86,-0.0822,FALSE,Stable,0.0411,13.7782061355318,13.721835390312732,-0.0411,13.64231357893239,13.693417015976468
A8K525,A8K525,NA,0.12690797999793973,0.861,-0.083,FALSE,Stable,0.0415,15.51043036673062,15.433064025680814,-0.0415,15.397414683303461,15.380147293644207
ACPP,P15309,55,0.1267632019746664,0.861,0.0713,FALSE,Stable,-0.0357,10.032740510112536,10.072353635008524,0.0357,10.114701939192466,10.133025563236439
ATAD3A,Q9NVI7,55210,0.12795852678180825,0.861,-0.101,FALSE,Stable,0.0504,13.507605956742154,13.389215765191135,-0.0504,13.337564246550002,13.357678300500822
C5orf24,Q7Z6I8,NA,0.12791958466115785,0.861,0.0661,FALSE,Stable,-0.0331,8.916691557734158,8.924540133893426,0.0331,8.97966363977292,8.993841564323324
C9orf78,Q9NZ63,51759,0.1275470224066006,0.861,-0.144,FALSE,Stable,0.0721,12.52567075615022,12.328567390614579,-0.0721,12.302214543931044,12.263486252373989
CCDC69,A6NI79,26112,0.12752959116100868,0.861,0.689,FALSE,Stable,-0.345,NA,9.45240519413072,0.345,9.582007812690973,9.63067719065155
ESYT2,A0FGR8,NA,0.12729427741439575,0.861,-0.0659,FALSE,Stable,0.033,11.335111191630583,11.32728564469542,-0.033,11.270039125944203,11.260480102158862
FANCA,O15360,2175,0.12793489722171494,0.861,-0.13,FALSE,Stable,0.0648,8.738789582993126,8.584498907865358,-0.0648,8.490390130519492,8.573514931374719
GEMIN2,O14893,NA,0.127240961534899,0.861,-0.0686,FALSE,Stable,0.0343,9.6213375534749,9.62916403858231,-0.0343,9.572219100217334,9.540984644459774
KIAA1524,A0A087X211,57650,0.12627863492918343,0.861,-0.15,FALSE,Stable,0.0749,11.496029517274096,11.319096095160415,-0.0749,11.313790998179972,11.201556593597202
KIF22,Q14807,3835,0.12685084186946702,0.861,0.139,FALSE,Stable,-0.0696,8.800835500326306,8.979958663366084,0.0696,9.06315141295987,8.995986275885109
MAPK14,Q16539,1432,0.12675984928261247,0.861,-0.068,FALSE,Stable,0.034,11.947738170158146,11.92126161657698,-0.034,11.861589209941195,11.871333855859463
MDN1,Q9NU22,23195,0.126106194936255,0.861,-0.21,FALSE,Stable,0.105,14.131088354101696,13.823269155172994,-0.105,13.785665137683672,13.74864281226943
MPRIP,B9EGI2,NA,0.127191219469517,0.861,0.113,FALSE,Stable,-0.0563,8.843174029651584,8.728330728092997,0.0563,8.855763898056678,8.941140784477653
PAWR,Q96IZ0,5074,0.12745802147502303,0.861,0.112,FALSE,Stable,-0.0559,11.28171650234037,11.168486746268115,0.0559,11.29440089317075,11.379435382843473
PHF3,Q92576,23469,0.12657906677247233,0.861,0.253,FALSE,Stable,-0.126,11.412516532159213,11.791439111058578,0.126,11.866193218732564,11.842820881434761
Q53EW4,Q53EW4,NA,0.1261125420546095,0.861,0.0894,FALSE,Stable,-0.0447,8.72012393833528,8.812852830663145,0.0447,8.84780482803236,8.863915609979388
Q6QHF3,Q6QHF3,NA,0.1279045208145726,0.861,0.122,FALSE,Stable,-0.0612,10.249390742844113,10.411144860475739,0.0612,10.448566057791176,10.456845795513997
RCHY1,Q96PM5,NA,0.12709525580515135,0.861,0.444,FALSE,Stable,-0.222,10.407103240762154,10.543781793280266,0.222,10.58385176014799,11.254769510916915
SEC22B,I1VE18,NA,0.12748337037089397,0.861,0.177,FALSE,Stable,-0.0886,10.971839207594362,10.73947235009595,0.0886,10.977793646310547,11.087793002211052
TMUB1,Q9BVT8,NA,0.12768685956600917,0.861,0.0791,FALSE,Stable,-0.0396,10.200434506469444,10.166513713245468,0.0396,10.232168367296453,10.293044930118079
TOX,O94900,NA,0.12727624305985727,0.861,0.0726,FALSE,Stable,-0.0363,10.98462585185065,10.93869798982158,0.0363,11.025850234072387,11.042628076089697
TTK,P33981,7272,0.12763689103310344,0.861,-0.0744,FALSE,Stable,0.0372,8.875701795136937,8.82159698874386,-0.0372,8.780550548613007,8.767890772772096
ZNF629,Q9UEG4,NA,0.12755937031375575,0.861,0.0725,FALSE,Stable,-0.0362,9.20560364143402,9.179529573839208,0.0362,9.244439596595969,9.285619370731853
A8K6V7,A8K6V7,NA,0.12967706570149756,0.862,-0.123,FALSE,Stable,0.0614,13.117894827880743,12.954631690692626,-0.0614,12.921416871472397,12.905494568080982
A8K8N5,A8K8N5,NA,0.13013027497363555,0.862,0.0741,FALSE,Stable,-0.037,12.266200691992248,12.20986390527077,0.037,12.314442911803644,12.309792484818388
C18orf25,Q96B23,147339,0.1282735100627491,0.862,0.112,FALSE,Stable,-0.056,11.570495502284146,11.698748721635424,0.056,11.715502555365976,11.777723649602482
DUT,P33316,1854,0.1299912201297605,0.862,-0.227,FALSE,Stable,0.114,13.954274514548018,13.620439505042963,-0.114,13.599307576918799,13.521219364470754
EP300,Q09472,2033,0.12959096431363493,0.862,-0.176,FALSE,Stable,0.088,11.455270993074627,11.201354108069172,-0.088,11.13190470983858,11.172879602290976
GID4,K4DI96,NA,0.12950659222969838,0.862,0.0715,FALSE,Stable,-0.0358,8.496061675820034,8.53048192460795,0.0358,8.600905085868261,8.56871989224334
HELLS,A0A0B4J1V9,3070,0.12909240498748045,0.862,-0.227,FALSE,Stable,0.114,11.259341822091288,10.917727667458848,-0.114,10.855049910177392,10.86764779543397
MCL1,Q07820,4170,0.12825701211753393,0.862,-0.26,FALSE,Stable,0.13,11.24711363995964,10.85607616564947,-0.13,10.767193763587496,10.816046652997057
MCL1,Q07820,574406,0.12825701211753393,0.862,-0.26,FALSE,Stable,0.13,11.24711363995964,10.85607616564947,-0.13,10.767193763587496,10.816046652997057
MICALL1,Q8N3F8,85377,0.12874868508930715,0.862,0.0655,FALSE,Stable,-0.0327,8.973508565181803,8.97839552858289,0.0327,9.036789264813525,9.046065539755588
NDUFAB1,O14561,NA,0.12833368628328518,0.862,0.0865,FALSE,Stable,-0.0433,9.806592768117447,9.77980689740822,0.0433,9.83726672089211,9.92214646598632
OGFOD1,Q8N543,55239,0.1284067335687599,0.862,-0.125,FALSE,Stable,0.0627,12.477053185287767,12.33755727303663,-0.0627,12.328523957880774,12.235370321264126
PRKAA1,Q13131,5562,0.12827160738872262,0.862,-0.23,FALSE,Stable,0.115,10.077080973826332,9.737000521907634,-0.115,9.647202112830902,9.706995102724358
RAB8B,Q92930,51762,0.12870521919981578,0.862,0.07,FALSE,Stable,-0.035,13.013117752402941,13.024083555619152,0.035,13.069312539590287,13.107823658030252
RBMXL1,Q96E39,NA,0.1291353831552797,0.862,0.0658,FALSE,Stable,-0.0329,14.003568648329361,14.019357490083037,0.0329,14.07622725402543,14.07836435321289
RFX7,Q2KHR2,NA,0.129358069194799,0.862,-0.0733,FALSE,Stable,0.0366,9.033456370368427,8.980583443373483,-0.0366,8.936535613776421,8.930963581309035
RWDD1,Q9H446,51389,0.12839968302302254,0.862,-0.0762,FALSE,Stable,0.0381,11.554045023649671,11.59852206521761,-0.0381,11.521471339151706,11.478756368954548
RXRB,P28702,6257,0.12888629658490142,0.862,-0.214,FALSE,Stable,0.107,10.42208706526103,10.103806865394427,-0.107,10.034695354675879,10.063602610600762
TMPO,P42167,7112,0.12847101949953207,0.862,0.183,FALSE,Stable,-0.0914,14.061508022110246,13.801079944689182,0.0914,14.083016555860054,14.145360481714146
UHRF1BP1,Q6BDS2,54887,0.12835083976829206,0.862,-0.0667,FALSE,Stable,0.0334,10.86505146170228,10.885063783375456,-0.0334,10.812949276219744,10.803720228220149
BLOC1S4,Q9NUP1,55330,0.13120966869838946,0.863,0.0795,FALSE,Stable,-0.0397,9.351506341982576,9.414760060489622,0.0397,9.444167297228928,9.480999580066939
CAD,P27708,790,0.13077397428503132,0.863,-0.0707,FALSE,Stable,0.0353,15.759906647988316,15.799482732155383,-0.0353,15.719736392412035,15.698289828822642
CASC5,Q8NG31,57082,0.13161607614771592,0.863,0.136,FALSE,Stable,-0.0682,9.742219895167167,9.742352221851618,0.0682,9.78348322201185,9.973720437820015
CCS,O14618,9973,0.1303162577134499,0.863,-0.0705,FALSE,Stable,0.0353,10.592264750488786,10.548213963211465,-0.0353,10.499918085072602,10.499462677450051
CLUH.1,I3L2B0,23277,0.13023667551786508,0.863,-0.0911,FALSE,Stable,0.0455,13.284060989319459,13.197417525118691,-0.0455,13.175539080068008,13.123753009974028
CPSF3L,Q5TA45,54973,0.13117194860764222,0.863,-0.068,FALSE,Stable,0.034,10.010405859626651,10.043641568169678,-0.034,9.957406302368629,9.960724265549823
DCAF5,Q96JK2,8816,0.13214254752779356,0.863,0.155,FALSE,Stable,-0.0776,8.53582334581634,8.754503596147966,0.0776,8.776083948143631,8.824500205616864
DDX41,J3KNN5,NA,0.13212650416878854,0.863,-0.104,FALSE,Stable,0.0519,12.056457768193027,11.9285248681715,-0.0519,11.897309589075697,11.880198358003806
EEF1E1,O43324,9521,0.1312823602878397,0.863,-0.0714,FALSE,Stable,0.0357,12.190330807717318,12.152557144430714,-0.0357,12.115123104444923,12.084869676934918
ELAVL1,Q15717,1994,0.131927518271478,0.863,0.167,FALSE,Stable,-0.0833,13.650087048353592,13.89314773673924,0.0833,13.945632329080356,13.930670686469771
FAM175A,Q6UWZ7,NA,0.13218088292700567,0.863,0.0684,FALSE,Stable,-0.0342,9.835314938434484,9.812283252606854,0.0342,9.877957363200881,9.90639645745992
HIST2H2AB,Q8IUE6,317772,0.13188844982386544,0.863,0.129,FALSE,Stable,-0.0643,13.33804686726544,13.511280335535874,0.0643,13.570065672110902,13.536464289478081
LUC7L2,Q9Y383,51631,0.13120277670142727,0.863,-0.0791,FALSE,Stable,0.0396,14.076207257457668,14.139488498592248,-0.0396,14.046241266638667,14.011171354966573
MAPK1,P28482,5594,0.13069254063434801,0.863,0.0779,FALSE,Stable,-0.0389,12.54158103262569,12.49140573874994,0.0389,12.571082377775884,12.617679177999563
MED4,U4PSC4,NA,0.1316735735537189,0.863,-0.0735,FALSE,Stable,0.0368,9.31956600848947,9.272770827142386,-0.0368,9.237958234646685,9.207363328971773
MIER1,Q8N108,57708,0.13063193341890472,0.863,0.0676,FALSE,Stable,-0.0338,11.429850800376277,11.439811493660319,0.0338,11.517003031304153,11.487844226125427
MRPS16,Q9Y3D3,51021,0.1312331065296972,0.863,0.074,FALSE,Stable,-0.037,11.238293538545015,11.184912372002541,0.037,11.275290715108365,11.295970366050586
MRPS27,Q92552,23107,0.13146525283865645,0.863,-0.159,FALSE,Stable,0.0797,12.97250000336469,12.742060965363292,-0.0797,12.69243104812916,12.703409547777076
NCF4,Q15080,4689,0.13040806388796436,0.863,-0.0941,FALSE,Stable,0.047,9.292495975162275,9.212614518655222,-0.047,9.122412264670832,9.19455503972272
P3H1,Q32P28,64175,0.13070909925008373,0.863,0.333,FALSE,Stable,-0.166,9.767807568114424,10.282273513296929,0.166,10.375525022991054,10.340326997666605
PCBP2.3,F8VRH0,5094,0.13195343144972857,0.863,-0.132,FALSE,Stable,0.0658,13.006617360119783,12.824653326632728,-0.0658,12.786046235061523,12.782001444943896
PDE4DIP,A0A0C4DFQ0,NA,0.13032298420488508,0.863,-0.149,FALSE,Stable,0.0744,11.386806487225568,11.176825164953534,-0.0744,11.144792109891233,11.121199083337872
POLR2D,O15514,5433,0.13167248850284244,0.863,0.0723,FALSE,Stable,-0.0362,10.315224178111588,10.367146217068465,0.0362,10.41286741901315,10.414179564588677
POLR3A,O14802,11128,0.13204137606537844,0.863,-0.132,FALSE,Stable,0.0659,10.348532151145633,10.527519897224677,-0.0659,10.323672327287365,10.288871940779822
PPP1CA,P62136,5499,0.13041621041260498,0.863,-0.0779,FALSE,Stable,0.039,13.902586785105944,13.841429532109903,-0.039,13.778774512525752,13.809380887382883
PRPF8,Q6P2Q9,10594,0.1315335247985927,0.863,0.0808,FALSE,Stable,-0.0404,15.482192992817508,15.557069751841187,0.0404,15.609430440375238,15.591413244009916
QPCT,Q16769,NA,0.1302042657518067,0.863,0.0711,FALSE,Stable,-0.0356,8.408760978031728,8.400649152561991,0.0356,8.49854682721449,8.453098366321456
QPCTL,Q9NXS2,54814,0.13027901217904692,0.863,0.0842,FALSE,Stable,-0.0421,9.626008688680136,9.609707823181816,0.0421,9.660440132895332,9.74376254478531
RRP7A,Q9Y3A4,27341,0.13212607675606775,0.863,-0.0677,FALSE,Stable,0.0338,9.082880699673016,9.049793655188864,-0.0338,8.998478712707314,8.998840940692475
SH2B2,A0A0A0MTI2,NA,0.13107665783330893,0.863,-0.189,FALSE,Stable,0.0943,10.308992265019047,10.589244474689549,-0.0943,10.259624254771667,10.261300677568178
STOM,P27105,2040,0.13055523210002726,0.863,0.207,FALSE,Stable,-0.103,10.200277905678137,10.496075230875327,0.103,10.509115091501785,10.600254459419006
TLN1,Q9Y490,7094,0.1316821268130936,0.863,0.0649,FALSE,Stable,-0.0324,16.0923013600121,16.086403628376278,0.0324,16.14925073669644,16.15924802108546
UBE2D1,P51668,NA,0.13076550064817055,0.863,-0.0652,FALSE,Stable,0.0326,10.85185256555802,10.848480651071945,-0.0326,10.791394515733517,10.77847000713998
AIMP1,Q12904,9255,0.13285031789178825,0.864,-0.0661,FALSE,Stable,0.0331,13.948062563309685,13.954520096983144,-0.0331,13.897199188911458,13.873177011554388
B2R8K8,B2R8K8,NA,0.1339460179406906,0.864,0.0694,FALSE,Stable,-0.0347,11.41028425881842,11.388299227259875,0.0347,11.450235174906798,11.487209089098018
C4orf32,Q8N8J7,132720,0.13226974371383737,0.864,-0.22,FALSE,Stable,0.11,9.161882969901209,8.828554356015466,-0.11,8.772444625239288,8.778727529839582
C7orf55,Q96HJ9,154791,0.1325543254319765,0.864,0.0653,FALSE,Stable,-0.0327,10.161871756754268,10.16335284183905,0.0327,10.218756350293216,10.237126276053505
CDK5RAP1,Q96SZ6,51654,0.13271627629326727,0.864,-0.131,FALSE,Stable,0.0655,9.198721844694557,9.017279138614342,-0.0655,8.974799475482744,8.979220537172083
CUL2,Q13617,8453,0.13406247718838446,0.864,0.0733,FALSE,Stable,-0.0367,13.584869676114376,13.621716755771967,0.0367,13.698585183074206,13.65468550922229
DHRS7,Q9Y394,51635,0.13398456894651806,0.864,0.0816,FALSE,Stable,-0.0408,11.256407458959417,11.177506509616475,0.0408,11.307517754399854,11.289621928718978
DKFZp667H197,Q69YJ7,NA,0.13254353693501508,0.864,0.0953,FALSE,Stable,-0.0477,12.349090728228438,12.443520163522695,0.0477,12.521660718692285,12.461645767569708
GMDS,O60547,2762,0.1324957002127358,0.864,0.14,FALSE,Stable,-0.0698,12.264404202925697,12.45876270127638,0.0698,12.485354453377422,12.517082677009927
GRN,P28799,2896,0.1326353178279662,0.864,-0.143,FALSE,Stable,0.0716,10.108630133528473,9.906201410728128,-0.0716,9.87352148010515,9.855071465836122
GSDMD,G3V1A6,79792,0.13346809459573541,0.864,-0.0702,FALSE,Stable,0.0351,10.732390874155517,10.737717890635595,-0.0351,10.68752938849079,10.642167357122537
HMG20A,Q9NP66,10363,0.13411883309990888,0.864,-0.0979,FALSE,Stable,0.049,11.0769049320172,10.97865158487667,-0.049,10.962948345826392,10.896763478582212
HMHA1,Q8IYN3,NA,0.1323564927045111,0.864,-0.0697,FALSE,Stable,0.0348,12.762661382631196,12.740609370077298,-0.0348,12.663741121976697,12.700142890295114
HZGJ,Q86YQ0,NA,0.13306380041808938,0.864,0.154,FALSE,Stable,-0.0768,11.686000398122815,11.907651466989005,0.0768,11.957752640072586,11.943087743033066
JUP,A0A024R1X8,NA,0.13231763905000893,0.864,-0.0928,FALSE,Stable,0.0464,11.132211539295891,11.035829699946166,-0.0464,10.968770264032166,11.013576488225908
LAMTOR1,Q6IAA8,55004,0.13294395399467487,0.864,0.159,FALSE,Stable,-0.0797,11.027448341778644,11.234209939809347,0.0797,11.237411109936192,11.343111416622962
LIMK1,E9PC47,3984,0.13294673688015862,0.864,0.0856,FALSE,Stable,-0.0428,9.730338804739908,9.752264863440232,0.0428,9.870643917793604,9.78320823718933
MEAF6,Q9HAF1,64769,0.1324691549593662,0.864,-0.0746,FALSE,Stable,0.0373,10.0369558041978,10.020587462432095,-0.0373,9.983066999527962,9.925275939057771
PDE7A,Q13946,5150,0.13304272763655264,0.864,0.0688,FALSE,Stable,-0.0344,8.814814104292706,8.781286265145251,0.0344,8.877036612405373,8.856590388461028
PSMD3,O43242,5709,0.13272702204227005,0.864,-0.0772,FALSE,Stable,0.0386,14.773062241873024,14.713483962821545,-0.0386,14.682463015245013,14.649729671471189
RPLP2,P05387,6181,0.13281588660042515,0.864,-0.0985,FALSE,Stable,0.0493,14.547954983873815,14.464540754251775,-0.0493,14.450024877105665,14.365466464048279
TDP1,Q9NUW8,NA,0.13344516671638326,0.864,-0.104,FALSE,Stable,0.0521,12.121622018474156,11.99855907015716,-0.0521,11.978434199541704,11.933173031662397
TIMELESS,Q9UNS1,8914,0.13287560143128455,0.864,-0.135,FALSE,Stable,0.0677,9.917630671125364,9.731257700600898,-0.0677,9.67130461414666,9.706704136193341
UBR2,Q8IWV8,23304,0.13377372960668873,0.864,0.0713,FALSE,Stable,-0.0357,9.601551935664668,9.566873100571303,0.0357,9.637385662366725,9.673738825619163
ZMAT2,Q96NC0,153527,0.1328186881499441,0.864,-0.0862,FALSE,Stable,0.0431,11.22380634232303,11.141712690895858,-0.0431,11.116750048231577,11.076295826124857
ZSWIM8,A7E2V4,23053,0.13365506425661636,0.864,-0.0686,FALSE,Stable,0.0343,9.344437857780918,9.38250271658489,-0.0343,9.290382629161693,9.299385138635653
A8K4U4,A8K4U4,NA,0.13477156022894224,0.865,-0.0708,FALSE,Stable,0.0354,10.06199215498035,10.090844866889853,-0.0354,10.025434070592922,9.985881365948227
ATXN7L3B,Q96GX2,NA,0.1348092843619509,0.865,-0.126,FALSE,Stable,0.063,10.388117557365565,10.223708332108988,-0.063,10.208537183327985,10.1511017644441
B2R9S4,B2R9S4,NA,0.13491046941107918,0.865,0.447,FALSE,Stable,-0.224,9.775396203964052,10.484889142489365,0.224,10.577207965926947,10.578077003274341
CRBN,Q96SW2,NA,0.13570312118097377,0.865,0.0719,FALSE,Stable,-0.0359,10.055427423685918,10.005010813399524,0.0359,10.111492364110973,10.092731763193221
DCP2,Q8IU60,167227,0.13527947060927237,0.865,0.0733,FALSE,Stable,-0.0367,10.16347920481332,10.120910338970514,0.0367,10.23542572356169,10.195636610646234
EIF1AX,P47813,1964,0.13458577975012592,0.865,-0.0691,FALSE,Stable,0.0346,13.217007536363829,13.223615404476622,-0.0346,13.172130220865771,13.130208728069436
GTPBP10,A4D1E9,85865,0.13603634684425678,0.865,-0.0941,FALSE,Stable,0.0471,10.468599534603854,10.388136440452213,-0.0471,10.372939203458719,10.295562289767854
GTPBP10,A4D1E9,101927446,0.13603634684425678,0.865,-0.0941,FALSE,Stable,0.0471,10.468599534603854,10.388136440452213,-0.0471,10.372939203458719,10.295562289767854
GTPBP3,Q969Y2,NA,0.1360972434316708,0.865,0.0662,FALSE,Stable,-0.0331,9.83652456515705,9.80753739086478,0.0331,9.892344994758023,9.884182185670628
HP1BP3,Q5SSJ5,50809,0.13498560414983163,0.865,-0.176,FALSE,Stable,0.0878,12.993686182473473,12.742843759601996,-0.0878,12.654930472901974,12.730568472962945
MTAP.1,B4DUC8,4507,0.1350390926249703,0.865,0.0708,FALSE,Stable,-0.0354,13.353268473606517,13.399166261487224,0.0354,13.437930987695852,13.456122055529669
NARFL,Q9H6Q4,64428,0.13578474112109506,0.865,-0.0704,FALSE,Stable,0.0352,10.000906824814138,9.957880323105554,-0.0352,9.89788024970299,9.920140034785488
NARS2,Q96I59,79731,0.1357918448319193,0.865,-0.0647,FALSE,Stable,0.0323,11.6475218075739,11.654897701243161,-0.0323,11.577933117736936,11.59517194286428
NDUFAF2,Q8N183,91942,0.13566956094349214,0.865,-0.0802,FALSE,Stable,0.0401,12.609373470093074,12.629894731426589,-0.0401,12.57727309744724,12.501609491717593
PCBP3,P57721,54039,0.13544871981555803,0.865,-0.0904,FALSE,Stable,0.0452,14.228733948912529,14.125715248883813,-0.0452,14.087825451819148,14.085774307814184
PCYT1A,C9JEJ2,5130,0.1344986940136512,0.865,-0.0837,FALSE,Stable,0.0419,12.575754694339057,12.660288485407799,-0.0419,12.525033647635667,12.54359465347713
RCCD1,A6NED2,91433,0.13600359936310116,0.865,0.193,FALSE,Stable,-0.0963,9.243181779798066,9.535327150198999,0.0963,9.583606202204779,9.579950172042562
SDF4.1,Q9BRK5,NA,0.13464833882826832,0.865,-0.0836,FALSE,Stable,0.0418,11.961524841809553,11.883259303904318,-0.0418,11.82035978355016,11.857147807685381
SH3GL1,Q99961,6455,0.13623675782783387,0.865,0.0815,FALSE,Stable,-0.0408,12.33478807478004,12.415896290833047,0.0408,12.463818371272566,12.449937423328855
SPC24,K7ESQ2,NA,0.1351345648512225,0.865,-0.209,FALSE,Stable,0.104,10.342726566340302,10.05466111018649,-0.104,10.057994254157158,9.922021145754432
TPM3,J3KN67,7170,0.13446061962636197,0.865,-0.128,FALSE,Stable,0.0638,15.147303672829349,14.976316505332818,-0.0638,14.91155260941378,14.956679409613098
TRIM22,Q8IYM9,NA,0.13562229962520225,0.865,-0.0696,FALSE,Stable,0.0348,9.096071302107635,9.075170759739493,-0.0348,8.995840120874055,9.036141474006424
UBE2V2,Q15819,7336,0.13549682316213982,0.865,0.0929,FALSE,Stable,-0.0465,13.41878595049537,13.527070529651166,0.0465,13.570589662224313,13.561157812010048
UFM1,P61960,51569,0.1352709259769531,0.865,0.094,FALSE,Stable,-0.047,11.411637564028236,11.52081131188604,0.047,11.550816210283713,11.5695593459183
ABI3,Q9P2A4,51225,0.13710658921920524,0.866,0.235,FALSE,Stable,-0.117,10.74843826068446,11.110298998794585,0.117,11.185306393239744,11.142492014394996
BLVRB,P30043,645,0.1376937429353486,0.866,0.173,FALSE,Stable,-0.0866,11.718457837954954,11.962761866372887,0.0866,11.96840579441839,12.059059963623687
CAPN1,P07384,823,0.1375789309907662,0.866,0.0807,FALSE,Stable,-0.0403,13.487020046479048,13.56587763298183,0.0403,13.597973654849547,13.616231886382835
COQ5,Q5HYK3,84274,0.13879830365797582,0.866,-0.0836,FALSE,Stable,0.0418,9.875883710253675,9.920598640018635,-0.0418,9.853256962375525,9.776015198499804
CYB5B,J3KNF8,NA,0.1371045720699304,0.866,0.208,FALSE,Stable,-0.104,10.125882166954,10.21470819963875,0.104,10.224709881877883,10.531358554982857
EIF3J,O75822,8669,0.13879432582391105,0.866,-0.101,FALSE,Stable,0.0506,13.881462368174208,13.920308490988008,-0.0506,13.860965366494693,13.738244217923523
FANCI,B7ZMF2,NA,0.13763844622452046,0.866,-0.123,FALSE,Stable,0.0615,13.344597679129668,13.192015851218962,-0.0615,13.18342676459531,13.107176197181508
hCG_23833,D6W4Z6,NA,0.13737635010220606,0.866,-0.419,FALSE,Stable,0.21,12.54281666485634,11.918696551918949,-0.21,11.932198242310447,11.6912096247321
HLA-B.4,E3Q1J2,NA,0.1376794087610636,0.866,-0.139,FALSE,Stable,0.0693,13.287971681273703,13.483255687170374,-0.0693,13.267197957074321,13.226840814662086
HLA-DQB1.1,O19707,NA,0.13680707908695772,0.866,0.113,FALSE,Stable,-0.0566,9.332770044341864,9.408737476262363,0.0566,9.418603711736647,9.549122086406301
HYOU1,Q9Y4L1,10525,0.13890535446338262,0.866,-0.162,FALSE,Stable,0.0811,15.435271520647907,15.66749813016575,-0.0811,15.424443371788778,15.353854864851488
LIG3,P49916,3980,0.13773768839067554,0.866,-0.113,FALSE,Stable,0.0563,12.298270483909029,12.207797590559835,-0.0563,12.200675102539082,12.080384775735038
P4HB,H0Y3Z3,NA,0.13685043486902562,0.866,0.118,FALSE,Stable,-0.0589,14.773095145025593,14.898136210962,0.0589,14.903456341101954,15.003261376213196
PITPNC1,A0A0C4DGP0,26207,0.13757251988163174,0.866,0.082,FALSE,Stable,-0.041,8.714432963695778,8.782361631857594,0.041,8.8554993019231,8.80533268505538
PITPNC1.1,Q9UKF7,NA,0.13757251988163174,0.866,0.082,FALSE,Stable,-0.041,8.714432963695778,8.782361631857594,0.041,8.8554993019231,8.80533268505538
POLR3GL,Q9BT43,84265,0.13848886717265851,0.866,-0.13,FALSE,Stable,0.0649,9.936556330701011,9.774412456021206,-0.0649,9.682386277650176,9.76906482923815
PRDX3,P30048,10935,0.13748866652039976,0.866,0.0747,FALSE,Stable,-0.0373,14.176454565839306,14.12466456955575,0.0373,14.206264356808047,14.244239571305986
RFC3,P40938,5983,0.1372747330811365,0.866,-0.0993,FALSE,Stable,0.0496,12.071475864875621,11.94810268055389,-0.0496,11.907523704448243,11.913483558278054
RSL1D1,O76021,26156,0.13831692346926225,0.866,-0.11,FALSE,Stable,0.0549,14.47602531233429,14.341516962477233,-0.0549,14.326993557808281,14.270783139062038
TBC1D2B,Q9UPU7,23102,0.13844200236093349,0.866,-0.0776,FALSE,Stable,0.0388,9.676642246684828,9.66244753126977,-0.0388,9.556026939954153,9.627913868326317
TCF25,Q9BQ70,22980,0.1378897631359713,0.866,-0.112,FALSE,Stable,0.0559,10.264598440736668,10.117363797864726,-0.0559,10.090960078744061,10.067573520744446
THTPA,Q9BU02,79178,0.13853654406846388,0.866,0.0699,FALSE,Stable,-0.035,9.652120193881789,9.655617261459167,0.035,9.699293177556719,9.748293283514581
A8K005,A8K005,NA,0.13937992778751912,0.867,0.465,FALSE,Stable,-0.232,10.056292912682467,10.802489898798438,0.232,10.862245108895427,10.926428100160072
ALOX5,P09917,240,0.14093665366113012,0.867,0.0676,FALSE,Stable,-0.0338,11.502775537954935,11.524939775546466,0.0338,11.56358821592345,11.599370725242817
AUTS2,Q8WXX7,26053,0.13981609464306144,0.867,0.274,FALSE,Stable,-0.137,NA,8.7740965961779,0.137,8.816609871438159,8.846325020493326
B2RDG1,B2RDG1,NA,0.13919230976392136,0.867,-0.207,FALSE,Stable,0.104,10.711994942997126,11.0316906678356,-0.104,10.67828366344622,10.650889816035674
B4DW52,B4DW52,NA,0.14072723665031056,0.867,0.0673,FALSE,Stable,-0.0337,17.331170240148534,17.369178773161597,0.0337,17.42447978932977,17.410477817766253
BCLAF1.1,Q9NYF8,9774,0.13940384289158683,0.867,-0.0689,FALSE,Stable,0.0344,13.934463796122161,13.919667228621316,-0.0344,13.879903572622242,13.836446178322397
CCNB1,P14635,891,0.1390734082219432,0.867,-0.433,FALSE,Stable,0.216,11.153478880651699,10.481030704693675,-0.216,10.472746470310776,10.296529336609012
CCNL1,Q9UK58,57018,0.13972248043622085,0.867,0.126,FALSE,Stable,-0.0631,9.065791309060891,9.239747775865363,0.0631,9.298580964388785,9.259473888105724
