ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,external_gene_name,entrezgene_id,status
ENSG00000124209,820.3964560830367,0.47941603964123103,0.14421540139943975,3.324305413909096,8.863906582490237e-4,0.015839680177361565,RAB22A,57403,mRNA_up
ENSG00000124164,1512.1394440470933,0.20691128003778703,0.12022051548915583,1.721097927387035,0.08523305533920617,0.32027145863476897,VAPB,9217,stable
ENSG00000124222,2502.1052792836786,0.1335087442456499,0.08260622679696873,1.6162067851590707,0.10604961228199945,0.3628436020339235,STX16,8675,stable
ENSG00000215440,129.94733320982976,-0.29314464498220477,0.2751279665534459,-1.0654847220893444,0.2866566356603971,0.6037068973838181,NPEPL1,79716,stable
ENSG00000087460,26883.684617919356,-0.2613560985038625,0.10744824916235836,-2.4323904813836803,0.014999526890254005,0.10792178020831722,GNAS,2778,stable
ENSG00000101158,4040.521292590306,0.04753231232163528,0.0895803533251646,0.5306109047047336,0.5956884374951319,0.8337211489570865,NELFCD,51497,stable
ENSG00000101160,3292.363659946898,-0.5439169881158537,0.15539402756089443,-3.5002438424006246,4.6483274554822015e-4,0.009744056428554564,CTSZ,1522,mRNA_down
ENSG00000124172,3048.611853984802,-0.2091732767085717,0.10754150849765315,-1.9450468905514415,0.05176933502241066,0.24087206651925436,ATP5F1E,514,stable
ENSG00000101166,3634.960307163136,0.17959449471232658,0.08941801196875775,2.0084823041589885,0.04459206463733157,0.2197907956933778,PRELID3B,51012,stable
ENSG00000196227,1421.8860411353867,0.028345763871986448,0.12434133030260595,0.22796735247244154,0.8196716212334432,0.9371895550462052,FAM217B,63939,stable
ENSG00000132825,173.4178708887714,0.0019992547588188205,0.20391464910971593,0.009804370443945519,0.9921773695205302,0.998300346344519,PPP1R3D,5509,stable
ENSG00000130699,232.99068199808923,0.4623151871544631,0.17231839513026856,2.6829125631361874,0.007298406924587238,0.06610802383312468,TAF4,6874,stable
ENSG00000149657,1074.7349053273258,0.1788286221459462,0.11411211548112107,1.5671308992210555,0.11708409806146927,0.38301773040669124,LSM14B,149986,stable
ENSG00000101182,6435.670362316433,-0.18335262706982006,0.09727032109849909,-1.8849801768840797,0.05943251419240039,0.2612048985790297,PSMA7,5688,stable
