"Name","ID","P_value","FDR","Significant","log2FC","ctl_centered","sh_centered"
"B4E261","B4E261",0.452821925806659,0.914,FALSE,-0.0303,0.0152,-0.0152
"B4E284","B4E284",0.999617748481273,0.938,FALSE,-4.92e-05,2.46e-05,-2.46e-05
"B4E290","B4E290",0.0324044603946431,0.705,FALSE,0.118,-0.0589,0.0589
"B4E2A6","B4E2A6",0.0980251224595646,0.837,FALSE,0.104,-0.0522,0.0522
"B4E2B5","B4E2B5",0.64990199633444,0.925,FALSE,-0.0263,0.0131,-0.0131
"B4E2K2","B4E2K2",0.0929677697020527,0.832,FALSE,0.081,-0.0405,0.0405
"B4E2L0","B4E2L0",0.0258171994356088,0.663,FALSE,0.161,-0.0803,0.0803
"B4E2S4","B4E2S4",0.546592344124975,0.92,FALSE,-0.0269,0.0135,-0.0135
"B4E2U0","B4E2U0",0.00311716474401981,0.15,FALSE,-0.222,0.111,-0.111
"B4E327","B4E327",0.0219337019385092,0.629,FALSE,-0.274,0.137,-0.137
"B4E368","B4E368",0.151641214303944,0.866,FALSE,0.0711,-0.0355,0.0355
"B4GALT1","P15291",0.713368314281824,0.928,FALSE,-0.0167,0.00834,-0.00834
"B4GALT3","O60512",0.0128295204591901,0.491,FALSE,-0.155,0.0775,-0.0775
"B7Z213","B7Z213",0.515834890392894,0.918,FALSE,0.0287,-0.0144,0.0144
"B7Z232","B7Z232",0.227352951224554,0.887,FALSE,0.064,-0.032,0.032
"B7Z287","B7Z287",0.0769482526551431,0.816,FALSE,-0.121,0.0604,-0.0604
"B7Z3M9","B7Z3M9",0.300590454757727,0.899,FALSE,0.0433,-0.0217,0.0217
"B7Z4Q0","B7Z4Q0",0.0621855715954808,0.795,FALSE,-0.164,0.082,-0.082
"B7Z532","B7Z532",0.545582688918171,0.92,FALSE,0.0307,-0.0153,0.0153
"B7Z5U5","B7Z5U5",0.295388072560674,0.899,FALSE,0.0795,-0.0397,0.0397
"B7Z5W1","B7Z5W1",0.390572237440923,0.909,FALSE,-0.0911,0.0456,-0.0456
"B7Z695","B7Z695",0.0279779544984066,0.679,FALSE,0.202,-0.101,0.101
"B7Z6C9","B7Z6C9",0.076622427181459,0.816,FALSE,-0.132,0.0661,-0.0661
"B7Z6G5","B7Z6G5",0.296324736446445,0.899,FALSE,0.0505,-0.0253,0.0253
"B7Z6L7","B7Z6L7",0.682162075159162,0.927,FALSE,-0.0191,0.00953,-0.00953
"B7Z6M0","B7Z6M0",0.0565636324215693,0.784,FALSE,0.165,-0.0823,0.0823
"B7Z6Q5","B7Z6Q5",0.466866733209299,0.915,FALSE,-0.0608,0.0304,-0.0304
"B7Z6S9","B7Z6S9",0.00542580999488097,0.27,FALSE,-0.293,0.146,-0.146
"B7Z7G4","B7Z7G4",0.279067217720129,0.896,FALSE,0.0472,-0.0236,0.0236
"B7Z7J1","B7Z7J1",0.0378998339348621,0.731,FALSE,-0.169,0.0847,-0.0847
"B7Z854","B7Z854",0.319507367047069,0.902,FALSE,-0.0498,0.0249,-0.0249
"B7Z8E7","B7Z8E7",0.529802688011132,0.919,FALSE,-0.0291,0.0146,-0.0146
"B7Z8Q2","B7Z8Q2",0.227703690256066,0.887,FALSE,-1.49,0.743,-0.743
"B7Z8X5","B7Z8X5",0.0148730060000869,0.533,FALSE,0.178,-0.0889,0.0889
"B7ZA12","B7ZA12",0.0523879378994235,0.775,FALSE,0.161,-0.0806,0.0806
"B7ZAQ5","B7ZAQ5",0.43431014522448,0.913,FALSE,-0.0374,0.0187,-0.0187
"B7ZB83","B7ZB83",0.466366805899984,0.915,FALSE,0.0367,-0.0184,0.0184
"B8XCX8","B8XCX8",0.474010205077541,0.916,FALSE,0.028,-0.014,0.014
"BABAM1","Q9NWV8",0.0290429148939134,0.686,FALSE,-0.117,0.0583,-0.0583
"BACH2","Q9BYV9",0.903436162672764,0.935,FALSE,-0.00623,0.00312,-0.00312
"BAD","Q92934",0.409528292391817,0.911,FALSE,0.0458,-0.0229,0.0229
"BAG1","J3QTA2",0.00778668081800952,0.353,FALSE,-0.299,0.149,-0.149
"BAG4","O95429",0.593447588763145,0.923,FALSE,0.0268,-0.0134,0.0134
"BAG5","Q9UL15-2",0.429193092552408,0.912,FALSE,-0.0396,0.0198,-0.0198
"BAG6","P46379-3",0.0443801099845784,0.754,FALSE,-0.117,0.0586,-0.0586
"BAIAP2L1","Q9UHR4",0.0940784314534091,0.833,FALSE,0.0777,-0.0389,0.0389
"BAK1","A0A0S2Z319",0.693750982078684,0.927,FALSE,-0.0149,0.00746,-0.00746
"BANF1","O75531",0.0128163888270642,0.491,FALSE,-0.473,0.236,-0.236
"BANK1","Q8NDB2",0.0622994997159077,0.795,FALSE,0.088,-0.044,0.044
"BANP","Q8N9N5",0.250763614035088,0.892,FALSE,-0.193,0.0965,-0.0965
"BAP18","Q8IXM2-3",0.0329467215548437,0.708,FALSE,0.164,-0.0821,0.0821
"BARD1","A0AVN2",0.373285070353408,0.907,FALSE,0.166,-0.0829,0.0829
"BAX","Q07812-2",0.946549065553022,0.936,FALSE,-0.00344,0.00172,-0.00172
"BAZ1A","Q9NRL2",0.708929996698589,0.928,FALSE,-0.0159,0.00794,-0.00794
"BAZ1B","Q9UIG0",0.0475657252666969,0.763,FALSE,0.106,-0.053,0.053
"BAZ2A","Q9UIF9",0.0194057632084878,0.601,FALSE,0.149,-0.0747,0.0747
"BCAP31","P51572-2",0.553575481970038,0.921,FALSE,-0.0722,0.0361,-0.0361
"BCAR1","P56945-6",0.743020997562177,0.929,FALSE,0.015,-0.00752,0.00752
"BCAS2","O75934",0.876609356044559,0.934,FALSE,-0.00645,0.00323,-0.00323
"BCAS3","Q9H6U6-8",0.117591064374588,0.85,FALSE,-0.0725,0.0362,-0.0362
"BCAT1","P54687",0.15656476425559,0.868,FALSE,0.0941,-0.047,0.047
"BCAT2","O15382",0.218328995085234,0.885,FALSE,0.196,-0.0979,0.0979
"BCCIP","Q9P287-2",0.321774683036463,0.902,FALSE,0.0491,-0.0246,0.0246
"BCCIP.1","Q9P287",0.200989226046801,0.881,FALSE,0.064,-0.032,0.032
"BCKDHB","P21953",0.0714545090941753,0.809,FALSE,0.0876,-0.0438,0.0438
"bcl-2","A9QXG9",0.149007355361771,0.865,FALSE,0.0798,-0.0399,0.0399
"BCL10","O95999",0.198710482854589,0.881,FALSE,0.0658,-0.0329,0.0329
"BCL11A","Q9H165",0.368339910761377,0.907,FALSE,-0.103,0.0516,-0.0516
"BCL2L11","O43521",0.947514978474017,0.936,FALSE,-0.00331,0.00165,-0.00165
"BCL2L13","Q9BXK5",0.00884512674675142,0.383,FALSE,0.317,-0.158,0.158
"BCL3","P20749",0.342166658224053,0.904,FALSE,0.0409,-0.0205,0.0205
"BCL6","A5PL18",0.0361428863804435,0.723,FALSE,0.464,-0.232,0.232
"BCL7A","Q4VC05-2",0.322303565428182,0.902,FALSE,0.235,-0.118,0.118
"BCL9","O00512",0.63165778104903,0.925,FALSE,-0.0228,0.0114,-0.0114
"BCLAF1","E9PK91",0.0802339855006598,0.82,FALSE,-0.0875,0.0437,-0.0437
"BCLAF1.1","Q9NYF8",0.139456700385385,0.861,FALSE,-0.0689,0.0344,-0.0344
"BCR/ABL","A9UF07",0.0187215940563,0.592,FALSE,-0.135,0.0674,-0.0674
"BDH1","Q02338",0.385316622898492,0.909,FALSE,0.0387,-0.0194,0.0194
"BDH2","Q9BUT1",0.00300607949824215,0.143,FALSE,0.287,-0.143,0.143
"BECN1","Q14457",0.744768171082442,0.929,FALSE,0.0253,-0.0127,0.0127
"BET1","H7C1N3",0.341125522365954,0.904,FALSE,0.058,-0.029,0.029
"BICD1","Q96G01",0.317267979924494,0.901,FALSE,-0.056,0.028,-0.028
"BICD2","Q8TD16-2",0.0972097082347443,0.836,FALSE,0.0834,-0.0417,0.0417
"BIRC3","Q13489",0.0284932799953173,0.682,FALSE,0.121,-0.0606,0.0606
"BIRC5","A0A0B4J1S3",0.0922565537266675,0.832,FALSE,-0.158,0.0791,-0.0791
"BIRC6","Q9NR09",0.593995997738113,0.923,FALSE,0.0203,-0.0102,0.0102
"BLK","P51451",0.00553167323475987,0.274,FALSE,-0.383,0.192,-0.192
"BLMH","Q13867",0.752632635365886,0.93,FALSE,-0.0211,0.0105,-0.0105
"BLNK","Q8WV28",0.313394665693764,0.901,FALSE,0.0667,-0.0334,0.0334
"BLOC1S1","P78537",0.372872021424123,0.907,FALSE,0.077,-0.0385,0.0385
"BLOC1S2","Q6QNY1",0.534935712641992,0.919,FALSE,0.0294,-0.0147,0.0147
"BLOC1S3","Q6QNY0",0.38804078554023,0.909,FALSE,0.0431,-0.0215,0.0215
"BLOC1S4","Q9NUP1",0.131229386536899,0.857,FALSE,0.0795,-0.0397,0.0397
"BLOC1S5","Q8TDH9",0.61890047341928,0.924,FALSE,-0.0202,0.0101,-0.0101
"BLVRB","P30043",0.137618890966875,0.86,FALSE,0.173,-0.0866,0.0866
"BMF","Q96LC9",0.460224682699372,0.915,FALSE,-0.0599,0.0299,-0.0299
"BMP2K","Q9NSY1",0.336185334862658,0.904,FALSE,-0.0547,0.0273,-0.0273
"BMS1","Q14692",0.450016456145546,0.914,FALSE,-0.0497,0.0248,-0.0248
"BNIP1","Q12981",0.155793489026137,0.868,FALSE,0.0627,-0.0313,0.0313
"BNIP3","Q6NVY4",0.00978562200459449,0.411,FALSE,0.209,-0.104,0.104
"BOD1L1","Q8NFC6",0.142730412299784,0.863,FALSE,-0.0982,0.0491,-0.0491
"BOLA2","A0A087WZT3",0.379587469816941,0.908,FALSE,-0.048,0.024,-0.024
"BOLA3","Q53S33",0.0417406550730555,0.745,FALSE,-0.247,0.123,-0.123
"BOP1","A8K3R2",0.00290671763768693,0.137,FALSE,-0.259,0.129,-0.129
"BORCS5","Q969J3",0.698113839006348,0.927,FALSE,0.0172,-0.00861,0.00861
"BORCS6","Q96GS4",0.615454134394074,0.924,FALSE,-0.0233,0.0116,-0.0116
"BORCS7-ASMT","A0A0B4J1R7",0.519960074521426,0.919,FALSE,-0.046,0.023,-0.023
"BORCS8","Q96FH0",0.0256521970496337,0.662,FALSE,-0.335,0.168,-0.168
"BORCS8-MEF2B","H3BNR1",0.0113760192055266,0.456,FALSE,-0.198,0.0991,-0.0991
"BPGM","P07738",0.659372581873597,0.926,FALSE,-0.0816,0.0408,-0.0408
"BPNT1","O95861",0.0186850738624756,0.592,FALSE,0.429,-0.214,0.214
"BPNT1.1","A6NF51",0.0193028933652705,0.6,FALSE,0.364,-0.182,0.182
"BPTF","Q12830",0.118613028345798,0.851,FALSE,0.0812,-0.0406,0.0406
"BRAF","P15056",0.00191097877567018,0.0694,FALSE,-0.279,0.139,-0.139
"BRAT1","Q6PJG6",0.00667346138989594,0.318,FALSE,-0.228,0.114,-0.114
"BRCA1","P38398-7",0.0433421155110305,0.75,FALSE,-0.156,0.0782,-0.0782
"BRCC3","P46736",0.542584759889385,0.92,FALSE,-0.0298,0.0149,-0.0149
"BRD2","A0A0G2JK44",0.0398895185584074,0.738,FALSE,-0.174,0.0871,-0.0871
"BRD3","Q15059",0.153136408835273,0.867,FALSE,-0.0605,0.0303,-0.0303
"BRD7","Q9NPI1-2",0.50005969854252,0.917,FALSE,-0.0632,0.0316,-0.0316
"BRD8","Q9H0E9",0.399740372043964,0.91,FALSE,0.157,-0.0785,0.0785
"BRE","Q9NXR7-1",0.00156932978227627,0.0486,FALSE,0.279,-0.14,0.14
"BRF1","Q92994",0.391609261374638,0.909,FALSE,-0.0517,0.0258,-0.0258
"BRIX1","Q8TDN6",0.0229764767763456,0.639,FALSE,-0.379,0.189,-0.189
"BRK1","Q8WUW1-2",0.789725591537003,0.931,FALSE,-0.0101,0.00503,-0.00503
"BRMS1","G5E9I4",0.853741577757763,0.933,FALSE,0.00811,-0.00405,0.00405
"BROX","Q5VW32",0.284839135098377,0.897,FALSE,-0.0931,0.0465,-0.0465
"BRPF1","P55201-2",0.438156058000223,0.913,FALSE,0.036,-0.018,0.018
"BRWD1","Q9NSI6",0.882532228050549,0.934,FALSE,-0.011,0.0055,-0.0055
"BSDC1","Q9NW68",0.548655550755837,0.92,FALSE,-0.0285,0.0143,-0.0143
"BSG","P35613",0.0131833739915104,0.499,FALSE,0.335,-0.167,0.167
"BTAF1","A0A0A0MTH9",0.011180330031411,0.45,FALSE,-0.198,0.099,-0.099
"BTF3","P20290-2",0.0723685404061781,0.81,FALSE,-0.213,0.106,-0.106
"BTF3.1","P20290",0.117290627486905,0.85,FALSE,-0.113,0.0564,-0.0564
"BTF3L4","Q96K17",0.11175448462715,0.846,FALSE,0.0911,-0.0456,0.0456
"BTK","Q06187-2",0.101477445883923,0.839,FALSE,-0.121,0.0605,-0.0605
"BUB1B","O60566-3",0.0511789232149062,0.772,FALSE,-0.257,0.128,-0.128
"BUB3","O43684",0.0226152469690903,0.636,FALSE,-0.128,0.0641,-0.0641
"BUD31","P41223",0.09591633310874,0.835,FALSE,-0.237,0.118,-0.118
"BYSL","Q13895",0.0968872983579318,0.836,FALSE,-0.115,0.0573,-0.0573
"BZW1","Q7L1Q6-3",0.94207630259571,0.936,FALSE,-0.00554,0.00277,-0.00277
"C0LQF2","C0LQF2",0.0394434011108423,0.737,FALSE,-0.191,0.0953,-0.0953
"C10orf76","Q5T2E6",0.0898620753951786,0.83,FALSE,-0.0924,0.0462,-0.0462
"C11orf48","L0R588",0.027135163625923,0.673,FALSE,-0.279,0.139,-0.139
"C11orf57","Q6ZUT1-2",0.00319274966834432,0.155,FALSE,-0.224,0.112,-0.112
"C11orf68","Q9H3H3-3",0.781527592203594,0.931,FALSE,-0.0168,0.00838,-0.00838
"C12orf10","Q86UA3",0.0893052557017154,0.829,FALSE,-0.157,0.0783,-0.0783
"C12orf29","Q8N999",0.539568659516172,0.92,FALSE,0.0292,-0.0146,0.0146
"C12orf43","F5H7W8",0.43126927819366,0.913,FALSE,0.129,-0.0647,0.0647
"C12orf45","A0A087WT30",0.679937348767339,0.927,FALSE,0.0318,-0.0159,0.0159
"C12orf57","Q99622",0.505698523470625,0.918,FALSE,-0.0337,0.0169,-0.0169
"C12orf60","Q5U649",0.0770607897473651,0.816,FALSE,0.0914,-0.0457,0.0457
"C14orf1","Q9UKR5",0.404033761368588,0.91,FALSE,0.0525,-0.0263,0.0263
"C14orf142","Q9BXV9",0.082927074642115,0.823,FALSE,-0.0866,0.0433,-0.0433
"C14orf159","Q4LE40",0.00364926355081135,0.18,FALSE,-0.199,0.0995,-0.0995
"C14orf2","G3V556",0.111494126407987,0.846,FALSE,0.126,-0.0632,0.0632
"C15orf24","A0A024R9K7",0.108959097975419,0.845,FALSE,-0.14,0.07,-0.07
"C15orf39","Q6ZRI6",0.583733717931849,0.922,FALSE,-0.0362,0.0181,-0.0181
"C15orf57","Q9BV29-2",0.0643765676931523,0.798,FALSE,-0.119,0.0595,-0.0595
"C16orf13","Q96S19",0.267540349059093,0.895,FALSE,0.0496,-0.0248,0.0248
"C16orf58","Q96GQ5",0.92760985707786,0.935,FALSE,0.00983,-0.00492,0.00492
"C16orf62","E7EWW0",0.101472704226656,0.839,FALSE,-0.109,0.0544,-0.0544
"C16orf70","Q9BSU1",0.35444618433319,0.906,FALSE,0.0534,-0.0267,0.0267
"C16orf86","Q6ZW13",0.25060279434877,0.892,FALSE,0.0562,-0.0281,0.0281
"C16orf87","Q6PH81",0.682907214534132,0.927,FALSE,0.0215,-0.0108,0.0108
"C17orf62","Q9BQA9",0.000850285810168247,0.0107,FALSE,0.307,-0.153,0.153
"C17orf75","J9JIC5",0.251818069214669,0.892,FALSE,-0.0498,0.0249,-0.0249
"C18orf25","Q96B23-2",0.128236568136145,0.856,FALSE,0.112,-0.056,0.056
"C18orf8","Q96DM3",0.674247462940789,0.926,FALSE,-0.0332,0.0166,-0.0166
"C19orf25","Q9UFG5-2",0.0442506713033494,0.753,FALSE,-0.143,0.0715,-0.0715
"C19orf43","Q9BQ61",0.187095449151389,0.878,FALSE,-0.12,0.0602,-0.0602
"C19orf47","Q8N9M1",0.817955764928465,0.932,FALSE,-0.016,0.00802,-0.00802
"C19orf53","Q9UNZ5",0.0246826400114748,0.654,FALSE,-0.263,0.131,-0.131
"C19orf70","A0A140TA86",0.241330520603876,0.89,FALSE,-0.0542,0.0271,-0.0271
"C1D","J3KPZ4",0.368855669823695,0.907,FALSE,-0.0409,0.0204,-0.0204
"C1orf122","Q6ZSJ8",0.0101707844811041,0.422,FALSE,-0.257,0.128,-0.128
"C1orf123","Q9NWV4",0.99741827339621,0.938,FALSE,-0.000192,9.59e-05,-9.59e-05
"C1orf131","Q8NDD1",0.416181831033726,0.911,FALSE,0.039,-0.0195,0.0195
"C1orf174","Q8IYL3",0.774530088281936,0.93,FALSE,0.0107,-0.00535,0.00535
"C1orf198","Q9H425",0.570563466807261,0.921,FALSE,0.023,-0.0115,0.0115
"C1orf52","Q8N6N3",0.355657865477999,0.906,FALSE,-0.047,0.0235,-0.0235
"C1QBP","Q07021",0.0352527232911637,0.719,FALSE,0.201,-0.1,0.1
"C20orf27","Q9GZN8-2",0.118689749589824,0.851,FALSE,0.0685,-0.0343,0.0343
"C2CD2L","O14523",0.834586470997194,0.933,FALSE,-0.0185,0.00927,-0.00927
"C2CD5","Q86YS7-4",0.56911634380373,0.921,FALSE,-0.0304,0.0152,-0.0152
"C2orf47","Q8WWC4",0.187915732399075,0.878,FALSE,0.146,-0.073,0.073
"C2orf49","Q9BVC5-2",0.335889311430273,0.904,FALSE,-0.0529,0.0264,-0.0264
"C2orf69","Q8N8R5",0.683241907385587,0.927,FALSE,0.0184,-0.00919,0.00919
"C2orf88","Q9BSF0",0.720841572561383,0.928,FALSE,0.0147,-0.00737,0.00737
"C3","P01024",0.0990049064115168,0.837,FALSE,-0.13,0.065,-0.065
"C3orf38","D3DU39",0.0632631380659825,0.796,FALSE,-0.154,0.0769,-0.0769
"C3orf38.1","Q5JPI3",0.198879577724589,0.881,FALSE,-0.0919,0.046,-0.046
"C3orf58","Q8NDZ4",0.580691142407468,0.922,FALSE,0.023,-0.0115,0.0115
"C4orf32","Q8N8J7",0.132187597274744,0.858,FALSE,-0.22,0.11,-0.11
"C5orf22","Q49AR2",0.0611709907204173,0.793,FALSE,-0.126,0.0628,-0.0628
"C5orf24","Q7Z6I8",0.127993305926092,0.856,FALSE,0.0661,-0.0331,0.0331
"C5orf51","A6NDU8",0.444635831566766,0.914,FALSE,0.0344,-0.0172,0.0172
"C6orf106","Q9H6K1",0.118523194430148,0.85,FALSE,-0.192,0.0962,-0.0962
"C6orf136","Q5SQH8-4",0.958557080483554,0.936,FALSE,-0.00208,0.00104,-0.00104
"C7orf25","B4DQM3",0.335125858930721,0.904,FALSE,-0.0538,0.0269,-0.0269
"C7orf26","Q96N11",0.940594567210681,0.936,FALSE,-0.0031,0.00155,-0.00155
"C7orf43","Q8WVR3",0.244684235395577,0.891,FALSE,-0.0571,0.0286,-0.0286
"C7orf50","Q9BRJ6",0.0114713010105744,0.458,FALSE,-0.25,0.125,-0.125
"C7orf55","Q96HJ9",0.132629029735249,0.858,FALSE,0.0653,-0.0327,0.0327
"C8orf33","Q9H7E9-2",0.0599478442387829,0.791,FALSE,0.261,-0.13,0.13
"C8orf82","Q6P1X6",0.57368815178387,0.922,FALSE,0.0231,-0.0115,0.0115
"C9orf114","Q5T280",0.220056863381472,0.886,FALSE,-0.176,0.0878,-0.0878
"C9orf142","Q9BUH6",0.0114752455042805,0.458,FALSE,-0.156,0.0782,-0.0782
"C9orf19","D3DRP5",0.307233127092818,0.9,FALSE,0.0494,-0.0247,0.0247
"C9orf40","Q8IXQ3",0.949979212777919,0.936,FALSE,0.00328,-0.00164,0.00164
"C9orf64","Q5T6V5",0.843912359977166,0.933,FALSE,-0.00925,0.00462,-0.00462
"C9orf78","Q9NZ63",0.127486875184814,0.855,FALSE,-0.144,0.0721,-0.0721
"CA8","P35219",0.0730920902723292,0.811,FALSE,0.138,-0.0689,0.0689
"CAAP1","Q9H8G2",0.925764834473476,0.935,FALSE,-0.00482,0.00241,-0.00241
"CAB39","Q9Y376",0.0137882714616193,0.512,FALSE,0.286,-0.143,0.143
"CABIN1","Q9Y6J0",0.098462539580154,0.837,FALSE,0.0763,-0.0382,0.0382
"CACTIN","Q8WUQ7-2",0.0219470449453693,0.629,FALSE,-0.159,0.0795,-0.0795
"CACYBP","Q9HB71",0.0116253178098111,0.462,FALSE,0.227,-0.113,0.113
"CAD","P27708",0.130824737171229,0.857,FALSE,-0.0707,0.0353,-0.0353
"CADM1","Q9BY67-3",0.0529431104199838,0.776,FALSE,0.253,-0.127,0.127
"CALCOCO1","Q9P1Z2",0.0270513196698795,0.673,FALSE,-0.118,0.059,-0.059
"CALCOCO2","Q13137-4",0.997397509331005,0.938,FALSE,0.000121,-6.03e-05,6.03e-05
"CALM1","G3V479",0.00316424672266584,0.153,FALSE,0.332,-0.166,0.166
"CALM2","E7EMB3",0.0168119211434336,0.566,FALSE,0.16,-0.0798,0.0798
"CALR","P27797",0.923881252906814,0.935,FALSE,0.00455,-0.00228,0.00228
"CALU","O43852-4",0.8848661616557,0.934,FALSE,0.00654,-0.00327,0.00327
"CALU.1","O43852-3",0.525562538194775,0.919,FALSE,0.0284,-0.0142,0.0142
"CAMK2D","Q13557-8",0.0455597702301184,0.757,FALSE,0.178,-0.0892,0.0892
"CAMK2G","A0A0A0MS52",0.028745761865782,0.684,FALSE,0.126,-0.0629,0.0629
"CAMK4","Q16566",0.0686935151214786,0.805,FALSE,-0.243,0.121,-0.121
"CAMKK2","Q96RR4",0.183880545177665,0.877,FALSE,0.39,-0.195,0.195
"CAMKMT","Q7Z624",0.712521647614839,0.928,FALSE,-0.0212,0.0106,-0.0106
"CAMSAP1","Q5T5Y3-3",0.0890373709555557,0.829,FALSE,0.407,-0.203,0.203
"CAMSAP3","Q9P1Y5-2",0.269821450925357,0.895,FALSE,-0.0772,0.0386,-0.0386
"CANX","P27824-2",0.915317533338501,0.935,FALSE,0.00691,-0.00345,0.00345
"CANX.1","D6RB85",0.316901609623719,0.901,FALSE,0.0519,-0.0259,0.0259
"CAP1","D3DPU2",0.243906552831202,0.89,FALSE,0.0514,-0.0257,0.0257
"CAP1.1","Q01518-2",0.292967439351875,0.898,FALSE,0.0462,-0.0231,0.0231
"CAPN1","P07384",0.13759158498109,0.86,FALSE,0.0807,-0.0403,0.0403
"CAPNS1","A0A0C4DGQ5",0.693840971729443,0.927,FALSE,0.0157,-0.00784,0.00784
"CAPRIN1","Q14444",0.192495994317631,0.879,FALSE,-0.272,0.136,-0.136
"CAPZA1","P52907",0.0634605910264423,0.797,FALSE,0.179,-0.0897,0.0897
"CAPZA2","P47755",0.303719014282851,0.9,FALSE,0.0612,-0.0306,0.0306
"CARD16","Q5EG05",0.056852445703911,0.785,FALSE,-0.146,0.0731,-0.0731
"CARD19","Q96LW7-2",0.247614085390896,0.891,FALSE,0.0527,-0.0264,0.0264
"CARHSP1","Q9Y2V2",0.0385289536303695,0.733,FALSE,0.486,-0.243,0.243
"CARM1","Q86X55",0.242995742888202,0.89,FALSE,0.0555,-0.0277,0.0277
"CARMIL1","Q5VZK9",0.742672907061838,0.929,FALSE,-0.0157,0.00785,-0.00785
"CARMIL2","Q6F5E8",0.0163543242943087,0.558,FALSE,-0.133,0.0667,-0.0667
"CARS","P49589-3",0.884207889311694,0.934,FALSE,-0.0184,0.00922,-0.00922
"CARS2","Q9HA77",0.0713460220269537,0.809,FALSE,-0.111,0.0554,-0.0554
"CASC3","A0A024R1X0",0.612737622880133,0.924,FALSE,0.0214,-0.0107,0.0107
"CASC5","Q8NG31",0.131558528882997,0.857,FALSE,0.136,-0.0682,0.0682
"CASP2","P42575",0.0258950913316881,0.664,FALSE,-0.149,0.0745,-0.0745
"CASP3","P42574",0.398278820042981,0.91,FALSE,-0.0798,0.0399,-0.0399
"CASP4","P49662",0.551607585605156,0.92,FALSE,-0.058,0.029,-0.029
"CASP6","P55212",0.0444802846451058,0.754,FALSE,-0.217,0.108,-0.108
"CASP7","A0A0A0MRL7",0.179012638402369,0.875,FALSE,0.0557,-0.0279,0.0279
"CASP8","Q14790-9",0.1830990318403,0.877,FALSE,-0.0598,0.0299,-0.0299
"CASP8AP2","Q9UKL3",0.87200945389498,0.934,FALSE,0.00599,-0.00299,0.00299
"CAST","P20810-6",0.00880891922915847,0.382,FALSE,0.269,-0.134,0.134
"CAST.1","A0A024RAN2",0.0063459391248059,0.307,FALSE,0.266,-0.133,0.133
"CAT","P04040",0.0221198947380086,0.631,FALSE,0.146,-0.0729,0.0729
"CBFB","Q13951",0.147777785735961,0.865,FALSE,-0.0719,0.0359,-0.0359
"CBFB.1","Q13951-2",0.642952427702391,0.925,FALSE,-0.0204,0.0102,-0.0102
"CBL","P22681",0.0073318923171044,0.339,FALSE,0.193,-0.0965,0.0965
"CBLL1","Q75N03",0.69906440960092,0.927,FALSE,-0.0234,0.0117,-0.0117
"CBR1","P16152",0.742449933869146,0.929,FALSE,-0.0125,0.00625,-0.00625
"CBR4","Q8N4T8",0.109724627673109,0.845,FALSE,0.136,-0.0679,0.0679
"CBS","P35520-2",0.287146124387015,0.897,FALSE,-0.101,0.0506,-0.0506
"CBWD2","Q8IUF1",0.523111218368945,0.919,FALSE,-0.0369,0.0184,-0.0184
"CBX1","P83916",0.98369902118705,0.937,FALSE,0.00166,-0.00083,0.00083
"CBX1.1","Q9Y654",0.0043744937373075,0.219,FALSE,0.335,-0.167,0.167
"CBX3","Q13185",0.0886098647745022,0.828,FALSE,-0.18,0.09,-0.09
"CBX4","O00257",0.0565361899875558,0.784,FALSE,-0.0961,0.048,-0.048
"CBX5","P45973",0.0256273320058221,0.662,FALSE,0.217,-0.108,0.108
"CBX8","Q9HC52",0.366717329288114,0.907,FALSE,-0.0393,0.0196,-0.0196
"CC2D1A","Q6P1N0",0.0439798995553018,0.752,FALSE,-0.11,0.055,-0.055
"CC2D1B","Q5T0F9-2",0.619540004420706,0.924,FALSE,-0.0237,0.0119,-0.0119
"CCAR1","Q8IX12",0.925388941310593,0.935,FALSE,0.00355,-0.00177,0.00177
"CCAR2","H0YC69",0.839039075334817,0.933,FALSE,0.00925,-0.00463,0.00463
"CCBL1","B7Z4W5",0.0302177535479041,0.693,FALSE,0.164,-0.0819,0.0819
"CCDC102B","Q68D86",0.177653818967978,0.875,FALSE,-0.54,0.27,-0.27
"CCDC117","Q8IWD4",0.0430795813595685,0.75,FALSE,-0.157,0.0784,-0.0784
"CCDC12","J3KR35",0.700632773745733,0.928,FALSE,0.028,-0.014,0.014
"CCDC124","Q96CT7",0.146445023244983,0.864,FALSE,-0.0653,0.0326,-0.0326
"CCDC134","Q9H6E4",0.613161609664692,0.924,FALSE,0.0355,-0.0178,0.0178
"CCDC22","O60826",0.296557728421925,0.899,FALSE,0.174,-0.0872,0.0872
"CCDC25","Q86WR0",0.0474174061487572,0.763,FALSE,0.273,-0.136,0.136
"CCDC28B","Q9BUN5",0.814803578409388,0.932,FALSE,0.0257,-0.0128,0.0128
"CCDC43","Q86WV7",0.00871128117572376,0.379,FALSE,0.237,-0.119,0.119
"CCDC47","Q96A33",0.0293509023392553,0.688,FALSE,-0.208,0.104,-0.104
"CCDC50","Q8IVM0-2",0.00336667267182894,0.165,FALSE,-0.295,0.148,-0.148
"CCDC50.1","Q8IVM0",0.00400884328360515,0.199,FALSE,-0.324,0.162,-0.162
"CCDC51","Q96ER9",0.733588126179807,0.929,FALSE,0.015,-0.00748,0.00748
"CCDC53","Q9Y3C0",0.353787276959148,0.906,FALSE,0.0366,-0.0183,0.0183
"CCDC58","Q4VC31",0.0311669637565064,0.699,FALSE,0.15,-0.0751,0.0751
