"Name","ID","P_value","FDR","Significant","log2FC","ctl_centered","sh_centered"
"hCG_1984214","I3L0E3",0.365562846622909,0.907,FALSE,0.0567,-0.0284,0.0284
"hCG_1987383","D3DTP7",0.167600652419785,0.872,FALSE,0.127,-0.0634,0.0634
"hCG_2002731","A0A024QZR3",0.218145931724165,0.885,FALSE,0.0702,-0.0351,0.0351
"hCG_20123","A0A024R2V1",0.340438553970215,0.904,FALSE,0.0395,-0.0197,0.0197
"hCG_2020860","A0A024RC46",0.0919494859883245,0.831,FALSE,0.107,-0.0533,0.0533
"hCG_23833","D6W4Z6",0.137281493687381,0.86,FALSE,-0.419,0.21,-0.21
"HCLS1","P14317",0.768569911175827,0.93,FALSE,0.0127,-0.00633,0.00633
"HDAC1","Q13547",0.00311704114222679,0.15,FALSE,0.22,-0.11,0.11
"HDAC2","Q92769",0.717229181066915,0.928,FALSE,0.0187,-0.00935,0.00935
"HDAC3","O15379-2",0.0226203154940657,0.636,FALSE,0.149,-0.0743,0.0743
"HDAC4","P56524",0.473791601858693,0.916,FALSE,-0.029,0.0145,-0.0145
"HDAC7","J3KPH8",0.24755122318283,0.891,FALSE,0.0802,-0.0401,0.0401
"HDAC8","Q9BY41",0.0421184082349736,0.746,FALSE,-0.103,0.0517,-0.0517
"HDDC2","Q7Z4H3",0.0147399192141262,0.531,FALSE,0.396,-0.198,0.198
"HDDC3","Q8N4P3",0.312982758865122,0.901,FALSE,-0.067,0.0335,-0.0335
"HDGFRP2","Q7Z4V5",0.0316510225652678,0.701,FALSE,0.154,-0.0768,0.0768
"HDHD2","Q9H0R4",0.268963867494983,0.895,FALSE,0.0729,-0.0365,0.0365
"HDHD3","A0A024R837",0.641131926412112,0.925,FALSE,-0.0175,0.00874,-0.00874
"HDLBP","A0A024R4E5",0.0281796182335507,0.68,FALSE,-0.187,0.0934,-0.0934
"HEATR1","B2RWN5",0.47922637288582,0.916,FALSE,-0.0325,0.0162,-0.0162
"HEATR1.1","A0A024R3R7",0.522556318736514,0.919,FALSE,-0.0266,0.0133,-0.0133
"HEATR3","Q7Z4Q2",0.00373905752828551,0.185,FALSE,-0.257,0.128,-0.128
"HEATR5B","B9EK47",0.0691722676629866,0.806,FALSE,-0.102,0.051,-0.051
"HEATR6","Q6AI08",0.825599935057694,0.932,FALSE,0.011,-0.00551,0.00551
"HEBP1","Q9NRV9",0.143389709928976,0.863,FALSE,-0.0736,0.0368,-0.0368
"HEBP2","Q05DB4",0.391177685900089,0.909,FALSE,-0.034,0.017,-0.017
"HECTD1","A0A087X2H1",0.503081057190406,0.918,FALSE,-0.0354,0.0177,-0.0177
"HECTD3","Q5T447",0.288697601746672,0.898,FALSE,-0.0448,0.0224,-0.0224
"HECTD4","J3KPF0",0.426698124222962,0.912,FALSE,0.0348,-0.0174,0.0174
"HEL-176","V9HVZ7",0.0607678200967482,0.792,FALSE,0.119,-0.0595,0.0595
"HEL-213","V9HW34",0.259110529695042,0.893,FALSE,-0.193,0.0964,-0.0964
"HEL-S-37","V9HWJ7",0.0299219741683571,0.691,FALSE,0.21,-0.105,0.105
"HEL-S-74","V9HW62",0.226065061221947,0.887,FALSE,-0.16,0.0799,-0.0799
"HEL-S-77p","V9HW00",0.620798376855814,0.924,FALSE,0.0488,-0.0244,0.0244
"HELLS","A0A0B4J1V9",0.129010396213958,0.856,FALSE,-0.227,0.114,-0.114
"HELZ","J3QS41",0.230853604272675,0.888,FALSE,-0.0591,0.0296,-0.0296
"HELZ2","Q9BYK8",0.00243171574471406,0.104,FALSE,0.226,-0.113,0.113
"HERC1","Q15751",0.140128223538977,0.861,FALSE,-0.0684,0.0342,-0.0342
"HERC2","O95714",0.186563215270051,0.878,FALSE,-0.0727,0.0363,-0.0363
"HERC4","Q5GLZ8",0.274738060883279,0.896,FALSE,0.173,-0.0866,0.0866
"HEXB","P07686",0.542952200524104,0.92,FALSE,-0.0568,0.0284,-0.0284
"HGH1","Q9BTY7",0.809239876561165,0.932,FALSE,0.0216,-0.0108,0.0108
"HGS","O14964",0.907458816301066,0.935,FALSE,0.00565,-0.00282,0.00282
"HIBADH","P31937",0.180959832487844,0.876,FALSE,0.0762,-0.0381,0.0381
"HIBCH","Q6NVY1",0.163670648679544,0.871,FALSE,0.0913,-0.0456,0.0456
"HID1","Q8IV36",0.0833556365738613,0.823,FALSE,-0.208,0.104,-0.104
"HIF1AN","Q9NWT6",0.197561351023408,0.881,FALSE,0.0541,-0.0271,0.0271
"HIGD1A","Q9Y241-2",0.201824609515766,0.882,FALSE,0.0701,-0.035,0.035
"HIKESHI","Q53FT3",0.667144838649714,0.926,FALSE,0.0319,-0.0159,0.0159
"HINT1","P49773",0.223050629481382,0.886,FALSE,0.0804,-0.0402,0.0402
"HINT2","Q9BX68",0.072927809499136,0.811,FALSE,-0.101,0.0504,-0.0504
"HINT3","Q9NQE9",0.595467567234733,0.923,FALSE,-0.0222,0.0111,-0.0111
"HIP1","O00291",0.0191070772493919,0.597,FALSE,0.168,-0.0839,0.0839
"HIP1R","O75146",0.351264083864194,0.905,FALSE,0.0571,-0.0285,0.0285
"HIRA","P54198",0.598534862670498,0.923,FALSE,-0.0256,0.0128,-0.0128
"HIRIP3","Q9BW71",0.411977915933344,0.911,FALSE,0.112,-0.0562,0.0562
"HIST1H1B","P16401",0.00290192941140027,0.136,FALSE,-1.03,0.515,-0.515
"HIST1H1C","P16403",0.00249986268903047,0.109,FALSE,-1.07,0.535,-0.535
"HIST1H1D","P16402",0.00319049638600543,0.155,FALSE,-1.13,0.567,-0.567
"HIST1H2AB","P04908",0.0599438386901501,0.791,FALSE,-0.117,0.0586,-0.0586
"HIST1H2BL","Q99880",0.0708856296600331,0.808,FALSE,-0.0831,0.0416,-0.0416
"HIST1H3A","P68431",0.330356659494652,0.903,FALSE,-0.309,0.154,-0.154
"HIST1H4A","P62805",0.6866303160603,0.927,FALSE,-0.0876,0.0438,-0.0438
"HIST2H2AA3","Q6FI13",0.026046286655848,0.665,FALSE,-0.206,0.103,-0.103
"HIST2H2AB","Q8IUE6",0.131835685698223,0.858,FALSE,0.129,-0.0643,0.0643
"HIST2H2BC","Q6DN03",0.660985658902134,0.926,FALSE,0.0174,-0.00868,0.00868
"HIST2H3A","Q71DI3",0.329165797268512,0.903,FALSE,-0.323,0.161,-0.161
"HIST2H3PS2","Q5TEC6",0.321017290185121,0.902,FALSE,-0.279,0.139,-0.139
"HIVEP1","P15822",0.0379729553429105,0.731,FALSE,-0.18,0.09,-0.09
"HJURP","Q8NCD3",0.392719050526008,0.909,FALSE,0.0332,-0.0166,0.0166
"HLA-A","A0A096XJU1",0.0119339372370158,0.47,FALSE,-0.185,0.0924,-0.0924
"HLA-A.1","E9LXZ0",0.332605659713376,0.903,FALSE,-0.052,0.026,-0.026
"HLA-A.2","F6IR18",0.909702252630104,0.935,FALSE,0.00625,-0.00312,0.00312
"HLA-A.3","V5LDF1",0.0204037151651181,0.613,FALSE,-0.136,0.0682,-0.0682
"HLA-A.4","D9UB11",0.575659916178233,0.922,FALSE,-0.0383,0.0192,-0.0192
"HLA-A.5","A0A0U5Q035",0.0135140803855787,0.506,FALSE,-0.158,0.0789,-0.0789
"HLA-A.6","A0A0N9E2I7",0.166021370048895,0.871,FALSE,-0.0879,0.044,-0.044
"HLA-B","A0A075MGT0",0.233487453466978,0.889,FALSE,0.0581,-0.029,0.029
"HLA-B.1","G1EPJ6",0.12451664925847,0.854,FALSE,-0.143,0.0716,-0.0716
"HLA-B.2","L0HR04",0.237131575658459,0.889,FALSE,0.0486,-0.0243,0.0243
"HLA-B.3","G0Z2K6",0.0379988904954916,0.731,FALSE,-0.146,0.0731,-0.0731
"HLA-B.4","E3Q1J2",0.137618145779271,0.86,FALSE,-0.139,0.0693,-0.0693
"HLA-B.5","A0A1C8DUK0",0.560501468252733,0.921,FALSE,-0.0677,0.0338,-0.0338
"HLA-B.6","A0A1C8DSZ3",0.00494930300301289,0.249,FALSE,-0.191,0.0953,-0.0953
"HLA-C","A0A0U5Q1S9",0.257794378231445,0.893,FALSE,-0.0859,0.043,-0.043
"HLA-C.1","X5M224",0.0967284045829808,0.835,FALSE,-0.0995,0.0498,-0.0498
"HLA-C.2","A0A0U5LWB3",0.207593713229196,0.883,FALSE,-0.111,0.0553,-0.0553
"HLA-Cw","C0M122",0.329308682331264,0.903,FALSE,-0.0738,0.0369,-0.0369
"HLA-Cw.1","Q9MY63",0.309330531291206,0.9,FALSE,-0.0524,0.0262,-0.0262
"HLA-Cw.2","C7EXL7",0.186945295273956,0.878,FALSE,-0.117,0.0587,-0.0587
"HLA-DPA1","A0A140C6V4",0.0258195565042809,0.663,FALSE,0.226,-0.113,0.113
"HLA-DPB1","A0A173G4L4",0.0817960651852656,0.821,FALSE,0.104,-0.052,0.052
"HLA-DPB1.1","A0A1C3PI33",0.0803166774888612,0.82,FALSE,0.157,-0.0783,0.0783
"HLA-DQA1","A0A0U4C4L3",0.0079214157630416,0.357,FALSE,0.277,-0.138,0.138
"HLA-DQB1","A0A0K3AWD6",0.0193766607134989,0.601,FALSE,0.232,-0.116,0.116
"HLA-DQB1.1","O19707",0.1367651623233,0.86,FALSE,0.113,-0.0566,0.0566
"HLA-DQB1.2","A0A0U5Q221",0.0342067181366677,0.715,FALSE,0.167,-0.0833,0.0833
"HLA-DR4I","M9P9S1",0.00477291657607375,0.24,FALSE,0.398,-0.199,0.199
"HLA-DRA","A0A0G2JMH6",0.00830729800424243,0.368,FALSE,0.275,-0.137,0.137
"HLA-DRB1","A0A0A1I8N5",0.00782367040716997,0.354,FALSE,0.287,-0.144,0.144
"HLA-DRB1.1","F1CCM8",0.037131309437954,0.728,FALSE,0.183,-0.0913,0.0913
"HLA-DRB1.2","S0F2C5",0.00469159738769848,0.236,FALSE,0.302,-0.151,0.151
"HLA-DRB1.3","E9M4N7",0.00252990718502394,0.111,FALSE,0.575,-0.288,0.288
"HLA-DRB1.4","N1NSB5",0.089718496154868,0.829,FALSE,0.267,-0.133,0.133
"HLA-E","Q2L6I5",0.270452977598457,0.895,FALSE,-0.0536,0.0268,-0.0268
"HLA-H","P01893",0.925478080715901,0.935,FALSE,-0.0053,0.00265,-0.00265
"HLCS","P50747",0.731380328835189,0.929,FALSE,-0.0177,0.00884,-0.00884
"HM13","Q8TCT9",0.891086162948105,0.934,FALSE,0.0144,-0.00721,0.00721
"HMBOX1","Q6NT76-5",0.151660280418081,0.866,FALSE,0.0752,-0.0376,0.0376
"HMBS","P08397",0.367419863158644,0.907,FALSE,-0.0468,0.0234,-0.0234
"HMCES","Q96FZ2",0.00340946348906654,0.167,FALSE,0.293,-0.146,0.146
"HMG20A","Q9NP66",0.134097234047861,0.859,FALSE,-0.0979,0.049,-0.049
"HMG20B","Q9P0W2",0.0602314190206209,0.791,FALSE,-0.222,0.111,-0.111
"HMGA1","P17096-2",0.0980638370058687,0.837,FALSE,-0.113,0.0566,-0.0566
"HMGA1.1","P17096",0.0759338568709792,0.815,FALSE,-0.118,0.0589,-0.0589
"HMGB1","P09429",0.716745607759004,0.928,FALSE,0.0148,-0.00742,0.00742
"HMGB2","P26583",0.0812947581550914,0.821,FALSE,-0.0939,0.047,-0.047
"HMGB3","O15347",0.4620097116395,0.915,FALSE,-0.0482,0.0241,-0.0241
"HMGCL","P35914",0.88005460544759,0.934,FALSE,-0.0119,0.00595,-0.00595
"HMGCR","P04035-3",0.433995310949868,0.913,FALSE,0.0483,-0.0242,0.0242
"HMGCS1","Q01581",0.0512080950177801,0.772,FALSE,-0.444,0.222,-0.222
"HMGN1","P05114",0.0167492905016938,0.565,FALSE,0.233,-0.117,0.117
"HMGN2","P05204",0.00522688259015143,0.261,FALSE,-0.272,0.136,-0.136
"HMGN3","Q15651",0.0138416194480287,0.513,FALSE,0.182,-0.0909,0.0909
"HMGN3.1","A0A087WZE9",0.0937752917442795,0.833,FALSE,0.131,-0.0656,0.0656
"HMGN3.2","Q15651-2",0.467644215080039,0.915,FALSE,0.0667,-0.0334,0.0334
"HMGN4","O00479",0.0387476780607404,0.734,FALSE,-0.107,0.0536,-0.0536
"HMGXB4","Q9UGU5",0.152574883611047,0.867,FALSE,0.076,-0.038,0.038
"HMHA1","Q8IYN3",0.132410439107011,0.858,FALSE,-0.0697,0.0348,-0.0348
"HMHA1.1","Q92619",0.377194135992067,0.908,FALSE,-0.0438,0.0219,-0.0219
"HMMR","O75330-3",0.145631326674354,0.864,FALSE,-0.0966,0.0483,-0.0483
"HMOX2","A0A087WT44",0.0439058271324149,0.752,FALSE,0.385,-0.193,0.193
"HN1","Q9UK76-2",0.907793306885829,0.935,FALSE,0.00838,-0.00419,0.00419
"HN1L","Q9H910-3",0.763459948146717,0.93,FALSE,0.012,-0.00598,0.00598
"HNRNPA0","Q13151",0.223841481007702,0.887,FALSE,0.0837,-0.0419,0.0419
"HNRNPA1","P09651-2",0.0871700506337396,0.827,FALSE,0.0939,-0.0469,0.0469
"HNRNPA1.1","P09651",0.101702274641138,0.839,FALSE,0.0913,-0.0457,0.0457
"HNRNPA2B1","P22626",0.14174747458063,0.862,FALSE,0.0748,-0.0374,0.0374
"HNRNPA3","P51991",0.0116804565396784,0.464,FALSE,0.147,-0.0736,0.0736
"HNRNPAB","Q99729-3",0.397588778834788,0.91,FALSE,-0.0335,0.0167,-0.0167
"HNRNPC","B4DY08",0.215209220422354,0.885,FALSE,0.0508,-0.0254,0.0254
"HNRNPC.1","G3V4C1",0.388414260455962,0.909,FALSE,0.0337,-0.0168,0.0168
"HNRNPD","Q14103-3",0.00526909447080612,0.263,FALSE,0.184,-0.0919,0.0919
"HNRNPD.1","Q14103-4",0.00382256193368033,0.189,FALSE,0.205,-0.102,0.102
"HNRNPDL","A0A087WUK2",0.658025854334308,0.926,FALSE,0.0303,-0.0152,0.0152
"HNRNPF","P52597",0.935060539306357,0.936,FALSE,0.00334,-0.00167,0.00167
"HNRNPH1","G8JLB6",0.745161639032317,0.929,FALSE,0.0138,-0.00689,0.00689
"HNRNPH1.1","D6RBM0",0.738157500642038,0.929,FALSE,-0.0151,0.00757,-0.00757
"HNRNPH2","P55795",0.8391740347117,0.933,FALSE,0.00871,-0.00435,0.00435
"HNRNPH3","P31942",0.0192919901162967,0.6,FALSE,0.131,-0.0653,0.0653
"HNRNPK","P61978-2",0.643673810605059,0.925,FALSE,0.0187,-0.00935,0.00935
"HNRNPK.1","P61978-3",0.618405745989608,0.924,FALSE,0.0201,-0.0101,0.0101
"HNRNPL","P14866",0.645578551098421,0.925,FALSE,0.0181,-0.00904,0.00904
"HNRNPM","M0QZM1",0.410576030412493,0.911,FALSE,0.0528,-0.0264,0.0264
"HNRNPM.1","P52272",0.645429411937352,0.925,FALSE,0.0338,-0.0169,0.0169
"HNRNPR","O43390",0.0117979405397521,0.467,FALSE,0.155,-0.0777,0.0777
"HNRNPR.1","O43390-2",0.0156660485856586,0.547,FALSE,0.149,-0.0745,0.0745
"HNRNPU","Q00839-2",0.0170059311512869,0.568,FALSE,-0.162,0.081,-0.081
"HNRNPU.1","Q00839",0.0236645629761353,0.646,FALSE,-0.148,0.0741,-0.0741
"HNRNPUL2","Q1KMD3",0.183841590256092,0.877,FALSE,0.0692,-0.0346,0.0346
"HNRPLL","D6W592",0.0865199535650498,0.826,FALSE,0.0863,-0.0431,0.0431
"HOOK3","Q86VS8",0.0379667279589737,0.731,FALSE,0.25,-0.125,0.125
"HP1BP3","Q5SSJ5",0.134911079806017,0.859,FALSE,-0.176,0.0878,-0.0878
"HPCAL1","P37235",0.0396987779674509,0.738,FALSE,0.107,-0.0536,0.0536
"HPDL","Q96IR7",0.0806699252866755,0.82,FALSE,-0.0866,0.0433,-0.0433
"HPF1","Q9NWY4",0.231210709885431,0.888,FALSE,0.0523,-0.0262,0.0262
"HPRT1","P00492",0.185368099731433,0.877,FALSE,0.0723,-0.0362,0.0362
"HPS3","Q969F9",0.152637047870235,0.867,FALSE,0.103,-0.0515,0.0515
"HPS5","Q9UPZ3",0.838094343242344,0.933,FALSE,-0.0101,0.00504,-0.00504
"HPS6","Q86YV9",0.703556530397688,0.928,FALSE,0.018,-0.00899,0.00899
"HRAS","P01112",0.982163909089751,0.937,FALSE,0.000897,-0.000448,0.000448
"HRSP12","P52758",0.276485763606981,0.896,FALSE,0.0659,-0.0329,0.0329
"HS1BP3","Q53T59",0.795167026648779,0.931,FALSE,-0.0112,0.00558,-0.00558
"HSBP1","O75506",0.0144584683406772,0.525,FALSE,0.254,-0.127,0.127
"HSCB","Q8IWL3",0.0658753110820459,0.801,FALSE,-0.116,0.058,-0.058
"HSD17B10","Q99714",0.250077376354237,0.892,FALSE,0.0509,-0.0255,0.0255
"HSD17B11","Q8NBQ5",0.0592915851284252,0.789,FALSE,0.0981,-0.0491,0.0491
"HSD17B12","D3DR22",0.0138956916699541,0.514,FALSE,0.154,-0.0772,0.0772
"HSD17B4","P51659",0.189684796799858,0.878,FALSE,-0.0624,0.0312,-0.0312
"HSD17B7","P56937",0.00268011005330656,0.122,FALSE,-0.276,0.138,-0.138
"HSD17B8","Q92506",0.324256769194706,0.902,FALSE,0.047,-0.0235,0.0235
"HSDL1","I6L975",0.00468006755700194,0.235,FALSE,0.27,-0.135,0.135
"HSDL2","Q6YN16",0.184510484997274,0.877,FALSE,0.0832,-0.0416,0.0416
"HSH2D","Q96JZ2",0.0105183913063515,0.432,FALSE,0.217,-0.108,0.108
"HSP90AA1","P07900-2",0.953858854890792,0.936,FALSE,0.00354,-0.00177,0.00177
"HSP90AA4P","Q58FG1",0.456888687061784,0.914,FALSE,-0.056,0.028,-0.028
"HSP90AB1","P08238",0.526977068332352,0.919,FALSE,-0.0648,0.0324,-0.0324
"HSP90AB4P","Q58FF6",0.0862141660670754,0.826,FALSE,0.0989,-0.0495,0.0495
"HSP90B1","P14625",0.025882845390914,0.664,FALSE,-0.17,0.0852,-0.0852
"HSPA13","P48723",0.888501684528228,0.934,FALSE,0.00686,-0.00343,0.00343
"HSPA14","Q0VDF9",0.349635324330834,0.905,FALSE,-0.0394,0.0197,-0.0197
"HSPA1B","A0A0G2JIW1",0.0709446890128832,0.808,FALSE,0.148,-0.0738,0.0738
"HSPA2","P54652",0.0955807649015448,0.835,FALSE,-0.152,0.076,-0.076
"HSPA4","P34932",0.0551903548846871,0.781,FALSE,0.115,-0.0577,0.0577
"HSPA4L","O95757",0.467070269045537,0.915,FALSE,-0.0282,0.0141,-0.0141
"HSPA5","P11021",0.00428054705126089,0.214,FALSE,-0.227,0.114,-0.114
"HSPA8","P11142",0.177000968242543,0.875,FALSE,-0.127,0.0633,-0.0633
"HSPA8.1","E9PK54",0.0592087997985822,0.789,FALSE,-0.161,0.0807,-0.0807
"HSPA9","P38646",0.0241100395577887,0.649,FALSE,-0.161,0.0803,-0.0803
"HSPB11","Q9Y547",0.00601529060289461,0.294,FALSE,0.26,-0.13,0.13
"HSPBP1","Q9NZL4-3",0.0404756599951786,0.741,FALSE,-0.123,0.0614,-0.0614
"HSPBP1.1","K7EL16",0.0103436847252313,0.427,FALSE,-0.192,0.0958,-0.0958
"HSPD1","P10809",0.880488901573523,0.934,FALSE,0.00722,-0.00361,0.00361
"HSPE1","P61604",0.0222908312343941,0.633,FALSE,-0.325,0.163,-0.163
"HSPE1-MOB4","S4R3N1",0.0312958978288151,0.699,FALSE,-0.329,0.165,-0.165
"HSPH1","Q92598",0.557865771785816,0.921,FALSE,-0.037,0.0185,-0.0185
"HTATIP2","Q9BUP3-3",0.00406853514523887,0.202,FALSE,-0.202,0.101,-0.101
"HTATSF1","O43719",0.872662290493798,0.934,FALSE,-0.00688,0.00344,-0.00344
"HTRA2","O43464",0.376529583966193,0.908,FALSE,0.0578,-0.0289,0.0289
"HTT","P42858",0.0311020710216775,0.698,FALSE,0.111,-0.0557,0.0557
"HUS1","O60921",0.710457376487751,0.928,FALSE,-0.0157,0.00783,-0.00783
"HUWE1","Q7Z6Z7",0.881675558114859,0.934,FALSE,-0.00618,0.00309,-0.00309
"HVCN1","D2KFF9",0.0573087748403912,0.786,FALSE,0.185,-0.0926,0.0926
"HYOU1","Q9Y4L1",0.138833419814606,0.861,FALSE,-0.162,0.0811,-0.0811
"HYOU1.1","Q9Y4L1-2",0.0570469835888264,0.785,FALSE,-0.237,0.119,-0.119
"HYPK","Q9NX55",0.277533186194867,0.896,FALSE,-0.059,0.0295,-0.0295
"HZGJ","Q86YQ0",0.132997273718672,0.858,FALSE,0.154,-0.0768,0.0768
"I1SRC5","I1SRC5",0.12050059262641,0.852,FALSE,0.0674,-0.0337,0.0337
"I6MBV4","I6MBV4",0.0619385114223953,0.794,FALSE,-0.118,0.0591,-0.0591
"I6NLS4","I6NLS4",0.162091606515585,0.87,FALSE,0.0596,-0.0298,0.0298
"IAH1","Q2TAA2",0.297552455927027,0.899,FALSE,0.0422,-0.0211,0.0211
"IARS2","Q9NSE4",0.153368400948367,0.867,FALSE,0.0774,-0.0387,0.0387
"IBA57","Q5T440",0.983171006964327,0.937,FALSE,-0.000779,0.000389,-0.000389
"IBTK","Q9P2D0",0.259370112938146,0.893,FALSE,-0.0821,0.041,-0.041
"ICAM3","P32942",0.0894441832202318,0.829,FALSE,-0.153,0.0765,-0.0765
"ID2","Q02363",0.880253174688543,0.934,FALSE,0.00574,-0.00287,0.00287
"IDE","P14735",0.00326363629816519,0.159,FALSE,-0.249,0.125,-0.125
"IDH1","O75874",0.0618998698927581,0.794,FALSE,0.23,-0.115,0.115
"IDH2","P48735",0.00541821637516363,0.27,FALSE,0.514,-0.257,0.257
"IDH3A","P50213",0.565344939119912,0.921,FALSE,-0.023,0.0115,-0.0115
"IDH3B","A0A087WZN1",0.043780517765746,0.752,FALSE,0.0981,-0.0491,0.0491
"IDH3G","P51553",0.218423539093351,0.885,FALSE,0.0524,-0.0262,0.0262
"IDI1","Q13907",0.00822834367989538,0.366,FALSE,0.219,-0.109,0.109
"IER3IP1","Q9Y5U9",0.00495383050421838,0.249,FALSE,0.199,-0.0997,0.0997
"IFI16","D3DUZ3",0.213499596155417,0.884,FALSE,0.0857,-0.0429,0.0429
"IFI35","P80217-2",0.779625733461154,0.931,FALSE,-0.024,0.012,-0.012
"IFRD1","O00458",0.238539200637008,0.89,FALSE,-0.274,0.137,-0.137
"IFT20","Q8IY31-2",0.639397645245806,0.925,FALSE,-0.0292,0.0146,-0.0146
"IFT27","Q9BW83",0.848479537090724,0.933,FALSE,0.0175,-0.00875,0.00875
"IFT46","Q9NQC8-2",0.00354046192540212,0.175,FALSE,0.218,-0.109,0.109
"IFT74","Q96LB3",0.174191298086699,0.874,FALSE,-0.146,0.0732,-0.0732
"IGBP1","P78318",0.0806497622817545,0.82,FALSE,-0.11,0.0548,-0.0548
"IGF2BP1","Q9NZI8",0.00233495714899695,0.0977,FALSE,0.274,-0.137,0.137
"IGF2BP2","F8W930",0.0431225269699953,0.75,FALSE,0.144,-0.0719,0.0719
"IGF2BP3","O00425",0.00374028836343451,0.185,FALSE,0.214,-0.107,0.107
"IGF2R","P11717",0.248627637589084,0.891,FALSE,-0.0602,0.0301,-0.0301
"IGHM","A0A075B6N9",0.0778271649454787,0.817,FALSE,-0.226,0.113,-0.113
"IGKV3-7","A0A075B6H7",0.35495296806988,0.906,FALSE,-0.213,0.106,-0.106
"IGSF8","Q969P0",0.226991705447348,0.887,FALSE,0.0614,-0.0307,0.0307
"IK","Q13123",0.720601641970828,0.928,FALSE,0.0135,-0.00675,0.00675
"IKBIP","Q70UQ0",0.0268549782551145,0.671,FALSE,-0.32,0.16,-0.16
"IKBIP.1","Q70UQ0-4",0.675234415969667,0.926,FALSE,-0.0241,0.0121,-0.0121
"IKBKAP","Q4LE38",0.787014247622399,0.931,FALSE,-0.0103,0.00516,-0.00516
"IKBKB","O14920",0.392062776204175,0.909,FALSE,0.16,-0.0798,0.0798
"IKBKE","Q14164",0.314819497404482,0.901,FALSE,0.0401,-0.0201,0.0201
"IKBKG","Q9Y6K9-2",0.0517572810982524,0.774,FALSE,-0.0966,0.0483,-0.0483
"IKZF1","Q13422-2",0.236917615298955,0.889,FALSE,-0.19,0.0949,-0.0949
"IKZF1.1","Q13422",0.290553222764971,0.898,FALSE,-0.147,0.0734,-0.0734
"IKZF3","Q9UKT9",0.0545909934717126,0.78,FALSE,-0.252,0.126,-0.126
"IL16","Q14005",0.0323142676889255,0.705,FALSE,-0.131,0.0655,-0.0655
"ILF2","Q12905",0.691415641006509,0.927,FALSE,0.019,-0.0095,0.0095
"ILF3","Q12906-7",0.581975001240766,0.922,FALSE,0.0207,-0.0104,0.0104
"ILK","A0A0A0MTH3",0.0693945682786135,0.806,FALSE,0.0901,-0.0451,0.0451
"ILKAP","Q9H0C8",0.383858868689119,0.908,FALSE,0.0726,-0.0363,0.0363
"ILVBL","A1L0T0",0.161588138819238,0.87,FALSE,-0.0643,0.0321,-0.0321
"IMMT","Q16891-4",0.0217478575610191,0.627,FALSE,0.14,-0.0701,0.0701
"IMMT.1","Q16891",0.0198237585032025,0.606,FALSE,0.143,-0.0714,0.0714
"IMP3","Q9NV31",0.0210705019382604,0.62,FALSE,-0.142,0.0709,-0.0709
"IMP4","Q96G21",0.259703186801388,0.893,FALSE,-0.0551,0.0276,-0.0276
"IMPA1","P29218-3",0.715839153313247,0.928,FALSE,0.0178,-0.0089,0.0089
"IMPA2","O14732",0.554823453239487,0.921,FALSE,-0.0467,0.0233,-0.0233
"IMPACT","A0A024RC24",0.0245187403672928,0.653,FALSE,-0.133,0.0666,-0.0666
"IMPAD1","Q9NX62",0.69424209970258,0.927,FALSE,0.0504,-0.0252,0.0252
"IMPDH1","P20839-6",0.0177152593785953,0.579,FALSE,0.148,-0.0739,0.0739
"IMPDH2","P12268",0.0732050565147976,0.811,FALSE,0.113,-0.0566,0.0566
"INCENP","Q9NQS7",0.160470188814469,0.869,FALSE,-0.093,0.0465,-0.0465
"ING1","A0A0C4DFW2",0.0981689405536196,0.837,FALSE,0.115,-0.0576,0.0576
"ING4","Q9UNL4",0.424700887327418,0.912,FALSE,-0.0321,0.016,-0.016
"ING5","A0A1B0GW41",0.927867282255264,0.935,FALSE,-0.00399,0.002,-0.002
"INIP","Q9NRY2",0.0438657220833046,0.752,FALSE,-0.312,0.156,-0.156
"INO80E","Q8NBZ0",0.0268226455043021,0.671,FALSE,-0.135,0.0676,-0.0676
"INPP4A","Q96PE3",0.309596210268013,0.9,FALSE,0.0471,-0.0236,0.0236
"INPP5B","P32019",0.25859445552201,0.893,FALSE,0.0498,-0.0249,0.0249
"INPP5D","Q92835",0.614218904463419,0.924,FALSE,0.0296,-0.0148,0.0148
"INPP5K","Q9BT40",0.632080839072636,0.925,FALSE,0.0222,-0.0111,0.0111
"INPPL1","O15357",0.635505486560853,0.925,FALSE,0.0179,-0.00895,0.00895
"INTS1","Q8N201",0.0428454855726218,0.749,FALSE,-0.102,0.0508,-0.0508
"INTS10","Q9NVR2",0.0494047883240947,0.768,FALSE,-0.114,0.0571,-0.0571
"INTS12","Q96CB8",0.887419142219263,0.934,FALSE,0.00621,-0.0031,0.0031
"INTS2","Q9H0H0",0.543172944839301,0.92,FALSE,-0.0259,0.013,-0.013
"INTS3","Q68E01",0.639960573937129,0.925,FALSE,0.05,-0.025,0.025
"INTS4","Q96HW7",0.26077891259415,0.893,FALSE,-0.152,0.076,-0.076
"INTS5","Q6P9B9",0.0872150457122579,0.827,FALSE,-0.109,0.0546,-0.0546
"INTS6","Q9UL03",0.0272116957946387,0.674,FALSE,-0.17,0.0848,-0.0848
"INTS7","Q9NVH2",0.408584105021118,0.911,FALSE,-0.0418,0.0209,-0.0209
"INTS8","Q75QN2",0.713911023344699,0.928,FALSE,-0.0297,0.0149,-0.0149
