ensembl_gene_id,external_gene_name,entrezgene_id,SLX.14241.A001,SLX.14293.A001,SLX.12470.A004,SLX.13454.A001,SLX.14241.A002,SLX.14293.A002,SLX.12470.A005,SLX.13454.A002,SLX.14241.A003,SLX.14293.A003,SLX.12470.A006,SLX.13454.A003
ENSG00000000419,DPM1,8813,9.430032607334441,9.23474395331103,8.768234879068459,9.241887096999207,9.487699465379505,9.060546326230405,8.84151962009991,9.177534891564793,9.324155549860583,9.049994029977643,9.172261119443268,9.190736925432956
ENSG00000000457,SCYL3,57147,5.971867810787433,6.256584343073661,6.1953281531561855,5.918392617563403,6.433108914982441,6.008995545915623,6.343475017407777,6.217251981246389,6.280161667347479,6.145903355419027,6.471275121853476,6.500751569317919
ENSG00000000460,C1orf112,55732,8.06887319126522,7.834027019007018,7.805544451320714,7.464832897164112,7.498888660602706,7.397750893220438,7.892085573204607,7.036620265874061,7.524984309872463,7.523974582636927,8.011193966709824,7.161530854340265
ENSG00000000938,FGR,2268,6.316941257088031,6.506642103463029,5.997001115688428,5.952152416119303,6.455730566238255,6.293521445428418,5.695293932388721,6.147883192334141,6.2343001286804185,6.556594303532218,5.614695687518445,6.346419227454061
ENSG00000001036,FUCA2,2519,6.580969921234446,6.653462786769852,7.068823317367569,7.01222361773569,6.886308196278155,6.7969316440494065,6.770354125439472,6.431007233785461,6.724354169746841,6.792739545073799,6.961711748787684,6.500751569317919
ENSG00000001084,GCLC,2729,7.205826405472253,7.528388588770006,7.17326501893595,7.333617729634812,7.170696988049385,7.724575446385372,7.294201979164905,7.357307339941927,7.558619884677251,7.356221895308878,7.491095855341974,7.6622537431642215
ENSG00000001167,NFYA,4800,7.083339931451211,7.058681192125572,7.287069906154965,7.2685252445068285,7.415938367707327,7.130867452642073,7.002048163601522,6.769623459978684,6.784986717174817,7.109721543804008,7.32525682846282,7.245316769926792
ENSG00000001461,NIPAL3,57185,6.837277373446482,6.770854333144889,7.098126545000997,6.885165146668918,6.854165959663278,6.600385884523323,7.002048163601522,6.748262416063919,7.014937042487779,6.928871686957505,7.173074900402029,7.265475702562785
ENSG00000001497,LAS1L,81887,9.820494414671794,10.071238178856499,9.541612916691385,9.73685464609888,9.664941119279263,10.072712788270083,9.513737912910626,9.412465860185211,9.766415489684027,9.857965245539207,9.464021919373705,9.634046874625923
ENSG00000001561,ENPP4,22875,6.7156221762545485,6.865382405312768,7.182368165168498,7.064983613240995,7.29300671275457,6.861483495222188,7.690642620247786,7.1679476646412015,7.014937042487779,6.991947569600783,7.682217221848129,7.255433734874689
ENSG00000001629,ANKIB1,54467,6.123497276964937,6.234891814191565,6.133265590806823,5.952152416119303,6.261144872114103,6.318308641077314,6.498966441458459,5.951420954735723,5.875503131704257,6.217766937475924,6.553014905625701,6.518709543615767
ENSG00000001630,CYP51A1,1595,9.081939942121041,8.279190756202906,8.32155411850003,9.33755941714307,9.242010155965417,8.459714185985076,8.69905484337805,9.147190065133582,9.27042648199087,8.463492515726688,8.376513916744683,9.377567441867589
ENSG00000001631,KRIT1,889,6.37468144083726,6.319261468131133,6.732978074693296,6.8088210551011255,6.698652283301879,6.7969316440494065,7.26096770178893,6.831644231997751,6.870868454246268,6.503434887639273,7.334927462538643,6.845845837794103
ENSG00000002330,BAD,572,7.988063696410884,7.488054170138078,7.008202803130494,7.395743433900711,7.3834931451051995,7.866852900812358,6.873466644100149,7.582529755100241,7.677949723418564,7.788106058081612,6.8739527552874575,7.561197648674372
ENSG00000002549,LAP3,51056,8.856605777705557,9.163751486921178,9.056400199763951,9.01298032348453,9.086691647658231,9.154880705982144,8.992902869844817,8.963406348673766,8.926201999367779,9.080803269305326,9.105510924127392,9.034139873015333
ENSG00000002822,MAD1L1,8379,8.174767815341744,8.04138956356049,7.3685461627758215,7.885148227038198,8.088910944029791,7.903940953532649,7.06580953382269,7.910229689010829,7.773692953381886,7.808580438019199,7.438509199780251,7.7494405195384495
ENSG00000002834,LASP1,3927,9.374414720988952,9.696550814504686,9.010157183619327,9.567541793092772,9.631645366868415,9.623405470464359,8.7535725078499,9.440869605575193,9.531410824489923,9.531402777747159,8.97603011576637,9.399855175829568
ENSG00000002919,SNX11,29916,7.318104605082426,7.403658158085967,7.496810792155224,7.152561349728662,6.821203953338995,7.602933944156159,7.8705994295418344,7.397501389862075,7.122127042363577,7.580970076047834,7.426545068597777,7.204074536447516
ENSG00000003056,M6PR,4074,9.303379298485853,9.435077830907181,9.09421834773177,9.481772047373212,9.203214836914873,9.420843111100602,9.505496410679637,9.08850517216203,9.357329921625288,9.336500158237062,9.294710461819758,9.233576849426067
ENSG00000003393,ALS2,57679,6.482258090146514,6.557560973776842,6.4626893114782336,6.885165146668918,6.4997270117196555,6.520442235877351,6.592440372630682,7.019253983911212,6.644226543241381,6.8070175722654795,6.667551443172121,7.013105259570682
ENSG00000003402,CFLAR,8837,8.57815477141987,8.147495140284823,8.187265577610011,8.274520690460847,8.121533037969572,7.947192877421572,7.9299520311580585,8.27087127233804,8.021050276732165,8.170939370780454,8.005255769420211,7.838132473979311
ENSG00000003509,NDUFAF7,55471,7.344781910770051,7.113712024642946,7.068823317367569,7.435647675378936,7.852335630428578,7.4392621690278595,7.572501556350517,7.436549687082926,7.464075343220471,7.612516130744893,7.422031504667028,7.811435921306989
ENSG00000003756,RBM5,10181,8.259634190006365,8.255706751148576,8.30544601747396,8.45209240323528,8.498797088267011,8.48908370213478,8.407964114137126,8.312702119009998,8.200230591491957,8.310550207641791,8.28102039917494,8.218246573099533
ENSG00000004059,ARF5,381,9.058580931370559,8.80657225758351,8.847965767500527,8.870795983487426,8.840340985423,8.97345360121597,9.046975908495792,8.98931393891638,8.945053997944235,9.177246269396523,8.86331134190398,8.927580786949871
ENSG00000004139,SARM1,23098,6.580969921234446,6.7281007789093215,6.380265609184552,6.508263396902873,6.642259521136433,6.6754613295489404,6.569734226770254,6.5628973256261585,6.828643648905093,6.703539831962533,6.610212428427944,6.818090331569683
ENSG00000004142,POLDIP2,26073,9.380701784319958,9.345049216588643,9.384689089104096,9.072945757878292,9.203214836914873,9.345557579410565,9.401249281741523,9.03976640002971,9.27042648199087,9.441568433690923,9.22848961310382,9.183042520324301
ENSG00000004455,AK2,204,8.451969485199903,9.059689611528071,9.049197011757943,8.635367601043455,8.463745044243291,9.108488145499063,9.135181318814606,8.462545086628662,8.655462587482639,9.032905994250727,9.024388304653533,8.631696129027995
ENSG00000004468,CD38,952,9.720018355037555,9.506022883745485,9.784739632723545,9.976747045244462,9.735588850640946,9.229019375256392,9.172130266748148,9.733899441343397,9.637407823345853,9.496554362135125,9.575372876382113,9.846804707114297
ENSG00000004478,FKBP4,2288,10.038780262722346,9.904316829984495,9.629444961043925,10.188043612579996,9.828619220427743,9.984849249361815,9.624420930745766,10.052748909011477,10.051734277495525,9.931903745977797,9.81265254188459,10.222793762409891
ENSG00000004487,KDM1A,23028,9.471851299035324,9.439227480990176,9.50351884486268,9.507130316015889,9.588333980488452,9.384990140820939,9.660738378544664,9.728791801457488,9.652750324777083,9.37765114223047,9.587557567757564,9.637800711314096
ENSG00000004534,RBM6,10180,7.91990749833766,8.167794154535036,7.607517919382649,8.348228737511675,7.89083628918007,8.24096689728295,7.83552279058727,8.168189496548584,8.31146876596901,8.257328171044438,7.816629263228421,8.29683573836737
ENSG00000004700,RECQL,5965,8.05307697536309,8.207540401109588,8.515891177670117,8.378685038479706,8.468805536233159,7.9185064780274175,8.374997855053328,8.040935571383988,8.410101032421638,7.835422396113072,8.542072171290995,8.48458279122185
ENSG00000004766,VPS50,55610,6.875394693189678,6.622314624823588,7.038859706007826,6.9289027890727874,6.886308196278155,6.6935453338114845,6.943611782481449,6.871390224151878,6.828643648905093,6.6723511229611665,7.138237787043858,6.803984690551703
ENSG00000004777,ARHGAP33,115703,5.971867810787433,5.872746141927866,5.748817162201867,5.419592026553216,5.618296198643055,5.868806899157479,5.611353768330525,5.345027707264539,5.806581779479406,5.549044267924622,5.664914846856777,5.718905407958134
ENSG00000004779,NDUFAB1,4706,10.686752221831227,10.758287045641378,10.78107197162825,10.518739315457582,10.427305156937887,10.653790354416413,10.490947823403495,10.12448314822989,10.54524273813686,10.547676733358589,10.692695801521628,10.281523990061514
ENSG00000004864,SLC25A13,10165,8.037102165005594,7.814743652316086,7.979005766369068,7.77410934916432,8.268444355058884,8.157832022861276,8.434380297694062,8.523081703872544,8.009060250018809,7.925522314776467,7.967055238782147,8.102544313480907
ENSG00000004866,ST7,7982,7.29089421651523,7.069870824613444,7.182368165168498,7.211788797769088,7.304651597000254,7.1688149387539735,7.088951801127587,7.214056140363058,7.178156526449133,6.889512507711893,7.30242136498593,7.150681167010544
ENSG00000004866,ST7,93655,7.29089421651523,7.069870824613444,7.182368165168498,7.211788797769088,7.304651597000254,7.1688149387539735,7.088951801127587,7.214056140363058,7.178156526449133,6.889512507711893,7.30242136498593,7.150681167010544
