ensembl_gene_id,external_gene_name,entrezgene_id,lfc.SLX.12470.A005,lfc.SLX.12470.A006,lfc.SLX.14293.A002,lfc.SLX.14293.A003,lfc.SLX.13454.A002,lfc.SLX.13454.A003,lfc.SLX.14241.A002,lfc.SLX.14241.A003
ENSG00000000003,TSPAN6,7105,0,0,0,0,0,0,0,0
ENSG00000000005,TNMD,64102,0,0,0,0,0,0,0,0
ENSG00000000419,DPM1,8813,0.07165441016176821,0.42770078224796393,-0.19594658419565114,-0.21809614780658926,-0.07956517175129996,-0.06478668686621347,0.06186504165231632,-0.11357329659603188
ENSG00000000457,SCYL3,57147,0.289073401363769,0.520183409994412,-0.5444999044773704,-0.24661378531685774,0.6690580260336363,1.2185429671596602,0.9716618853749619,0.6768284217725489
ENSG00000000460,C1orf112,55732,0.09815706830130821,0.23506188532814498,-0.5776385754057092,-0.41727189068750015,-0.6179170781340506,-0.43320191102535155,-0.7273464975999104,-0.6909761861961732
ENSG00000000938,FGR,2268,-0.8040781301809461,-1.0594099287564496,-0.4091992547563361,0.07460424615877681,0.4391700255907338,0.8457769255211263,0.26471737124109485,-0.1654494496891532
ENSG00000000971,CFH,3075,0,0,0,0,1.3166093818146356,0,0,0
ENSG00000001036,FUCA2,2519,-0.4756646484970686,-0.18336417694170493,0.23377790200160486,0.2166382293315232,-0.9808554638200242,-0.8521409944622595,0.5059400297249379,0.24576643624037775
ENSG00000001084,GCLC,2729,0.1615921495030621,0.4213061885251612,0.2522977296724518,-0.24892912961857583,0.023769090954414374,0.43276729999756824,-0.050969266701336835,0.4871654766291522
ENSG00000001167,NFYA,4800,-0.42678769697338037,0.03196586904863086,0.10211531048667233,0.060685713056469304,-0.7645992398635446,-0.04167432014666517,0.47235611728614924,-0.46149221282621866
ENSG00000001460,STPG1,90529,0.20117073731189183,-0.2549216805146095,0.16797231357886577,0.042072576252385474,-0.7610895377338598,-0.07214737757333367,-1.1285096868570061,-0.7959393889098254
ENSG00000001461,NIPAL3,57185,-0.15457499693378818,0.08807780842379653,-0.29190846051112906,0.2365450823925732,-0.22929252571252512,0.5572520559723184,0.026579930854558675,0.27704064089890323
ENSG00000001497,LAS1L,81887,-0.04084835281145338,-0.10517074126714121,-0.0030766191707840562,-0.2400657517133702,-0.3570366068381343,-0.11852594374370362,-0.16584414472090536,-0.05630017670907961
ENSG00000001561,ENPP4,22875,0.6819368724498283,0.6602929504598585,-0.01073918746068614,0.1814438037290662,0.1422004573970117,0.2678889119920518,0.8788444996557994,0.47546856500908863
ENSG00000001617,SEMA3F,6405,0.7050067474071886,-0.016478730309117506,0.8087062932934825,-0.38513292423434753,-0.09693785610252892,-1.149125934925166,3.733943538736796,0
ENSG00000001626,CFTR,1080,0,0,0,0,0,0,0,0
ENSG00000001629,ANKIB1,54467,0.7140457672762315,0.8004504183502315,0.1635411799804496,-0.050058710218266356,-0.010516596338183248,1.1679052727411996,0.2896329380920548,-0.5854116288988074
ENSG00000001630,CYP51A1,1595,0.4260781579391484,0.04305737751128724,0.20741200467399956,0.20132956622222586,-0.21701366149164514,0.034527741744575735,0.17531590060248803,0.2077570046183883
ENSG00000001631,KRIT1,889,0.7944360304329328,0.8875116177798734,0.8452027957982837,0.33301560210887704,0.027617509251952832,0.05059938813220466,0.5796426480808812,0.8612226095100661
ENSG00000002016,RAD52,5893,0.08517654294485055,0.38529518283835884,0.5210287127416473,0.13624730184320377,0.0015323554275630258,-0.04388760029600469,0.10781940707160675,-0.10010356112168406
ENSG00000002330,BAD,572,-0.21905412380464018,-0.2289374803599209,0.4871198094867495,0.3771431075618983,0.24217142015143445,0.21426606874346188,-0.7850787737079425,-0.39068797413717515
ENSG00000002549,LAP3,51056,-0.08120471662181217,0.03250749868212033,-0.014356555131332271,-0.10636130675252886,-0.06420911648222649,0.014581834181973008,0.25548528657176206,0.07895564654741705
ENSG00000002586,CD99,4267,0,0,0,0,0,0,0,0
ENSG00000002587,HS3ST1,9957,0,0,0,2.032738684946015,0,0,0,0
ENSG00000002726,AOC1,26,2.157016587070323,2.212573535751788,-0.9994886792768931,-0.9994886792768931,0,0,0,1.0439401980134566
ENSG00000002745,WNT16,51384,0,0,0,0,0,0,0,0
ENSG00000002746,HECW1,23072,0.5830789572962978,0.38530387048400216,2.036733801434826,2.361637620808758,2.4521739561956504,2.3511857416875106,-4.196021010357325,-2.5527640269266048
ENSG00000002822,MAD1L1,8379,-0.44447088549235936,0.0743048271050526,-0.17447833646020072,-0.3048980022973007,0.02220984842831175,-0.1806339553282621,-0.10410173429837677,-0.49481193495671505
ENSG00000002834,LASP1,3927,-0.2981148951163135,-0.05954398879426215,-0.08273887752244846,-0.19186824155726256,-0.14546768585519132,-0.18947684121864938,0.2764852752989544,0.17049207502266306
ENSG00000002919,SNX11,29916,0.4738175243720315,-0.11659465149597281,0.2627372054406374,0.22335902061977553,0.33667336161577843,0.06567499488397921,-0.7419615435274656,-0.2792615310354023
ENSG00000002933,TMEM176A,55365,0,0,0,0,0,0,0,0
ENSG00000003056,M6PR,4074,0.43672132708087297,0.1978779937789863,-0.020000028499453038,-0.12184859268336012,-0.4375313732808479,-0.2780266447857631,-0.10960883292687029,0.05971223428879213
ENSG00000003096,KLHL13,90293,1.2533639390501659,0,0.18173527057948746,-1.5842806994774037,0,0,0,0
ENSG00000003137,CYP26B1,56603,0,0,0,0,0,0,0,0
ENSG00000003147,ICA1,3382,0.33733877914612753,1.125121724649543,1.7660159700568911,2.032738684946015,1.078338905297895,-1.7214118389743058,-0.1943464726358437,0.12140816193212123
ENSG00000003249,DBNDD1,79007,0,0.8995464295949208,0,1.6141000267064727,0,0,0,1.0439401980134566
ENSG00000003393,ALS2,57679,0.2220858498309921,0.34072978542343524,-0.07078279167518708,0.4063804067792729,0.19748476781544344,0.18850461289126663,0.03149407395995585,0.28742722786707553
ENSG00000003400,CASP10,843,0.6587245261242329,1.2460764218239802,-0.35075500242637014,0.3634953896258666,-0.102819290861492,-0.47606241889109135,-1.083761078561814,-0.768006443993849
ENSG00000003402,CFLAR,8837,-0.32505932233852697,-0.2426836340473555,-0.24954853833780444,0.013158974057900785,-0.013483801358375125,-0.5421712827655814,-0.5381669436591405,-0.6591752883068756
ENSG00000003436,TFPI,7035,0,0.42888393148250614,0,0,0,0,0,0
ENSG00000003509,NDUFAF7,55471,0.6938604424707338,0.4810680309540665,0.45505341340582994,0.6759529721946063,-0.007884699960783337,0.48386918840374005,0.6688568494182956,0.16450068547651764
ENSG00000003756,RBM5,10181,0.10970219971075679,-0.050565251255312305,0.2694213524395819,0.04996521445279267,-0.17262034757637146,-0.28457367314421145,0.2802885604842853,-0.06979544294237972
ENSG00000003987,MTMR7,9108,0,0,0,0,0,0,0,0
ENSG00000003989,SLC7A2,6542,0.03860414804084211,-0.8435049237777221,0.1443651080378059,0.5711685495557823,0.6819740510731194,0.09453941038352731,0.09838663030071704,0.36649798327339145
ENSG00000004059,ARF5,381,0.2107707669699881,-0.004448428257164849,0.18205942968778466,0.39648452581511684,0.12300064563090984,0.054620438839565466,-0.2433640084956714,-0.12481574666321649
ENSG00000004139,SARM1,23098,0.3371074618383343,0.39726738980150156,-0.09271704116306978,-0.055806559793386334,0.0886460038774981,0.5185472399971705,0.10590229796639239,0.415858337211219
ENSG00000004142,POLDIP2,26073,0.007033071155916559,-0.19155983927261566,-0.004071044168874494,0.08934378710324964,-0.04582915547869604,0.11221679467751144,-0.193531958111139,-0.11868558751079838
ENSG00000004399,PLXND1,23129,-0.15730989030882303,0.4389137908931282,-0.9994886792768931,0.6146113474295796,1.3166093818146356,0,-0.16783740953527082,-0.31580545269447335
ENSG00000004455,AK2,204,0.08389612782764644,-0.04911714844605086,0.04919904242958317,-0.04472540946217585,-0.20834602740100472,-0.013043119285766736,0.01337066941034415,0.23555604431409805
ENSG00000004468,CD38,952,-0.6712985116295727,-0.2450822078513859,-0.3048811885916116,-0.025307571463432765,-0.2663870427251034,-0.14618055552189269,0.016250964585761807,-0.087029950519943
ENSG00000004478,FKBP4,2288,-0.016266048271930345,0.17344362521426682,0.0803725610594963,0.014021043699885993,-0.15109376609208702,0.0274870545748076,-0.222240938265573,0.014740740549946452
ENSG00000004487,KDM1A,23028,0.1576258259810004,0.06855465176851183,-0.06326245378533102,-0.08170374212705411,0.22801974950424153,0.1312639248877563,0.12484205726576114,0.19520422107674307
ENSG00000004534,RBM6,10180,0.28263475930299364,0.2480077869038375,0.08301421275062104,0.09202965046209854,-0.22334727240299657,-0.06951339904728648,-0.036616214235877464,0.4757304726764673
ENSG00000004660,CAMKK1,84254,-2.1851173013582468,-0.4845681901508643,-0.5550939246640589,-2.32110989472095,0.7307621172213445,1.117268031706276,-1.042572556992484,-0.8810576994427604
ENSG00000004700,RECQL,5965,-0.17498229507904206,0.008588433909718418,-0.35735879887430144,-0.471991636148152,-0.4135106518326035,0.11468197521764445,0.4944058876821682,0.42743056201662455
ENSG00000004766,VPS50,55610,-0.15577655787003497,0.1256718768356837,0.11673170759419627,0.07066556070014673,-0.09907649919206474,-0.2064229490467282,0.01686424691897237,-0.07321744559474652
ENSG00000004776,HSPB6,126393,0,0.23032093339373136,0,0,-1.103527702484294,-1.103527702484294,0,0
ENSG00000004777,ARHGAP33,115703,-0.420422223228762,-0.2648099225714593,-0.014510287381223286,-0.960313306990622,-0.30142499238193254,0.9805473912491793,-0.968253488222893,-0.4192657253729166
ENSG00000004779,NDUFAB1,4706,-0.310902593059712,-0.11287347168977035,-0.11250578701630509,-0.23282078204255185,-0.4202166463302781,-0.25561240807420127,-0.2691096284322487,-0.14527056451068177
ENSG00000004799,PDK4,5166,0,0,0,0,0,0,0,0
ENSG00000004809,SLC22A16,85413,0,0,0,0,0,0,0,0
ENSG00000004838,ZMYND10,51364,0.7587152695952153,1.0275612340128764,-2.5841101988090194,-1.5622020703712034,0,1.609384891825547,-0.8016672918615619,-0.9151222381117365
ENSG00000004846,ABCB5,340273,0,0,0,0,0,0,0,0
ENSG00000004848,ARX,170302,-0.15730989030882303,-0.016478730309117506,0,1.021908128437816,0,0,0,2.0654184204525565
ENSG00000004864,SLC25A13,10165,0.5347726848240386,-0.03637118385352878,0.41878112321042416,0.12400240283730657,0.896411762966542,0.3993437868939482,0.2785926078586769,-0.03328722425737052
ENSG00000004866,ST7,7982,-0.1473484357738002,0.14925869318057483,0.1406958891717709,-0.29054043461784573,-0.0058453877158770595,-0.09703614655270165,0.018980404885764912,-0.1595558079136783
ENSG00000004866,ST7,93655,-0.1473484357738002,0.14925869318057483,0.1406958891717709,-0.29054043461784573,-0.0058453877158770595,-0.09703614655270165,0.018980404885764912,-0.1595558079136783
ENSG00000004897,CDC27,996,-0.23944779191785415,0.031455966138547176,0.10839478824916426,0.04406823932817083,0.3011358862832978,0.04618900769055756,0.5973265040444629,0.4436186954377579
ENSG00000004939,SLC4A1,6521,-0.9160251599040383,-0.6857042265103069,0,0,0,1.018355442908319,0,0
ENSG00000004948,CALCR,799,0,0,0,0,0,0,0,0
ENSG00000004961,HCCS,3052,-0.06520465794106389,-0.128257787940103,-0.08400609963440253,0.003467897508351747,-0.19279873151075044,0.5463306174095113,-0.103918537220558,-0.0308876696732856
