ensembl_gene_id,external_gene_name,entrezgene_id,baseMean_RNA,baseMean_Ribo,log2FoldChange_RNA,log2FoldChange_Ribo,lfcSE_RNA,lfcSE_Ribo,pvalue_RNA,pvalue_Ribo,padj_RNA,padj_Ribo,log2FoldChangeTE_DESeq2
ENSG00000004455,AK2,204,778.0808232538114,403.76364283144176,-0.1570946092512834,0.013464614777296447,0.12157740428667306,0.09343830149865406,0.1963098559213372,0.8854201903329514,0.6596701182513207,0.97100538336299,0.17055922402857984
ENSG00000004468,CD38,952,816.0671016306178,742.0417117328343,-0.15250910471256535,-0.20751909958946535,0.1459860708526318,0.09852187273894,0.2961696999510569,0.03517611705443604,0.7498578599326676,0.2660870079568578,-0.055009994876900004
ENSG00000004478,FKBP4,2288,2143.385101834982,936.148680260626,-0.056013616505814434,0.006787997892107251,0.08470752795947963,0.08143344744821301,0.508446220427871,0.9335681665707579,0.8682957080769435,0.9823216384932588,0.06280161439792169
ENSG00000004487,KDM1A,23028,2150.167360671207,695.9645989947138,0.002661583712045305,0.10042524437237224,0.0830602222706022,0.07852626438556375,0.9744369432543121,0.20094122104952375,0.9962486469557609,0.5578256011501346,0.09776366066032693
ENSG00000004534,RBM6,10180,1337.768399191323,221.071849884369,-0.016871149055157925,0.11215150417684394,0.10742418045650082,0.12236671092259067,0.875204111027392,0.35939436690924564,0.9769387309202516,0.6982896208504192,0.12902265323200188
ENSG00000004700,RECQL,5965,553.6894194993371,260.8002103319642,0.06397216185906579,-0.057530129201199216,0.10475248424592679,0.12800611759505556,0.5413993455345892,0.6531195796016834,0.8773524593039134,0.877751078186424,-0.121502291060265
ENSG00000004766,VPS50,55610,202.61670313686128,68.77477544591872,-0.012087482644980063,-0.010822342185889722,0.11364629118996508,0.17819786468090437,0.9152962877725859,0.9515725146940988,NA,0.9880801486104748,0.00126514045909034
ENSG00000004777,ARHGAP33,115703,155.96409252490386,11.968895670981539,0.22233095863074231,-0.26981651778561194,0.16706349294602654,0.41947283678445135,0.18324918921773373,0.5200764087194532,NA,NA,-0.49214747641635426
ENSG00000004779,NDUFAB1,4706,1173.1520500872932,1449.7298540399913,-0.14123635834319861,-0.21990673180013773,0.12923945110841425,0.07368796040036053,0.2744697757541806,0.002842310783173354,0.7271390891728255,0.06874359086735825,-0.07867037345693911
ENSG00000004864,SLC25A13,10165,590.0929825432767,222.90973249678927,0.16946385850019885,0.346332079657145,0.13411878249490272,0.14414786831084478,0.20639675519742504,0.016278238459348233,0.6672555736471948,0.17445495378813475,0.17686822115694617
ENSG00000004866,ST7,7982,532.075601196637,95.43045508459953,0.08387249496060684,-0.027173263710522005,0.11560711887769587,0.15849789477768125,0.4681478369423035,0.8638758968876916,0.8482748028805659,0.9634658896742458,-0.11104575867112884
ENSG00000004866,ST7,93655,532.075601196637,95.43045508459953,0.08387249496060684,-0.027173263710522005,0.11560711887769587,0.15849789477768125,0.4681478369423035,0.8638758968876916,0.8482748028805659,0.9634658896742458,-0.11104575867112884
ENSG00000004897,CDC27,996,698.5529943276375,145.97194032516308,0.07465452629505293,0.13872353058731915,0.11004517240454872,0.13889063924991935,0.49751879262526816,0.31789312062431524,0.863234695559691,0.6677807660063008,0.06406900429226622
ENSG00000004961,HCCS,3052,395.19018992701893,203.42365518542076,-0.007963873958236249,0.01595236760617047,0.12214038012890108,0.13107810674638123,0.948012667510859,0.9031356343137967,0.9911988589579073,0.976344098320092,0.02391624156440672
ENSG00000004975,DVL2,1856,837.16325657349,365.0352683719743,0.13887604849953314,-0.16265231188269139,0.1166121607065117,0.12598227981045831,0.23368400216674193,0.196678387646252,0.6896471351475013,0.5547756411188015,-0.3015283603822245
ENSG00000005007,UPF1,5976,1604.7153408768202,878.4847118880696,-0.13125841367586022,0.011138315116239913,0.141801904149058,0.11017992741257243,0.3546298023559381,0.9194773861214414,0.7893567655162161,0.9789496831426071,0.14239672879210014
ENSG00000005020,SKAP2,8935,307.2211938301219,186.07706801967012,0.03493870374308879,0.05437240162939684,0.1231062439241398,0.14623274025318686,0.7765564845817509,0.7100261377721705,NA,0.9025350000552147,0.019433697886308048
ENSG00000005022,SLC25A5,292,8507.989720088828,3488.4148747543495,0.013970944297688376,-0.04675114363998221,0.08933306466539977,0.0671603597711215,0.8757243280996957,0.4863585868763297,0.9769387309202516,0.7868491617618311,-0.06072208793767059
ENSG00000005059,MCUB,55013,1467.402190020557,204.8794463406306,0.16262165743654336,0.06169504732414914,0.10097763321424524,0.1268598995690165,0.10729483926049331,0.626737278297292,0.5743687703561929,0.867519755477632,-0.10092661011239422
ENSG00000005075,POLR2J,5439,144.82089181487586,19.14613536749053,-0.014075164415524985,-1.0307836860239767,0.22385287155276087,0.33378771322924095,0.9498645658663344,0.002014125507582393,NA,NA,-1.0167085216084517
ENSG00000005100,DHX33,56919,489.58352482674655,210.74080285289782,0.24990715164241245,0.1839205541538677,0.18882286601917916,0.15257713060020145,0.18566900058959238,0.2280386012527468,0.6578128913411417,0.5868182409663604,-0.06598659748854474
ENSG00000005156,LIG3,3980,353.7556642829211,175.56022969620525,-0.13983904793959875,0.14253589736864805,0.15192101360854932,0.1374658749738019,0.3573261285978785,0.2997908333563423,NA,0.6534591275889554,0.2823749453082468
ENSG00000005175,RPAP3,79657,1013.5599438743513,358.72809734474674,-0.009927368946277208,0.20827552220632028,0.09694977438626656,0.11592589843191935,0.9184415410813791,0.0723949604661651,0.9853070259820902,0.37565839391816325,0.2182028911525975
ENSG00000005189,REXO5,81691,188.54185271908568,61.564113470332074,0.02691008699413315,0.041472971325661585,0.16762570921485806,0.19616783542442812,0.8724582727314207,0.832562862704035,NA,0.9522434279633328,0.014562884331528435
ENSG00000005194,CIAPIN1,57019,622.1347827640083,293.0958146011019,0.08162828441186322,-0.09055672887164375,0.10877688689428767,0.10878898363776819,0.4530021602868749,0.40517916214126193,0.8427994391062998,0.7327408638800214,-0.17218501328350697
ENSG00000005206,SPPL2B,56928,578.6880223515393,255.47519532492603,0.08018154440078505,0.11693064611115403,0.13210884516120897,0.13185304659129865,0.5438937357835603,0.37517284770908993,0.8792696692478749,0.71073363766853,0.03674910171036898
ENSG00000005249,PRKAR2B,5577,2187.3285708488766,441.62164477521424,0.024463997441687615,-0.0689199193010902,0.12990701446993327,0.1025154083050222,0.8506263603578617,0.5014001163403856,0.9749004807703803,0.7944938983799957,-0.09338391674277782
ENSG00000005302,MSL3,10943,940.8295174942137,268.1988307360032,-0.11047443273495926,0.1359209169597094,0.09743081490541769,0.10764447764022322,0.25684669457563164,0.20670290878792044,0.7131869980654314,0.562656320917385,0.24639534969466864
ENSG00000005339,CREBBP,1387,1028.8498642356012,240.65250925680598,-0.07209508135700117,-0.2929506412348212,0.15962733170483304,0.14411858375196465,0.6515238655475128,0.042082282924960975,0.9218018656325112,0.2905179011184143,-0.22085555987782002
ENSG00000005436,GCFC2,6936,409.8417669121562,70.44112314940607,-0.03767042336302646,0.1053641344985414,0.11792413109243909,0.21413918687026037,0.7493881318112359,0.622694074038219,0.9496096610564637,0.8657733299746766,0.14303455786156785
ENSG00000005448,WDR54,84058,703.9493349551146,399.3047035819249,0.09756211948005279,-0.09935847612242625,0.11358744468262379,0.10716347168663458,0.3903866386762223,0.3538396323340992,0.81126354102214715,0.6921667813593185,-0.19692059560247904
ENSG00000005483,KMT2E,55904,1167.9791980066652,89.56549443629316,0.19149652707546932,0.09692287239008382,0.141531522370048,0.18212151079263061,0.1760457500074188,0.5945958320775906,0.6510582401334435,0.8498126495994153,-0.0945736546853855
ENSG00000005486,RHBDD2,57414,480.369953468724,258.1070764490397,0.38847133594891714,-0.020839002150694994,0.12738914460057982,0.12001257557396182,0.002292337785387131,0.8621482727207508,0.1549353184866558,0.9625888154098339,-0.40931033809961215
ENSG00000005700,IBTK,25998,820.6846788371968,107.8912684072838,0.18342535252306888,0.38087188227503543,0.10676590356493047,0.16502963701006423,0.0857940011010086,0.02100470479579333,0.5398999895348175,0.19785879162247952,0.19744652975196655
ENSG00000005801,ZNF195,7748,344.2863025801086,58.49970267384624,0.021442281493050455,0.1982478909416792,0.12741177902940978,0.19898872028224796,0.866354194623167,0.31911556193186824,NA,0.6683874511030559,0.17680560944862872
ENSG00000005812,FBXL3,26224,401.46716138403974,92.481871354492,0.01750856141462608,0.16340382726064512,0.1534728542798386,0.16802032998120806,0.9091724229475369,0.3307898604781811,0.9827345218277982,0.6773484228891637,0.14589526584601903
ENSG00000005844,ITGAL,3683,1923.5509401294307,1113.0755683581813,-0.11212855831684276,-0.10479141296346661,0.11423722550301893,0.09158038253014206,0.32632586327723584,0.2525174362774471,0.7715263033940382,0.6121816208297473,0.007337145353376151
ENSG00000005882,PDK2,5164,277.651457834114,158.59160129415193,-0.005162076392258222,0.14176693460024323,0.14363313259841562,0.14759955364707253,0.9713307472928673,0.33681193571099094,NA,0.6805860387126896,0.14692901099250144
ENSG00000005884,ITGA3,3675,221.2714180297113,94.90619071896604,0.2209426577518209,0.2379548028444546,0.16064680574118895,0.18044617303786506,0.1690286073360989,0.18726862154356125,NA,0.5429097868898992,0.017012145092633713
ENSG00000005889,ZFX,7543,431.7255357340431,83.53598889646074,-0.07390166177962586,-0.057874958751048075,0.12455671047719918,0.20394806581027383,0.552968766023963,0.7765843311139016,0.8854109375382211,0.9307830615175658,0.016026703028577782
ENSG00000005893,LAMP2,3920,699.9414383172433,452.22809232626815,0.1632907005306476,0.10547339264125145,0.11195599379631543,0.09468477414493169,0.1446956810603994,0.2653038614253295,0.6247462862946123,0.6244631791375966,-0.05781730788939614
ENSG00000006007,GDE1,51573,520.2640233328628,159.7302594292025,0.2614502745980498,0.1621783878814536,0.13530573857405243,0.15222482121568062,0.053323403811050586,0.2867007115545548,0.48333694841136543,0.6435664001116784,-0.0992718867165962
ENSG00000006015,REX1BD,55049,664.4389204027273,611.9458952109419,-0.029706370111555323,-0.22642553172085567,0.15221295805588503,0.09302646414091872,0.8452651762313873,0.014933386243251696,0.9749004807703803,0.16626456005511492,-0.19671916160930034
ENSG00000006025,OSBPL7,114881,170.99735499587672,55.24296073967661,0.23207933128623878,-0.0564609410318102,0.1535859957138665,0.21723693938366434,0.13077038371145086,0.794937145594946,NA,0.9395191262382548,-0.28854027231804896
ENSG00000006062,MAP3K14,9020,254.04910748905334,94.47793779346978,-0.06624334988400939,-0.08519542084702002,0.3621395733308672,0.17132558992786084,0.8548591017862495,0.618997245506639,NA,0.864117944873376,-0.01895207096301063
ENSG00000006125,AP2B1,163,635.5782019718517,212.6917068579371,0.08480119065147855,0.3354918427541991,0.14571386267249725,0.13435428134747557,0.5605864538591352,0.012522476706060286,0.8870717219491285,0.15403506999774158,0.2506906521027205
ENSG00000006194,ZNF263,10127,448.2993050622409,75.764054840147807,0.20109566002784984,-0.04173727392439666,0.10547062275178944,0.16814421441635552,0.056565806373130786,0.8039618137642688,0.4921407136730264,0.9419130721015802,-0.2428329339522465
ENSG00000006282,SPATA20,64847,196.43760512370847,26.474118872216742,0.13264199892153666,0.19670098960216387,0.16988203992090758,0.28315487571167985,0.43492670568225206,0.4872581656255133,NA,NA,0.0640589906806272
ENSG00000006432,MAP3K9,4293,117.10081843063362,32.731348769382755,0.42902878371494846,0.20228052475357436,0.2268306640744629,0.28142707193941535,0.058570224300326226,0.47228442240358476,NA,NA,-0.2267482589613741
ENSG00000006451,RALA,5898,385.7282338559123,197.08332828687574,0.11013460345533456,0.10227361686689207,0.12224666104718747,0.11482463243720908,0.3676302406967444,0.37309332787946936,0.7989433473388894,0.7084814679811992,-0.00786098658844249
ENSG00000006453,BAIAP2L1,55971,101.4708842378103,35.20683454349266,0.19237269057797673,0.14518522547834553,0.19638857275719093,0.29512838412462894,0.3273076319885936,0.6227623152523025,NA,NA,-0.047187465099631204
ENSG00000006530,AGK,55750,357.36313001788375,170.50219710543374,-0.12700975986809315,0.047574700517370234,0.12608010154969485,0.13750034726000823,0.31375529556739756,0.7293450083063283,NA,0.9097177954828068,0.17458446038546338
ENSG00000006576,PHTF2,57157,932.5354107610744,142.58735272768232,0.4998818892114761,0.6970037537614996,0.15760890678543235,0.15847616301878395,0.0015157026833296954,1.0917174803071261e-5,0.13593901007827144,0.0021139222875655745,0.1971218645500235
ENSG00000006607,FARP2,9855,120.39240492099954,40.983456000304464,0.041385352264573814,0.014383587770815854,0.1727671715321254,0.2513619473423033,0.8106837242775479,0.9543678640401476,NA,NA,-0.027001764493757963
ENSG00000006625,GGCT,79017,696.2627659432163,215.16004334730732,0.11603924972814583,0.1406125924585413,0.11154456997189528,0.12013113513248164,0.2982029026400623,0.24180283137379618,0.7524406050222159,0.6004773159892896,0.024573342730395464
ENSG00000006634,DBF4,10926,1232.0023770863925,48.109982834059764,-0.10543845521097316,-0.04095142797107202,0.10588893318706752,0.2169232043700683,0.3193736950188059,0.8502628432503404,0.7708891862890391,NA,0.06448702723990113
ENSG00000006652,IFRD1,3475,684.4356231312701,48.00756055936308,-0.2460831391388694,-0.10369145254022029,0.17178636512819392,0.22108988572888927,0.15200215805191933,0.6390686786163341,0.6325068171735466,NA,0.1423916865986491
ENSG00000006695,COX10,1352,251.2325926595642,70.72150816498801,0.02804712040388438,-0.1730597918969233,0.1738105308994025,0.1847461047744086,0.8718050972132527,0.3488902942158854,NA,0.689022238976972,-0.20110691230080768
ENSG00000006704,GTF2IRD1,9569,143.79498847005868,34.0570162334902,0.050916507630401446,-0.3536996606867971,0.22862419226357683,0.29801682211865044,0.8237625328460139,0.23528891674569005,NA,NA,-0.40461616831719854
ENSG00000006712,PAF1,54623,940.8674712114649,506.6929946024335,-0.12050167650276067,-0.20661858014543208,0.111692081671616,0.1044919142872582,0.2806439263767231,0.048000467162083345,0.733205025825957,0.3096359198233515,-0.08611690364267141
ENSG00000006715,VPS41,27072,405.43352305277256,139.8670066048221,-0.10665603885677155,0.11161933368324121,0.1129179734143357,0.15002022857789202,0.3448915267089872,0.45685920090755355,0.7852065995581475,0.7692756244923006,0.21827537254001278
ENSG00000006740,ARHGAP44,9912,114.03292938456603,21.74070204273994,0.31566243640361424,0.16528498828842564,0.1725069284375244,0.33428651370996854,0.06727182260183444,0.6209947007318668,NA,NA,-0.1503774481151886
ENSG00000006744,ELAC2,60528,2393.8745933499326,1332.3051085155748,-0.23426657810762402,-0.16301294002839944,0.11731998958112716,0.0676348830067418,0.0458450397758122,0.015944200925010078,0.4596398987899657,0.17216370199418876,0.07125363807922458
ENSG00000006757,PNPLA4,8228,161.5625833308556,62.6745578113707,0.058252093483873786,-0.0149673801261824,0.18598406801674228,0.19535700117653934,0.7541210253350343,0.9389294043515384,NA,0.9831498618915698,-0.07321947361005618
ENSG00000006831,ADIPOR2,79602,601.1102134007938,153.35624442553848,0.02032276645065419,0.16145060184538468,0.11336974370809597,0.15164886674363776,0.8577328179660704,0.28704140175167436,0.9749448669569373,0.6439766202257088,0.14112783539473048
ENSG00000007047,MARK4,57787,391.18969465294384,58.75321619369728,0.04566758798369948,-0.03318433513398485,0.12663202919123884,0.20841759912101884,0.7183744106533145,0.8734952258272426,0.9402474424923049,0.9673548332110055,-0.07885192311768432
ENSG00000007080,CCDC124,115098,1249.345323463431,793.3181475781385,-0.08559607879215317,-0.004273657534884203,0.1204961031546328,0.08034973946657355,0.4774785187892609,0.9575819620818105,0.8543760103441141,0.9884311119015272,0.08132242125726896
ENSG00000007168,PAFAH1B1,5048,887.9500826919244,367.2485901196833,-0.092618782770604,0.13443701394313762,0.08195760982013776,0.1082132148656133,0.2584418630916581,0.21411315852941665,0.7131869980654314,0.5708886785519902,0.2270557967137416
ENSG00000007202,KIAA0100,9703,6858.304029804034,344.9131008647213,0.03645565533425633,-0.1919686576660273,0.09675595552804056,0.10996230947873158,0.7063375165789325,0.08085131060712325,0.9375820302699078,0.3913553297068258,-0.22842431300028362
ENSG00000007255,TRAPPC6A,79090,185.5533269732959,204.4419094234313,0.4028362003879305,0.08584296502903016,0.23847013267295836,0.12652382577836768,0.09117110605104459,0.4974720108534007,NA,0.792965016487733,-0.31699323535890034
ENSG00000007312,CD79B,974,4500.82299584035,3907.472353422143,-0.06107701378297152,0.014661510013805501,0.08537287837123092,0.0654073147939687,0.47435282010538965,0.8226351107791191,0.8512648517186228,0.9486541169567838,0.07573852379677702
ENSG00000007376,RPUSD1,113000,602.3657981639493,163.34652633666633,-0.022105867109908018,0.15920579954382202,0.10677125891001174,0.14874463356865583,0.8359790171696675,0.28447092879512076,0.9723667919201756,0.6420325911867181,0.18131166665373005
ENSG00000007392,LUC7L,55692,605.8217275658889,228.6879764965356,-0.37825563706009696,-0.369219470465163,0.12280392970505195,0.14482300357905364,0.0020689007075035334,0.0107891989787733,0.15466510574808556,0.14184315756468657,0.009036166594933948
ENSG00000007520,TSR3,115939,1098.5863611765897,164.0709455894708,0.0036832641424831662,-0.3622426475657162,0.11394934112869981,0.13492558576817854,0.9742139104380788,0.007258217553721741,0.9962486469557609,0.1139508321646797,-0.3659259117081994
ENSG00000007541,PIGQ,9091,526.704019252255,155.16484506809059,0.3928363359912268,-0.005137280860260149,0.1450478765870784,0.14001252989379045,0.006762440337352516,0.970730922773897,0.2419227395247454,0.9921853036007247,-0.39797361685148697
ENSG00000007545,CRAMP1,57585,518.9744376079415,135.5304987228206,0.17585456600158908,0.14305028167066489,0.1548413673063369,0.14249941306195596,0.25607882805737414,0.31544332212991927,0.7131869980654314,0.665639538688681,-0.032804284330924194
ENSG00000007923,DNAJC11,55735,1037.0046294463018,514.9979293602117,-0.16434461169133302,0.10036501492155857,0.12021885259835856,0.1013811653978233,0.17161112187965782,0.32218539512258754,0.6463633847266393,0.6708288810697846,0.2647096266128916
ENSG00000007944,MYLIP,29116,181.2393458934251,57.695858198113335,0.33028207282442457,0.18150212914595718,0.4306773329230342,0.2182906294707883,0.4431470122724242,0.4057081186566231,NA,0.7329565410099801,-0.1487799436784674
ENSG00000007968,E2F2,1870,660.4696136058723,471.29121412251413,-0.20533391260159228,-0.12019355241300066,0.10376697286085167,0.10256447279962866,0.04783871661075731,0.2412440710380102,0.46899446931887817,0.60009253111922,0.08514036018859163
ENSG00000008018,PSMB1,5689,1987.467094889531,2139.066779235332,-0.1858078232911575,-0.08030831931975035,0.09260143498758927,0.07603071964092761,0.044799425217272586,0.2908487761517153,0.4596398987899657,0.6481265451880655,0.10549950397140714
ENSG00000008083,JARID2,3720,280.7077987266467,55.97388820784349,-0.07289855482189395,0.004753215594980155,0.15168985973915733,0.20071649684030773,0.6308176475604588,0.9811068698774683,NA,0.9957108139286641,0.0776517704168741
ENSG00000008130,NADK,65220,2559.7297292762187,338.15440033676543,-0.17104295558256566,-0.30780666542830487,0.11813108090675031,0.10489810222684488,0.1476427382089402,0.0033425816407674663,0.6286529284356258,0.07501423813872818,-0.1367637098457392
ENSG00000008282,SYPL1,6856,1645.956329030453,1524.62157551829,0.0713491650825589,0.1937503429152241,0.11292388999994744,0.07405399685117015,0.5274952848220672,0.008887832827241185,0.8736477433023541,0.12549900435940758,0.12240117783266521
ENSG00000008294,SPAG9,9043,1099.929784536958,270.201997056073,0.052968508059628536,-0.05809615467291322,0.12269337005439189,0.12078742119606141,0.6659489206505383,0.6305317675454369,0.9269510750219991,0.8695724377447502,-0.11106466273254176
ENSG00000008311,AASS,10157,101.5003150698995,52.403086369562494,0.29339548528456905,0.6098152204783567,0.27459977003147246,0.24683636460196884,0.2853186222945889,0.013491517750507696,NA,0.15781989473183758,0.31641973519378763
ENSG00000008324,SS18L2,51188,112.11108210596667,196.59500395592337,-0.1219426554908019,0.14348308411128144,0.24654262220421402,0.12923334802134753,0.6208748431158392,0.26688544723655366,NA,0.6252510428183959,0.2654257396020833
ENSG00000008382,MPND,84954,421.2643202496327,114.09640845767356,-0.16833739999344907,-0.44548007672900264,0.14169088656085965,0.14683561210910068,0.23480942354076403,0.0024143889042866273,0.6907013565985488,0.061511068205651116,-0.2771426767355536
ENSG00000008394,MGST1,4257,1101.1052704344986,972.2486483413402,-0.17500765754756806,0.061491073264242184,0.16986573824946097,0.08629018511189482,0.3028830473509668,0.47608838126838904,0.757575650942206,0.7814304599362036,0.23649873081181025
ENSG00000008710,PKD1,5310,719.3463294188332,13.993224713923947,0.4044124845149143,-0.05465384203680934,0.14659780207495401,0.41452459049656465,0.005804010665488185,0.8951052753767982,0.2345381389596473,NA,-0.45906632655172364
ENSG00000008838,MED24,9862,1510.3756458670096,639.7037944937421,-0.044809576332159984,-0.06995239738446027,0.09943528581974805,0.09028789183734319,0.6522486038818542,0.43847526888849025,0.9218018656325112,0.7571207772132823,-0.025142821052300285
ENSG00000008853,RHOBTB2,23221,570.1512204399706,122.560364754419,-0.31599481067201546,-0.29999700056721457,0.30083643913184144,0.17313859788296432,0.293540027820128,0.08314925923576293,0.748411553166873,0.3963885371652246,0.01599781010480089
ENSG00000008869,HEATR5B,54497,579.3780380263368,195.51874708691975,0.162552985970968,0.3363943424149599,0.12376086662007926,0.14415885022245825,0.1890333295401306,0.019622039997064036,0.6590349190429737,0.1898299788364614,0.1738413564439919
ENSG00000008952,SEC62,7095,4908.939059334486,2135.1896311273917,0.029850500810012406,0.058792672094251194,0.12451987358216865,0.08077541800085153,0.8105436139370821,0.4667032600404848,0.9604489304448863,0.775743821367502,0.028942171284238788
ENSG00000008988,RPS20,6224,8697.083286213592,475.72558903063026,0.08180243058554812,0.15886036004334117,0.13805605230774734,0.099283017720105,0.5534953600503055,0.10958175532939567,0.8854269258159326,0.4443885112043834,0.07705792945779305
