ensembl_gene_id,external_gene_name,entrezgene_id,lfc.SLX.12465.A011,lfc.SLX.12465.A012,lfc.SLX.13199.A006,lfc.SLX.13199.A007,lfc.SLX.13199.A009,lfc.SLX.13199.A010,lfc.SLX.14296.A002,lfc.SLX.14296.A003
ENSG00000000003,TSPAN6,7105,0,0,0,0,0,0,0.7724005684960923,0
ENSG00000000005,TNMD,64102,0,0,0,0,0,0,0,0
ENSG00000000419,DPM1,8813,-0.13856485060295576,-0.06146100877757377,-8.948468662097753e-4,0.242944672869152,-0.3054507113480813,-0.06715002501951695,0.018365739413386706,0.16109660447680163
ENSG00000000457,SCYL3,57147,-0.3560451382123606,0.09486910258537318,-0.18762945013519428,-0.36778792700448104,0.2457647478693179,0.16027611334757186,-0.05693196987245486,-0.4869497032022094
ENSG00000000460,C1orf112,55732,-0.4728891846416907,-0.38429778601825504,-0.10620632069166724,-0.10595413393012265,-0.18279001049910626,-0.37531458717656996,-0.1695856258303916,0.009504037436208534
ENSG00000000938,FGR,2268,-0.4926868936448763,-1.8938912586966294,-0.11904652703120622,-0.3135596262499334,0.3302246453228639,0.26190969304186584,0.10674849853304202,0.3588625548314548
ENSG00000000971,CFH,3075,0,1.2649586328498958,0,0,0,0,0.7724005684960923,0
ENSG00000001036,FUCA2,2519,-0.16347775696460598,0.5113671342767683,-0.1679804371408249,-0.2334754632314704,0.48984243158613605,0.24421929030411338,0.22102449974682603,0.29084880438898253
ENSG00000001084,GCLC,2729,0.12481945236773839,0.273299379833551,0.10663874435821796,-0.04921429502323882,0.20556176509462531,0.16175789200364044,0.03990627882889619,-0.18740053215343444
ENSG00000001167,NFYA,4800,-0.3336482097993496,0.02706046476963664,0.1720734740412686,-0.04132700354640306,0.4472683387283567,0.19113251212983862,-0.17053898527557543,0.07573943536752559
ENSG00000001460,STPG1,90529,0.28512332547426844,0.08214854212067557,-0.4885180395551503,0.49357018267304476,0.003277062019134469,0.022622355941788186,0.2551076864563404,0.7930500626326378
ENSG00000001461,NIPAL3,57185,0.23658973413562379,0.40852850435791943,0.30404930903524274,0.6638847377483508,-0.06579027438795393,-0.17254629684430078,-0.36631394029376363,-0.41455162797941725
ENSG00000001497,LAS1L,81887,-0.2475170076318598,-0.27689017992791953,-0.2170191786609319,-0.2696117028437417,-0.17151147969237535,-0.16869735155137455,-0.19567401273416074,-0.3182221107823864
ENSG00000001561,ENPP4,22875,0.8386567863468342,0.09422713847465669,0.1397675745969993,0.3823162894631933,-0.06544110265475389,-0.5718119541264839,0.44413527052176427,0.49637528126068897
ENSG00000001617,SEMA3F,6405,0.7684935155246246,0.595010860443729,-0.2715183457282726,1.2665320200444676,-0.3164078496266134,-0.3673132547216369,0.21228074643599548,-0.305593576561205
ENSG00000001626,CFTR,1080,0,0,0,0,0,0,0,0
ENSG00000001629,ANKIB1,54467,0.282711381793769,-0.2070559949755335,0.28323791891951444,0.13940628796883736,0.1875062928050042,0.2666980497621516,0.26675133504202897,0.2559249960493517
ENSG00000001630,CYP51A1,1595,0.32271439563931104,-0.13720903287324582,-0.09617372286516002,-0.19362044492159747,0.09368371069666637,0.09872271678271538,0.2425060712504994,0.21813081320017602
ENSG00000001631,KRIT1,889,-0.2595988266422644,-0.2561897008897489,0.3735558735417559,0.553120236204995,-0.1463604853808267,-0.03546414977514978,0.23138659831893094,0.17562635794209314
ENSG00000002016,RAD52,5893,-0.22764810181897133,-0.038692629903277265,0.12912239713970486,0.3265048853488288,0.03462577507103237,0.039509827803530406,0.4988326443943176,0.05795135292237674
ENSG00000002330,BAD,572,0.1026719383247352,0.5984998307416927,-0.21197492997706568,-0.2913942009318351,-0.2044880709631407,0.08101355813617594,-0.012576833548534339,0.059734225020966036
ENSG00000002549,LAP3,51056,-0.1482320258737193,-0.15440977133606815,-0.24975340975023386,-0.01277178901292686,-0.23572454065278947,-0.028491916571697473,-0.2288561692124258,-0.24246400909306232
ENSG00000002586,CD99,4267,0,0,0,0,0,0,0,0
ENSG00000002587,HS3ST1,9957,0,0,0,0,0,0,0,0
ENSG00000002726,AOC1,26,1.6964644824773842,0,0,0.9871792733123781,-0.9871792733123781,0.21284941872169472,1.2727513716015957,0
ENSG00000002745,WNT16,51384,0,1.2649586328498958,1.6450037354854816,0,0,0,0,0
ENSG00000002746,HECW1,23072,0,0,0,0,0,0,0.7724005684960923,0
ENSG00000002822,MAD1L1,8379,-0.40814301744855896,0.10751190297752267,-0.43446616595274357,-0.5145783612668442,0.14630601003533705,-0.11940115806332052,-0.14733119055281207,-0.14764598916848293
ENSG00000002834,LASP1,3927,-0.2592642396806788,-0.0531985017794927,0.29060319413068036,0.4534486400592712,-0.055365722021788244,-0.26606792146705516,-0.33192079300292576,-0.4049534599270306
ENSG00000002919,SNX11,29916,0.5782894205320179,0.3276662932390604,-0.10589242413002076,-0.20658904096400388,0.01626825775808527,-0.16814760862531664,-0.08192948122070831,-0.09225630775574878
ENSG00000002933,TMEM176A,55365,0,0,0,0.9871792733123781,-0.9871792733123781,-0.9871792733123781,0.7724005684960923,0
ENSG00000003056,M6PR,4074,0.578717006062325,0.15788954316881565,0.01249818082460763,-0.019690279236680652,0.08404565271536235,0.014104710485176142,0.08652516519806142,0.16789145145674134
ENSG00000003096,KLHL13,90293,-1.6111520354214879,0.31727755940869806,1.274007812207209,0,1.2026577042144473,2.629885709998049,-0.4763836153301837,-2.119929938061126
ENSG00000003137,CYP26B1,56603,0,0,0,0,0,0,0,0
ENSG00000003147,ICA1,3382,-1.611724129074949,-1.355401644738234,0.15920527103484483,-0.3950246466370677,1.3884413217370275,1.510750040312896,-0.29645924138405055,-0.24872204625122585
ENSG00000003249,DBNDD1,79007,0.06473735404959768,0.24527204583366502,1.6450037354854816,2.30135988534892,-2.30135988534892,-0.21606917018833638,0,0
ENSG00000003393,ALS2,57679,0.2724000794816277,-0.43472077059459924,0.209947666545931,0.14213868721488865,0.18144438533778207,0.26333148485856306,-0.07981153578728595,-0.31018005474444355
ENSG00000003400,CASP10,843,0.8766133051471776,-0.1267265759004168,-0.12444614827115519,0.951465904737077,-0.6189288526251655,-0.06552849596456944,-0.5736770755710685,-0.670021220343612
ENSG00000003402,CFLAR,8837,-0.49300687396190135,-0.2654302362311647,0.01196746552176009,-0.0709016928730879,0.06133526668562794,-0.05313635446588272,-0.3337407584602943,-0.4041315546282842
ENSG00000003436,TFPI,7035,0,0,0,0,0,0,0,0
ENSG00000003509,NDUFAF7,55471,-0.08196504436130425,-0.0672662966702946,-0.030665018512298303,-0.2283161248007719,0.09663510451666646,0.37161559448255765,-0.11000222181058117,-0.07872472951527065
