ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,external_gene_name,entrezgene_id
ENSG00000168785,749.9723716,-0.142086061,0.0903035,-1.573428065,0.115619733,0.230558205,TSPAN5,10098
ENSG00000151247,908.2908593,0.1338159,0.102059902,1.311150573,0.189806897,0.33711195,EIF4E,1977
ENSG00000164024,3182.603453,0.630098978,0.057695196,10.92116893,9.13E-28,4.29E-26,METAP1,23173
ENSG00000197894,1918.380408,0.082298364,0.06926187,1.188220359,0.234746605,0.39516498,ADH5,128
ENSG00000145331,390.1912188,0.165515028,0.118508101,1.396655812,0.162517098,0.299538396,TRMT10A,93587
ENSG00000070190,3410.411135,-0.437728735,0.053989805,-8.107618337,5.16E-16,9.48E-15,DAPP1,27071
ENSG00000109270,929.9373208,-0.021846194,0.092004445,-0.237447159,0.812309908,0.894057103,LAMTOR3,8649
ENSG00000164031,1400.098686,-0.306005476,0.0754347,-4.056561182,4.98E-05,2.47E-04,DNAJB14,79982
ENSG00000164032,26065.96821,-0.368357983,0.054380738,-6.773684832,1.26E-11,1.52E-10,H2AZ1,3015
ENSG00000145358,1825.502291,-1.716827233,0.065985065,-26.01842165,3.06E-149,7.70E-146,DDIT4L,115265
ENSG00000138814,1145.633476,0.113607752,0.078254041,1.451781279,0.146562431,0.276720778,PPP3CA,5530
ENSG00000153064,4463.799553,-0.587361933,0.057893669,-10.14552963,3.47E-24,1.29E-22,BANK1,55024
ENSG00000138821,4412.508029,0.381131362,0.055628109,6.851416832,7.31E-12,9.09E-11,SLC39A8,64116
ENSG00000109320,3458.433753,-0.315940043,0.054875799,-5.757365716,8.54E-09,7.39E-08,NFKB1,4790
ENSG00000109323,621.0980638,0.647878961,0.099719644,6.497004359,8.19E-11,9.08E-10,MANBA,4126
ENSG00000109332,8382.44498,0.04443661,0.053232329,0.834767354,0.40384871,0.580630058,UBE2D3,7323
ENSG00000145354,1318.255772,-0.00934638,0.080116099,-0.11666045,0.907129133,0.949684058,CISD2,493856
ENSG00000164037,469.8741105,0.002446343,0.11489555,0.021291887,0.983012816,0.991147509,SLC9B1,150159
ENSG00000164038,1410.373647,0.973559316,0.073728132,13.20471964,8.24E-40,8.36E-38,SLC9B2,133308
ENSG00000164039,410.9878585,0.100992684,0.127620517,0.791351477,0.428738917,0.604731366,BDH2,56898
ENSG00000138778,1559.253246,-0.294005451,0.084101078,-3.49585828,4.73E-04,0.001945848,CENPE,1062
ENSG00000168772,10.31881123,-0.290407212,0.778775456,-0.372902368,0.709221109,0.82823537,CXXC4,80319
ENSG00000168769,972.044975,-0.382907404,0.09910282,-3.863738733,1.12E-04,5.19E-04,TET2,54790
ENSG00000138777,1721.458944,-0.148235878,0.06738369,-2.199877718,0.027815572,0.071582254,PPA2,27068
ENSG00000236699,175.2550228,0.239992628,0.174383151,1.376237476,0.168748123,0.308042753,ARHGEF38,54848
ENSG00000138785,877.7034694,0.186314509,0.082290764,2.264099882,0.023567972,0.062335983,INTS12,57117
ENSG00000138780,538.9950943,-0.160270418,0.106690296,-1.502202397,0.133044846,0.256945497,GSTCD,79807
ENSG00000168743,10.11577622,-1.700685962,0.736214348,-2.310041862,0.020885837,0.056286699,NPNT,255743
ENSG00000145348,286.8069733,0.036285561,0.157557186,0.230300896,0.817857965,0.897655524,TBCK,93627
ENSG00000164022,1752.991022,0.316475427,0.072108458,4.388880786,1.14E-05,6.32E-05,AIMP1,9255
ENSG00000138801,4283.241528,-0.092825132,0.052251537,-1.776505283,0.075649672,0.164863603,PAPSS1,9061
ENSG00000164023,5.441214956,0.400341734,0.975915867,0.410221565,0.681643423,0.809486819,SGMS2,166929
ENSG00000245293,14.41260014,1.072981551,0.605602582,1.771758547,0.076434646,0.166159758,AC096564.1,107986298
ENSG00000155016,328.2214533,0.036095136,0.127518803,0.28305736,0.777132867,0.872792019,CYP2U1,113612
ENSG00000138796,1848.520301,0.235384783,0.066412817,3.544267395,3.94E-04,0.001649279,HADH,3033
ENSG00000138795,1176.844855,0.44736059,0.087829222,5.093527853,3.51E-07,2.48E-06,LEF1,51176
ENSG00000109475,13537.55095,0.408192171,0.058373173,6.992804201,2.69E-12,3.49E-11,RPL34,6164
ENSG00000198856,2988.852196,0.051069767,0.062631106,0.815405802,0.414840064,0.591794756,OSTC,58505
ENSG00000138802,1187.858385,-0.132594787,0.080301778,-1.651206112,0.098696495,0.203584321,SEC24B,10427
ENSG00000005059,713.2919745,-0.340530927,0.1047325,-3.251435096,0.00114824,0.004340412,MCUB,55013
ENSG00000138794,261.3147661,-0.603927797,0.153608601,-3.931601437,8.44E-05,4.02E-04,CASP6,839
ENSG00000123739,1314.310029,1.026924609,0.079027336,12.99454927,1.31E-38,1.25E-36,PLA2G12A,81579
ENSG00000109534,1034.712831,0.519671038,0.080304018,6.471295562,9.72E-11,1.07E-09,GAR1,54433
ENSG00000170522,615.3179593,0.186739189,0.098255673,1.900543581,0.057361821,0.131619045,ELOVL6,79071
ENSG00000164093,5.299463024,-1.936046628,0.998674741,-1.938615795,0.052548139,0.122547261,PITX2,5308
ENSG00000174749,951.3784143,0.924176204,0.087802864,10.52558153,6.59E-26,2.69E-24,FAM241A,132720
ENSG00000138660,1115.636396,0.221473563,0.080567385,2.748923308,0.005979137,0.018873032,AP1AR,55435
ENSG00000145365,6657.556409,0.172081684,0.049027354,3.50991169,4.48E-04,0.001854975,TIFA,92610
ENSG00000073331,1082.635859,0.017059283,0.083133361,0.205203817,0.837412887,0.908154071,ALPK1,80216
ENSG00000178403,6.179188488,0.171850361,0.951084862,0.180688777,0.856611868,0.920232544,NEUROG2,63973
ENSG00000138658,627.0945532,0.051621905,0.111133947,0.464501676,0.642288359,0.781552627,ZGRF1,55345
ENSG00000174720,1440.795308,-0.076499527,0.070780139,-1.080804975,0.279783875,0.450447779,LARP7,51574
ENSG00000145362,129.4213326,1.359068023,0.215523701,6.305886626,2.87E-10,2.97E-09,ANK2,287
ENSG00000145349,1591.905723,-0.018086957,0.072842232,-0.248303163,0.803899852,0.889778798,CAMK2D,817
ENSG00000174607,108.5012867,0.300720593,0.213755971,1.406840667,0.159474641,0.295272786,UGT8,7368
ENSG00000164099,15.24405552,0.698057593,0.633183567,1.102456902,0.270263085,0.439593236,PRSS12,8492
ENSG00000145388,605.0739481,-0.068320141,0.105882863,-0.645242666,0.518769941,0.685788057,METTL14,57721
ENSG00000150961,3422.60406,-0.391429454,0.061948997,-6.31857616,2.64E-10,2.75E-09,SEC24D,9871
ENSG00000172403,9.288998402,0.413521406,0.763110973,0.541888953,0.587895007,0.740572989,SYNPO2,171024
ENSG00000145390,555.0848148,0.151168264,0.099424122,1.520438509,0.128400802,0.250164907,USP53,54532
ENSG00000164096,2583.050642,0.212307048,0.075975495,2.794414821,0.005199374,0.016703008,C4orf3,401152
ENSG00000138735,99.70777285,-0.25177087,0.23216347,-1.084455146,0.278163044,0.448809325,PDE5A,8654
ENSG00000164109,3630.917244,0.425236867,0.057282268,7.423534104,1.14E-13,1.70E-12,MAD2L1,4085
ENSG00000138738,11.58724982,2.066791835,0.739988406,2.793005698,0.005222077,0.016765221,PRDM5,11107
ENSG00000050730,57.93766766,0.550190261,0.291922503,1.884713427,0.059468539,0.135585839,TNIP3,79931
ENSG00000164111,2576.259542,-0.465691833,0.064167698,-7.257418384,3.95E-13,5.61E-12,ANXA5,308
ENSG00000123737,1963.097738,0.024226837,0.064957614,0.372963774,0.709175406,0.828230139,EXOSC9,5393
ENSG00000145386,4182.130115,-0.206033493,0.056150175,-3.669329492,2.43E-04,0.001061686,CCNA2,890
ENSG00000138686,388.0810789,0.278877004,0.131164635,2.126160027,0.033489937,0.083866344,BBS7,55212
ENSG00000138688,1221.67982,-0.107087009,0.093015715,-1.151278675,0.249617607,0.413818578,KIAA1109,84162
ENSG00000138684,9.11144163,-0.801507259,0.722706229,-1.109036047,0.267414632,0.43605449,IL21,59067
ENSG00000181004,49.1088699,0.088681394,0.318578401,0.278365996,0.78073142,0.875370144,BBS12,166379
ENSG00000138685,110.7161021,-0.011004788,0.215833019,-0.050987511,0.959335473,0.978927839,FGF2,2247
ENSG00000170917,163.8819057,0.307924045,0.192889128,1.596378442,0.110404326,0.222369255,NUDT6,11162
ENSG00000145375,267.1305308,0.364765429,0.145918154,2.4997947,0.01242653,0.035891519,SPATA5,166378
ENSG00000164056,30.80704523,3.918839768,0.578246953,6.777104051,1.23E-11,1.49E-10,SPRY1,10252
ENSG00000151458,168.94443,-0.206417369,0.202782653,-1.017924197,0.308713981,0.48256225,ANKRD50,57182
ENSG00000164066,8.64338147,1.377377788,0.809332932,1.701867962,0.088780123,0.187242018,INTU,27152
ENSG00000164070,140.8894163,0.558801806,0.213381914,2.618787111,0.0088243,0.026603993,HSPA4L,22824
ENSG00000142731,1324.705137,-0.318768298,0.07869662,-4.050597077,5.11E-05,2.53E-04,PLK4,10733
ENSG00000164073,224.165923,-0.082113405,0.179151168,-0.458347029,0.646703142,0.784532295,MFSD8,256471
ENSG00000164074,684.9746296,0.222672658,0.110590036,2.013496567,0.044062416,0.105563796,ABHD18,80167
ENSG00000138709,1335.892564,0.324337318,0.077617501,4.1786622,2.93E-05,1.51E-04,LARP1B,55132
ENSG00000164040,1855.566158,0.236109738,0.068793697,3.432142016,5.99E-04,0.002406234,PGRMC2,10424
ENSG00000077684,1716.11414,-0.021862877,0.067405571,-0.324348227,0.745674412,0.852811784,JADE1,79960
ENSG00000151466,992.7467361,-0.001651525,0.082730915,-0.019962613,0.984073197,0.991773996,SCLT1,132320
ENSG00000151470,411.7573178,-0.213240041,0.127162305,-1.67691236,0.093559621,0.195152237,C4orf33,132321
ENSG00000151012,1414.583259,0.400360743,0.087010095,4.601313694,4.20E-06,2.51E-05,SLC7A11,23657
ENSG00000151014,523.1656839,0.437137499,0.108612365,4.024748935,5.70E-05,2.80E-04,NOCT,25819
ENSG00000109381,687.4317057,-0.14738514,0.097474077,-1.512044474,0.130522549,0.253242736,ELF2,1998
ENSG00000109390,928.1604434,-0.061778483,0.11143778,-0.554376472,0.579321225,0.733821495,NDUFC1,4717
ENSG00000164134,3448.917708,0.256311304,0.059275659,4.32405662,1.53E-05,8.33E-05,NAA15,80155
ENSG00000172007,617.6083988,0.232010539,0.105807566,2.192759436,0.028324716,0.07257918,RAB33B,83452
ENSG00000145391,3350.879239,0.314104635,0.065042227,4.829241686,1.37E-06,8.85E-06,SETD7,80854
ENSG00000085871,653.9100972,0.691960558,0.108451703,6.380356782,1.77E-10,1.88E-09,MGST2,4258
ENSG00000196782,76.95139091,-0.263503507,0.252814406,-1.042280428,0.297281684,0.469994201,MAML3,55534
ENSG00000153130,1880.151856,-0.226377253,0.070906237,-3.192628225,0.001409843,0.005224376,SCOC,60592
ENSG00000153132,64.35674789,0.235132315,0.289508593,0.812177327,0.416689887,0.593275922,CLGN,1047
ENSG00000179387,732.2090618,-0.081460178,0.094630966,-0.860819474,0.389337478,0.565410175,ELMOD2,255520
ENSG00000109436,26.00248812,0.375818127,0.464935748,0.808322715,0.418904829,0.595458959,TBC1D9,23158
ENSG00000170153,7.133875583,0.520518009,0.875981367,0.594211281,0.552370809,0.712492414,RNF150,57484
ENSG00000109445,2201.079986,0.704913092,0.061683423,11.42791795,3.03E-30,1.75E-28,ZNF330,27309
ENSG00000164136,123.2344517,0.235126153,0.219765404,1.069896119,0.28466607,0.456005902,IL15,3600
ENSG00000109452,5.972655079,0.814224114,0.966814232,0.842172246,0.399691546,0.576162971,INPP4B,8821
ENSG00000170185,1727.778121,3.76E-04,0.079510222,0.004726988,0.996228423,0.997635872,USP38,84640
ENSG00000109458,415.3441521,0.509846017,0.119399212,4.270095344,1.95E-05,1.04E-04,GAB1,2549
ENSG00000153147,5899.744601,0.077662493,0.062232269,1.247945714,0.212050938,0.366762689,SMARCA5,8467
ENSG00000197465,39.28786964,-0.043943942,0.349972988,-0.125563811,0.900077211,0.94571411,GYPE,2996
ENSG00000164161,5.549824259,0.710726419,1.003439077,0.708290553,0.478764842,0.650890814,HHIP,64399
ENSG00000164162,551.786427,-0.103545773,0.099207605,-1.043728181,0.296611168,0.4692641,ANAPC10,10393
ENSG00000164163,5024.834367,0.606150836,0.053172422,11.39972211,4.19E-30,2.37E-28,ABCE1,6059
ENSG00000164164,1697.446949,0.138642955,0.071753762,1.932204693,0.053334246,0.124078085,OTUD4,54726
ENSG00000170365,42.01408888,1.269017615,0.381410732,3.327168082,8.77E-04,0.003398212,SMAD1,4086
ENSG00000151611,350.7241595,0.389608147,0.124106652,3.139301085,0.001693513,0.006163837,MMAA,166785
ENSG00000151612,561.0623139,-0.384119785,0.102680056,-3.740938618,1.83E-04,8.20E-04,ZNF827,152485
ENSG00000164167,1283.775036,0.1001935,0.07540483,1.328741142,0.183933386,0.32886087,LSM6,11157
ENSG00000120519,634.4487959,-0.203818985,0.098080928,-2.07806949,0.037702959,0.092920775,SLC10A7,84068
ENSG00000164168,915.3403184,0.083974286,0.083255814,1.008629698,0.313152259,0.487867714,TMEM184C,55751
ENSG00000164169,404.4943628,0.135855584,0.127755708,1.063401288,0.287600009,0.459248304,PRMT9,90826
ENSG00000071205,669.0048445,0.012798426,0.094733945,0.135098629,0.892533894,0.94165302,ARHGAP10,79658
ENSG00000151623,5.893286523,1.250836881,0.970258555,1.289178925,0.19733589,0.346987166,NR3C2,4306
ENSG00000198589,3116.760182,0.047820069,0.072868145,0.656254784,0.511660205,0.679608963,LRBA,987
ENSG00000145425,1857.286817,0.253345089,0.076806443,3.298487462,9.72E-04,0.003731353,RPS3A,6189
ENSG00000109686,1737.958665,0.235839608,0.080406439,2.933093574,0.003356027,0.011383749,SH3D19,152503
ENSG00000059691,794.000416,0.404768783,0.088481233,4.574628664,4.77E-06,2.83E-05,GATB,5188
ENSG00000109670,2912.225874,-0.171148056,0.057799583,-2.961060413,0.003065818,0.010512946,FBXW7,55294
ENSG00000170006,1940.051197,-0.196218445,0.064513083,-3.041529515,0.002353795,0.008295052,TMEM154,201799
ENSG00000169989,13.68762937,0.915907317,0.612130295,1.49626203,0.134585386,0.259173295,TIGD4,201798
ENSG00000164144,565.4140235,0.326688203,0.106697048,3.061829807,0.002199885,0.007804677,ARFIP1,27236
ENSG00000137460,5.086175063,4.565642693,1.486180502,3.072064724,0.002125836,0.007557986,FHDC1,85462
ENSG00000109654,53.90431067,1.839461664,0.330845886,5.559874676,2.70E-08,2.19E-07,TRIM2,23321
ENSG00000121211,769.7824398,0.158428086,0.09043997,1.751748555,0.079817054,0.171946038,MND1,84057
ENSG00000121210,1605.038762,-0.292187701,0.073129961,-3.995458195,6.46E-05,3.13E-04,TMEM131L,23240
ENSG00000137462,87.72821119,-0.9683759,0.258628417,-3.744274937,1.81E-04,8.11E-04,TLR2,7097
ENSG00000145428,13.78775797,-0.253554892,0.594650495,-0.42639314,0.669821399,0.801359077,RNF175,285533
ENSG00000171566,1778.537292,0.118463603,0.06908806,1.714675489,0.08640474,0.183291905,PLRG1,5356
ENSG00000164114,565.4701511,0.116333937,0.106743032,1.089850404,0.275779047,0.44603742,MAP9,79884
ENSG00000164116,27.3311569,1.608146716,0.457415367,3.515725162,4.39E-04,0.001820079,GUCY1A1,2982
ENSG00000061918,43.71369491,-0.423749057,0.380261618,-1.114361895,0.265123964,0.433515549,GUCY1B1,2983
ENSG00000256043,709.133021,-0.185320123,0.093490551,-1.982233723,0.047453088,0.112479942,CTSO,1519
ENSG00000145431,5.396959156,0.709628262,0.987285666,0.718766905,0.472284552,0.645109083,PDGFC,56034
ENSG00000164125,11.61268028,2.049830421,0.752056171,2.725634735,0.006417798,0.020109166,GASK1B,51313
ENSG00000164124,5.548671137,1.477404062,1.05166568,1.404822931,0.160073938,0.296055003,TMEM144,55314
ENSG00000205208,1801.712363,-0.162199364,0.074247122,-2.184587905,0.028919076,0.073920248,C4orf46,201725
ENSG00000171503,745.2342545,0.190282314,0.107029787,1.777844464,0.075429404,0.164544207,ETFDH,2110
ENSG00000171497,1317.828683,0.15287163,0.071762215,2.130252402,0.033150781,0.083098233,PPID,5481
ENSG00000052795,816.2647885,-0.288832968,0.085728232,-3.369169779,7.54E-04,0.002957939,FNIP2,57600
ENSG00000109756,444.0004548,-0.328681564,0.113812428,-2.887923298,0.003877944,0.012905711,RAPGEF2,9693
ENSG00000145414,715.898534,0.382602412,0.091134561,4.198214253,2.69E-05,1.40E-04,NAF1,92345
ENSG00000198498,1842.685596,0.22128426,0.064382943,3.437001315,5.88E-04,0.002368213,TMA16,55319
ENSG00000145416,181.0506993,-0.399321547,0.16465203,-2.425245213,0.01529805,0.043022553,MARCHF1,55016
ENSG00000183439,11.01577461,-0.262406317,0.733545379,-0.35772336,0.72055035,0.835830085,TRIM61,391712
ENSG00000170088,812.4259053,0.556366358,0.104731871,5.312292745,1.08E-07,8.14E-07,TMEM192,201931
ENSG00000109466,1338.261572,-0.021132869,0.075521429,-0.279826132,0.779610902,0.874548444,KLHL2,11275
ENSG00000052802,3102.489574,-0.363480912,0.061188209,-5.940375112,2.84E-09,2.59E-08,MSMO1,6307
ENSG00000137628,45.99710788,-1.618450123,0.35178053,-4.600738207,4.21E-06,2.52E-05,DDX60,55601
ENSG00000181381,42.8611434,-0.346870431,0.340475866,-1.018781259,0.308306825,0.482128397,DDX60L,91351
ENSG00000129116,223.1519414,-0.100189849,0.158835202,-0.630778615,0.528185288,0.692561693,PALLD,23022
ENSG00000145439,865.6060008,0.355555235,0.085808042,4.143612024,3.42E-05,1.74E-04,CBR4,84869
ENSG00000154447,150.723952,-0.079163866,0.181945298,-0.435097069,0.663491971,0.797023449,SH3RF1,57630
ENSG00000137601,566.7282108,0.161438805,0.105770068,1.526318433,0.12693058,0.248022008,NEK1,4750
ENSG00000109572,2103.622868,0.037261435,0.061351671,0.607341802,0.543624102,0.70527908,CLCN3,1182
ENSG00000056050,915.832349,-0.122229111,0.09831682,-1.243216676,0.213787999,0.368973,HPF1,54969
ENSG00000198948,6.933805348,2.0486778,0.932489345,2.196998616,0.028020545,0.071971461,MFAP3L,9848
ENSG00000109586,1077.789845,-0.076716234,0.076705928,-1.000134361,0.317245489,0.492069723,GALNT7,51809
ENSG00000164104,14542.72481,-0.581811825,0.042685074,-13.6303341,2.64E-42,2.93E-40,HMGB2,3148
ENSG00000272870,55.98124509,0.522286602,0.345169304,1.513131661,0.130246219,0.252905296,SAP30-DT,105377540
ENSG00000164105,713.4885136,-0.056803165,0.095596902,-0.594194623,0.552381949,0.712492414,SAP30,8819
ENSG00000164117,649.4553014,-0.154686177,0.101555097,-1.523174917,0.12771495,0.249161048,FBXO8,26269
ENSG00000164118,632.4587006,0.063402608,0.102744613,0.617089365,0.537175783,0.699951975,CEP44,80817
ENSG00000164120,3717.980903,0.229223839,0.066506593,3.446633296,5.68E-04,0.002293649,HPGD,3248
ENSG00000145451,24.39078409,-0.687837814,0.457318847,-1.504066187,0.132564325,0.256239163,GLRA3,8001
ENSG00000150627,7.309650754,-0.196818987,0.879388579,-0.223813445,0.822902468,0.900241409,WDR17,116966
ENSG00000129128,8982.68444,0.091923826,0.055113336,1.667905319,0.095334524,0.198052519,SPCS3,60559
ENSG00000150630,18.71761157,0.461975566,0.540923173,0.854050241,0.393077153,0.569216742,VEGFC,7424
ENSG00000109674,390.8396592,0.193831576,0.124974932,1.550963636,0.120910399,0.23864926,NEIL3,55247
ENSG00000038002,642.0334446,0.201501426,0.108448238,1.85804242,0.063162991,0.142409117,AGA,175
ENSG00000129187,2723.920154,0.153934776,0.059887948,2.570379874,0.010158705,0.030055188,DCTD,1635
ENSG00000151718,51.88547271,0.413826483,0.315499556,1.311654723,0.18963666,0.336988337,WWC2,80014
ENSG00000168564,962.2419064,-0.456078318,0.086797722,-5.254496381,1.48E-07,1.09E-06,CDKN2AIP,55602
ENSG00000168556,357.5679767,-0.079123661,0.132395553,-0.597630808,0.550086303,0.710725654,ING2,3622
ENSG00000182552,429.0066179,0.592572248,0.125116056,4.736180686,2.18E-06,1.36E-05,RWDD4,201965
ENSG00000168538,1685.001058,-0.040382186,0.069826087,-0.578325201,0.563044583,0.720793216,TRAPPC11,60684
ENSG00000173320,65.27400079,-0.050127509,0.27684929,-0.18106425,0.856317145,0.920097234,STOX2,56977
ENSG00000164303,58.50357875,-0.795319641,0.300867465,-2.643421884,0.00820727,0.024969196,ENPP6,133121
ENSG00000168310,3324.787442,-0.224375088,0.052673438,-4.259738817,2.05E-05,1.09E-04,IRF2,3660
ENSG00000164305,2616.016323,-0.261629005,0.057909025,-4.517931456,6.24E-06,3.62E-05,CASP3,836
ENSG00000164306,330.3198279,-0.064938672,0.124159833,-0.523024804,0.600956992,0.750412419,PRIMPOL,201973
ENSG00000151725,2018.670407,-0.186704114,0.063680266,-2.931899083,0.003368962,0.011421839,CENPU,79682
ENSG00000151726,1639.587172,0.121776904,0.06544124,1.860858742,0.062764127,0.14170065,ACSL1,2180
ENSG00000151729,1420.864324,0.152128182,0.078387132,1.940729027,0.052291154,0.122064023,SLC25A4,291
ENSG00000164323,3077.636753,0.541454661,0.062776378,8.625133818,6.40E-18,1.39E-16,CFAP97,57587
ENSG00000109762,879.4472166,-0.27120052,0.082831407,-3.274126674,0.001059891,0.004032241,SNX25,83891
ENSG00000109771,51.18569002,-0.252529422,0.322132543,-0.783930179,0.43308108,0.608506659,LRP2BP,55805
ENSG00000186352,356.9977141,0.597134865,0.12713043,4.697025465,2.64E-06,1.63E-05,ANKRD37,353322
ENSG00000109775,952.0337446,0.389109021,0.094142083,4.13321023,3.58E-05,1.81E-04,UFSP2,55325
ENSG00000205129,11.4968282,0.549568769,0.693246532,0.79274651,0.427925527,0.604074371,C4orf47,441054
ENSG00000168491,25.97563516,1.817898587,0.499231436,3.641394465,2.71E-04,0.001172113,CCDC110,256309
ENSG00000154556,70.82421845,0.551979855,0.29742492,1.855862832,0.063473112,0.142867835,SORBS2,8470
ENSG00000109794,21.74342636,1.17880914,0.59095275,1.994760395,0.046069019,0.109639026,FAM149A,25854
ENSG00000145476,96.32177722,0.023849178,0.248596955,0.095935116,0.923572105,0.958741715,CYP4V2,285440
ENSG00000164344,6.724532964,-0.982862607,0.927897461,-1.059236228,0.28949221,0.461378307,KLKB1,3818
ENSG00000083857,28.02999683,-0.277803654,0.48221592,-0.576098055,0.564548906,0.721647641,FAT1,2195
ENSG00000109536,800.5462201,0.010372959,0.093472816,0.110972997,0.91163776,0.951861253,FRG1,2483
ENSG00000153404,5.460006421,0.924947181,0.987077137,0.937056636,0.348729426,0.525566191,PLEKHG4B,153478
ENSG00000185028,5.975992242,0.40098583,1.015472856,0.394875971,0.692934424,0.817258082,LRRC14B,389257
ENSG00000164366,530.348382,0.222939599,0.105520491,2.112761188,0.034621213,0.086374617,CCDC127,133957
ENSG00000073578,3867.775172,0.017927967,0.057824482,0.310041122,0.756529685,0.859842615,SDHA,6389
ENSG00000249915,1870.591836,0.211200369,0.0663858,3.181408811,0.001465607,0.005406813,PDCD6,10016
ENSG00000180104,1342.473984,-0.019471948,0.072828013,-0.267368937,0.789185114,0.880079825,EXOC3,11336
ENSG00000066230,487.8960769,0.792345156,0.108515577,7.301672049,2.84E-13,4.08E-12,SLC9A3,6550
ENSG00000112877,295.2182926,0.434577164,0.156664128,2.773941741,0.00553816,0.017668608,CEP72,55722
ENSG00000171368,16.28361249,0.622678338,0.565104816,1.10188114,0.270513349,0.439929769,TPPP,11076
ENSG00000188818,21.50823718,1.597838072,0.577436063,2.767125528,0.005655297,0.017983631,ZDHHC11,79844
ENSG00000028310,933.7100144,0.037355898,0.091243739,0.409407791,0.682240423,0.809923112,BRD9,65980
ENSG00000071539,2004.416389,0.682639031,0.062188141,10.97699689,4.93E-28,2.36E-26,TRIP13,9319
ENSG00000145506,95.10960565,0.134987933,0.226271168,0.59657593,0.550790545,0.711295516,NKD2,85409
ENSG00000113504,508.6063425,0.891704673,0.107946695,8.260601881,1.45E-16,2.81E-15,SLC12A7,10723
ENSG00000164362,1203.173895,0.691137888,0.077954216,8.865946223,7.59E-19,1.78E-17,TERT,7015
ENSG00000049656,8169.482002,0.222901747,0.043528158,5.120863282,3.04E-07,2.16E-06,CLPTM1L,81037
ENSG00000153395,4021.592152,-0.293466872,0.05206482,-5.636567555,1.73E-08,1.44E-07,LPCAT1,79888
ENSG00000171421,875.3547535,0.341236284,0.09314769,3.663389637,2.49E-04,0.001084032,MRPL36,64979
ENSG00000145494,2962.777491,0.026099717,0.067373574,0.387388039,0.698468958,0.821071899,NDUFS6,4726
ENSG00000164151,1790.656942,-0.076050206,0.07458839,-1.01959844,0.307918945,0.4818838,ICE1,23379
ENSG00000133398,802.1661274,-0.080379826,0.096816913,-0.830225048,0.406411556,0.583127197,MED10,84246
ENSG00000215218,204.6584263,-0.312736926,0.158346655,-1.975014413,0.048266512,0.114098423,UBE2QL1,134111
ENSG00000037474,3921.77499,0.336614259,0.057228048,5.881980462,4.05E-09,3.63E-08,NSUN2,54888
ENSG00000145545,432.7662569,-0.052021312,0.123187576,-0.422293494,0.672810806,0.803414081,SRD5A1,6715
ENSG00000112941,1329.516132,0.347168917,0.080091795,4.334637745,1.46E-05,7.96E-05,TENT4A,11044
ENSG00000124275,1743.44342,0.264201882,0.068649659,3.848553443,1.19E-04,5.49E-04,MTRR,4552
ENSG00000124279,479.1513548,0.263976939,0.112895438,2.338242753,0.019374659,0.052816319,FASTKD3,79072
ENSG00000112902,6.555788903,0.304907242,0.914069745,0.333571091,0.738703236,0.848427718,SEMA5A,9037
ENSG00000150756,294.1330926,-0.333076068,0.135362725,-2.460618821,0.013869764,0.03952027,ATPSCKMT,134145
ENSG00000150753,10580.94763,0.292360841,0.0422752,6.915658412,4.66E-12,5.93E-11,CCT5,22948
ENSG00000164237,65.09453651,2.713417382,0.342641449,7.919115995,2.39E-15,4.14E-14,CMBL,134147
ENSG00000145495,3834.652517,-0.022682048,0.05691625,-0.398516202,0.690249718,0.815609426,MARCHF6,10299
ENSG00000145491,7.877383097,-0.986159965,0.837619652,-1.177336232,0.239061331,0.400381894,ROPN1L,83853
ENSG00000164236,5599.492953,-0.68116516,0.05349771,-12.73260414,3.90E-37,3.28E-35,ANKRD33B,651746
ENSG00000112977,5057.455204,-0.315245924,0.051777441,-6.088480185,1.14E-09,1.09E-08,DAP,1611
ENSG00000169862,9.075881269,0.589079831,0.749558395,0.785902519,0.431924599,0.607427731,CTNND2,1501
ENSG00000039139,4.829262265,0.809259191,1.019181364,0.794028639,0.427178759,0.603420407,DNAH5,1767
ENSG00000038382,4439.368437,-0.148900808,0.07172765,-2.075919241,0.037901421,0.093329752,TRIO,7204
ENSG00000145569,41.0663831,0.532992884,0.382323606,1.394088348,0.163290927,0.300510948,OTULINL,54491
ENSG00000154124,4058.056693,-0.138777231,0.069285738,-2.002969668,0.045180544,0.107843925,OTULIN,90268
ENSG00000154122,7167.639779,-0.360377931,0.045154998,-7.980909081,1.45E-15,2.55E-14,ANKH,56172
ENSG00000183580,67.04780689,-0.748643301,0.331439887,-2.258760428,0.023898291,0.063010574,FBXL7,23194
ENSG00000173545,1201.911019,0.010228094,0.075110264,0.136174381,0.891683427,0.940854563,ZNF622,90441
ENSG00000154153,45.10399143,0.611117489,0.346054282,1.765958467,0.077402817,0.167864853,RETREG1,54463
ENSG00000145555,188.6038287,0.271967492,0.172819785,1.573705759,0.11555549,0.230526547,MYO10,4651
ENSG00000176788,6547.615111,-0.518326703,0.06645699,-7.799430916,6.22E-15,1.04E-13,BASP1,10409
ENSG00000268799,8.14760437,0.227378228,0.9356879,0.243006486,0.808000373,0.8919525,H3Y2,340096
ENSG00000269466,18.17183276,0.530806589,0.575877046,0.921735972,0.356666312,0.533684582,H3Y1,391769
