ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,external_gene_name,entrezgene_id
ENSG00000176248,1097.365364,-0.0872183,0.091198306,-0.956358772,0.338891006,0.514443461,ANAPC2,29882
ENSG00000176101,1866.84354,-0.049411794,0.083506928,-0.591708914,0.554045527,0.713710318,SSNA1,8636
ENSG00000176058,323.9138738,-0.233601718,0.141655587,-1.64908228,0.099130779,0.204375217,TPRN,286262
ENSG00000187713,1417.694164,0.166425193,0.08112187,2.051545313,0.040213872,0.097991133,TMEM203,94107
ENSG00000188566,495.6850805,-0.311448427,0.115877137,-2.687747001,0.007193588,0.022251943,NDOR1,27158
ENSG00000212864,390.1305184,-0.179797125,0.121239098,-1.482996226,0.138075414,0.264172282,RNF208,727800
ENSG00000197191,23.29977475,0.428265728,0.480163286,0.891916855,0.3724375,0.549507366,CYSRT1,375791
ENSG00000188229,5747.398542,-0.593933531,0.05441238,-10.91541179,9.73E-28,4.56E-26,TUBB4B,10383
ENSG00000188163,413.1785145,-0.554988654,0.117731143,-4.714034379,2.43E-06,1.51E-05,FAM166A,401565
ENSG00000197768,7.1498381,-1.082848954,0.833725129,-1.298808104,0.194009793,0.342668197,STPG3,441476
ENSG00000188986,3409.346118,-0.030991992,0.054669604,-0.566896225,0.570784689,0.726811712,NELFB,25920
ENSG00000198113,1128.523075,-0.797919056,0.074216666,-10.75121129,5.85E-27,2.62E-25,TOR4A,54863
ENSG00000198435,133.3130992,1.314775059,0.212015929,6.201303206,5.60E-10,5.60E-09,NRARP,441478
ENSG00000187609,153.3069348,0.335092501,0.216163677,1.550179501,0.121098439,0.238996928,EXD3,54932
ENSG00000188747,14.54314641,-0.527114601,0.648584506,-0.812715376,0.416381264,0.593075855,NOXA1,10811
ENSG00000165802,2215.732121,0.39280768,0.067245714,5.841378693,5.18E-09,4.58E-08,NSMF,26012
ENSG00000130653,61.63634747,0.006842854,0.278449195,0.024574875,0.98039406,0.990219022,PNPLA7,375775
ENSG00000182154,1478.657751,0.23961664,0.083532081,2.868558267,0.004123472,0.013610101,MRPL41,64975
ENSG00000148399,480.8050836,0.154328094,0.108713174,1.419589628,0.155727187,0.289991186,DPH7,92715
ENSG00000165724,1012.297035,0.476063828,0.084445754,5.637510515,1.73E-08,1.43E-07,ZMYND19,116225
ENSG00000197070,654.7046904,0.031806898,0.100130344,0.317654935,0.750746699,0.856467658,ARRDC1,92714
ENSG00000181090,7806.191336,0.147339452,0.048868704,3.015006346,0.002569739,0.008969531,EHMT1,79813
ENSG00000148408,16.25779325,0.599267755,0.604655228,0.991090008,0.321641632,0.496684302,CACNA1B,774
ENSG00000015171,3240.289516,1.193381304,0.060932617,19.58526261,2.07E-85,1.60E-82,ZMYND11,10771
ENSG00000151240,39.85782327,1.018698568,0.367469571,2.772198427,0.005567908,0.017739431,DIP2C,22982
ENSG00000107929,2675.746572,-0.292120518,0.069500251,-4.203157726,2.63E-05,1.37E-04,LARP4B,23185
ENSG00000205740,30.23284256,0.047566071,0.431778612,0.110163101,0.912280025,0.952383371,AL359878.1,107984285
ENSG00000107937,3462.204467,0.324218472,0.056489919,5.739404108,9.50E-09,8.18E-08,GTPBP4,23560
ENSG00000148377,65.8803202,0.417937887,0.308387397,1.3552366,0.175342187,0.317598258,IDI2,91734
ENSG00000067064,6220.714342,-0.358535675,0.048592868,-7.37836007,1.60E-13,2.36E-12,IDI1,3422
ENSG00000047056,673.2469306,-0.219597694,0.095041054,-2.310556179,0.020857382,0.056232644,WDR37,22884
ENSG00000185736,27.60422953,-0.659194383,0.457311076,-1.441457286,0.149455536,0.281047471,ADARB2,105
ENSG00000067057,6812.730292,0.371234885,0.05146722,7.213035562,5.47E-13,7.67E-12,PFKP,5214
ENSG00000107959,4902.908977,0.035493142,0.057714735,0.614975399,0.538570967,0.701209939,PITRM1,10531
ENSG00000067082,1252.778107,-0.368982451,0.075566,-4.882916306,1.05E-06,6.87E-06,KLF6,1316
ENSG00000165568,14.58744389,-0.391507855,0.583876909,-0.670531493,0.502519038,0.671641165,AKR1E2,83592
ENSG00000187134,7.814815552,0.218807026,0.852226144,0.256747611,0.797373615,0.885818817,AKR1C1,1645
ENSG00000173848,2262.67528,0.032586189,0.061953619,0.525977164,0.598904073,0.748879359,NET1,10276
ENSG00000196372,1206.810121,0.687672879,0.080289153,8.564953707,1.08E-17,2.30E-16,ASB13,79754
ENSG00000108021,2294.399458,0.197213266,0.071269856,2.76713434,0.005655145,0.017983631,TASOR2,54906
ENSG00000057608,12245.01356,-0.02383146,0.044222258,-0.538901938,0.58995452,0.742143652,GDI2,2665
ENSG00000134461,193.6794764,0.712899368,0.174261849,4.090966382,4.30E-05,2.15E-04,ANKRD16,54522
ENSG00000134452,2634.584487,-0.003615352,0.058155101,-0.062167414,0.950429512,0.973890923,FBH1,84893
ENSG00000134470,1137.010343,0.262995152,0.078038869,3.370053366,7.52E-04,0.002949622,IL15RA,3601
ENSG00000134460,16202.51375,-0.340575171,0.050013699,-6.809637659,9.78E-12,1.20E-10,IL2RA,3559
ENSG00000134453,6168.518087,0.074599181,0.048748967,1.530272045,0.125949405,0.24641635,RBM17,84991
ENSG00000170525,11190.82082,-0.300946297,0.046847542,-6.423950568,1.33E-10,1.43E-09,PFKFB3,5209
ENSG00000065675,20.12636135,1.0176792,0.555179718,1.83306264,0.066793256,0.148873232,PRKCQ,5588
ENSG00000198879,1295.43476,-0.010006061,0.078869731,-0.126868209,0.899044709,0.945547297,SFMBT2,57713
ENSG00000151657,408.7710653,-0.13142171,0.12751042,-1.030674279,0.30269359,0.475965949,KIN,22944
ENSG00000165629,4999.801208,0.0388501,0.052560439,0.739150968,0.45981533,0.633505638,ATP5F1C,509
ENSG00000165632,723.7350542,0.136399173,0.096693164,1.410639268,0.158351007,0.293815116,TAF3,83860
ENSG00000107485,38.85933534,0.247348732,0.364579386,0.678449581,0.497486681,0.667000662,GATA3,2625
ENSG00000048740,1010.227325,0.007075169,0.082014368,0.086267431,0.931253828,0.963728272,CELF2,10659
ENSG00000148429,1007.693373,-0.14674865,0.082819167,-1.771916527,0.076408415,0.166120707,USP6NL,9712
ENSG00000134463,200.03903,0.277633633,0.173717265,1.598192514,0.110000139,0.221822021,ECHDC3,79746
ENSG00000148426,61.50892187,-3.88E-05,0.301872212,-1.29E-04,0.99989734,0.99989734,PROSER2,254427
ENSG00000151461,2246.275082,-0.042218839,0.070708447,-0.597083391,0.550451706,0.711014866,UPF2,26019
ENSG00000181192,3459.403462,-0.227498779,0.055486005,-4.100110988,4.13E-05,2.07E-04,DHTKD1,55526
ENSG00000065665,475.7997752,-0.101407044,0.115453603,-0.878335892,0.379761463,0.556431415,SEC61A2,55176
ENSG00000165609,3159.300756,0.498073938,0.063793847,7.807554527,5.83E-15,9.76E-14,NUDT5,11164
ENSG00000151465,5453.927707,0.201902569,0.047716631,4.231282961,2.32E-05,1.22E-04,CDC123,8872
ENSG00000183049,536.8647698,0.131209261,0.108348245,1.210995723,0.225897044,0.383772832,CAMK1D,57118
ENSG00000151468,788.701569,-0.797001435,0.089133117,-8.941698254,3.83E-19,9.21E-18,CCDC3,83643
ENSG00000123240,1252.089334,-0.491170643,0.07544622,-6.510208804,7.50E-11,8.34E-10,OPTN,10133
ENSG00000065328,1636.303226,-0.091988742,0.067429505,-1.364220927,0.172498044,0.313723987,MCM10,55388
ENSG00000107537,318.8253104,-0.13698493,0.130772755,-1.047503589,0.294867378,0.467487442,PHYH,5264
ENSG00000086475,6609.665674,0.082175078,0.046476325,1.768106193,0.077043152,0.167157017,SEPHS1,22929
ENSG00000165630,650.8158636,-0.210500086,0.105009276,-2.004585643,0.045007363,0.107485977,PRPF18,8559
ENSG00000151474,31.88633632,-0.306648079,0.404146871,-0.758754059,0.447999692,0.622588491,FRMD4A,55691
ENSG00000065809,32851.95433,0.13640886,0.041058367,3.322315766,8.93E-04,0.003451214,FAM107B,83641
ENSG00000185267,40.82174498,0.920410235,0.373268496,2.465812799,0.013670276,0.039018257,CDNF,441549
ENSG00000284024,1351.288349,0.061462766,0.06959413,0.883160203,0.37714972,0.553982201,HSPA14,51182
ENSG00000187522,1047.347585,0.090322001,0.08533041,1.058497215,0.28982882,0.46169924,HSPA14,51182
ENSG00000152455,1313.602394,0.182892757,0.071581079,2.555043332,0.010617458,0.031227543,SUV39H2,79723
ENSG00000152457,509.5798495,-0.106320152,0.104606525,-1.016381645,0.309447683,0.483295506,DCLRE1C,64421
ENSG00000197889,4.601704981,-1.898966372,1.121274099,-1.693579094,0.090345293,0.189877924,MEIG1,644890
ENSG00000176244,16.76782287,0.72248373,0.566707503,1.274879414,0.202351926,0.354256932,ACBD7,414149
ENSG00000152464,478.8059269,0.383779301,0.106857634,3.591501018,3.29E-04,0.001397397,RPP38,10557
ENSG00000152465,254.0351441,0.38542377,0.145444051,2.649979618,0.008049663,0.024563453,NMT2,9397
ENSG00000148468,168.1382367,0.34356315,0.190840502,1.800263288,0.071819075,0.158145225,FAM171A1,221061
ENSG00000077943,6.529053419,-0.059244676,0.914488586,-0.06478449,0.948345591,0.972797471,ITGA8,8516
ENSG00000148481,502.7581852,0.24024739,0.116612062,2.060227609,0.039376787,0.096313492,MINDY3,80013
ENSG00000165983,831.8074833,0.289589145,0.089198044,3.246586263,0.00116798,0.004407569,PTER,9317
ENSG00000165985,28.15483966,0.67674517,0.446264657,1.51646598,0.129401566,0.251651037,C1QL3,389941
ENSG00000148484,2303.600893,0.132168794,0.061721713,2.141366276,0.032244512,0.081109866,RSU1,6251
ENSG00000107611,8.606567973,0.940900166,0.793110416,1.186341961,0.235487282,0.396046792,CUBN,8029
ENSG00000107614,263.3310555,-0.094549963,0.148466553,-0.636843523,0.524226773,0.689553496,TRDMT1,1787
ENSG00000026025,25004.98474,-0.371182272,0.045944779,-8.078878126,6.54E-16,1.19E-14,VIM,7431
ENSG00000136738,489.9780433,-0.258517636,0.106098238,-2.436587461,0.014826583,0.041872489,STAM,8027
ENSG00000148483,4.97445398,-0.465501318,0.998950823,-0.465990224,0.641222498,0.780681203,TMEM236,653567
ENSG00000165995,33.90552113,0.113357014,0.396216609,0.286098594,0.774802609,0.871246388,CACNB2,783
ENSG00000241058,291.4059917,0.324364691,0.142852851,2.270621053,0.023169928,0.06147742,NSUN6,221078
ENSG00000165997,2974.663636,-0.304564687,0.063534915,-4.793658547,1.64E-06,1.04E-05,ARL5B,221079
ENSG00000180592,6.469624586,-0.120694725,0.878390519,-0.137404403,0.890711151,0.940417845,SKIDA1,387640
ENSG00000078403,1138.868167,0.233784209,0.07732221,3.023506561,0.002498636,0.008749289,MLLT10,8028
ENSG00000136770,864.6804065,-0.018736459,0.084782214,-0.220995154,0.825096206,0.901239052,DNAJC1,64215
ENSG00000148444,818.1861326,-0.495936942,0.090188282,-5.498906637,3.82E-08,3.05E-07,COMMD3,23412
ENSG00000269897,816.9064484,-0.446689355,0.092718049,-4.817717351,1.45E-06,9.34E-06,COMMD3-BMI1,100532731
ENSG00000168283,1028.808698,-0.469072054,0.085516516,-5.485163297,4.13E-08,3.28E-07,BMI1,648
ENSG00000077327,19.99677075,-0.892718944,0.504362827,-1.769993537,0.076728217,0.166599656,SPAG6,9576
ENSG00000150867,3432.016126,0.021037405,0.053774795,0.391213108,0.69563972,0.819376069,PIP4K2A,5305
ENSG00000148450,319.931738,-0.422244465,0.146236861,-2.887401048,0.003884388,0.012922873,MSRB2,22921
ENSG00000165312,344.3866584,-0.328483381,0.137101825,-2.395908163,0.016579244,0.046173217,OTUD1,220213
ENSG00000120549,542.8772708,-0.416850453,0.110093253,-3.786339679,1.53E-04,6.93E-04,KIAA1217,56243
ENSG00000107863,129.1703015,-0.032325358,0.218021327,-0.148266955,0.882132093,0.93519687,ARHGAP21,57584
ENSG00000185875,174.6380358,0.815773616,0.174148826,4.684347487,2.81E-06,1.73E-05,THNSL1,79896
ENSG00000077420,486.2320563,-0.040172778,0.119564596,-0.335992252,0.736876709,0.846969273,APBB1IP,54518
ENSG00000148459,511.5779255,0.389971277,0.107018059,3.643976339,2.68E-04,0.001160911,PDSS1,23590
ENSG00000136754,2264.966309,-0.185118863,0.061090733,-3.030228224,0.00244369,0.008578748,ABI1,10006
ENSG00000107890,421.9471114,-0.161618834,0.115732781,-1.396482768,0.162569166,0.299566827,ANKRD26,22852
ENSG00000136758,7419.891051,-0.094337079,0.047634769,-1.980424841,0.047655811,0.112867252,YME1L1,10730
ENSG00000120539,1328.345004,-0.236175182,0.071806412,-3.289054197,0.001005247,0.00384547,MASTL,84930
ENSG00000107897,859.0592976,0.086946687,0.087645358,0.992028425,0.321183659,0.49626247,ACBD5,91452
ENSG00000099246,1718.453959,-0.127091209,0.077695727,-1.635755449,0.101890779,0.20905833,RAB18,22931
ENSG00000150051,13.62432528,0.021854757,0.6394379,0.034178076,0.972735149,0.986085165,MKX,283078
ENSG00000150054,15.24466949,-0.031826036,0.592463808,-0.05371811,0.957159754,0.977695694,MPP7,143098
ENSG00000095787,5676.897857,-0.214316698,0.047895732,-4.474651298,7.65E-06,4.38E-05,WAC,51322
ENSG00000095739,16.71144186,0.517714596,0.590218656,0.877157288,0.380401212,0.556840856,BAMBI,25805
ENSG00000197321,32.14497267,0.380377126,0.422511116,0.900277204,0.367972749,0.545001143,SVIL,6840
ENSG00000165757,9.097820383,-0.816581613,0.757725993,-1.077674014,0.281179259,0.452150832,JCAD,57608
ENSG00000107951,1063.121631,0.334221972,0.083372899,4.00876036,6.10E-05,2.97E-04,MTPAP,55149
ENSG00000107968,1095.046302,-0.504724221,0.082478332,-6.119476598,9.39E-10,9.13E-09,MAP3K8,1326
ENSG00000183621,93.32898434,-0.475933983,0.231608937,-2.054903365,0.039888339,0.097363216,ZNF438,220929
ENSG00000148516,1427.498358,-0.063269388,0.068589312,-0.922437995,0.356300159,0.533295574,ZEB1,6935
ENSG00000165322,306.7313038,-0.272653393,0.133562006,-2.041399354,0.041211149,0.099912295,ARHGAP12,94134
ENSG00000170759,4944.134538,-0.345101816,0.058708172,-5.878258605,4.15E-09,3.70E-08,KIF5B,3799
ENSG00000120616,767.4243339,-0.463566749,0.089800678,-5.162174278,2.44E-07,1.75E-06,EPC1,80314
ENSG00000216937,137.3435823,0.101341089,0.195406372,0.518617117,0.60402777,0.752403865,CCDC7,79741
ENSG00000150093,1269.167481,0.052520638,0.073128764,0.718193975,0.472637692,0.645355707,ITGB1,3688
ENSG00000099250,30.39716637,0.114688174,0.419162245,0.273612844,0.784382162,0.877158078,NRP1,8829
ENSG00000148498,20.24318492,1.296081884,0.508213219,2.550271883,0.010763894,0.031595377,PARD3,56288
ENSG00000108094,1532.177011,-0.020643376,0.073083832,-0.282461601,0.777589586,0.873158528,CUL2,8453
ENSG00000095794,484.8198183,-0.312720968,0.11463371,-2.728001814,0.006371926,0.019974779,CREM,1390
ENSG00000108100,1974.385729,0.153976576,0.06381481,2.412865842,0.015827644,0.044311447,CCNY,219771
ENSG00000177283,21.20027766,0.415521433,0.523616163,0.793561129,0.427450969,0.603677592,FZD8,8325
ENSG00000198105,434.4684877,0.188693035,0.111567038,1.691297346,0.090780027,0.190620978,ZNF248,57209
ENSG00000175395,331.3303299,-0.221908388,0.128131115,-1.73188525,0.083293996,0.177932979,ZNF25,219749
ENSG00000189180,1836.315246,-0.151900057,0.07216721,-2.104834844,0.035305687,0.08778794,ZNF33A,7581
ENSG00000075407,1218.375578,0.369628655,0.095596959,3.866531525,1.10E-04,5.14E-04,ZNF37A,7587
ENSG00000196693,699.8652866,0.260284708,0.09557499,2.723355855,0.006462241,0.020219763,ZNF33B,7582
ENSG00000165733,1947.554737,0.102886236,0.066637917,1.54395938,0.122598173,0.241316734,BMS1,9790
ENSG00000165731,98.95777655,-0.635669016,0.227676036,-2.791989116,0.005238512,0.016804557,RET,5979
ENSG00000169826,1341.595131,-0.098475605,0.077797555,-1.265793062,0.20558718,0.358271191,CSGALNACT2,55454
ENSG00000198915,39.70658189,0.345721605,0.367881783,0.939762773,0.347339258,0.52413948,RASGEF1A,221002
ENSG00000169813,11137.46162,-3.53E-04,0.043491933,-0.008126644,0.993515947,0.996094061,HNRNPF,3185
ENSG00000243660,16.73855587,0.196779362,0.581447458,0.33843017,0.735039041,0.845896975,ZNF487,642819
ENSG00000196793,71.5515916,1.007340663,0.278309079,3.619503413,2.95E-04,0.001266063,ZNF239,8187
ENSG00000198298,186.4014145,0.931835235,0.183097734,5.089277815,3.59E-07,2.53E-06,ZNF485,220992
ENSG00000169740,335.4828882,-0.010154035,0.132095195,-0.076869075,0.9387277,0.967694707,ZNF32,7580
ENSG00000107562,241.2388078,-2.184491479,0.16567665,-13.18527067,1.07E-39,1.07E-37,CXCL12,6387
ENSG00000107551,382.7420972,-1.058984397,0.126718117,-8.357008627,6.43E-17,1.28E-15,RASSF4,83937
ENSG00000165507,468.0882964,0.345212215,0.111424082,3.098183148,0.001947111,0.006988103,DEPP1,11067
ENSG00000165511,59.97452705,0.051251394,0.291661203,0.175722358,0.860512069,0.922340807,C10orf25,220979
ENSG00000165512,2752.556908,0.117398669,0.059340396,1.978393762,0.047884303,0.113341603,ZNF22,7570
ENSG00000012779,429.5530295,0.091642537,0.11580203,0.791372457,0.428726678,0.604731366,ALOX5,240
ENSG00000165406,1462.454162,-0.405675512,0.069857806,-5.807160779,6.35E-09,5.56E-08,MARCHF8,220972
ENSG00000172671,536.3320891,-0.023131536,0.106720541,-0.21674868,0.828404208,0.903210992,ZFAND4,93550
ENSG00000172661,370.577035,-0.058372251,0.125947464,-0.46346508,0.64303104,0.782179224,WASHC2C,253725
ENSG00000188234,19.31411972,0.589348027,0.518191553,1.137316932,0.255405819,0.421336604,AGAP4,119016
ENSG00000265354,2367.397166,0.088688151,0.062948315,1.408904307,0.158863466,0.294493992,TIMM23,100287932
ENSG00000266412,4086.79534,0.116393127,0.051303346,2.268723903,0.023285121,0.061713586,NCOA4,8031
ENSG00000204179,22.94273408,0.363524538,0.558756353,0.650595803,0.51530744,0.682693161,PTPN20,26095
ENSG00000265763,11.04540788,-1.02650605,0.783990015,-1.309335616,0.19042069,0.337933229,ZNF488,118738
ENSG00000204172,27.1502698,-0.770647051,0.430909112,-1.788421337,0.073708056,0.161472965,AGAP9,642517
ENSG00000107643,1654.616132,-0.291234288,0.072006292,-4.044567205,5.24E-05,2.58E-04,MAPK8,5599
ENSG00000128805,86.73060031,1.644704376,0.293491037,5.603933912,2.10E-08,1.73E-07,ARHGAP22,58504
ENSG00000128815,6260.824245,-0.412280728,0.063833303,-6.458708939,1.06E-10,1.15E-09,WDFY4,57705
ENSG00000165633,7.227465736,0.346283071,0.831401968,0.416504993,0.677040515,0.805926116,VSTM4,196740
ENSG00000204161,657.8612761,0.540447314,0.108994837,4.958467117,7.11E-07,4.80E-06,TMEM273,170371
ENSG00000225830,155.0802733,-0.334784571,0.18025567,-1.85727623,0.063271864,0.142542613,ERCC6,2074
ENSG00000225830,155.0802733,-0.334784571,0.18025567,-1.85727623,0.063271864,0.142542613,ERCC6,267004
ENSG00000070748,19.42225937,-1.080763925,0.583967856,-1.850725025,0.064209122,0.144104722,CHAT,1103
ENSG00000197444,76.54854061,0.093958438,0.253164781,0.3711355,0.710536611,0.828904369,OGDHL,55753
ENSG00000227345,763.7429685,0.023883609,0.106081526,0.225143908,0.821867324,0.899696856,PARG,8505
ENSG00000204152,213.955938,-0.247888417,0.157255303,-1.576343773,0.114946599,0.229607488,TIMM23B,100652748
ENSG00000204149,60.64564802,-0.400967382,0.28809004,-1.391812716,0.163979118,0.301390949,AGAP6,414189
ENSG00000099290,272.8778204,0.116339429,0.152598478,0.762389179,0.445827763,0.620751941,WASHC2A,387680
ENSG00000188611,29.35449559,0.288704538,0.40913517,0.705645858,0.480408398,0.652226376,ASAH2,56624
ENSG00000198964,1705.431155,-0.225773238,0.065754722,-3.433566906,5.96E-04,0.002395539,SGMS1,259230
ENSG00000204147,71.05633149,0.374469775,0.267917954,1.397703174,0.162202221,0.299110126,ASAH2B,653308
ENSG00000177613,2068.436083,-0.045835451,0.062334093,-0.735319124,0.462145164,0.635477276,CSTF2T,23283
ENSG00000107984,8.821184888,0.856657504,0.790689748,1.083430645,0.27861732,0.449289716,DKK1,22943
ENSG00000122952,2766.503532,-0.504915062,0.058493836,-8.63193621,6.03E-18,1.32E-16,ZWINT,11130
ENSG00000151151,1061.269768,0.018349001,0.084652319,0.216757213,0.828397558,0.903210992,IPMK,253430
ENSG00000122873,1258.976213,0.527634892,0.081459639,6.477255479,9.34E-11,1.03E-09,CISD1,55847
ENSG00000072401,647.5785019,0.025804415,0.105575231,0.244417315,0.806907633,0.89110657,UBE2D1,7321
ENSG00000108064,3363.87835,0.224158865,0.057228639,3.916900116,8.97E-05,4.25E-04,TFAM,7019
ENSG00000122870,10.37433646,0.125864681,0.699837035,0.179848558,0.857271462,0.920694977,BICC1,80114
ENSG00000165449,232.338167,0.209663289,0.155729911,1.346326389,0.178197279,0.321465523,SLC16A9,220963
ENSG00000108091,2377.289111,-0.291610198,0.059864318,-4.871185505,1.11E-06,7.26E-06,CCDC6,8030
ENSG00000151150,39.2523269,0.686477753,0.414088571,1.657804153,0.097357003,0.201358817,ANK3,288
ENSG00000170312,4642.172901,-0.193028696,0.060304507,-3.200899999,0.001369991,0.005087705,CDK1,983
ENSG00000072422,582.7180693,-0.131774334,0.096090431,-1.371357502,0.170263538,0.310357898,RHOBTB1,9886
ENSG00000150347,1635.157934,-0.13090877,0.083615218,-1.565609379,0.117440093,0.233174119,ARID5B,84159
ENSG00000182010,100.7555905,-0.564544258,0.221716208,-2.546247123,0.010888807,0.031885589,RTKN2,219790
ENSG00000181915,1498.750848,-0.135904289,0.068005963,-1.998417259,0.045671442,0.108794494,ADO,84890
ENSG00000122877,185.9860056,-0.722631995,0.172988635,-4.177337986,2.95E-05,1.52E-04,EGR2,1959
ENSG00000148572,800.3632014,-0.381440494,0.095697262,-3.985908145,6.72E-05,3.25E-04,NRBF2,29982
ENSG00000171988,1429.385817,-0.165639093,0.087443543,-1.894240415,0.058193106,0.133085679,JMJD1C,221037
ENSG00000165476,1250.55203,-0.349106598,0.088440308,-3.947369768,7.90E-05,3.78E-04,REEP3,221035
ENSG00000108176,197.0567505,1.193381329,0.172597849,6.91423058,4.70E-12,5.97E-11,DNAJC12,56521
ENSG00000096717,939.1369047,-0.109561985,0.08229997,-1.331251834,0.183106161,0.327754862,SIRT1,23411
ENSG00000148634,768.125785,0.035795874,0.089676572,0.399166395,0.689770603,0.81533101,HERC4,26091
ENSG00000108187,49.38708132,-0.500104323,0.309930819,-1.61359985,0.106614249,0.216536844,PBLD,64081
ENSG00000096746,5286.37409,0.073021406,0.048228185,1.514081585,0.130005149,0.2525071,HNRNPH3,3189
ENSG00000204130,808.6861323,-0.002767374,0.090826659,-0.030468745,0.975693219,0.987738208,RUFY2,55680
ENSG00000138346,1543.445552,-0.25579999,0.079162702,-3.231319615,0.001232201,0.004627317,DNA2,1763
ENSG00000122912,462.316931,-0.25373128,0.121508254,-2.08818144,0.036781471,0.091023918,SLC25A16,8034
ENSG00000138336,222.1254381,0.284499143,0.154334451,1.843393625,0.06527156,0.146064927,TET1,80312
ENSG00000060339,2469.679196,-0.13515006,0.078398851,-1.723878079,0.084729855,0.180371273,CCAR1,55749
ENSG00000165730,9.697590039,0.913667639,0.738852844,1.236602994,0.216234508,0.372012973,STOX1,219736
ENSG00000107625,1670.621197,0.191924369,0.065907353,2.912032711,0.00359085,0.012074272,DDX50,79009
ENSG00000165732,14821.28782,0.588189948,0.057730065,10.18862446,2.23E-24,8.35E-23,DDX21,9188
ENSG00000198954,255.0643051,-0.771456422,0.151076847,-5.106384196,3.28E-07,2.32E-06,KIFBP,26128
ENSG00000122862,5724.057501,0.086287612,0.054889105,1.572035334,0.115942357,0.230907801,SRGN,5552
ENSG00000122958,1186.411699,0.040103665,0.077336491,0.518560702,0.604067119,0.75240623,VPS26A,9559
ENSG00000156502,1954.610342,0.622770391,0.070212607,8.86978018,7.33E-19,1.72E-17,SUPV3L1,6832
ENSG00000156515,5755.031878,0.114679539,0.050394153,2.275651654,0.022866867,0.060809825,HK1,3098
ENSG00000099282,111.4079204,-0.765496642,0.22232236,-3.443183318,5.75E-04,0.002318913,TSPAN15,23555
ENSG00000122859,904.5349122,-0.567711155,0.084570342,-6.71288709,1.91E-11,2.26E-10,NEUROG3,50674
ENSG00000171224,138.1966069,-0.693744785,0.189707413,-3.656919752,2.55E-04,0.001109108,FAM241B,219738
ENSG00000197467,8.381796679,0.445488711,0.907191264,0.491063714,0.623381385,0.76723569,COL13A1,1305
ENSG00000099284,29.11062745,-0.520818836,0.432002413,-1.205592423,0.227974682,0.386257323,MACROH2A2,55506
ENSG00000042286,937.2815941,-0.304304945,0.090803353,-3.351252283,8.04E-04,0.003135934,AIFM2,84883
ENSG00000156521,1053.179663,0.684297125,0.080103965,8.542612443,1.31E-17,2.76E-16,TYSND1,219743
ENSG00000079332,2904.422695,-0.217064721,0.062623946,-3.466161638,5.28E-04,0.002147592,SAR1A,56681
ENSG00000180817,12351.15622,0.448792493,0.048184008,9.314137792,1.23E-20,3.37E-19,PPA1,5464
ENSG00000148734,30.50858146,-0.850530069,0.404063155,-2.104943398,0.035296235,0.087775302,NPFFR1,64106
ENSG00000172731,1221.928594,0.303936145,0.081730695,3.718751504,2.00E-04,8.90E-04,LRRC20,55222
ENSG00000148730,6876.140203,-0.411314574,0.045322789,-9.075226422,1.13E-19,2.85E-18,EIF4EBP2,1979
ENSG00000107719,1565.353141,0.962093561,0.084472012,11.389495,4.72E-30,2.65E-28,PALD1,27143
ENSG00000180644,32.29131705,-0.022958092,0.466589309,-0.049204068,0.96075667,0.979524274,PRF1,5551
ENSG00000166224,484.1127122,-0.224492436,0.110535303,-2.030956897,0.042259367,0.101936961,SGPL1,8879
ENSG00000166228,800.7940218,0.196454059,0.091559726,2.145638361,0.031901842,0.080328351,PCBD1,5092
ENSG00000107731,13.58527926,1.369797642,0.627756367,2.182052964,0.029105624,0.074302553,UNC5B,219699
ENSG00000198246,142.941007,0.231347642,0.197872039,1.169178039,0.242331907,0.404678776,SLC29A3,55315
ENSG00000107736,7.828048314,0.012765222,0.797419641,0.01600816,0.987227881,0.993326172,CDH23,64072
ENSG00000107738,490.7599895,-1.378514661,0.121569248,-11.33933687,8.38E-30,4.64E-28,VSIR,64115
ENSG00000197746,7913.318669,0.258248973,0.051274002,5.036645521,4.74E-07,3.28E-06,PSAP,5660
ENSG00000122863,4.561494637,-0.572656006,1.097324363,-0.521865754,0.601763804,0.750954192,CHST3,9469
ENSG00000107742,1833.664722,-1.006024914,0.075283668,-13.36312306,9.93E-41,1.08E-38,SPOCK2,9806
ENSG00000138303,1270.392825,0.035327642,0.082972962,0.425772943,0.670273305,0.801723539,ASCC1,51008
ENSG00000166295,3898.395924,0.04994516,0.062605816,0.797771897,0.425002872,0.601234524,ANAPC16,119504
ENSG00000168209,12401.59734,0.409839078,0.04632584,8.84687846,9.00E-19,2.09E-17,DDIT4,54541
ENSG00000148719,1281.744315,9.78E-04,0.076963037,0.012704861,0.98986326,0.994705006,DNAJB12,54788
ENSG00000107745,1116.131814,-0.068953887,0.083893593,-0.821920771,0.41112199,0.588434274,MICU1,10367
ENSG00000156026,770.4559597,0.242033511,0.095916684,2.523372389,0.011623524,0.033825061,MCU,90550
ENSG00000122884,900.4373758,0.449527366,0.111855414,4.018825272,5.85E-05,2.86E-04,P4HA1,5033
ENSG00000166321,77.46201985,0.333169615,0.250462399,1.330218093,0.183446425,0.328135872,NUDT13,25961
ENSG00000122882,906.2866357,-0.23944345,0.084095903,-2.847266522,0.004409643,0.014447836,ECD,11319
