,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,name,ensembl
ENSG00000197779,337.191297759027,0.361638236353765,0.160734766417077,2.24990675268958,0.02445486520541,0.152211352175739,ZNF81,ENSG00000197779
ENSG00000108829,6529.00596636373,-0.189691450074164,0.0843382809275873,-2.24917377954422,0.0245014419837666,0.152420093319983,LRRC59,ENSG00000108829
ENSG00000147804,308.516189210124,-0.559811811239093,0.248957932601837,-2.24862009974356,0.0245366765120558,0.152558091356075,SLC39A4,ENSG00000147804
ENSG00000128463,1236.85544873209,-0.209439254081372,0.0931614875178263,-2.24813127893966,0.0245678200892894,0.152670520480438,EMC4,ENSG00000128463
ENSG00000135365,1382.92399091148,0.250034544467774,0.111249091826209,2.24751987061947,0.0246068221241604,0.152831638580931,PHF21A,ENSG00000135365
ENSG00000164211,1442.81680569323,-0.491588536605828,0.218777513894457,-2.24697926151122,0.0246413525164681,0.152964827172063,STARD4,ENSG00000164211
ENSG00000249592,198.60954489632,-0.440273500514831,0.196022078425239,-2.24604036469671,0.0247014225561991,0.153246336388005,AC139887.2,ENSG00000249592
ENSG00000258824,212.503375488902,-0.354114848124612,0.157674437983575,-2.24586085514699,0.0247129219001958,0.153246336388005,AL122035.1,ENSG00000258824
ENSG00000147874,1341.27021514168,0.360020216671703,0.160362200281102,2.24504413160094,0.0247652996024031,0.153489706814682,HAUS6,ENSG00000147874
ENSG00000204104,264.381124221806,0.597169551289194,0.266023795416532,2.2447975014948,0.0247811352502185,0.153506459957501,TRAF3IP1,ENSG00000204104
ENSG00000116871,3064.23536957553,0.230570653975511,0.102762384667642,2.24372619145841,0.0248500238520872,0.153799585910426,MAP7D1,ENSG00000116871
ENSG00000012124,11726.0145185905,0.359630636104369,0.160288031300748,2.24365246229518,0.0248547709628535,0.153799585910426,CD22,ENSG00000012124
ENSG00000284820,1483.40375389114,-0.258968549227515,0.115459397422747,-2.24294041895367,0.024900656870857,0.153962826109025,AC068946.2,ENSG00000284820
ENSG00000082458,759.680734153389,0.341885106683175,0.152434395086591,2.24283441075726,0.024907494582271,0.153962826109025,DLG3,ENSG00000082458
ENSG00000124786,424.19747499425,-0.377101305899406,0.168210844728732,-2.24183706173965,0.0249719049631435,0.154279385366905,SLC35B3,ENSG00000124786
ENSG00000149743,593.476746061424,-0.306248877457453,0.136620059489136,-2.24160989683807,0.024986595782567,0.154288599103236,TRPT1,ENSG00000149743
ENSG00000166333,2020.77029987193,-0.195809774933405,0.0873744726944518,-2.24104099166528,0.0250234198851554,0.154434400759019,ILK,ENSG00000166333
ENSG00000147251,1040.97526701997,0.321022983256999,0.143317309807505,2.23994564011966,0.025094452159073,0.15479105608834,DOCK11,ENSG00000147251
ENSG00000144040,595.228371754231,-0.351999775346858,0.157174516345356,-2.23954737403751,0.0251203224902044,0.154798992742267,SFXN5,ENSG00000144040
ENSG00000168496,5055.27423363849,-0.280709434646594,0.125343677691544,-2.23951809789232,0.0251222251032663,0.154798992742267,FEN1,ENSG00000168496
ENSG00000121104,1251.5079394124,0.43617215150959,0.194822484804032,2.23881833736145,0.0251677386382362,0.154997732846334,FAM117A,ENSG00000121104
ENSG00000162144,8885.85166824532,-0.404774336043302,0.18089957797024,-2.23756373887115,0.0252495184342899,0.15523622125096,CYB561A3,ENSG00000162144
ENSG00000109861,1568.91188127608,-0.330011437241259,0.147494343231049,-2.23745148465997,0.0252568468146794,0.15523622125096,CTSC,ENSG00000109861
ENSG00000111144,3315.31590535673,0.151898506723992,0.0678933405019052,2.23731084081405,0.0252660311761398,0.15523622125096,LTA4H,ENSG00000111144
ENSG00000168002,2222.83182407223,-0.155723049693303,0.069604855512359,-2.23724406217111,0.0252703929846338,0.15523622125096,POLR2G,ENSG00000168002
ENSG00000116212,780.369672217808,-0.261204593618611,0.116754813558568,-2.23720620724201,0.0252728658602598,0.15523622125096,LRRC42,ENSG00000116212
ENSG00000174373,112.658857263543,0.533863921897819,0.238694628724665,2.23659796933944,0.0253126277665403,0.15534591373838,RALGAPA1,ENSG00000174373
ENSG00000272391,1185.5490796773,0.187995990705191,0.0840571266857148,2.23652649237105,0.0253173039328954,0.15534591373838,POM121C,ENSG00000272391
ENSG00000187535,616.085200693151,-0.421106942969243,0.188317098909512,-2.23615882682851,0.025341369163793,0.155411995884353,IFT140,ENSG00000187535
ENSG00000125703,635.378701062833,-0.329625170928686,0.147423573136179,-2.23590545200125,0.0253579651142433,0.155432225600624,ATG4C,ENSG00000125703
ENSG00000266751,176.152075537778,-0.442685625803528,0.19800791520329,-2.23569661520366,0.0253716509114909,0.155434605610282,MIR3661,ENSG00000266751
ENSG00000148158,1034.92083439484,0.324592280052897,0.14523450962926,2.23495284200348,0.0254204448731259,0.155651953966458,SNX30,ENSG00000148158
ENSG00000135299,237.714198019266,-0.47856791003659,0.214291961293072,-2.23325180818187,0.025532343573897,0.156121928130255,ANKRD6,ENSG00000135299
ENSG00000102921,1288.61830955944,0.244327525094918,0.10940879398831,2.23316166999358,0.0255382849834111,0.156121928130255,N4BP1,ENSG00000102921
ENSG00000160325,173.772249035521,-0.647511466631914,0.289976064636449,-2.23298246165151,0.0255501009566249,0.156121928130255,CACFD1,ENSG00000160325
ENSG00000180626,266.956145083748,0.483942234053568,0.216725371798056,2.23297452457252,0.0255506243915799,0.156121928130255,ZNF594,ENSG00000180626
ENSG00000076984,2136.71139959286,0.234071372525522,0.104894639819986,2.23149031187125,0.0256486685498332,0.156611343653128,MAP2K7,ENSG00000076984
ENSG00000149292,223.297541469263,-0.439503230082766,0.196993946298502,-2.23104942228424,0.0256778554663457,0.156611343653128,TTC12,ENSG00000149292
ENSG00000146859,1011.74202628299,-0.246932421514352,0.110684029878334,-2.23096703097805,0.0256833129603936,0.156611343653128,TMEM140,ENSG00000146859
ENSG00000167476,2611.40209349563,0.409547333733409,0.18357671672586,2.23093288210942,0.0256855752315591,0.156611343653128,JSRP1,ENSG00000167476
ENSG00000118276,2913.99799579046,0.366437435238062,0.164266493840517,2.23074972059626,0.0256977121333475,0.156611343653128,B4GALT6,ENSG00000118276
ENSG00000135341,2279.20890244855,0.202662264107063,0.0908606290556681,2.23047392708339,0.0257159965024892,0.15663450092976,MAP3K7,ENSG00000135341
ENSG00000273066,576.671744777364,-0.422898736575271,0.189616178614599,-2.23028825738981,0.0257283122410077,0.15663450092976,AL355987.4,ENSG00000273066
ENSG00000105669,3589.96804177199,-0.336280920803421,0.150888113729975,-2.22867734568687,0.0258353806394833,0.157204458248266,COPE,ENSG00000105669
ENSG00000164830,328.686280452329,-0.325695071156503,0.146168790872758,-2.22821211841332,0.0258663733418031,0.157311154002256,OXR1,ENSG00000164830
ENSG00000160633,5332.28936853526,-0.170652779275307,0.0766470582135704,-2.22647526536241,0.0259823639643402,0.157934400613194,SAFB,ENSG00000160633
ENSG00000155846,1003.64490107444,0.310878048851638,0.139659891718936,2.22596512875205,0.0260165172591084,0.158059807817941,PPARGC1B,ENSG00000155846
ENSG00000264112,267.774531606752,-0.663285003637657,0.298058110068703,-2.22535465813955,0.0260574388526723,0.158226183246175,AC015813.1,ENSG00000264112
ENSG00000084070,4121.15654072166,0.291132425554687,0.130840826672276,2.22508855193878,0.0260752941198263,0.158252395102102,SMAP2,ENSG00000084070
ENSG00000172375,822.701535462061,0.272763032188216,0.122705751245972,2.22290340443329,0.0262223141725325,0.159062081143089,C2CD2L,ENSG00000172375
ENSG00000152689,7046.75514512569,0.318162732315706,0.143151335347823,2.22256209865348,0.0262453423141035,0.15911919414396,RASGRP3,ENSG00000152689
ENSG00000265688,325.231843223029,-0.754499603647586,0.339817760232088,-2.22030656411919,0.0263979646542617,0.159961539058406,MAFG-DT,ENSG00000265688
ENSG00000197694,9489.03017427472,0.217870528961754,0.0981504373766859,2.21976116240421,0.026434984573808,0.160102867711524,SPTAN1,ENSG00000197694
ENSG00000186517,4682.50742269685,0.276251440474335,0.12450731329544,2.21875673936378,0.0265032785955487,0.160392892413072,ARHGAP30,ENSG00000186517
ENSG00000111907,224.703717678036,-0.602251571140634,0.271449148083078,-2.21865338459752,0.0265103146669565,0.160392892413072,TPD52L1,ENSG00000111907
ENSG00000204568,529.569899644541,-0.295586118573739,0.133253473878429,-2.21822448579021,0.0265395300104544,0.160486583700052,MRPS18B,ENSG00000204568
ENSG00000267040,2207.35813259142,0.34578932680359,0.15591984508859,2.21773775241453,0.0265727185643291,0.160604191984717,AC027097.1,ENSG00000267040
ENSG00000117691,461.854429486995,-0.326933903117353,0.147440815076593,-2.21739077437625,0.0265963995994877,0.160664245435872,NENF,ENSG00000117691
ENSG00000173611,742.451339492952,0.288573409348809,0.130176352958005,2.21678824756984,0.026637564991889,0.16082980226766,SCAI,ENSG00000173611
ENSG00000079462,643.430186125556,-0.386996844810862,0.174593372532189,-2.21656091063544,0.0266531112312941,0.160840587084459,PAFAH1B3,ENSG00000079462
ENSG00000157593,1236.81753122438,-0.300521726610325,0.135634280623944,-2.21567678339036,0.0267136460307552,0.161122708180339,SLC35B2,ENSG00000157593
ENSG00000081026,342.957373842494,-0.414839671622151,0.187299556312366,-2.21484599210854,0.0267706371726227,0.161383175817838,MAGI3,ENSG00000081026
ENSG00000101849,1704.01331085259,0.229010380766195,0.103448406340276,2.21376422187603,0.0268450024675275,0.161748058681922,TBL1X,ENSG00000101849
ENSG00000102144,11979.3937879627,-0.228051193074846,0.103052229275045,-2.2129671010433,0.0268999138825964,0.161995411320798,PGK1,ENSG00000102144
ENSG00000249679,176.390669594063,-0.592951157690106,0.267984074449558,-2.21263580273579,0.0269227646050281,0.16204953422666,AC106897.1,ENSG00000249679
ENSG00000141446,2078.42667809916,0.197787199715588,0.0894818451012542,2.21036121340346,0.027080103408214,0.162912675624608,ESCO1,ENSG00000141446
ENSG00000177917,611.721801291814,-0.462499377844383,0.209480400860695,-2.20784080966097,0.0272553721420062,0.163882739181024,ARL6IP6,ENSG00000177917
ENSG00000213339,872.000010466383,-0.31676932887306,0.143530070524317,-2.20698929301642,0.0273148073755105,0.164155672705575,QTRT1,ENSG00000213339
ENSG00000100105,1880.4516502286,0.371327149913557,0.168272137311158,2.20670608840561,0.0273345996154395,0.164190202931589,PATZ1,ENSG00000100105
ENSG00000146243,399.888877913037,0.260375573683124,0.118022998813096,2.20614266966273,0.0273740118996876,0.164260879460196,IRAK1BP1,ENSG00000146243
ENSG00000141522,9258.24761453786,-0.19610628311137,0.0888932834071048,-2.20608661976476,0.0273779353838041,0.164260879460196,ARHGDIA,ENSG00000141522
ENSG00000174840,1871.02862527352,0.235341142821551,0.106686818397,2.20590646864925,0.0273905492197863,0.164260879460196,PDE12,ENSG00000174840
ENSG00000104899,142.305553316703,-0.815164577487588,0.369566001752686,-2.20573476353784,0.0274025763493354,0.164260879460196,AMH,ENSG00000104899
ENSG00000274712,115.72056645887,-0.772504433673276,0.350276629452445,-2.20541243325557,0.027425166363473,0.164312029534923,AC005332.4,ENSG00000274712
ENSG00000096968,1185.32314359412,0.225502499212941,0.102290290239852,2.20453474796269,0.0274867590166425,0.164596683476196,JAK2,ENSG00000096968
ENSG00000130818,149.926747228393,1.03478203656133,0.469544027639522,2.20380193474797,0.0275382764643926,0.164820744286884,ZNF426,ENSG00000130818
ENSG00000123728,1154.786783151,0.256985628075531,0.116631697957461,2.20339438228244,0.0275669638048407,0.164908004050554,RAP2C,ENSG00000123728
ENSG00000206503,2120.25535149959,-0.299390387126366,0.13590336070296,-2.2029652951757,0.0275971948058203,0.165004404135669,HLA-A,ENSG00000206503
ENSG00000163931,11475.4226194217,-0.203238110890861,0.0922702776686136,-2.20263898653026,0.027620203766324,0.165057546945072,TKT,ENSG00000163931
ENSG00000187713,1103.23277352713,-0.270642325901349,0.122900406107701,-2.20212718958942,0.0276563253655364,0.165114641920415,TMEM203,ENSG00000187713
ENSG00000140553,4394.82665976792,0.182540217601432,0.0829005571471768,2.20191786259483,0.0276711109790537,0.165114641920415,UNC45A,ENSG00000140553
ENSG00000268173,3715.00216337408,-0.34739055520157,0.157768301587255,-2.20190337163161,0.0276721347867305,0.165114641920415,AC007192.1,ENSG00000268173
ENSG00000257550,236.671649119018,0.325960580318729,0.148270225875784,2.1984223629079,0.0279190215193716,0.166502776806089,AC023509.2,ENSG00000257550
ENSG00000242588,130.390526040929,0.531610833033684,0.241882455298958,2.19780650223941,0.0279628978903646,0.166679405120077,AC108010.1,ENSG00000242588
ENSG00000167747,6674.57944119066,-0.232772086936458,0.105954450231208,-2.19690712781309,0.0280270796934761,0.166976826981163,C19orf48,ENSG00000167747
ENSG00000111859,1313.49771722325,0.27244746733184,0.124025908236991,2.19669802224904,0.0280420202150913,0.166980730664392,NEDD9,ENSG00000111859
ENSG00000082805,1046.76604935638,0.312590177251803,0.142326212999592,2.19629378639266,0.0280709221936516,0.167067723788999,ERC1,ENSG00000082805
ENSG00000170502,596.014452778925,-0.250652534048192,0.114171031944809,-2.19541270476875,0.0281340065804901,0.167357965862264,NUDT9,ENSG00000170502
ENSG00000255529,859.936267475146,-0.21551065700984,0.0981754100209127,-2.19515922534913,0.0281521780191706,0.167380879382546,POLR2M,ENSG00000255529
ENSG00000260822,1221.21898136493,0.399846092767662,0.182186661123367,2.19470564037017,0.0281847198747382,0.167489166556083,AC004656.1,ENSG00000260822
ENSG00000111642,12152.3143516774,0.158858434997723,0.0724043574247729,2.19404522942939,0.0282321581416051,0.167685821401028,CHD4,ENSG00000111642
ENSG00000092148,2680.90872367787,0.25738760179961,0.117342970727846,2.19346416920507,0.0282739534154987,0.167848776776924,HECTD1,ENSG00000092148
ENSG00000122783,1630.29443535516,-0.21330717009239,0.0972643091363499,-2.1930672410716,0.0283025348306293,0.167933162251384,CYREN,ENSG00000122783
ENSG00000198189,235.845594317929,-0.361904467253662,0.165038665166223,-2.19284654834769,0.0283184369123828,0.167942267411894,HSD17B11,ENSG00000198189
ENSG00000141556,1245.13658742359,-0.46931860812238,0.214067702847997,-2.19238400692153,0.0283517904528098,0.167952288814993,TBCD,ENSG00000141556
ENSG00000139737,1024.15899742795,-0.386452502837849,0.176282814448542,-2.19223016178164,0.0283628916170178,0.167952288814993,SLAIN1,ENSG00000139737
ENSG00000226174,238.42145512061,0.372468940038582,0.169904487091523,2.19222544627643,0.0283632319377873,0.167952288814993,TEX22,ENSG00000226174
ENSG00000196689,157.56511304165,-0.710669015975309,0.32439133345097,-2.19077682629497,0.0284679463760866,0.168487000096241,TRPV1,ENSG00000196689
ENSG00000163812,1264.41806128549,0.168984487987559,0.0771503441441468,2.19032707970596,0.0285005242726397,0.168594447481217,ZDHHC3,ENSG00000163812
ENSG00000179387,925.767531441129,-0.256483957659989,0.117139899353349,-2.18955248447255,0.0285567082283812,0.168841356844486,ELMOD2,ENSG00000179387
ENSG00000174574,2621.61568710253,0.203380260738211,0.0929095262210068,2.18901407649442,0.0285958169166434,0.168987110181317,AKIRIN1,ENSG00000174574
ENSG00000243696,309.904951925343,0.670427534720717,0.30638870622571,2.18816007606634,0.0286579441083236,0.169268675433145,AC006254.1,ENSG00000243696
ENSG00000196199,1914.70207974705,-0.154836246545577,0.0708176807530919,-2.18640662754008,0.0287858691673236,0.169828632981228,MPHOSPH8,ENSG00000196199
ENSG00000145817,1171.44975906689,-0.304134303874477,0.139106928453429,-2.18633469415074,0.0287911276412547,0.169828632981228,YIPF5,ENSG00000145817
ENSG00000139433,856.873198217273,0.382675210366403,0.175036180919858,2.18626348195757,0.0287963342089823,0.169828632981228,GLTP,ENSG00000139433
ENSG00000204237,749.145967082573,-0.360536943852039,0.164939515229415,-2.1858736722402,0.0288248489013258,0.169911073528793,OXLD1,ENSG00000204237
ENSG00000167863,2685.79152826423,-0.22677915722369,0.103775477192588,-2.18528657596852,0.028867841039886,0.170078726771788,ATP5PD,ENSG00000167863
ENSG00000059728,656.709993498323,0.270999614534265,0.12410469120519,2.18363715265367,0.0289889212544538,0.170706045613758,MXD1,ENSG00000059728
ENSG00000151292,906.550457766586,0.256645425166222,0.117601102546168,2.1823385972548,0.0290845524016754,0.171182947141583,CSNK1G3,ENSG00000151292
ENSG00000188352,1857.64595585405,-0.280637210361104,0.128638592143836,-2.18159422988175,0.0291394931176854,0.171419997510128,FOCAD,ENSG00000188352
ENSG00000118058,4850.04021882479,0.275324488201236,0.126247075004647,2.18083855163458,0.0291953600107432,0.17166225511347,KMT2A,ENSG00000118058
ENSG00000133103,769.32823203157,-0.209567804835331,0.0961411256925227,-2.17979354127356,0.0292727689188772,0.172021248364803,COG6,ENSG00000133103
ENSG00000244187,720.955453845605,-0.437411244042663,0.200697379488404,-2.17945667829677,0.0292977595776534,0.172021248364803,TMEM141,ENSG00000244187
ENSG00000125967,1330.18586118901,-0.321732509493322,0.147623071894808,-2.17941887649228,0.0293005651034582,0.172021248364803,NECAB3,ENSG00000125967
ENSG00000104852,9262.0098830155,-0.172982967513822,0.0794062184556463,-2.17845618237625,0.0293720910403972,0.172354604503616,SNRNP70,ENSG00000104852
ENSG00000179364,1402.9211456443,0.335038966789643,0.153825723838092,2.17804251740292,0.0294028714969774,0.172387745815926,PACS2,ENSG00000179364
ENSG00000145860,989.741778790877,-0.279913346517224,0.128519473952042,-2.17798391099605,0.0294072345929469,0.172387745815926,RNF145,ENSG00000145860
ENSG00000057657,228.514768430247,-0.667278558506179,0.306440610702504,-2.17751347308853,0.0294422776665103,0.17250665846809,PRDM1,ENSG00000057657
ENSG00000182963,703.611518579824,-0.27448154824094,0.126074829039714,-2.17713202811069,0.0294707179935562,0.172586784883105,GJC1,ENSG00000182963
ENSG00000138780,621.470864460842,-0.303786446159203,0.139573552938967,-2.17653301619429,0.0295154276846106,0.172762060192996,GSTCD,ENSG00000138780
ENSG00000169684,469.651048060921,-0.345205734332293,0.158620218569191,-2.17630348417223,0.0295325751951516,0.172775911639703,CHRNA5,ENSG00000169684
ENSG00000107863,1001.52820077646,0.371723065074589,0.170843612493711,2.17580897318168,0.0295695474479389,0.172905672895927,ARHGAP21,ENSG00000107863
ENSG00000271576,105.099073086304,-0.895876962065173,0.411835569257786,-2.17532682686862,0.0296056335736362,0.173030125421116,AL359504.2,ENSG00000271576
ENSG00000146828,736.134599677741,0.404860032372022,0.186137565855903,2.1750581646987,0.0296257579569123,0.173061211773287,SLC12A9,ENSG00000146828
ENSG00000183530,2013.08471459854,0.293174571035303,0.134919579765073,2.17295793201987,0.0297834836259528,0.173697942949427,PRR14L,ENSG00000183530
ENSG00000182224,938.243957029771,0.469474659350104,0.216058091929378,2.17290940208599,0.0297871367002562,0.173697942949427,CYB5D1,ENSG00000182224
ENSG00000136159,690.21767197343,0.415022676059472,0.19100342685883,2.17285460729568,0.0297912618225522,0.173697942949427,NUDT15,ENSG00000136159
ENSG00000249590,1382.99718316342,-0.241966555922316,0.111360832580656,-2.17281561492516,0.029794197588639,0.173697942949427,AC004832.3,ENSG00000249590
ENSG00000213204,376.264274356185,-0.335218796681199,0.154332221428006,-2.17205968772745,0.029851161112668,0.173943281279151,AL049697.1,ENSG00000213204
ENSG00000067113,597.738152811834,-0.274622024426392,0.126446293665291,-2.17184716503695,0.0298671927895907,0.173949983317153,PLPP1,ENSG00000067113
ENSG00000165406,191.474329645138,0.529474641945647,0.244051048774012,2.16952414097566,0.0300429136069284,0.174886263521606,MARCH8,ENSG00000165406
ENSG00000231806,652.054208709097,-0.506642380702108,0.233553883903768,-2.16927405459402,0.0300618837972941,0.174909586713077,PCAT7,ENSG00000231806
ENSG00000235288,578.625348481993,0.470381505938068,0.216927231656011,2.16838385087571,0.0301294933706056,0.175201168980642,AC099329.1,ENSG00000235288
ENSG00000133639,2291.25263364154,-0.241604096005554,0.111433614826145,-2.16814375431055,0.0301477506869393,0.175201168980642,BTG1,ENSG00000133639
ENSG00000235750,12384.5671347169,0.40414039795569,0.186409675997041,2.16802264042401,0.0301569639822955,0.175201168980642,KIAA0040,ENSG00000235750
ENSG00000082014,121.388662398995,0.554194434278816,0.255799330716835,2.16652026698342,0.030271452856339,0.175778943088796,SMARCD3,ENSG00000082014
ENSG00000213123,743.989094779469,-0.613217588006741,0.28309810393554,-2.16609570845578,0.030303874084448,0.17587983325378,TCTEX1D2,ENSG00000213123
ENSG00000105202,6633.954005237,-0.15705422144515,0.0725138704739787,-2.16585075956617,0.0303225930686393,0.175901136664677,FBL,ENSG00000105202
ENSG00000149476,4213.23989601104,-0.254189350569497,0.117390221680803,-2.16533666032821,0.0303619128190057,0.175964565188779,TKFC,ENSG00000149476
ENSG00000116127,1670.6312363916,0.24931513846238,0.115140400091444,2.16531415788354,0.0303636348691734,0.175964565188779,ALMS1,ENSG00000116127
ENSG00000265393,172.843516052153,-0.371235243735461,0.171480349533092,-2.16488504220024,0.0303964899722353,0.176067676553745,AC084125.4,ENSG00000265393
ENSG00000167315,2779.93389943232,-0.144381363328375,0.066700835851154,-2.16461100503401,0.0304174875145112,0.176081879429971,ACAA2,ENSG00000167315
ENSG00000251022,1251.83903399309,0.283285086151823,0.130889871294961,2.16430105209164,0.030441252046093,0.176081879429971,THAP9-AS1,ENSG00000251022
ENSG00000196437,253.029901739755,0.358406758074231,0.165602183377233,2.16426348231049,0.0304441336579666,0.176081879429971,ZNF569,ENSG00000196437
ENSG00000279753,1080.68010933782,-0.349661899018528,0.161602404624593,-2.16371717878087,0.0304860617624787,0.176231487720153,AC011558.1,ENSG00000279753
ENSG00000152056,380.182373088213,0.538579623275412,0.248953885300119,2.16337103004496,0.0305126539022587,0.176231487720153,AP1S3,ENSG00000152056
ENSG00000126882,456.953641199587,0.791623208932588,0.365953726048245,2.16317843646775,0.030527458118454,0.176231487720153,FAM78A,ENSG00000126882
ENSG00000116731,3466.05241734486,0.368142975169915,0.170189049479132,2.16314137893493,0.0305303073516392,0.176231487720153,PRDM2,ENSG00000116731
ENSG00000272410,1891.8998011819,0.242045998942121,0.11194360147025,2.16221379125852,0.030601701001687,0.176471468068182,AC022384.1,ENSG00000272410
ENSG00000260272,1741.73718188685,-0.26024042342495,0.120358592761725,-2.162208924627,0.0306020759495428,0.176471468068182,AC093525.2,ENSG00000260272
ENSG00000177302,2206.8829539365,-0.178346016849847,0.0824933645837319,-2.16194378480979,0.0306225095142036,0.176502225696019,TOP3A,ENSG00000177302
ENSG00000270170,1300.59416233986,-0.285778881527747,0.132233148021523,-2.16117430314245,0.0306818776184458,0.176757253564324,NCBP2-AS2,ENSG00000270170
ENSG00000177733,7497.20815627784,-0.21516235354111,0.0995771363512425,-2.16076060655289,0.030713836538595,0.176854204581102,HNRNPA0,ENSG00000177733
ENSG00000148362,617.199247616099,-0.289949520436044,0.134231635275324,-2.16006845064002,0.0307673709414219,0.177075233350212,PAXX,ENSG00000148362
ENSG00000269547,629.03409730244,-0.2632020808061,0.12191797458857,-2.15884558199325,0.0308621488452763,0.177501809271786,AC011455.2,ENSG00000269547
ENSG00000139921,1581.89398614593,-0.240740521316231,0.111523131216697,-2.15865998999307,0.0308765549574644,0.177501809271786,TMX1,ENSG00000139921
ENSG00000186174,8362.84723264293,-0.453245498893183,0.20997927914047,-2.15852488278129,0.0308870459456595,0.177501809271786,BCL9L,ENSG00000186174
ENSG00000101412,2989.09921818603,0.26546094777044,0.123049488978842,2.15735107860614,0.0309783199371265,0.177938860808389,E2F1,ENSG00000101412
ENSG00000119523,1508.80790777952,-0.310448466001291,0.143987860596709,-2.1560738850813,0.0310778963105558,0.178423148317331,ALG2,ENSG00000119523
ENSG00000168003,6401.673030555,-0.284657554491059,0.132040707418397,-2.15583178897297,0.0310968022688807,0.178444046009301,SLC3A2,ENSG00000168003
ENSG00000267740,2304.46723781393,-0.265483667302595,0.12318331230677,-2.15519182209882,0.031146826602206,0.178600042476568,AC024592.3,ENSG00000267740
ENSG00000116688,2709.33790727334,0.433553892114156,0.201176405140499,2.15509314728716,0.0311545458644641,0.178600042476568,MFN2,ENSG00000116688
ENSG00000079134,1392.15795747433,-0.276082580601263,0.128118993087854,-2.15489190124955,0.0311702942915212,0.178602730379212,THOC1,ENSG00000079134
ENSG00000187801,133.247709748014,0.515791886803557,0.239421011825955,2.15433007683765,0.0312142957950718,0.178767223688679,ZFP69B,ENSG00000187801
ENSG00000141391,450.376716366247,-0.571998197276147,0.265708637407794,-2.15272714826458,0.0313401285756924,0.179399981841953,PRELID3A,ENSG00000141391
ENSG00000109670,1508.83485691943,0.180320266999066,0.0838003309691021,2.15178466378077,0.0314143182882416,0.17973664536038,FBXW7,ENSG00000109670
ENSG00000124067,1213.54443083074,-0.424537197725098,0.197383675462952,-2.15082223354778,0.0314902335014302,0.179967879605208,SLC12A4,ENSG00000124067
ENSG00000160783,1892.78683660814,-0.20284464077405,0.0943128765364045,-2.15076295224388,0.0314949146721645,0.179967879605208,PMF1,ENSG00000160783
ENSG00000100462,4173.88153909051,-0.205246350921287,0.0954329300730615,-2.15068688307228,0.0315009223776418,0.179967879605208,PRMT5,ENSG00000100462
ENSG00000073464,725.305716227182,0.363533561814153,0.169059964447703,2.15032318859033,0.031529659417919,0.180009036501625,CLCN4,ENSG00000073464
ENSG00000102181,439.752464451755,-0.415857672202565,0.193403644955443,-2.15020597103209,0.031538926063421,0.180009036501625,CD99L2,ENSG00000102181
ENSG00000086065,1221.13189206676,-0.228252497214234,0.106173095958372,-2.14981483919171,0.0315698639331233,0.180097676678516,CHMP5,ENSG00000086065
ENSG00000258674,1805.45797084995,-0.183932544609691,0.0856312232643282,-2.14796119450407,0.0317168383287522,0.180758581091626,AC011448.1,ENSG00000258674
ENSG00000057935,3331.43229953062,0.174159431163,0.0810848370589876,2.14786682047967,0.0317243368604432,0.180758581091626,MTA3,ENSG00000057935
ENSG00000139725,1478.67577099308,-0.218051099961286,0.101524463812694,-2.14776903785058,0.0317321078278737,0.180758581091626,RHOF,ENSG00000139725
ENSG00000138079,866.212375998551,0.237502714632717,0.110604587624149,2.14731341379605,0.031768338644617,0.180876819491928,SLC3A1,ENSG00000138079
ENSG00000182858,544.96820842938,-0.268235462127457,0.124959175946385,-2.14658475534879,0.0318263546334024,0.181118918846076,ALG12,ENSG00000182858
ENSG00000067221,240.43431894522,-0.399641081904501,0.186224898744924,-2.1460131518283,0.0318719294229303,0.181290016070381,STOML1,ENSG00000067221
ENSG00000223697,280.3727667147,0.397051028925043,0.185043797471553,2.14571379506023,0.0318958198945834,0.181337664760596,AF230666.1,ENSG00000223697
ENSG00000104093,281.405279039376,-0.742929658518946,0.346346034506137,-2.14505028064868,0.0319488270675457,0.181469384231367,DMXL2,ENSG00000104093
ENSG00000261707,124.102420608193,-0.553290558667937,0.25794374658033,-2.14500473844839,0.0319524681336125,0.181469384231367,AC092134.1,ENSG00000261707
ENSG00000268400,1375.32304663997,-0.203713983126463,0.094978594738185,-2.14484098957259,0.0319655626770797,0.181469384231367,AC008763.2,ENSG00000268400
ENSG00000257824,141.726493952829,0.415129258537864,0.19367333667399,2.14345074891052,0.0320769218012921,0.181973914615268,AC068789.1,ENSG00000257824
ENSG00000152147,372.166055441499,-0.273493808805972,0.127601515901562,-2.14334294442833,0.0320855708804917,0.181973914615268,GEMIN6,ENSG00000152147
ENSG00000172932,704.569337202182,0.368095026031752,0.171760253375706,2.14307454022315,0.0321071134482641,0.181990192995188,ANKRD13D,ENSG00000172932
ENSG00000117620,760.669345026999,0.26911255691963,0.125582217790549,2.14291928948466,0.0321195797886108,0.181990192995188,SLC35A3,ENSG00000117620
ENSG00000100532,205.577179569709,0.303996470553515,0.141882591455104,2.14259175446276,0.0321458938391188,0.181997542864884,CGRRF1,ENSG00000100532
ENSG00000071859,1012.14949141167,-0.387925260243539,0.181060649112701,-2.14251557223831,0.03215201694037,0.181997542864884,FAM50A,ENSG00000071859
