,SLX.13194.A002,SLX.13194.A003,SLX.13194.A004,SLX.13194.A005,SLX.13194.A006,SLX.13194.A008,SLX.13194.A009,SLX.13194.A010,SLX.13194.A011,SLX.13194.A012
ENSG00000162413,1659.0848215743,1757.88954683757,1042.15452290914,1929.23416829366,1121.50274242204,1554.86703308117,970.095204125584,1681.62391425196,1298.11370977999,1202.26084060828
ENSG00000116273,546.53902423004,636.552011533683,332.281152231901,543.119959319497,444.652805671102,710.681639394105,325.645498705062,570.257354032998,563.34661285391,528.095883257844
ENSG00000041988,1136.33971264716,1306.05903183886,652.944082357792,1296.02322046145,1052.40764471205,1011.81792727296,528.147741597286,1057.5545949629,857.85757667834,963.494084880003
ENSG00000007923,2698.08578980054,2803.77745679618,1348.87558650782,2646.10103403054,2422.0886972761,2173.20021085909,1072.71458396962,2230.9543929076,2074.41440416849,2474.74719760724
ENSG00000171735,776.546872157986,807.397714901715,353.19395202272,722.014922223313,651.468064122777,943.560368687089,350.27414986763,706.282043985823,650.189589366242,811.806969476154
ENSG00000049245,653.251129224824,777.044417349019,411.285062552773,586.878439454243,704.111948092294,698.636187878951,425.528361753253,781.768273025578,530.874891201473,707.873205217962
ENSG00000116288,7117.98581424665,6871.98656593038,3445.96467664272,6168.65868487761,5572.73114591605,6910.07401919353,3263.29627904022,6266.10439870597,6257.98040311039,5233.20548143279
ENSG00000116285,189.630294686676,287.922708214145,121.991332113111,127.414398039408,224.676576227047,240.909030303087,143.667131781645,268.312437873979,160.09313930969,272.475003595803
ENSG00000142599,2345.50322667589,2368.42444618323,1241.98794313253,2640.9529775441,2839.00945692754,2400.0562143945,1306.68677001401,2593.43776997969,2699.68383505728,3390.48793134159
ENSG00000074800,44498.2267550883,66600.3382530527,27300.4983047035,43178.0367659,41114.873380193,47424.9501904151,29391.5586457287,60663.2747769284,38142.1904405337,51792.7228484475
ENSG00000142583,3128.53934846193,4330.11470516032,1188.54412144488,3563.7421027386,2371.32495201978,3890.68083939485,1494.13817052911,4432.01324956183,3469.18812258829,2778.12142841494
ENSG00000049239,182.420017322164,565.438571553081,224.231686646003,209.78330182246,558.401197819523,337.272642424321,387.217126611481,830.348519437301,302.817683316914,845.515217343676
ENSG00000171612,468.668028693306,433.618536467086,249.791775279226,489.06536621187,449.823187132394,439.658980303133,209.343534881826,387.894582887452,487.830981104056,502.814697357203
ENSG00000188807,1853.04128267969,2264.35599743112,1525.47256251918,1893.19777288858,2223.26402835551,2179.22293661667,1595.38929197522,2327.36749732471,1587.33857938193,2325.86910285902
ENSG00000171608,1764.35487109619,2975.49039723715,1626.55109484147,1598.47153903985,1988.71672388418,2203.31383964698,1806.10108525497,2870.71886872968,1662.09905481428,2297.77889630275
ENSG00000231789,115.364437832199,88.4581814392856,37.1783107392337,117.118285066527,137.720160741684,150.568143939429,35.5747183459312,144.245962422501,136.683293467236,154.496136059476
ENSG00000171603,5365.88841467013,8414.80131868028,4022.22849310084,6056.68845629752,7046.28986238423,6877.95281515312,4896.99680615722,8311.70646684269,6106.19398329318,8413.01686360236
ENSG00000178585,242.265319447617,329.550087714986,159.169642852344,239.384626619494,282.960876336156,596.249850000139,235.340444442314,382.662864043113,363.985345034296,320.228354741459
ENSG00000162441,896.958504145343,516.873295468767,267.219108438242,568.860241751701,552.760781679932,598.257425252665,254.4960620132,476.833803241223,690.968030511163,370.790726542742
ENSG00000173614,503.998387779417,476.980390113795,279.999152754854,325.614572767376,469.564643620963,500.890025505168,220.289602065189,425.264003204162,388.905503511747,334.273458019593
ENSG00000130939,2695.92270659119,2394.44155837125,1302.40269808378,2658.97117524664,2773.20460196564,2132.04491818232,1271.11205166808,2452.92874958886,2641.53679860989,2457.89307367348
ENSG00000054523,811.877231244097,630.481352023143,326.472041178896,805.670840127975,588.953451908975,815.075552525443,413.21403617197,764.578339679891,1042.87087446548,783.716762919886
ENSG00000142657,6926.19243635062,6609.21373283133,3780.56947329583,7011.65293453228,7392.23538561249,7371.81632727445,3415.17296120939,7026.19840794786,6917.98702460411,6806.25704858381
ENSG00000251503,455.689529437184,326.948376496183,184.729731485567,478.769253238988,322.443789313294,498.882450252642,157.349715760849,363.230765478423,515.771764851502,367.981705887115
ENSG00000175279,598.45302125453,431.016825248284,212.613464539993,660.238244386024,458.28381134178,638.40893030318,184.714883719258,406.579293045807,677.375216796189,418.544077688398
ENSG00000160049,1997.24682996994,2058.82081114573,837.673813843359,2113.27718768392,2471.91237317582,1743.57910681859,860.63453229195,2090.44537251677,2188.44300811077,2547.78173465354
ENSG00000203469,100.222855366722,102.333974606232,38.3401329498347,120.979327431357,148.530958342567,118.446939899018,43.7842687334537,106.129153699457,140.459075054728,157.305156715103
ENSG00000142655,417.475059405268,535.952511073319,218.422575592998,395.113335334326,486.485892039736,520.965778030425,272.283421186165,488.044629336236,412.315349354202,556.186089814113
ENSG00000130940,320.857342720802,378.982600872233,239.335375383817,433.723758982632,530.669151799867,419.583227777876,257.232578809041,446.938266987854,417.601443576692,665.737895383559
ENSG00000272078,166.557407120237,192.526630191386,109.211287796499,221.366428916951,286.72115376255,236.893879798035,162.822749352531,257.849000185301,198.606111502116,235.957735072654
ENSG00000120948,7248.49183454432,6217.22257586508,4550.85759892432,6433.7835939293,7027.48847525226,5775.7940015165,4066.46395861952,5728.73213455168,6147.7275807556,5477.59027847232
ENSG00000277726,3265.53461838767,2991.10066454996,2171.44571161337,2987.15977625723,3313.2744473315,2717.25310429356,1801.99631006121,2710.77774977416,2818.24337690455,2755.64926316992
ENSG00000116649,3288.60750595411,4363.93695100476,2177.25482266637,5056.67848380641,4019.26653413699,3040.47271995021,1636.43704391283,3112.87271238196,3229.04841362375,3446.66834445412
ENSG00000171824,2836.52311519918,3018.85225088385,1637.00749473688,2664.11923173308,2959.80836925045,2463.29483484906,1438.03957621437,2875.95058757402,2350.80161637295,2539.35467268666
ENSG00000226849,328.067620085315,267.976255536659,163.816931694748,266.411923173308,313.043095747308,263.996145707132,150.508423771247,272.796768311985,290.735182236937,317.419334085832
ENSG00000198793,3809.1895316719,4804.49338405532,2298.08433256888,4673.14827556657,5334.42356401832,3091.66588888961,2061.96540566609,4165.94297690686,4629.86338258354,5323.09414241285
ENSG00000120942,779.430983103791,824.742456360398,432.197862343592,916.35405458645,894.005958125196,650.454381818334,452.893529711662,720.482423706173,829.916792930894,1042.14666323755
ENSG00000132879,137.716297662187,317.408768693907,168.464220537153,262.550880808477,331.37444820098,245.927968434401,173.768816535895,316.145295879369,221.260801027072,410.117015721517
ENSG00000116670,864.512256005038,1550.6198864063,563.483772141511,1283.15307924535,980.49233893226,1440.43524368721,648.554480614283,1402.8480386893,1180.30932425022,1179.78867536327
ENSG00000177674,175.209739957651,365.974044778221,96.4312434798874,293.439219727122,148.530958342567,382.44308560615,143.667131781645,424.516614797828,295.266120141929,353.936602608981
ENSG00000215910,312.205009883387,326.081139423249,309.04470801988,316.605473916105,345.475488549957,444.677918434447,343.432857878028,466.370365552544,327.737841794366,466.297428834054
ENSG00000177000,1990.75758034188,2011.99000920728,1320.9918534534,1954.97445072587,1940.77318669765,2494.41225126321,1650.11962789204,2588.20605113535,2054.78033991352,2946.66266775255
ENSG00000011021,992.134165356907,1485.57710593624,877.175769003795,1289.5881498534,1755.57952344774,1212.57545252554,1272.480310066,1977.58972316031,1076.09775243542,2469.12915629599
ENSG00000242349,165.836379383785,245.428091640371,151.036887378137,178.894962903815,324.79396270479,216.818127272778,220.289602065189,341.556501694732,141.214231372227,404.498974410264
ENSG00000116685,1075.0523550488,1339.8812776833,621.574882671563,1451.75192917629,1243.71175877985,1320.98451616192,800.431162783451,1279.52895164416,1111.59009935785,1514.06213338286
ENSG00000083444,773.662761212181,1186.38031577395,508.878128243261,763.199374114839,433.371973391919,861.249783333535,569.195493534899,1243.65430814012,667.558184668708,755.626556363618
ENSG00000116688,3019.6641602578,2847.13931044289,1555.67993999481,3649.97204888648,3157.22293413614,2727.29098055619,1572.12889921057,2534.39408587929,3282.66451216615,2747.22220120304
ENSG00000116691,848.64964580311,1017.26908655178,569.292883194516,1145.44256823306,899.176339586488,1214.58302777806,510.36038242432,972.3523166408,901.656643093255,1179.78867536327
ENSG00000120949,1098.84627035169,221.145453598214,310.206530230481,455.602999050005,105.757802617334,990.738387121444,264.073870798643,248.88033930929,311.879559126897,126.405929503207
ENSG00000028137,653.251129224824,307.001923818697,313.691996862284,344.919784591529,313.043095747308,644.431656060757,255.86432041112,409.568846671144,297.531589094424,353.936602608981
ENSG00000048707,2046.27671604862,1603.52134785529,1015.43261206532,1810.82886910553,2391.06640850834,1455.49205808115,1043.98115761329,1727.21460703835,2135.58206588587,2115.192553687
ENSG00000116731,3423.43969267049,3802.83456481635,2308.54073246429,3716.89678321021,4261.80442813941,2955.15077171786,2248.04854778327,3886.41971293786,3694.97986152035,4362.40907818847
ENSG00000142634,1648.99043326399,1937.40762093494,1114.18749996641,1767.07038897078,1504.58100523594,2246.47670757628,1257.42946768887,1930.50425356125,1648.50624109931,1733.16574452176
ENSG00000132906,354.74564633401,472.644204749124,300.911952545673,447.880914320344,454.523533915386,436.647617424345,233.972186044393,421.527061172491,563.34661285391,500.005676701576
ENSG00000116138,597.010965781627,464.839071092716,281.160974965455,559.85114290043,634.546815704004,540.037742929419,380.375834621879,512.708446745264,694.743812098656,707.873205217962
ENSG00000116771,193.956461105384,13.8757931669468,24.3982664226221,181.468991147036,126.439328462501,204.772675757624,10.9460671833634,9.71604928234466,193.320017279626,196.631445893878
ENSG00000197312,3897.15491551896,3059.61239331176,1940.24309170376,4104.28803381487,3791.76974984015,2394.03348863692,1978.50164339294,2913.32000789073,4080.10958344461,3213.5196300371
ENSG00000215695,865.233283741489,718.939533462429,460.081595398017,917.641068708061,888.835576663904,487.84078636375,437.842687334537,612.858493194048,967.355242715628,668.546916039186
ENSG00000116786,1760.74973241393,2116.05845795938,1281.48989829296,2532.84379132884,2347.35318342651,2042.70781944492,1496.87468732495,2042.61251451138,2242.05910665316,3151.72117561331
ENSG00000237938,116.806493305101,125.749375575455,92.9457768480842,128.701412161018,112.338288113524,95.3598244949718,86.200279068987,124.066475451478,89.1084454648276,185.395363271371
ENSG00000179743,105.991077258332,114.475293627311,102.240354532893,126.127383917798,131.139675245494,166.628745959635,116.301963823236,166.667614612528,109.497666037288,143.260053436968
ENSG00000065526,5979.48301839014,6174.72795929131,3908.36991646194,6344.9796195382,6645.35028179496,4390.56707727375,4264.86142631798,6572.533645303,6675.58184668708,7640.53618330498
ENSG00000116809,688.581488310935,994.720922655496,427.550573501187,750.329232898737,608.224873719245,890.359624495158,592.455886299546,930.498565886085,696.254124733653,848.324237999303
ENSG00000142632,121.132659723808,182.98702238911,149.875065167536,194.339132363138,160.281825300048,224.848428282881,168.295782944213,159.193730549186,180.482359882151,171.350259993237
ENSG00000037637,953.919695324991,1012.06566411418,517.010883717468,1025.75025492332,1060.39823424313,881.325535858792,688.233974153976,1062.78631380724,1085.9147845629,1205.06986126391
ENSG00000055070,3874.08202795252,4291.95627395122,3002.14859219312,3862.32937895216,3787.53943773545,3877.63160025343,2959.54291470189,4014.22313042101,3563.5826622756,3679.81705887115
ENSG00000187144,1075.0523550488,1022.47250898939,834.188347211556,1077.23081978772,1027.49580676219,1005.79520151539,770.329478029202,1069.51280946425,919.025238395722,907.313671767467
ENSG00000157191,2049.16082699443,2065.7587077292,1437.1740745135,1742.61712066019,1366.86084449425,2303.69260227327,1495.50642892703,2308.68278716636,1865.23610422139,1747.21084779989
ENSG00000219481,259.569985122447,418.875506227205,414.770529184576,442.732857833903,511.397729989597,330.246129040481,470.680888884628,423.769226391494,348.882218684325,584.276296370381
ENSG00000215908,574.659105951639,769.239283692611,697.093326360632,763.199374114839,838.071831407584,667.518771464803,944.098294565096,732.440638207521,669.823653621204,839.897176032423
ENSG00000058453,344.651258023693,694.656895420272,635.516749198776,584.304411211023,701.291740022499,585.208186111248,904.418801025404,819.137693342288,518.037233803998,985.966250125018
ENSG00000159363,722.469791924143,1277.44020843204,1233.85518765832,1177.61792127332,1140.30412955401,1276.81786060636,1228.69604133255,1408.82714593998,1110.07978672285,1710.69357927674
ENSG00000117118,2183.99301371081,2416.1224851946,2126.13464539993,2414.4384921407,1914.45124471289,2105.94643989948,1756.84378292983,1962.64195503362,2269.99989040061,1713.50259993237
ENSG00000227751,516.255859299088,569.774756917751,424.065106869384,557.277114657209,547.59040021864,638.40893030318,421.423586559492,456.654316270199,538.426454376458,452.25232555592
ENSG00000179051,8769.13933071999,8733.07732444712,6994.16970781834,9308.97314160645,9261.09326653036,9919.42932272959,8209.55038752257,8778.07683239523,9500.62163044912,9651.79497273379
ENSG00000272084,281.200817215984,400.663527695588,399.666840446762,328.188601010597,285.781084405951,388.465811363727,492.573023251355,469.359919177881,369.271439256785,494.387635390322
