Id,entrezgene_id,Mutu_HL_Ratio,Mutu_Intensity,MutuSignif,U2932_HL_Ratio,U2932_Intensity,U2932Signif
KLHL6,89857,0.85219,286550000,FALSE,1.0716,66484000,FALSE
HLA-B,3106,0.83508,82528000,FALSE,NA,NA,NA
KDELR1,10945,0.83407,17361000,FALSE,NA,NA,NA
SNX3,8724,0.826,19501000,FALSE,NA,NA,NA
ARL1,400,0.82056,17221000,FALSE,1.102,147490000,FALSE
BHLHE40,8553,0.8099,94204000,FALSE,0.88489,335090000,FALSE
SLC3A2,6520,0.8076,112530000,FALSE,0.82444,299220000,FALSE
CASC4,113201,0.80452,2237900000,FALSE,NA,NA,NA
FCRLA,84824,0.8018,6083900000,FALSE,NA,NA,NA
SLC25A5,292,0.80034,1156200000,FALSE,1.1595,9719500000,FALSE
TMEM59,9528,0.78822,26155000,FALSE,NA,NA,NA
CALR,811,0.78169,28823000,FALSE,NA,NA,NA
TXN,7295,0.77555,52106000,FALSE,NA,NA,NA
B2M,567,0.77249,47021000,FALSE,1.0025,49666000,FALSE
UTS2,10911,0.76731,897680000,FALSE,0.73802,399660000,FALSE
P4HB,5034,0.75196,18052000,FALSE,0.66586,23927000,FALSE
SUSD6,9766,0.74967,24306000,FALSE,NA,NA,NA
SLC39A14,23516,0.74501,23482000,FALSE,NA,NA,NA
MYH14,79784,0.74225,40570000,FALSE,1.8215,59514000,FALSE
GGT1,2678,0.72283,621100000,FALSE,NA,NA,NA
FLOT1,10211,0.72,363990000,FALSE,0.79945,884060000,FALSE
CHCHD3,54927,0.71891,104690000,FALSE,0.81375,31992000,FALSE
IL4R,3566,0.71527,160740000,FALSE,NA,NA,NA
PTPRC,5788,0.71448,5423200,FALSE,0.83863,454920000,FALSE
HSD17B12,51144,0.71117,9576000,FALSE,1.0226,259730000,FALSE
SLC1A5,6510,0.71053,17107000,FALSE,0.82936,144950000,FALSE
PDIA3,2923,0.70962,10663000,FALSE,0.65379,175850000,FALSE
HLA-A,3105,0.70095,122790000,FALSE,NA,NA,NA
CLINT1,9685,0.67726,6166600,FALSE,0.89139,666960000,FALSE
SPTLC1,10558,0.67142,31386000,FALSE,NA,NA,NA
LMNB1,4001,0.6486,15890000,FALSE,0.52868,1480100000,FALSE
IMMT,10989,0.64718,291070000,FALSE,0.8822,387630000,FALSE
GCN1,10985,0.63447,19710000,FALSE,0.83279,556760000,FALSE
FLOT2,2319,0.63216,428670000,FALSE,0.76377,509000000,FALSE
SAFB2,9667,0.6244,258670000,FALSE,1.2197,58013000,FALSE
PDHA1,5160,0.61831,8435800,FALSE,NA,NA,NA
SLC25A3,5250,0.61797,221520000,FALSE,1.1069,283030000,FALSE
MTHFD1L,25902,0.61423,8298300,FALSE,0.43134,61134000,FALSE
HLA-C,3107,0.60508,117210000,FALSE,NA,NA,NA
KRT2,3849,0.59318,23467000000,FALSE,NA,NA,NA
DLST,1743,0.56008,17805000,FALSE,NA,NA,NA
CANX,821,0.55937,104280000,FALSE,0.81459,319830000,FALSE
SLC25A6,293,0.55474,54923000,FALSE,NA,NA,NA
RNH1,6050,0.52983,366750000,FALSE,0.48423,164980000,FALSE
UBB,7314,0.48187,1062600000,FALSE,1.1053,5160100000,FALSE
MS4A1,931,0.45986,34007000,FALSE,0.86877,951150000,FALSE
PPIA,5478,0.44184,467380000,FALSE,0.97379,3654100000,FALSE
CSTB,1476,0.38686,15806000,FALSE,1.177,519340000,FALSE
RPL26,6154,0.3255,4883000,FALSE,1.0426,53145000,FALSE
TF,7018,0.31864,19634000,FALSE,NA,NA,NA
ATP5F1C,509,0.30736,104350000,FALSE,1.2524,430170000,FALSE
LCN1,3933,0.27873,45655000,FALSE,NA,NA,NA
SLC25A11,8402,0.27024,15538000,FALSE,1.1741,87528000,FALSE
SSBP1,6742,0.24897,185310000,FALSE,1.032,259910000,FALSE
HIST1H1B,3009,0.24872,19404000,FALSE,NA,NA,NA
MSN,4478,0.24584,59613000,FALSE,0.41859,314590000,FALSE
GRN,2896,NA,NA,NA,37.66,17591000,TRUE
PRRC2B,84726,NA,NA,NA,35.468,996680000,TRUE
SLAIN1,122060,NA,NA,NA,29.85,115990000,TRUE
MAP3K4,4216,NA,NA,NA,29.059,159010000,TRUE
KCTD15,79047,NA,NA,NA,25.888,89001000,TRUE
PPP1R10,5514,NA,NA,NA,24.802,228690000,TRUE
TOX4,9878,NA,NA,NA,21.772,175810000,TRUE
CASC3,22794,NA,NA,NA,14.305,280400000,TRUE
WDR82,80335,NA,NA,NA,14.127,717670000,TRUE
HSD17B4,3295,NA,NA,NA,11.699,2326900000,TRUE
NBN,4683,NA,NA,NA,11.603,364670000,TRUE
NEK9,91754,NA,NA,NA,11.213,2632800000,TRUE
RAD50,10111,NA,NA,NA,10.11,2869600000,TRUE
MRE11,4361,NA,NA,NA,9.309,719790000,TRUE
EIF4G3,8672,NA,NA,NA,7.6938,430330000,TRUE
ATXN2,6311,NA,NA,NA,7.3136,60473000,TRUE
FAM98A,25940,NA,NA,NA,6.8107,269610000,TRUE
TDRD3,81550,NA,NA,NA,6.5139,14823000,TRUE
EIF3J,8669,NA,NA,NA,6.3828,312880000,TRUE
WDR33,55339,NA,NA,NA,6.3733,76485000,TRUE
PRRC2C,23215,NA,NA,NA,6.3137,704040000,TRUE
G3BP2,9908,NA,NA,NA,5.9535,351670000,TRUE
FAM120A,23196,NA,NA,NA,5.9303,17298000,TRUE
MOV10,4343,NA,NA,NA,5.8258,53370000,TRUE
LARP4B,23185,NA,NA,NA,5.1999,84444000,TRUE
UPF2,26019,NA,NA,NA,4.5713,126250000,TRUE
ZNF598,90850,NA,NA,NA,4.5574,170300000,TRUE
DHX36,170506,NA,NA,NA,4.5572,101350000,TRUE
EIF4B,1975,NA,NA,NA,4.2333,480350000,TRUE
SUGP2,10147,NA,NA,NA,4.1271,47166000,TRUE
FMR1,2332,NA,NA,NA,4.096,17263000,TRUE
MAGOH,4116,NA,NA,NA,4.0462,244410000,TRUE
LARP1,23367,NA,NA,NA,3.8607,40953000,FALSE
DYRK1A,1859,NA,NA,NA,3.8504,85855000,FALSE
RBM8A,9939,NA,NA,NA,3.8204,469260000,FALSE
ELP3,55140,NA,NA,NA,3.7572,286640000,FALSE
CPEB4,80315,NA,NA,NA,3.7076,25997000,FALSE
CDC73,79577,NA,NA,NA,3.6577,35807000,FALSE
ELP2,55250,NA,NA,NA,3.6023,217930000,FALSE
FIP1L1,81608,NA,NA,NA,3.5211,108320000,FALSE
TRAF1,7185,NA,NA,NA,3.4711,67785000,FALSE
ABCE1,6059,NA,NA,NA,3.4241,528900000,FALSE
EIF4G2,1982,NA,NA,NA,3.323,120350000,FALSE
TUBB6,84617,NA,NA,NA,3.308,114560000,FALSE
ANAPC5,51433,NA,NA,NA,3.0937,21571000,FALSE
U2SURP,23350,NA,NA,NA,3.0771,46438000,FALSE
FXR1,8087,NA,NA,NA,3.0214,1054400000,FALSE
DLAT,1737,NA,NA,NA,2.9977,1935600000,FALSE
HERC2,8924,NA,NA,NA,2.9789,2046900000,FALSE
RBM15,64783,NA,NA,NA,2.8801,43519000,FALSE
FUBP3,8939,NA,NA,NA,2.8422,63796000,FALSE
FXR2,9513,NA,NA,NA,2.8388,55383000,FALSE
TFG,10342,NA,NA,NA,2.7638,65113000,FALSE
RIOX1,79697,NA,NA,NA,2.572,84265000,FALSE
RBM38,55544,NA,NA,NA,2.5415,24953000,FALSE
MYO1E,4643,NA,NA,NA,2.4939,2544000000,FALSE
ANAPC7,51434,NA,NA,NA,2.4884,5175600,FALSE
PRRC2A,7916,NA,NA,NA,2.4525,109100000,FALSE
SMARCC1,6599,NA,NA,NA,2.3883,48030000,FALSE
GSPT1,2935,NA,NA,NA,2.3696,345790000,FALSE
DDX24,57062,NA,NA,NA,2.3561,58625000,FALSE
NEURL4,84461,NA,NA,NA,2.3197,88214000,FALSE
DIDO1,11083,NA,NA,NA,2.2604,10936000,FALSE
NAGK,55577,NA,NA,NA,2.2316,250600000,FALSE
FAM91A1,157769,NA,NA,NA,2.1777,27968000,FALSE
FNBP4,23360,NA,NA,NA,2.1559,25053000,FALSE
HNRNPR,10236,NA,NA,NA,2.1474,105970000,FALSE
MTREX,23517,NA,NA,NA,2.1116,59505000,FALSE
EXOSC10,5394,NA,NA,NA,2.0763,32469000,FALSE
UBR5,51366,NA,NA,NA,2.0707,115290000,FALSE
SYTL1,84958,NA,NA,NA,2.0366,8112300,FALSE
CCAR1,55749,NA,NA,NA,1.9954,47397000,FALSE
HNRNPLL,92906,NA,NA,NA,1.9953,31033000,FALSE
U2AF1,7307,NA,NA,NA,1.9931,186840000,FALSE
YTHDC2,64848,NA,NA,NA,1.9692,241190000,FALSE
RRP1B,23076,NA,NA,NA,1.9304,56627000,FALSE
RPP30,10556,NA,NA,NA,1.9115,32750000,FALSE
RBM25,58517,NA,NA,NA,1.8774,198710000,FALSE
IK,3550,NA,NA,NA,1.869,37340000,FALSE
EML2,24139,NA,NA,NA,1.8634,14932000,FALSE
SRSF3,6428,NA,NA,NA,1.8356,243440000,FALSE
GTF3C5,9328,NA,NA,NA,1.795,26496000,FALSE
MAP4K1,11184,NA,NA,NA,1.7881,20877000,FALSE
PFKL,5211,NA,NA,NA,1.7678,20363000,FALSE
ECH1,1891,NA,NA,NA,1.7557,53971000,FALSE
EIF6,3692,NA,NA,NA,1.7264,134860000,FALSE
MYO1B,4430,NA,NA,NA,1.7213,29792000,FALSE
LRCH2,57631,NA,NA,NA,1.7149,225610000,FALSE
PRKCD,5580,NA,NA,NA,1.7092,66245000,FALSE
LSG1,55341,NA,NA,NA,1.7047,92231000,FALSE
NUDT16L1,84309,NA,NA,NA,1.6924,13606000,FALSE
XRN2,22803,NA,NA,NA,1.6869,37119000,FALSE
VAV1,7409,NA,NA,NA,1.6864,347830000,FALSE
RPLP2,6181,NA,NA,NA,1.6851,44758000,FALSE
TOM1,10043,NA,NA,NA,1.6809,146710000,FALSE
FCHO1,23149,NA,NA,NA,1.6761,46815000,FALSE
ANKRD28,23243,NA,NA,NA,1.6752,61190000,FALSE
MYBBP1A,10514,NA,NA,NA,1.6747,22627000,FALSE
RPL8,6132,NA,NA,NA,1.6737,1877200000,FALSE
MARK3,4140,NA,NA,NA,1.6715,52944000,FALSE
FUBP1,8880,NA,NA,NA,1.6677,23333000,FALSE
LRCH3,84859,NA,NA,NA,1.6376,17135000000,FALSE
HNRNPA0,10949,NA,NA,NA,1.6322,38722000,FALSE
CPSF6,11052,NA,NA,NA,1.6299,172370000,FALSE
MMS19,64210,NA,NA,NA,1.6132,37646000,FALSE
UBXN7,26043,NA,NA,NA,1.6116,6704600,FALSE
CSTF1,1477,NA,NA,NA,1.6089,34111000,FALSE
RAMAC,83640,NA,NA,NA,1.6048,7570000,FALSE
XRN1,54464,NA,NA,NA,1.6032,48258000,FALSE
ZC3HAV1,56829,NA,NA,NA,1.6004,249660000,FALSE
DNMT1,1786,NA,NA,NA,1.5889,47735000,FALSE
EXOSC4,54512,NA,NA,NA,1.5718,55826000,FALSE
RPL15,6138,NA,NA,NA,1.5632,139360000,FALSE
IQSEC1,9922,NA,NA,NA,1.55,102730000,FALSE
CNOT3,4849,NA,NA,NA,1.5492,20140000,FALSE
GNB4,59345,NA,NA,NA,1.543,192540000,FALSE
SMARCD2,6603,NA,NA,NA,1.5429,13014000,FALSE
CDKN2AIP,55602,NA,NA,NA,1.535,8506800,FALSE
CSTF2,1478,NA,NA,NA,1.5276,76603000,FALSE
PHLPP1,23239,NA,NA,NA,1.5239,22905000,FALSE
RPL10A,4736,NA,NA,NA,1.5227,2100900000,FALSE
DOCK8,81704,NA,NA,NA,1.5193,49694000000,FALSE
LMAN1,3998,NA,NA,NA,1.5156,207360000,FALSE
OLA1,29789,NA,NA,NA,1.5121,78409000,FALSE
CEP170,9859,NA,NA,NA,1.5063,115020000,FALSE
LNPEP,4012,NA,NA,NA,1.5046,33293000,FALSE
GTF3C4,9329,NA,NA,NA,1.5021,23402000,FALSE
MICAL3,57553,NA,NA,NA,1.5018,37943000,FALSE
PDCD11,22984,NA,NA,NA,1.5006,28200000,FALSE
EXOSC2,23404,NA,NA,NA,1.4916,94482000,FALSE
KIF2A,3796,NA,NA,NA,1.4874,323170000,FALSE
IGF2BP1,10642,NA,NA,NA,1.4852,164190000,FALSE
RPS23,6228,NA,NA,NA,1.4663,383790000,FALSE
ZNRD2,10534,NA,NA,NA,1.4544,162310000,FALSE
GTF2F2,2963,NA,NA,NA,1.4524,76655000,FALSE
SNRPD3,6634,NA,NA,NA,1.4522,362550000,FALSE
ATP2A3,489,NA,NA,NA,1.4494,150670000,FALSE
DDX41,51428,NA,NA,NA,1.4381,73066000,FALSE
GTPBP1,9567,NA,NA,NA,1.4372,49629000,FALSE
PRKRA,8575,NA,NA,NA,1.4372,202640000,FALSE
MX2,4600,NA,NA,NA,1.4287,362230000,FALSE
MYCBP2,23077,NA,NA,NA,1.4265,386840000,FALSE
EXOSC7,23016,NA,NA,NA,1.4253,45309000,FALSE
GTF3C3,9330,NA,NA,NA,1.4195,26421000,FALSE
RPS8,6202,NA,NA,NA,1.4158,352900000,FALSE
RPL27A,6157,NA,NA,NA,1.4043,272920000,FALSE
RPS2,6187,NA,NA,NA,1.4038,680720000,FALSE
TOLLIP,54472,NA,NA,NA,1.4012,174450000,FALSE
SRRT,51593,NA,NA,NA,1.3973,23967000,FALSE
UVRAG,7405,NA,NA,NA,1.3949,19158000,FALSE
SEC16A,9919,NA,NA,NA,1.3946,95240000,FALSE
RPL10,6134,NA,NA,NA,1.394,116230000,FALSE
ARHGAP24,83478,NA,NA,NA,1.3909,97458000,FALSE
RPL18A,6142,NA,NA,NA,1.3791,481500000,FALSE
RPL27,6155,NA,NA,NA,1.3687,1235400000,FALSE
ABCF1,23,NA,NA,NA,1.3679,122990000,FALSE
VPS13C,54832,NA,NA,NA,1.3629,13000000,FALSE
TRIM25,7706,NA,NA,NA,1.362,168730000,FALSE
RPS11,6205,NA,NA,NA,1.3592,936390000,FALSE
CALM1,801,NA,NA,NA,1.3591,213690000,FALSE
PRPF4,9128,NA,NA,NA,1.3587,30975000,FALSE
ELP6,54859,NA,NA,NA,1.3536,35125000,FALSE
OR2I1P,442197,NA,NA,NA,1.3448,58054000,FALSE
ARPC3,10094,NA,NA,NA,1.3437,3164200000,FALSE
MYO5A,4644,NA,NA,NA,1.3342,8530200000,FALSE
TARS2,80222,NA,NA,NA,1.3329,494450000,FALSE
MYL6B,140465,NA,NA,NA,1.3312,418490000,FALSE
PRPF3,9129,NA,NA,NA,1.325,56005000,FALSE
THOC1,9984,NA,NA,NA,1.3248,69694000,FALSE
HSD17B8,7923,NA,NA,NA,1.3199,53394000,FALSE
HDLBP,3069,NA,NA,NA,1.3191,31829000,FALSE
RPL7A,6130,NA,NA,NA,1.3181,859450000,FALSE
MYO1C,4641,NA,NA,NA,1.3174,97905000,FALSE
BTK,695,NA,NA,NA,1.3126,77343000,FALSE
TIPRL,261726,NA,NA,NA,1.3045,25608000,FALSE
SLC25A4,291,NA,NA,NA,1.303,146030000,FALSE
DOCK6,57572,NA,NA,NA,1.3021,183240000,FALSE
DHX30,22907,NA,NA,NA,1.2965,187590000,FALSE
THOC6,79228,NA,NA,NA,1.2919,83745000,FALSE
RPL36A-HNRNPH2,100529097,NA,NA,NA,1.2917,33216000,FALSE
FBXO45,200933,NA,NA,NA,1.2906,32280000,FALSE
LRCH1,23143,NA,NA,NA,1.2862,1123400000,FALSE
SMC3,9126,NA,NA,NA,1.286,20207000,FALSE
MYO1D,4642,NA,NA,NA,1.2856,22626000000,FALSE
IRF4,3662,NA,NA,NA,1.284,22644000,FALSE
PITHD1,57095,NA,NA,NA,1.2833,55878000,FALSE
SNW1,22938,NA,NA,NA,1.2805,154600000,FALSE
CLASP2,23122,NA,NA,NA,1.2782,26691000,FALSE
ABCF2,10061,NA,NA,NA,1.2761,32765000,FALSE
PGP,283871,NA,NA,NA,1.2732,47721000,FALSE
RPL17,6139,NA,NA,NA,1.2722,223120000,FALSE
HDHD2,84064,NA,NA,NA,1.2717,51000000,FALSE
TECR,9524,NA,NA,NA,1.2678,569660000,FALSE
MSH2,4436,NA,NA,NA,1.2676,32406000,FALSE
THOC2,57187,NA,NA,NA,1.2661,52368000,FALSE
ARPC2,10109,NA,NA,NA,1.2637,13279000000,FALSE
MAGT1,84061,NA,NA,NA,1.2635,31617000,FALSE
DIP2B,57609,NA,NA,NA,1.2629,85062000,FALSE
RAB30,27314,NA,NA,NA,1.26,42843000,FALSE
BLVRB,645,NA,NA,NA,1.2501,22092000,FALSE
ARPC1B,10095,NA,NA,NA,1.2496,4081800000,FALSE
PPM1G,5496,NA,NA,NA,1.2413,56010000,FALSE
SAP30,8819,NA,NA,NA,1.2395,16420000,FALSE
PYCR3,65263,NA,NA,NA,1.237,130090000,FALSE
ARPC4-TTLL3,100526693,NA,NA,NA,1.2319,6048600000,FALSE
INPP5K,51763,NA,NA,NA,1.2307,245980000,FALSE
COBLL1,22837,NA,NA,NA,1.2297,19651000,FALSE
HCFC1,3054,NA,NA,NA,1.2289,15120000,FALSE
GRB2,2885,NA,NA,NA,1.2285,258390000,FALSE
SRSF5,6430,NA,NA,NA,1.2267,73805000,FALSE
RPL21,6144,NA,NA,NA,1.2251,94210000,FALSE
LLGL1,3996,NA,NA,NA,1.2238,19936000,FALSE
MARK2,2011,NA,NA,NA,1.2231,227450000,FALSE
TYK2,7297,NA,NA,NA,1.2212,76374000,FALSE
ITPR3,3710,NA,NA,NA,1.219,2026600000,FALSE
ARPC5,10092,NA,NA,NA,1.2185,1634900000,FALSE
ARPC1A,10552,NA,NA,NA,1.213,416370000,FALSE
MRPL19,9801,NA,NA,NA,1.2123,17053000,FALSE
NCKIPSD,51517,NA,NA,NA,1.2123,88650000,FALSE
EHBP1,23301,NA,NA,NA,1.2112,27799000,FALSE
ATP5ME,521,NA,NA,NA,1.2093,46451000,FALSE
RPS26P11,441502,NA,NA,NA,1.2092,422800000,FALSE
RPS20,6224,NA,NA,NA,1.2077,3030700000,FALSE
SYNE2,23224,NA,NA,NA,1.2036,1403100000,FALSE
ZNF318,24149,NA,NA,NA,1.202,203710000,FALSE
POLD1,5424,NA,NA,NA,1.2017,128300000,FALSE
MDN1,23195,NA,NA,NA,1.2013,32183000,FALSE
ARPC5L,81873,NA,NA,NA,1.1998,1525100000,FALSE
ZNF227,7770,NA,NA,NA,1.197,156470000,FALSE
SART3,9733,NA,NA,NA,1.195,43112000,FALSE
TCL1A,8115,NA,NA,NA,1.1931,255570000,FALSE
RAB3GAP2,25782,NA,NA,NA,1.1844,26164000,FALSE
RPL13A,23521,NA,NA,NA,1.184,163840000,FALSE
LYPLAL1,127018,NA,NA,NA,1.1834,28691000,FALSE
ACSL4,2182,NA,NA,NA,1.1827,629010000,FALSE
PDCD6IP,10015,NA,NA,NA,1.1825,594860000,FALSE
NAA15,80155,NA,NA,NA,1.1817,66583000,FALSE
AK6,102157402,NA,NA,NA,1.1779,26618000,FALSE
DST,667,NA,NA,NA,1.1776,681870000,FALSE
SPTBN2,6712,NA,NA,NA,1.1761,11229000000,FALSE
DKC1,1736,NA,NA,NA,1.1755,58442000,FALSE
IFI16,3428,NA,NA,NA,1.1708,50079000,FALSE
STK10,6793,NA,NA,NA,1.1707,34571000,FALSE
ACTR3,10096,NA,NA,NA,1.1663,3003300000,FALSE
SRP68,6730,NA,NA,NA,1.1647,49682000,FALSE
SLC25A1,6576,NA,NA,NA,1.1646,347990000,FALSE
FAM111B,374393,NA,NA,NA,1.1637,26674000,FALSE
NTPCR,84284,NA,NA,NA,1.1637,32924000,FALSE
ITPR1,3708,NA,NA,NA,1.163,4339700,FALSE
MRPS7,51081,NA,NA,NA,1.1611,7927800,FALSE
MAP4,4134,NA,NA,NA,1.1593,359970000,FALSE
CTTN,2017,NA,NA,NA,1.1585,95608000,FALSE
PRKD2,25865,NA,NA,NA,1.1578,52354000,FALSE
RPL14,9045,NA,NA,NA,1.1559,391530000,FALSE
MCTS1,28985,NA,NA,NA,1.1554,45683000,FALSE
PPP1R12C,54776,NA,NA,NA,1.1543,2248400000,FALSE
UNC45A,55898,NA,NA,NA,1.1519,487840000,FALSE
RPL30,6156,NA,NA,NA,1.1515,228030000,FALSE
RPS27L,51065,NA,NA,NA,1.1506,116870000,FALSE
ARF6,382,NA,NA,NA,1.1505,136180000,FALSE
CNOT9,9125,NA,NA,NA,1.1481,59886000,FALSE
RASA2,5922,NA,NA,NA,1.1473,42156000,FALSE
ITPRID2,6744,NA,NA,NA,1.1468,887460000,FALSE
ITPR2,3709,NA,NA,NA,1.1457,1526400000,FALSE
VPS39,23339,NA,NA,NA,1.1449,43902000,FALSE
ACTL6A,86,NA,NA,NA,1.1429,35440000,FALSE
DCTN4,51164,NA,NA,NA,1.1386,101970000,FALSE
SSH2,85464,NA,NA,NA,1.137,116090000,FALSE
DDX39A,10212,NA,NA,NA,1.135,354700000,FALSE
PMVK,10654,NA,NA,NA,1.1327,24431000,FALSE
DEF6,50619,NA,NA,NA,1.1318,26451000,FALSE
SPATA5L1,79029,NA,NA,NA,1.131,15598000,FALSE
SAMHD1,25939,NA,NA,NA,1.1288,46711000,FALSE
DNAJC9,23234,NA,NA,NA,1.1281,53811000,FALSE
GART,2618,NA,NA,NA,1.1262,838230000,FALSE
POLR2B,5431,NA,NA,NA,1.1247,75120000,FALSE
THEM6,51337,NA,NA,NA,1.1229,46023000,FALSE
RPS9,6203,NA,NA,NA,1.1223,83628000,FALSE
COPA,1314,NA,NA,NA,1.1214,2019500000,FALSE
SRPRB,58477,NA,NA,NA,1.1214,85432000,FALSE
RPL23,9349,NA,NA,NA,1.1196,1210900000,FALSE
AGPAT5,55326,NA,NA,NA,1.1164,64575000,FALSE
TWF1,5756,NA,NA,NA,1.1158,689930000,FALSE
SRP14,6727,NA,NA,NA,1.113,201620000,FALSE
ABHD14B,84836,NA,NA,NA,1.1116,228430000,FALSE
CASP3,836,NA,NA,NA,1.1111,93649000,FALSE
KANK2,25959,NA,NA,NA,1.11,37336000,FALSE
SYK,6850,NA,NA,NA,1.1094,222620000,FALSE
AZGP1,563,NA,NA,NA,1.1091,15544000,FALSE
CGN,57530,NA,NA,NA,1.1064,190210000,FALSE
DNAJA2,10294,NA,NA,NA,1.106,149920000,FALSE
ACTR10,55860,NA,NA,NA,1.1009,61807000,FALSE
NOP56,10528,NA,NA,NA,1.1004,472130000,FALSE
DNAJC7,7266,NA,NA,NA,1.0966,299680000,FALSE
ARMC8,25852,NA,NA,NA,1.0962,30869000,FALSE
WDR48,57599,NA,NA,NA,1.0943,21290000,FALSE
TMCO1,54499,NA,NA,NA,1.0933,86336000,FALSE
NASP,4678,NA,NA,NA,1.0929,44295000,FALSE
CDKN2C,1031,NA,NA,NA,1.0911,34761000,FALSE
CGGBP1,8545,NA,NA,NA,1.0903,356410000,FALSE
RPS25,6230,NA,NA,NA,1.0886,347540000,FALSE
CRKL,1399,NA,NA,NA,1.0884,178870000,FALSE
CHD1L,9557,NA,NA,NA,1.088,7993300,FALSE
LUZP1,7798,NA,NA,NA,1.0878,894650000,FALSE
AARS,16,NA,NA,NA,1.0866,370780000,FALSE
OAS2,4939,NA,NA,NA,1.0842,54063000,FALSE
CTPS2,56474,NA,NA,NA,1.084,30378000,FALSE
CNOT10,25904,NA,NA,NA,1.0821,46044000,FALSE
RPL28,6158,NA,NA,NA,1.0818,43797000,FALSE
PFKP,5214,NA,NA,NA,1.0804,255190000,FALSE
GMIP,51291,NA,NA,NA,1.078,18226000,FALSE
LRRC47,57470,NA,NA,NA,1.0777,284470000,FALSE
TAPBP,6892,NA,NA,NA,1.0773,52463000,FALSE
CYFIP2,26999,NA,NA,NA,1.0771,1236800000,FALSE
NOP58,51602,NA,NA,NA,1.0763,231030000,FALSE
ZNF8,7554,NA,NA,NA,1.0762,23398000,FALSE
RPS18,6222,NA,NA,NA,1.0756,391210000,FALSE
DAPP1,27071,NA,NA,NA,1.0756,256490000,FALSE
CYBC1,79415,NA,NA,NA,1.0732,27512000,FALSE
CTDSP2,10106,NA,NA,NA,1.0728,33775000,FALSE
PEX11B,8799,NA,NA,NA,1.0728,146530000,FALSE
CISD1,55847,NA,NA,NA,1.0725,52649000,FALSE
ASNS,440,NA,NA,NA,1.0709,99756000,FALSE
MRPL14,64928,NA,NA,NA,1.0705,67938000,FALSE
LCP1,3936,NA,NA,NA,1.07,4681000000,FALSE
RASGRP3,25780,NA,NA,NA,1.0681,20522000,FALSE
CAPN1,823,NA,NA,NA,1.068,43407000,FALSE
CD44,960,NA,NA,NA,1.0674,29441000,FALSE
ACTA1,58,NA,NA,NA,1.0669,398270000,FALSE
VPS33A,65082,NA,NA,NA,1.0648,42767000,FALSE
CNOT2,4848,NA,NA,NA,1.0648,16239000,FALSE
LRCH4,4034,NA,NA,NA,1.0617,3622000000,FALSE
KEAP1,9817,NA,NA,NA,1.0604,46810000,FALSE
CKAP4,10970,NA,NA,NA,1.0574,62651000,FALSE
NCKAP1L,3071,NA,NA,NA,1.0562,404170000,FALSE
TYW3,127253,NA,NA,NA,1.0543,26395000,FALSE
CHMP2B,25978,NA,NA,NA,1.0538,147660000,FALSE
RASA4,10156,NA,NA,NA,1.0525,34145000,FALSE
AFG3L2,10939,NA,NA,NA,1.0525,93561000,FALSE
HMGCL,3155,NA,NA,NA,1.0524,36552000,FALSE
MRPS34,65993,NA,NA,NA,1.052,37993000,FALSE
PPFIA1,8500,NA,NA,NA,1.0515,36837000,FALSE
RNF214,257160,NA,NA,NA,1.0504,12293000,FALSE
SNRPF,6636,NA,NA,NA,1.0496,84020000,FALSE
MRPS18B,28973,NA,NA,NA,1.0487,51182000,FALSE
AASDHPPT,60496,NA,NA,NA,1.0477,95905000,FALSE
PTPRK,5796,NA,NA,NA,1.0468,5355000000,FALSE
SBF1,6305,NA,NA,NA,1.0461,69986000,FALSE
TNFRSF17,608,NA,NA,NA,1.0454,43578000,FALSE
EIF2S2,8894,NA,NA,NA,1.0443,79699000,FALSE
RIC8A,60626,NA,NA,NA,1.0442,55349000,FALSE
WBP11,51729,NA,NA,NA,1.0441,16945000,FALSE
VPS35,55737,NA,NA,NA,1.044,118840000,FALSE
COASY,80347,NA,NA,NA,1.0437,19460000,FALSE
PALM2AKAP2,445815,NA,NA,NA,1.0436,18380000000,FALSE
SLAMF6,114836,NA,NA,NA,1.0435,86414000,FALSE
GPX4,2879,NA,NA,NA,1.0419,59909000,FALSE
PRNP,5621,NA,NA,NA,1.0408,37323000,FALSE
SLC12A2,6558,NA,NA,NA,1.0391,10821000,FALSE
DENND1C,79958,NA,NA,NA,1.0379,71597000,FALSE
STXBP3,6814,NA,NA,NA,1.037,198780000,FALSE
STAT1,6772,NA,NA,NA,1.0364,16401000,FALSE
CTPS1,1503,NA,NA,NA,1.036,245250000,FALSE
MYO1G,64005,NA,NA,NA,1.0352,59563000000,FALSE
NAT10,55226,NA,NA,NA,1.0345,12214000,FALSE
GNB1L,54584,NA,NA,NA,1.0335,37273000,FALSE
TAMM41,132001,NA,NA,NA,1.0307,27756000,FALSE
SLC9A3R1,9368,NA,NA,NA,1.0301,125690000,FALSE
SDHA,6389,NA,NA,NA,1.0294,33938000,FALSE
DIS3,22894,NA,NA,NA,1.0292,34158000,FALSE
ACTBL2,345651,NA,NA,NA,1.0289,747670000,FALSE
EIF5B,9669,NA,NA,NA,1.0288,40378000,FALSE
CPNE3,8895,NA,NA,NA,1.028,85674000,FALSE
ARL3,403,NA,NA,NA,1.0278,65512000,FALSE
TRIM9,114088,NA,NA,NA,1.0272,16893000,FALSE
LRRFIP1,9208,NA,NA,NA,1.0257,133860000,FALSE
