Id,entrezgene_id,Mutu_HL_Ratio,Mutu_Intensity,MutuSignif,U2932_HL_Ratio,U2932_Intensity,U2932Signif
CLIC1,1192,NA,NA,NA,1.0245,5529200000,FALSE
EHD4,30844,NA,NA,NA,1.0237,569270000,FALSE
UBE2J1,51465,NA,NA,NA,1.0231,11604000,FALSE
GSR,2936,NA,NA,NA,1.0226,69789000,FALSE
OPA1,4976,NA,NA,NA,1.021,22957000,FALSE
SNRPA1,6627,NA,NA,NA,1.0208,135050000,FALSE
PFKM,5213,NA,NA,NA,1.0205,98420000,FALSE
RHOF,54509,NA,NA,NA,1.0194,441440000,FALSE
ALYREF,10189,NA,NA,NA,1.0191,121790000,FALSE
ACO2,50,NA,NA,NA,1.0184,46867000,FALSE
LSR,51599,NA,NA,NA,1.016,324240000,FALSE
CDIPT,10423,NA,NA,NA,1.0157,24808000,FALSE
CBS,875,NA,NA,NA,1.0151,217820000,FALSE
NDUFA9,4704,NA,NA,NA,1.015,16341000,FALSE
PSMG1,8624,NA,NA,NA,1.0146,51602000,FALSE
PSMG2,56984,NA,NA,NA,1.0143,53333000,FALSE
MAP1S,55201,NA,NA,NA,1.0136,46362000,FALSE
GSN,2934,NA,NA,NA,1.0129,26054000000,FALSE
RAB8A,4218,NA,NA,NA,1.0114,29543000,FALSE
GRK6,2870,NA,NA,NA,1.0109,14364000,FALSE
RNASEH2A,10535,NA,NA,NA,1.0108,13434000,FALSE
SBDS,51119,NA,NA,NA,1.0103,182600000,FALSE
HSPE1,3336,NA,NA,NA,1.006,186830000,FALSE
PSPC1,55269,NA,NA,NA,1.0051,20457000,FALSE
KRAS,3845,NA,NA,NA,1.0027,797410000,FALSE
NUP155,9631,NA,NA,NA,1.0025,28391000,FALSE
FAT3,120114,NA,NA,NA,1.002,562100000,FALSE
NDUFB4,4710,NA,NA,NA,1.0008,65579000,FALSE
ADD3,120,NA,NA,NA,1.0006,53999000,FALSE
MCM4,4173,NA,NA,NA,0.99992,147930000,FALSE
NDUFS2,4720,NA,NA,NA,0.999,34709000,FALSE
WRNIP1,56897,NA,NA,NA,0.99862,117620000,FALSE
NAPG,8774,NA,NA,NA,0.99842,35554000,FALSE
FLNB,2317,NA,NA,NA,0.99779,7231000000,FALSE
LRPPRC,10128,NA,NA,NA,0.99755,509530000,FALSE
SPTBN1,6711,NA,NA,NA,0.99708,2.4564E+11,FALSE
MTHFD1,4522,NA,NA,NA,0.99651,1392400000,FALSE
PPP6C,5537,NA,NA,NA,0.99579,354770000,FALSE
ABI1,10006,NA,NA,NA,0.99501,27068000,FALSE
IPO4,79711,NA,NA,NA,0.99483,85724000,FALSE
ARL15,54622,NA,NA,NA,0.99448,15409000,FALSE
TRAPPC2L,51693,NA,NA,NA,0.99399,24798000,FALSE
RPL7,6129,NA,NA,NA,0.9937,902860000,FALSE
PDLIM3,27295,NA,NA,NA,0.99254,164020000,FALSE
RAP1GDS1,5910,NA,NA,NA,0.99247,81075000,FALSE
RPA1,6117,NA,NA,NA,0.99158,21631000,FALSE
PDZRN3,23024,NA,NA,NA,0.99146,578010000,FALSE
HAX1,10456,NA,NA,NA,0.9912,23840000,FALSE
ANKRD13A,88455,NA,NA,NA,0.99088,253520000,FALSE
RPL31,6160,NA,NA,NA,0.99012,97654000,FALSE
FBXO46,23403,NA,NA,NA,0.98935,137330000,FALSE
SFXN1,94081,NA,NA,NA,0.98856,38040000,FALSE
SRGAP2,23380,NA,NA,NA,0.98828,477680000,FALSE
CLIC4,25932,NA,NA,NA,0.98789,3697500000,FALSE
RHEB,6009,NA,NA,NA,0.98744,35837000,FALSE
SNRPD1,6632,NA,NA,NA,0.98643,175100000,FALSE
EHD1,10938,NA,NA,NA,0.98574,22843000000,FALSE
EPB41L2,2037,NA,NA,NA,0.98253,174570000,FALSE
RAB35,11021,NA,NA,NA,0.98121,410420000,FALSE
SNX29P2,440352,NA,NA,NA,0.98084,25975000,FALSE
RAVER1,125950,NA,NA,NA,0.98052,22532000,FALSE
RAP2C,57826,NA,NA,NA,0.97974,785660000,FALSE
MPP6,51678,NA,NA,NA,0.97876,101510000,FALSE
UBA1,7317,NA,NA,NA,0.97867,290740000,FALSE
CYB5R3,1727,NA,NA,NA,0.97788,163860000,FALSE
RPL4,6124,NA,NA,NA,0.97773,273800000,FALSE
AP5M1,55745,NA,NA,NA,0.97722,29010000,FALSE
RPL32,6161,NA,NA,NA,0.97575,40326000,FALSE
DNAJC2,27000,NA,NA,NA,0.97522,43531000,FALSE
RAB18,22931,NA,NA,NA,0.97416,67344000,FALSE
NOSIP,51070,NA,NA,NA,0.97333,88612000,FALSE
MPRIP,23164,NA,NA,NA,0.97254,907500000,FALSE
MELTF,4241,NA,NA,NA,0.97131,283360000,FALSE
KCNN1,3780,NA,NA,NA,0.97079,66897000,FALSE
RAP1A,5906,NA,NA,NA,0.9706,2090700000,FALSE
HADHA,3030,NA,NA,NA,0.97018,224060000,FALSE
SLC25A22,79751,NA,NA,NA,0.97002,127110000,FALSE
STK24,8428,NA,NA,NA,0.96996,170500000,FALSE
SNTB2,6645,NA,NA,NA,0.96971,189150000,FALSE
CTNNA1,1495,NA,NA,NA,0.96936,99320000,FALSE
GCSAM,257144,NA,NA,NA,0.96886,302590000,FALSE
PLEC,5339,NA,NA,NA,0.9679,27528000000,FALSE
PTPN11,5781,NA,NA,NA,0.96761,35876000,FALSE
DNAJC13,23317,NA,NA,NA,0.96618,229130000,FALSE
PPIL3,53938,NA,NA,NA,0.96565,19582000,FALSE
RAB7A,7879,NA,NA,NA,0.96494,800160000,FALSE
SLIRP,81892,NA,NA,NA,0.96472,200490000,FALSE
LPXN,9404,NA,NA,NA,0.96453,30071000,FALSE
NRAS,4893,NA,NA,NA,0.96334,99010000,FALSE
RPS6KA1,6195,NA,NA,NA,0.96305,42931000,FALSE
HUWE1,10075,NA,NA,NA,0.96283,265220000,FALSE
ABLIM1,3983,NA,NA,NA,0.96252,997320000,FALSE
POLD2,5425,NA,NA,NA,0.96205,29138000,FALSE
FLNA,2316,NA,NA,NA,0.96122,44296000000,FALSE
TTC37,9652,NA,NA,NA,0.96074,28157000,FALSE
TJP2,9414,NA,NA,NA,0.96064,14437000000,FALSE
SNTB1,6641,NA,NA,NA,0.95705,182730000,FALSE
TRADD,8717,NA,NA,NA,0.95486,33734000,FALSE
MME,4311,NA,NA,NA,0.95449,246460000,FALSE
LRRK1,79705,NA,NA,NA,0.95438,47603000,FALSE
RAC1,5879,NA,NA,NA,0.95264,270320000,FALSE
GLRB,2743,NA,NA,NA,0.95182,1158900000,FALSE
ANXA2,302,NA,NA,NA,0.9517,383140000,FALSE
RPS15A,6210,NA,NA,NA,0.95096,617970000,FALSE
CD55,1604,NA,NA,NA,0.94882,161240000,FALSE
TBC1D10A,83874,NA,NA,NA,0.94879,11585000,FALSE
KPNA1,3836,NA,NA,NA,0.94826,20019000,FALSE
ITPA,3704,NA,NA,NA,0.94738,49833000,FALSE
TXNL1,9352,NA,NA,NA,0.94661,1858400000,FALSE
SCRIB,23513,NA,NA,NA,0.94615,1381500000,FALSE
PPA1,5464,NA,NA,NA,0.94611,218130000,FALSE
SIPA1L3,23094,NA,NA,NA,0.94549,445870000,FALSE
CNN2,1265,NA,NA,NA,0.94533,1110600000,FALSE
SPECC1L,23384,NA,NA,NA,0.94518,27711000000,FALSE
ACADVL,37,NA,NA,NA,0.94482,23530000,FALSE
ACSL3,2181,NA,NA,NA,0.9447,136120000,FALSE
RHOC,389,NA,NA,NA,0.94357,1312600000,FALSE
ELMO1,9844,NA,NA,NA,0.9433,386900000,FALSE
REL,5966,NA,NA,NA,0.94262,132900000,FALSE
PPP1R16B,26051,NA,NA,NA,0.94253,78909000,FALSE
SDCBP,6386,NA,NA,NA,0.94158,17447000,FALSE
COBL,23242,NA,NA,NA,0.94079,20901000,FALSE
SIPA1L1,26037,NA,NA,NA,0.94026,512680000,FALSE
KANK1,23189,NA,NA,NA,0.93898,195480000,FALSE
AKR1B1,231,NA,NA,NA,0.93866,120990000,FALSE
LIN7C,55327,NA,NA,NA,0.93795,33311000,FALSE
MRPS11,64963,NA,NA,NA,0.93752,65818000,FALSE
YARS,8565,NA,NA,NA,0.93669,352590000,FALSE
ANP32E,81611,NA,NA,NA,0.93643,97198000,FALSE
NARS,4677,NA,NA,NA,0.93617,928880000,FALSE
TRAPPC5,126003,NA,NA,NA,0.93517,44917000,FALSE
CRYZ,1429,NA,NA,NA,0.93423,62908000,FALSE
PLEKHF2,79666,NA,NA,NA,0.93339,113120000,FALSE
THOC5,8563,NA,NA,NA,0.93146,28891000,FALSE
FBL,2091,NA,NA,NA,0.93144,288670000,FALSE
SARS,6301,NA,NA,NA,0.92974,168400000,FALSE
PRDX2,7001,NA,NA,NA,0.9267,1588900000,FALSE
RABGAP1L,9910,NA,NA,NA,0.92626,140060000,FALSE
PSME2,5721,NA,NA,NA,0.92547,187200000,FALSE
MACF1,23499,NA,NA,NA,0.92463,68937000,FALSE
NUDT5,11164,NA,NA,NA,0.92436,75871000,FALSE
RPL35A,6165,NA,NA,NA,0.92292,136520000,FALSE
SEMA7A,8482,NA,NA,NA,0.92282,122780000,FALSE
TRAF3,7187,NA,NA,NA,0.92255,56196000,FALSE
NFKB2,4791,NA,NA,NA,0.92224,22759000,FALSE
FERMT3,83706,NA,NA,NA,0.92194,339630000,FALSE
TUBGCP3,10426,NA,NA,NA,0.92145,33250000,FALSE
EIF2B5,8893,NA,NA,NA,0.92092,59796000,FALSE
JUP,3728,NA,NA,NA,0.92043,192710000,FALSE
GLOD4,51031,NA,NA,NA,0.91895,6547600000,FALSE
NES,10763,NA,NA,NA,0.9186,74777000,FALSE
CARHSP1,23589,NA,NA,NA,0.91797,77264000,FALSE
STX17,55014,NA,NA,NA,0.91783,32317000,FALSE
JAK2,3717,NA,NA,NA,0.91682,12391000,FALSE
SPCS3,60559,NA,NA,NA,0.91644,49471000,FALSE
DTX1,1840,NA,NA,NA,0.91634,535030000,FALSE
PPIH,10465,NA,NA,NA,0.91603,35156000,FALSE
OTUB1,55611,NA,NA,NA,0.9159,105150000,FALSE
NME1-NME2,654364,NA,NA,NA,0.91549,662490000,FALSE
USO1,8615,NA,NA,NA,0.91546,37860000,FALSE
DIABLO,56616,NA,NA,NA,0.91456,50494000,FALSE
PPP1R2B,153743,NA,NA,NA,0.91399,107140000,FALSE
TRAPPC11,60684,NA,NA,NA,0.91335,15689000,FALSE
PPAT,5471,NA,NA,NA,0.91214,23762000,FALSE
MYH11,4629,NA,NA,NA,0.91161,1538900000,FALSE
POLR2C,5432,NA,NA,NA,0.91158,29143000,FALSE
DSG2,1829,NA,NA,NA,0.91076,435670000,FALSE
TUBGCP6,85378,NA,NA,NA,0.91034,58030000,FALSE
LGALS1,3956,NA,NA,NA,0.90917,28033000,FALSE
GNA13,10672,NA,NA,NA,0.90854,126540000,FALSE
GRHPR,9380,NA,NA,NA,0.90832,107380000,FALSE
RAB2B,84932,NA,NA,NA,0.90761,53502000,FALSE
NCAPG,64151,NA,NA,NA,0.90684,34919000,FALSE
CTNNB1,1499,NA,NA,NA,0.90629,30199000,FALSE
UBE2M,9040,NA,NA,NA,0.90568,132440000,FALSE
GFPT1,2673,NA,NA,NA,0.90525,105660000,FALSE
MDH1,4190,NA,NA,NA,0.9049,124960000,FALSE
PRKCA,5578,NA,NA,NA,0.90359,50966000,FALSE
AP1B1,162,NA,NA,NA,0.90286,877510000,FALSE
FYN,2534,NA,NA,NA,0.90128,429690000,FALSE
AP3D1,8943,NA,NA,NA,0.90064,37358000,FALSE
PDCD10,11235,NA,NA,NA,0.9001,2097800000,FALSE
ACAP2,23527,NA,NA,NA,0.89975,33930000,FALSE
EPB41,2035,NA,NA,NA,0.89908,170590000,FALSE
NDUFS1,4719,NA,NA,NA,0.89902,23448000,FALSE
UCHL1,7345,NA,NA,NA,0.89887,580640000,FALSE
CHMP4B,128866,NA,NA,NA,0.89821,159400000,FALSE
CDC37,11140,NA,NA,NA,0.89778,42120000,FALSE
IQGAP1,8826,NA,NA,NA,0.89767,24741000000,FALSE
LZTS2,84445,NA,NA,NA,0.89712,38544000,FALSE
PSMF1,9491,NA,NA,NA,0.89476,22869000,FALSE
SF3A3,10946,NA,NA,NA,0.89449,44941000,FALSE
TCEA1,6917,NA,NA,NA,0.89431,29740000,FALSE
SH2D3C,10044,NA,NA,NA,0.89302,121830000,FALSE
LRRC59,55379,NA,NA,NA,0.89051,46813000,FALSE
TUBA1C,84790,NA,NA,NA,0.88919,7629900000,FALSE
HSPA4,3308,NA,NA,NA,0.88869,103010000,FALSE
CD37,951,NA,NA,NA,0.88681,59152000,FALSE
CSK,1445,NA,NA,NA,0.88663,450650000,FALSE
TXNDC17,84817,NA,NA,NA,0.88612,62472000,FALSE
TTC7A,57217,NA,NA,NA,0.88587,210750000,FALSE
TMX1,81542,NA,NA,NA,0.8857,27308000,FALSE
AP1G2,8906,NA,NA,NA,0.88529,56100000,FALSE
PALD1,27143,NA,NA,NA,0.88527,42914000,FALSE
NUAK2,81788,NA,NA,NA,0.88495,708440000,FALSE
PAG1,55824,NA,NA,NA,0.8842,227570000,FALSE
PSMD9,5715,NA,NA,NA,0.88328,85655000,FALSE
TBCB,1155,NA,NA,NA,0.88063,30800000,FALSE
CUL5,8065,NA,NA,NA,0.88054,37960000,FALSE
RALB,5899,NA,NA,NA,0.87977,414310000,FALSE
COMMD3,23412,NA,NA,NA,0.87976,31677000,FALSE
SFN,2810,NA,NA,NA,0.87918,555470000,FALSE
GYS1,2997,NA,NA,NA,0.87901,109280000,FALSE
SLC7A5,8140,NA,NA,NA,0.87812,39847000,FALSE
SNU13,4809,NA,NA,NA,0.87796,50228000,FALSE
NSF,4905,NA,NA,NA,0.87541,259760000,FALSE
RAB5C,5878,NA,NA,NA,0.87471,325540000,FALSE
TLN1,7094,NA,NA,NA,0.87427,291430000,FALSE
MTA2,9219,NA,NA,NA,0.87349,23877000,FALSE
TUBGCP4,27229,NA,NA,NA,0.87297,42474000,FALSE
EIF2A,83939,NA,NA,NA,0.87203,39914000,FALSE
ATP6V1E1,529,NA,NA,NA,0.87143,48873000,FALSE
SMPDL3B,27293,NA,NA,NA,0.87138,132020000,FALSE
CAMK2D,817,NA,NA,NA,0.86986,213340000,FALSE
LRMP,4033,NA,NA,NA,0.8694,49831000,FALSE
ARF3,377,NA,NA,NA,0.86869,140170000,FALSE
ELOB,6923,NA,NA,NA,0.86843,109330000,FALSE
RNF213,57674,NA,NA,NA,0.8676,11868000,FALSE
PPP1CB,5500,NA,NA,NA,0.86657,3772500000,FALSE
ATG7,10533,NA,NA,NA,0.86656,121500000,FALSE
NCAPD2,9918,NA,NA,NA,0.8657,30911000,FALSE
CTDSP1,58190,NA,NA,NA,0.86513,50929000,FALSE
ATIC,471,NA,NA,NA,0.86258,550110000,FALSE
CDK4,1019,NA,NA,NA,0.86184,59323000,FALSE
PSME1,5720,NA,NA,NA,0.86179,73295000,FALSE
LDHB,3945,NA,NA,NA,0.86139,2590100000,FALSE
ANP32B,10541,NA,NA,NA,0.86135,137720000,FALSE
TELO2,9894,NA,NA,NA,0.86128,110210000,FALSE
CD2AP,23607,NA,NA,NA,0.86093,503280000,FALSE
IKBKB,3551,NA,NA,NA,0.85989,17311000,FALSE
MRPS24,64951,NA,NA,NA,0.85931,16508000,FALSE
FAM126B,285172,NA,NA,NA,0.85898,30329000,FALSE
ENAH,55740,NA,NA,NA,0.85847,5639200,FALSE
RGS13,6003,NA,NA,NA,0.8574,130370000,FALSE
SPIRE1,56907,NA,NA,NA,0.85731,9698000,FALSE
WDR1,9948,NA,NA,NA,0.85699,287770000,FALSE
RANGAP1,5905,NA,NA,NA,0.85656,32409000,FALSE
NIP7,51388,NA,NA,NA,0.85605,51616000,FALSE
STX11,8676,NA,NA,NA,0.85524,58201000,FALSE
FHOD1,29109,NA,NA,NA,0.8551,54381000,FALSE
EXOC2,55770,NA,NA,NA,0.85278,30009000,FALSE
VPS29,51699,NA,NA,NA,0.85264,182610000,FALSE
SCAMP2,10066,NA,NA,NA,0.85238,33807000,FALSE
NAA50,80218,NA,NA,NA,0.85211,15177000,FALSE
SRSF7,6432,NA,NA,NA,0.852,57851000,FALSE
AP1G1,164,NA,NA,NA,0.85088,112540000,FALSE
CDK2,1017,NA,NA,NA,0.85044,24659000,FALSE
SUGT1,10910,NA,NA,NA,0.85015,83592000,FALSE
DNM1L,10059,NA,NA,NA,0.85009,114940000,FALSE
UBE2I,7329,NA,NA,NA,0.84944,56823000,FALSE
DYNC1H1,1778,NA,NA,NA,0.84875,2490600000,FALSE
TXNDC5,81567,NA,NA,NA,0.84846,7361200,FALSE
ANXA6,309,NA,NA,NA,0.84839,82554000,FALSE
RPL13,6137,NA,NA,NA,0.84751,199560000,FALSE
RRAS2,22800,NA,NA,NA,0.84741,3507800000,FALSE
ARHGAP25,9938,NA,NA,NA,0.84738,242790000,FALSE
MGST1,4257,NA,NA,NA,0.84667,70881000,FALSE
GABARAPL2,11345,NA,NA,NA,0.84629,30629000,FALSE
PIK3C3,5289,NA,NA,NA,0.84627,20547000,FALSE
WASF2,10163,NA,NA,NA,0.84621,80499000,FALSE
C2orf88,84281,NA,NA,NA,0.8451,12903000,FALSE
ACP1,52,NA,NA,NA,0.84428,226390000,FALSE
SAR1B,51128,NA,NA,NA,0.84407,44399000,FALSE
VAPA,9218,NA,NA,NA,0.84374,509350000,FALSE
FARSB,10056,NA,NA,NA,0.84264,439810000,FALSE
RASA3,22821,NA,NA,NA,0.8415,181600000,FALSE
KATNAL2,83473,NA,NA,NA,0.84034,319930000,FALSE
ALPL,249,NA,NA,NA,0.8402,55130000,FALSE
AP2A1,160,NA,NA,NA,0.83995,1174800000,FALSE
SKP1,6500,NA,NA,NA,0.83797,161930000,FALSE
ANP32A,8125,NA,NA,NA,0.83732,42960000,FALSE
ATP6V1A,523,NA,NA,NA,0.83697,110290000,FALSE
STUB1,10273,NA,NA,NA,0.83621,64745000,FALSE
ADD1,118,NA,NA,NA,0.83618,80174000,FALSE
RECQL,5965,NA,NA,NA,0.83613,107200000,FALSE
SRM,6723,NA,NA,NA,0.83612,42663000,FALSE
CUL1,8454,NA,NA,NA,0.83505,44704000,FALSE
SYPL1,6856,NA,NA,NA,0.83484,80051000,FALSE
RAB27A,5873,NA,NA,NA,0.83467,55040000,FALSE
AP2A2,161,NA,NA,NA,0.83254,131140000,FALSE
EFR3A,23167,NA,NA,NA,0.83096,244110000,FALSE
GAPVD1,26130,NA,NA,NA,0.83047,56676000,FALSE
FRYL,285527,NA,NA,NA,0.82996,102340000,FALSE
VWA8,23078,NA,NA,NA,0.82992,21759000,FALSE
UBE2V1,7335,NA,NA,NA,0.82929,44544000,FALSE
PFN1,5216,NA,NA,NA,0.82909,605630000,FALSE
PRDX6,9588,NA,NA,NA,0.82899,599450000,FALSE
RAB11A,8766,NA,NA,NA,0.82893,333850000,FALSE
PGD,5226,NA,NA,NA,0.82868,249690000,FALSE
RELCH,57614,NA,NA,NA,0.82853,47769000,FALSE
DDT,1652,NA,NA,NA,0.8273,13284000,FALSE
VPS45,11311,NA,NA,NA,0.82684,19115000,FALSE
OSBPL11,114885,NA,NA,NA,0.82635,29471000,FALSE
CARS,833,NA,NA,NA,0.82429,83392000,FALSE
ABR,29,NA,NA,NA,0.82263,59618000,FALSE
KLC1,3831,NA,NA,NA,0.82251,22195000,FALSE
SNAP23,8773,NA,NA,NA,0.82216,409170000,FALSE
PPP1R12B,4660,NA,NA,NA,0.82193,683960000,FALSE
PRKAR2A,5576,NA,NA,NA,0.82174,1120800000,FALSE
N4BP3,23138,NA,NA,NA,0.82106,175100000,FALSE
ITPKB,3707,NA,NA,NA,0.81989,565630000,FALSE
ARHGAP45,23526,NA,NA,NA,0.81863,80258000,FALSE
PFAS,5198,NA,NA,NA,0.81821,55732000,FALSE
KDSR,2531,NA,NA,NA,0.81799,75668000,FALSE
MAPRE2,10982,NA,NA,NA,0.81775,98821000,FALSE
SHMT2,6472,NA,NA,NA,0.8162,193920000,FALSE
LGALS8,3964,NA,NA,NA,0.81501,48264000,FALSE
REPS1,85021,NA,NA,NA,0.81499,55076000,FALSE
ABI3,51225,NA,NA,NA,0.81467,77019000,FALSE
YES1,7525,NA,NA,NA,0.81397,84412000,FALSE
SWAP70,23075,NA,NA,NA,0.81279,4644200000,FALSE
GANAB,23193,NA,NA,NA,0.812,155150000,FALSE
RRAGA,10670,NA,NA,NA,0.8119,30694000,FALSE
LRBA,987,NA,NA,NA,0.81066,43765000,FALSE
CIB1,10519,NA,NA,NA,0.81049,12267000,FALSE
ITGB1BP1,9270,NA,NA,NA,0.80966,20366000,FALSE
LIMD2,80774,NA,NA,NA,0.80959,81717000,FALSE
SPECC1,92521,NA,NA,NA,0.80886,1770500000,FALSE
STX4,6810,NA,NA,NA,0.80851,135840000,FALSE
ZDHHC5,25921,NA,NA,NA,0.80695,15206000,FALSE
CD48,962,NA,NA,NA,0.8068,2188000000,FALSE
DNM2,1785,NA,NA,NA,0.80588,149300000,FALSE
LYN,4067,NA,NA,NA,0.80556,2677700000,FALSE
AIP,9049,NA,NA,NA,0.80522,25483000,FALSE
RFTN1,23180,NA,NA,NA,0.80501,25970000000,FALSE
SLC30A7,148867,NA,NA,NA,0.80499,13387000,FALSE
PPA2,27068,NA,NA,NA,0.80493,19981000,FALSE
WARS,7453,NA,NA,NA,0.80451,54526000,FALSE
PPP1CA,5499,NA,NA,NA,0.8045,15148000000,FALSE
ABCF3,55324,NA,NA,NA,0.80427,31858000,FALSE
VPS4B,9525,NA,NA,NA,0.80216,139530000,FALSE
COMMD8,54951,NA,NA,NA,0.8018,38713000,FALSE
LMO7,4008,NA,NA,NA,0.79949,30615000000,FALSE
VCP,7415,NA,NA,NA,0.79939,1230700000,FALSE
UBR4,23352,NA,NA,NA,0.79884,476310000,FALSE
EFHD2,79180,NA,NA,NA,0.79807,24051000000,FALSE
PIK3R4,30849,NA,NA,NA,0.79737,63624000,FALSE
EEPD1,80820,NA,NA,NA,0.79686,391760000,FALSE
APRT,353,NA,NA,NA,0.79607,202170000,FALSE
PRDX3,10935,NA,NA,NA,0.7926,48765000,FALSE
CAPN7,23473,NA,NA,NA,0.79126,8455300,FALSE
PRPSAP2,5636,NA,NA,NA,0.79029,12118000,FALSE
ESD,2098,NA,NA,NA,0.78847,143650000,FALSE
STXBP6,29091,NA,NA,NA,0.78803,19413000,FALSE
LARS,51520,NA,NA,NA,0.78745,265250000,FALSE
TMOD2,29767,NA,NA,NA,0.78541,118690000,FALSE
FMNL1,752,NA,NA,NA,0.7842,227970000,FALSE
PPP3CA,5530,NA,NA,NA,0.7841,142280000,FALSE
TTLL12,23170,NA,NA,NA,0.78365,62982000,FALSE
TPRN,286262,NA,NA,NA,0.78155,59842000,FALSE
WAS,7454,NA,NA,NA,0.77934,56638000,FALSE
TPM3,7170,NA,NA,NA,0.77873,193080000,FALSE
CD59,966,NA,NA,NA,0.77829,571750000,FALSE
GAB3,139716,NA,NA,NA,0.77783,24170000,FALSE
AP2B1,163,NA,NA,NA,0.77653,97341000,FALSE
ANXA5,308,NA,NA,NA,0.7759,118520000,FALSE
HADHB,3032,NA,NA,NA,0.77545,186210000,FALSE
LAMTOR1,55004,NA,NA,NA,0.77474,101830000,FALSE
TPM1,7168,NA,NA,NA,0.77473,66792000,FALSE
IDH3A,3419,NA,NA,NA,0.77441,77794000,FALSE
ARCN1,372,NA,NA,NA,0.77383,74646000,FALSE
AP2M1,1173,NA,NA,NA,0.77222,153160000,FALSE
TACO1,51204,NA,NA,NA,0.77182,27104000,FALSE
EPS15,2060,NA,NA,NA,0.77109,193180000,FALSE
ROCK1,6093,NA,NA,NA,0.77089,20541000,FALSE
CCNY,219771,NA,NA,NA,0.77002,526510000,FALSE
DCK,1633,NA,NA,NA,0.76982,113180000,FALSE
MRPL58,3396,NA,NA,NA,0.76791,14617000,FALSE
SEC13,6396,NA,NA,NA,0.76724,105310000,FALSE
DCTN3,11258,NA,NA,NA,0.76692,209510000,FALSE
CCAR2,57805,NA,NA,NA,0.76602,23594000,FALSE
RPAP3,79657,NA,NA,NA,0.76556,16396000,FALSE
KRT17,3872,NA,NA,NA,0.76447,151190000,FALSE
AP2S1,1175,NA,NA,NA,0.76267,221390000,FALSE
CS,1431,NA,NA,NA,0.76261,63975000,FALSE
GEMIN5,25929,NA,NA,NA,0.7624,22519000,FALSE
ARHGAP17,55114,NA,NA,NA,0.76073,109950000,FALSE
NDUFA8,4702,NA,NA,NA,0.76048,14983000,FALSE
INPP5D,3635,NA,NA,NA,0.7581,204310000,FALSE
HINT1,3094,NA,NA,NA,0.75799,178390000,FALSE
VARS,7407,NA,NA,NA,0.75757,205740000,FALSE
PCM1,5108,NA,NA,NA,0.75637,226430000,FALSE
OGDH,4967,NA,NA,NA,0.75626,48893000,FALSE
SYNGR2,9144,NA,NA,NA,0.75563,85197000,FALSE
CLTA,1211,NA,NA,NA,0.75428,336170000,FALSE
IL16,3603,NA,NA,NA,0.75409,1649300000,FALSE
HAUS1,115106,NA,NA,NA,0.75339,11054000,FALSE
SELENOH,280636,NA,NA,NA,0.75231,46234000,FALSE
NUP50,10762,NA,NA,NA,0.75189,13681000,FALSE
PSMD3,5709,NA,NA,NA,0.75134,459810000,FALSE
NAPA,8775,NA,NA,NA,0.75021,149290000,FALSE
RASAL3,64926,NA,NA,NA,0.74975,1051400000,FALSE
STXBP2,6813,NA,NA,NA,0.74889,119270000,FALSE
DNAJC10,54431,NA,NA,NA,0.74886,20631000,FALSE
PAK2,5062,NA,NA,NA,0.74794,130150000,FALSE
PI4KA,5297,NA,NA,NA,0.74607,529930000,FALSE
NUP88,4927,NA,NA,NA,0.74509,135700000,FALSE
YWHAH,7533,NA,NA,NA,0.74469,328080000,FALSE
PSMA5,5686,NA,NA,NA,0.74413,164130000,FALSE
LONP1,9361,NA,NA,NA,0.7438,173860000,FALSE
BRCC3,79184,NA,NA,NA,0.74318,45552000,FALSE
FKBP3,2287,NA,NA,NA,0.74232,13064000,FALSE
BST2,684,NA,NA,NA,0.74154,890350000,FALSE
RNF41,10193,NA,NA,NA,0.74137,72807000,FALSE
IDH2,3418,NA,NA,NA,0.74098,85835000,FALSE
COPS5,10987,NA,NA,NA,0.74037,21976000,FALSE
MAPRE1,22919,NA,NA,NA,0.73906,150050000,FALSE
RNF31,55072,NA,NA,NA,0.73861,7761600,FALSE
TPI1,7167,NA,NA,NA,0.73841,173160000,FALSE
UBQLN1,29979,NA,NA,NA,0.73646,10665000,FALSE
SGTA,6449,NA,NA,NA,0.73626,158740000,FALSE
CCDC22,28952,NA,NA,NA,0.73615,166670000,FALSE
RANBP2,5903,NA,NA,NA,0.73591,75286000,FALSE
PSMD1,5707,NA,NA,NA,0.7355,315160000,FALSE
PICALM,8301,NA,NA,NA,0.73462,15260000,FALSE
SEPTIN7,989,NA,NA,NA,0.73373,189260000,FALSE
ARHGEF6,9459,NA,NA,NA,0.7337,25515000,FALSE
VAPB,9217,NA,NA,NA,0.73196,95035000,FALSE
AKAP13,11214,NA,NA,NA,0.73195,153290000,FALSE
HLA-DRB3,3125,NA,NA,NA,0.73065,75505000,FALSE
MRPS36,92259,NA,NA,NA,0.7294,11060000,FALSE
NUP153,9972,NA,NA,NA,0.72714,89118000,FALSE
MRPS23,51649,NA,NA,NA,0.72607,29813000,FALSE
FLII,2314,NA,NA,NA,0.72522,2984600000,FALSE
GAB1,2549,NA,NA,NA,0.72504,13159000,FALSE
PPP1R9B,84687,NA,NA,NA,0.72311,574140000,FALSE
TBK1,29110,NA,NA,NA,0.72127,31553000,FALSE
ACADM,34,NA,NA,NA,0.72043,365900000,FALSE
