Gene_names.x,Mutu_HL_Ratio,Mutu_Intensity,MutuSignif,Gene_names_rep,Gene_names.y,U2932_HL_Ratio,U2932_Intensity,U2932Signif,ApprovedSymbol,entrezgene_id
NA,NA,NA,NA,SMARCD2,SMARCD2,1.5429,13014000,FALSE,SMARCD2,6603
NA,NA,NA,NA,CDKN2AIP,CDKN2AIP,1.535,8506800,FALSE,CDKN2AIP,55602
NA,NA,NA,NA,CSTF2,CSTF2;CSTF2T,1.5276,76603000,FALSE,CSTF2,1478
NA,NA,NA,NA,PHLPP1,PHLPP1,1.5239,22905000,FALSE,PHLPP1,23239
NA,NA,NA,NA,RPL10A,RPL10A,1.5227,2100900000,FALSE,RPL10A,4736
NA,NA,NA,NA,DOCK8,DOCK8,1.5193,49694000000,FALSE,DOCK8,81704
NA,NA,NA,NA,LMAN1,LMAN1,1.5156,207360000,FALSE,LMAN1,3998
NA,NA,NA,NA,OLA1,OLA1;PTD004,1.5121,78409000,FALSE,OLA1,29789
NA,NA,NA,NA,CEP170,CEP170,1.5063,115020000,FALSE,CEP170,9859
NA,NA,NA,NA,CEP170,CEP170,1.5063,115020000,FALSE,CEP170,645455
NA,NA,NA,NA,LNPEP,LNPEP,1.5046,33293000,FALSE,LNPEP,4012
NA,NA,NA,NA,GTF3C4,GTF3C4,1.5021,23402000,FALSE,GTF3C4,9329
NA,NA,NA,NA,MICAL3,MICAL3;MICAL2,1.5018,37943000,FALSE,MICAL3,57553
NA,NA,NA,NA,PDCD11,PDCD11,1.5006,28200000,FALSE,PDCD11,22984
NA,NA,NA,NA,EXOSC2,EXOSC2,1.4916,94482000,FALSE,EXOSC2,23404
NA,NA,NA,NA,KIF2A,KIF2A,1.4874,323170000,FALSE,KIF2A,3796
NA,NA,NA,NA,IGF2BP1,IGF2BP1,1.4852,164190000,FALSE,IGF2BP1,10642
NA,NA,NA,NA,NUMA1 VARIANT PROTEIN,NUMA1 VARIANT PROTEIN;NUMA1,1.4778,93996000,FALSE,NA,NA
NA,NA,NA,NA,RPS23,RPS23,1.4663,383790000,FALSE,RPS23,6228
NA,NA,NA,NA,ZNRD2,SSSCA1,1.4544,162310000,FALSE,ZNRD2,10534
NA,NA,NA,NA,GTF2F2,GTF2F2,1.4524,76655000,FALSE,GTF2F2,2963
NA,NA,NA,NA,SNRPD3,SNRPD3,1.4522,362550000,FALSE,SNRPD3,6634
NA,NA,NA,NA,ATP2A3,ATP2A3;ATP2A2;DKFZP779O2152;DKFZP779G2251;ATP2A1,1.4494,150670000,FALSE,ATP2A3,489
NA,NA,NA,NA,DDX41,DDX41,1.4381,73066000,FALSE,DDX41,51428
NA,NA,NA,NA,GTPBP1,GTPBP1,1.4372,49629000,FALSE,GTPBP1,9567
NA,NA,NA,NA,PRKRA,PRKRA,1.4372,202640000,FALSE,PRKRA,8575
NA,NA,NA,NA,MX2,MX2,1.4287,362230000,FALSE,MX2,4600
NA,NA,NA,NA,MYCBP2,MYCBP2,1.4265,386840000,FALSE,MYCBP2,23077
NA,NA,NA,NA,EXOSC7,EXOSC7,1.4253,45309000,FALSE,EXOSC7,23016
NA,NA,NA,NA,GTF3C3,GTF3C3,1.4195,26421000,FALSE,GTF3C3,9330
NA,NA,NA,NA,RPS8,RPS8,1.4158,352900000,FALSE,RPS8,6202
NA,NA,NA,NA,RPL27A,RPL27A;L27A,1.4043,272920000,FALSE,RPL27A,6157
NA,NA,NA,NA,RPS2,RPS2;OK/KNS-CL.7,1.4038,680720000,FALSE,RPS2,6187
NA,NA,NA,NA,TOLLIP,TOLLIP,1.4012,174450000,FALSE,TOLLIP,54472
NA,NA,NA,NA,SRRT,SRRT,1.3973,23967000,FALSE,SRRT,51593
NA,NA,NA,NA,UVRAG,UVRAG,1.3949,19158000,FALSE,UVRAG,7405
NA,NA,NA,NA,SEC16A,SEC16A,1.3946,95240000,FALSE,SEC16A,9919
NA,NA,NA,NA,RPL10,RPL10;RPL10L,1.394,116230000,FALSE,RPL10,6134
NA,NA,NA,NA,ARHGAP24,ARHGAP24,1.3909,97458000,FALSE,ARHGAP24,83478
NA,NA,NA,NA,MYO1B,MYO1B,1.39,1325800000,FALSE,MYO1B,4430
NA,NA,NA,NA,RPL18A,RPL18A,1.3791,481500000,FALSE,RPL18A,6142
NA,NA,NA,NA,RPL27,RPL27,1.3687,1235400000,FALSE,RPL27,6155
NA,NA,NA,NA,ABCF1,ABCF1,1.3679,122990000,FALSE,ABCF1,23
NA,NA,NA,NA,VPS13C,VPS13C,1.3629,13000000,FALSE,VPS13C,54832
NA,NA,NA,NA,TRIM25,TRIM25,1.362,168730000,FALSE,TRIM25,7706
NA,NA,NA,NA,RPS11,RPS11,1.3592,936390000,FALSE,RPS11,6205
NA,NA,NA,NA,CALM1,CALM1;CALM2;CALM3,1.3591,213690000,FALSE,CALM1,801
NA,NA,NA,NA,PRPF4,PRPF4,1.3587,30975000,FALSE,PRPF4,9128
NA,NA,NA,NA,ELP6,ELP6,1.3536,35125000,FALSE,ELP6,54859
NA,NA,NA,NA,DKFZP761N202,DKFZP761N202;ZNF207,1.3514,78529000,FALSE,NA,NA
NA,NA,NA,NA,OR2I1P,OR2I1P,1.3448,58054000,FALSE,NA,NA
NA,NA,NA,NA,ARPC3,ARPC3,1.3437,3164200000,FALSE,ARPC3,10094
NA,NA,NA,NA,MYO5A,MYO5A,1.3342,8530200000,FALSE,MYO5A,4644
NA,NA,NA,NA,TARS2,TARS2,1.3329,494450000,FALSE,TARS2,80222
NA,NA,NA,NA,MYL6B,MYL6B,1.3312,418490000,FALSE,MYL6B,140465
NA,NA,NA,NA,PRPF3,PRPF3,1.325,56005000,FALSE,PRPF3,9129
NA,NA,NA,NA,THOC1,THOC1,1.3248,69694000,FALSE,THOC1,9984
NA,NA,NA,NA,HSD17B8,HSD17B8,1.3199,53394000,FALSE,HSD17B8,7923
NA,NA,NA,NA,HDLBP,HDLBP,1.3191,31829000,FALSE,HDLBP,3069
NA,NA,NA,NA,RPL7A,RPL7A,1.3181,859450000,FALSE,RPL7A,6130
NA,NA,NA,NA,MYO1C,MYO1C,1.3174,97905000,FALSE,MYO1C,4641
NA,NA,NA,NA,BTK,BTK;BTK KINASE DEFICIENT ISOFORM 6;BTK KINASE DEFICIENT ISOFORM 2,1.3126,77343000,FALSE,BTK,695
NA,NA,NA,NA,TIPRL,TIPRL,1.3045,25608000,FALSE,TIPRL,261726
NA,NA,NA,NA,SLC25A4,SLC25A4,1.303,146030000,FALSE,SLC25A4,291
NA,NA,NA,NA,DOCK6,DOCK6,1.3021,183240000,FALSE,DOCK6,57572
NA,NA,NA,NA,DHX30,DHX30,1.2965,187590000,FALSE,DHX30,22907
NA,NA,NA,NA,THOC6,THOC6,1.2919,83745000,FALSE,THOC6,79228
NA,NA,NA,NA,RPL36A-HNRNPH2,RPL36A-HNRNPH2;RPL36A;RPL36AL,1.2917,33216000,FALSE,RPL36A-HNRNPH2,100529097
NA,NA,NA,NA,FBXO45,FBXO45,1.2906,32280000,FALSE,FBXO45,200933
NA,NA,NA,NA,LRCH1,LRCH1,1.2862,1123400000,FALSE,LRCH1,23143
NA,NA,NA,NA,SMC3,SMC3,1.286,20207000,FALSE,SMC3,9126
NA,NA,NA,NA,MYO1D,MYO1D;DKFZP686A01173,1.2856,22626000000,FALSE,MYO1D,4642
NA,NA,NA,NA,IRF4,IRF4,1.284,22644000,FALSE,IRF4,3662
NA,NA,NA,NA,PITHD1,PITHD1,1.2833,55878000,FALSE,PITHD1,57095
NA,NA,NA,NA,SNW1,SNW1,1.2805,154600000,FALSE,SNW1,22938
NA,NA,NA,NA,CLASP2,CLASP2,1.2782,26691000,FALSE,CLASP2,23122
NA,NA,NA,NA,ABCF2,ABCF2,1.2761,32765000,FALSE,ABCF2,10061
NA,NA,NA,NA,PGP,PGP,1.2732,47721000,FALSE,PGP,283871
NA,NA,NA,NA,RPL17,RPL17,1.2722,223120000,FALSE,RPL17,6139
NA,NA,NA,NA,HDHD2,HDHD2,1.2717,51000000,FALSE,HDHD2,84064
NA,NA,NA,NA,TECR,TECR,1.2678,569660000,FALSE,TECR,9524
NA,NA,NA,NA,MSH2,MSH2,1.2676,32406000,FALSE,MSH2,4436
NA,NA,NA,NA,THOC2,THOC2,1.2661,52368000,FALSE,THOC2,57187
NA,NA,NA,NA,ARPC2,ARPC2,1.2637,13279000000,FALSE,ARPC2,10109
NA,NA,NA,NA,MAGT1,MAGT1,1.2635,31617000,FALSE,MAGT1,84061
NA,NA,NA,NA,DIP2B,DIP2B,1.2629,85062000,FALSE,DIP2B,57609
NA,NA,NA,NA,RAB30,RAB30,1.26,42843000,FALSE,RAB30,27314
NA,NA,NA,NA,MYO1C,MYO1C,1.2596,15683000000,FALSE,MYO1C,4641
NA,NA,NA,NA,DKFZP781K06126,DKFZP781K06126;PPFIBP2,1.2531,36694000,FALSE,NA,NA
NA,NA,NA,NA,BLVRB,BLVRB,1.2501,22092000,FALSE,BLVRB,645
NA,NA,NA,NA,ARPC1B,ARPC1B,1.2496,4081800000,FALSE,ARPC1B,10095
NA,NA,NA,NA,PPM1G,PPM1G,1.2413,56010000,FALSE,PPM1G,5496
NA,NA,NA,NA,SAP30,SAP30,1.2395,16420000,FALSE,SAP30,8819
NA,NA,NA,NA,PYCR3,PYCRL,1.237,130090000,FALSE,PYCR3,65263
NA,NA,NA,NA,ARPC4-TTLL3,ARPC4-TTLL3;ARPC4,1.2319,6048600000,FALSE,ARPC4-TTLL3,100526693
NA,NA,NA,NA,INPP5K,INPP5K,1.2307,245980000,FALSE,INPP5K,51763
NA,NA,NA,NA,COBLL1,COBLL1,1.2297,19651000,FALSE,COBLL1,22837
NA,NA,NA,NA,HCFC1,HCFC1,1.2289,15120000,FALSE,HCFC1,3054
NA,NA,NA,NA,GRB2,GRB2,1.2285,258390000,FALSE,GRB2,2885
NA,NA,NA,NA,SRSF5,SRSF5;SFRS4;SRSF6;SRSF4,1.2267,73805000,FALSE,SRSF5,6430
NA,NA,NA,NA,RPL21,RPL21,1.2251,94210000,FALSE,RPL21,6144
NA,NA,NA,NA,LLGL1,LLGL1,1.2238,19936000,FALSE,LLGL1,3996
NA,NA,NA,NA,MARK2,MARK2;PAR1B,1.2231,227450000,FALSE,MARK2,2011
NA,NA,NA,NA,TYK2,TYK2,1.2212,76374000,FALSE,TYK2,7297
NA,NA,NA,NA,HCG_1787779,HCG_1787779;CORO7;CORO7-PAM16,1.2195,37703000,FALSE,NA,NA
NA,NA,NA,NA,ITPR3,ITPR3,1.219,2026600000,FALSE,ITPR3,3710
NA,NA,NA,NA,ARPC5,ARPC5,1.2185,1634900000,FALSE,ARPC5,10092
NA,NA,NA,NA,ARPC1A,ARPC1A,1.213,416370000,FALSE,ARPC1A,10552
NA,NA,NA,NA,MRPL19,MRPL19,1.2123,17053000,FALSE,MRPL19,9801
NA,NA,NA,NA,NCKIPSD,NCKIPSD,1.2123,88650000,FALSE,NCKIPSD,51517
NA,NA,NA,NA,EHBP1,EHBP1,1.2112,27799000,FALSE,EHBP1,23301
NA,NA,NA,NA,ATP5ME,ATP5I,1.2093,46451000,FALSE,ATP5ME,521
NA,NA,NA,NA,RPS26P11,RPS26P11;RPS26,1.2092,422800000,FALSE,NA,NA
NA,NA,NA,NA,RPS20,RPS20,1.2077,3030700000,FALSE,RPS20,6224
NA,NA,NA,NA,SYNE2,SYNE2;TROPH,1.2036,1403100000,FALSE,SYNE2,23224
NA,NA,NA,NA,ZNF318,ZNF318,1.202,203710000,FALSE,ZNF318,24149
NA,NA,NA,NA,POLD1,POLD1,1.2017,128300000,FALSE,POLD1,5424
NA,NA,NA,NA,MDN1,MDN1;DKFZP686H16106,1.2013,32183000,FALSE,MDN1,23195
NA,NA,NA,NA,ARPC5L,ARPC5L,1.1998,1525100000,FALSE,ARPC5L,81873
NA,NA,NA,NA,ZNF227,ZNF227;NEDD4L;NEDD4,1.197,156470000,FALSE,ZNF227,7770
NA,NA,NA,NA,SART3,SART3,1.195,43112000,FALSE,SART3,9733
NA,NA,NA,NA,TCL1A,TCL1A,1.1931,255570000,FALSE,TCL1A,8115
NA,NA,NA,NA,DKFZP667O1614,DKFZP667O1614;SLC25A19,1.191,93252000,FALSE,NA,NA
NA,NA,NA,NA,RAB3GAP2,RAB3GAP2,1.1844,26164000,FALSE,RAB3GAP2,25782
NA,NA,NA,NA,RPL13A,RPL13A;RPL13AP3,1.184,163840000,FALSE,RPL13A,23521
NA,NA,NA,NA,LYPLAL1,LYPLAL1,1.1834,28691000,FALSE,LYPLAL1,127018
NA,NA,NA,NA,ACSL4,FACL4;ACSL4,1.1827,629010000,FALSE,ACSL4,2182
NA,NA,NA,NA,DRIP4,DRIP4;PDCD6IP,1.1825,594860000,FALSE,NA,NA
NA,NA,NA,NA,NAA15,NAA15;NARG1,1.1817,66583000,FALSE,NAA15,80155
NA,NA,NA,NA,AK6,AK6;TAF9,1.1779,26618000,FALSE,AK6,102157402
NA,NA,NA,NA,DST,DST,1.1776,681870000,FALSE,DST,667
NA,NA,NA,NA,SPTBN2,SPTBN2,1.1761,11229000000,FALSE,SPTBN2,6712
NA,NA,NA,NA,DKC1,DKC1,1.1755,58442000,FALSE,DKC1,1736
NA,NA,NA,NA,IFI16,IFI16;PYHIN1,1.1708,50079000,FALSE,IFI16,3428
NA,NA,NA,NA,STK10,STK10,1.1707,34571000,FALSE,STK10,6793
NA,NA,NA,NA,ACTR3,ACTR3,1.1663,3003300000,FALSE,ACTR3,10096
NA,NA,NA,NA,SRP68,SRP68,1.1647,49682000,FALSE,SRP68,6730
NA,NA,NA,NA,SLC25A1,SLC25A1,1.1646,347990000,FALSE,SLC25A1,6576
NA,NA,NA,NA,FAM111B,FAM111B,1.1637,26674000,FALSE,FAM111B,374393
NA,NA,NA,NA,C1ORF57,C1ORF57;NTPCR,1.1637,32924000,FALSE,NA,NA
NA,NA,NA,NA,ITPR1,ITPR1,1.163,4339700,FALSE,ITPR1,3708
NA,NA,NA,NA,MRPS7,MRPS7,1.1611,7927800,FALSE,MRPS7,51081
NA,NA,NA,NA,MAP4,MAP4;DKFZP547H1810,1.1593,359970000,FALSE,MAP4,4134
NA,NA,NA,NA,CTTN,CTTN;EMS1,1.1585,95608000,FALSE,CTTN,2017
NA,NA,NA,NA,PRKD2,PRKD2,1.1578,52354000,FALSE,PRKD2,25865
NA,NA,NA,NA,RPL14,RPL14,1.1559,391530000,FALSE,RPL14,9045
NA,NA,NA,NA,MCTS1,MCTS1,1.1554,45683000,FALSE,MCTS1,28985
NA,NA,NA,NA,PPP1R12C,PPP1R12C,1.1543,2248400000,FALSE,PPP1R12C,54776
NA,NA,NA,NA,UNC45A,UNC45A,1.1519,487840000,FALSE,UNC45A,55898
NA,NA,NA,NA,RPL30,RPL30,1.1515,228030000,FALSE,RPL30,6156
NA,NA,NA,NA,RPS27L,RPS27L;LOC392748,1.1506,116870000,FALSE,RPS27L,51065
NA,NA,NA,NA,ARF6,ARF6,1.1505,136180000,FALSE,ARF6,382
NA,NA,NA,NA,CNOT9,RQCD1,1.1481,59886000,FALSE,CNOT9,9125
NA,NA,NA,NA,RASA2,RASA2,1.1473,42156000,FALSE,RASA2,5922
NA,NA,NA,NA,ITPRID2,SSFA2,1.1468,887460000,FALSE,ITPRID2,6744
NA,NA,NA,NA,ITPR2,ITPR2,1.1457,1526400000,FALSE,ITPR2,3709
NA,NA,NA,NA,VPS39,VPS39,1.1449,43902000,FALSE,VPS39,23339
NA,NA,NA,NA,DYSTROPHIN,DYSTROPHIN;DMD,1.1433,24952000,FALSE,NA,NA
NA,NA,NA,NA,ACTL6A,ACTL6A;BAF53A,1.1429,35440000,FALSE,ACTL6A,86
NA,NA,NA,NA,DCTN4,DCTN4,1.1386,101970000,FALSE,DCTN4,51164
NA,NA,NA,NA,SSH2,SSH2,1.137,116090000,FALSE,SSH2,85464
NA,NA,NA,NA,DDX39A,DDX39A;DDX39,1.135,354700000,FALSE,DDX39A,10212
NA,NA,NA,NA,PMVK,PMVK,1.1327,24431000,FALSE,PMVK,10654
NA,NA,NA,NA,DEF6,DEF6,1.1318,26451000,FALSE,DEF6,50619
NA,NA,NA,NA,SPATA5L1,SPATA5L1,1.131,15598000,FALSE,SPATA5L1,79029
NA,NA,NA,NA,SAMHD1,SAMHD1,1.1288,46711000,FALSE,SAMHD1,25939
NA,NA,NA,NA,DNAJC9,DNAJC9,1.1281,53811000,FALSE,DNAJC9,23234
NA,NA,NA,NA,GART,GART,1.1262,838230000,FALSE,GART,2618
NA,NA,NA,NA,POLR2B,POLR2B,1.1247,75120000,FALSE,POLR2B,5431
NA,NA,NA,NA,THEM6,THEM6,1.1229,46023000,FALSE,THEM6,51337
NA,NA,NA,NA,RPS9,RPS9,1.1223,83628000,FALSE,RPS9,6203
NA,NA,NA,NA,COPA,COPA,1.1214,2019500000,FALSE,COPA,1314
NA,NA,NA,NA,SRPRB,SRPRB,1.1214,85432000,FALSE,SRPRB,58477
NA,NA,NA,NA,RPL23,RPL23,1.1196,1210900000,FALSE,RPL23,9349
NA,NA,NA,NA,AGPAT5,AGPAT5,1.1164,64575000,FALSE,AGPAT5,55326
NA,NA,NA,NA,TWF1,TWF1,1.1158,689930000,FALSE,TWF1,5756
NA,NA,NA,NA,DKFZP686O07189,DKFZP686O07189;SERPINB9,1.1139,82664000,FALSE,NA,NA
NA,NA,NA,NA,SRP14,SRP14,1.113,201620000,FALSE,SRP14,6727
NA,NA,NA,NA,ABHD14B,ABHD14B,1.1116,228430000,FALSE,ABHD14B,84836
NA,NA,NA,NA,CASP3,CASP3;DKFZP686N1815,1.1111,93649000,FALSE,CASP3,836
NA,NA,NA,NA,KANK2,KANK2,1.11,37336000,FALSE,KANK2,25959
NA,NA,NA,NA,SYK,SYK,1.1094,222620000,FALSE,SYK,6850
NA,NA,NA,NA,AZGP1,AZGP1,1.1091,15544000,FALSE,AZGP1,563
NA,NA,NA,NA,CGN,CGN,1.1064,190210000,FALSE,CGN,57530
NA,NA,NA,NA,DNAJA2,DNAJA2,1.106,149920000,FALSE,DNAJA2,10294
NA,NA,NA,NA,ACTR10,ACTR10,1.1009,61807000,FALSE,ACTR10,55860
NA,NA,NA,NA,NOP56,NOP56,1.1004,472130000,FALSE,NOP56,10528
NA,NA,NA,NA,DNAJC7,DNAJC7,1.0966,299680000,FALSE,DNAJC7,7266
NA,NA,NA,NA,ARMC8,ARMC8,1.0962,30869000,FALSE,ARMC8,25852
NA,NA,NA,NA,WDR48,WDR48,1.0943,21290000,FALSE,WDR48,57599
NA,NA,NA,NA,TMCO1,TMCO1,1.0933,86336000,FALSE,TMCO1,54499
NA,NA,NA,NA,NASP,NASP,1.0929,44295000,FALSE,NASP,4678
NA,NA,NA,NA,NBLA00445,NBLA00445;PLXNB2,1.092,25775000,FALSE,NA,NA
NA,NA,NA,NA,CDKN2C,CDKN2C,1.0911,34761000,FALSE,CDKN2C,1031
NA,NA,NA,NA,HEL-S-54E,HEL-S-54E;PHB,1.0906,571250000,FALSE,NA,NA
NA,NA,NA,NA,CGGBP1,CGGBP1,1.0903,356410000,FALSE,CGGBP1,8545
NA,NA,NA,NA,RPS25,RPS25,1.0886,347540000,FALSE,RPS25,6230
NA,NA,NA,NA,CRKL,CRKL,1.0884,178870000,FALSE,CRKL,1399
NA,NA,NA,NA,CHD1L,CHD1L,1.088,7993300,FALSE,CHD1L,9557
NA,NA,NA,NA,LUZP1,LUZP1,1.0878,894650000,FALSE,LUZP1,7798
NA,NA,NA,NA,AARS1,AARS,1.0866,370780000,FALSE,AARS1,16
NA,NA,NA,NA,OAS2,OAS2,1.0842,54063000,FALSE,OAS2,4939
NA,NA,NA,NA,CTPS2,CTPS2,1.084,30378000,FALSE,CTPS2,56474
NA,NA,NA,NA,CNOT10,CNOT10,1.0821,46044000,FALSE,CNOT10,25904
NA,NA,NA,NA,RPL28,RPL28,1.0818,43797000,FALSE,RPL28,6158
NA,NA,NA,NA,PFKP,PFKP,1.0804,255190000,FALSE,PFKP,5214
NA,NA,NA,NA,GMIP,GMIP,1.078,18226000,FALSE,GMIP,51291
NA,NA,NA,NA,LRRC47,LRRC47,1.0777,284470000,FALSE,LRRC47,57470
NA,NA,NA,NA,TAPBP,TAPBP,1.0773,52463000,FALSE,TAPBP,6892
NA,NA,NA,NA,CYFIP2,CYFIP2;DKFZP761H087,1.0771,1236800000,FALSE,CYFIP2,26999
NA,NA,NA,NA,NOP58,NOP58,1.0763,231030000,FALSE,NOP58,51602
NA,NA,NA,NA,ZNF8,ZNF8;RANBP3,1.0762,23398000,FALSE,ZNF8,7554
NA,NA,NA,NA,RPS18,RPS18,1.0756,391210000,FALSE,RPS18,6222
NA,NA,NA,NA,DAPP1,DAPP1,1.0756,256490000,FALSE,DAPP1,27071
NA,NA,NA,NA,C17ORF62,C17ORF62,1.0732,27512000,FALSE,NA,NA
NA,NA,NA,NA,CTDSP2,CTDSP2,1.0728,33775000,FALSE,CTDSP2,10106
NA,NA,NA,NA,PEX11B,PEX11B,1.0728,146530000,FALSE,PEX11B,8799
NA,NA,NA,NA,CISD1,CISD1,1.0725,52649000,FALSE,CISD1,55847
NA,NA,NA,NA,ASNS,ASNS,1.0709,99756000,FALSE,ASNS,440
NA,NA,NA,NA,MRPL14,MRPL14,1.0705,67938000,FALSE,MRPL14,64928
NA,NA,NA,NA,LCP1,LCP1,1.07,4681000000,FALSE,LCP1,3936
NA,NA,NA,NA,RASGRP3,RASGRP3,1.0681,20522000,FALSE,RASGRP3,25780
NA,NA,NA,NA,CAPN1,CAPN1,1.068,43407000,FALSE,CAPN1,823
NA,NA,NA,NA,CD44,CD44,1.0674,29441000,FALSE,CD44,960
NA,NA,NA,NA,ACTA1,ACT,1.0669,398270000,FALSE,ACTA1,58
NA,NA,NA,NA,VPS33A,VPS33A,1.0648,42767000,FALSE,VPS33A,65082
NA,NA,NA,NA,CNOT2,CNOT2,1.0648,16239000,FALSE,CNOT2,4848
NA,NA,NA,NA,ACTA1,ACT,1.0635,1530000000,FALSE,ACTA1,58
NA,NA,NA,NA,HCG_2022736,HCG_2022736;BZW1,1.0628,55237000,FALSE,NA,NA
NA,NA,NA,NA,LRCH4,LRCH4,1.0617,3622000000,FALSE,LRCH4,4034
NA,NA,NA,NA,HSR1,HSR1;GNL1,1.0616,23138000,FALSE,NA,NA
NA,NA,NA,NA,KEAP1,KEAP1,1.0604,46810000,FALSE,KEAP1,9817
NA,NA,NA,NA,CKAP4,CKAP4,1.0574,62651000,FALSE,CKAP4,10970
NA,NA,NA,NA,NCKAP1L,NCKAP1L,1.0562,404170000,FALSE,NCKAP1L,3071
NA,NA,NA,NA,TYW3,TYW3,1.0543,26395000,FALSE,TYW3,127253
NA,NA,NA,NA,CHMP2B,CHMP2B,1.0538,147660000,FALSE,CHMP2B,25978
NA,NA,NA,NA,RASA4,RASA4;RASA4B,1.0525,34145000,FALSE,RASA4,10156
NA,NA,NA,NA,AFG3L2,AFG3L2,1.0525,93561000,FALSE,AFG3L2,10939
NA,NA,NA,NA,HMGCL,HMGCL,1.0524,36552000,FALSE,HMGCL,3155
NA,NA,NA,NA,MRPS34,MRPS34,1.052,37993000,FALSE,MRPS34,65993
NA,NA,NA,NA,PPFIA1,PPFIA1;PPFIA4;PPFIA2;PPFIA2 VARIANT PROTEIN,1.0515,36837000,FALSE,PPFIA1,8500
NA,NA,NA,NA,RNF214,RNF214,1.0504,12293000,FALSE,RNF214,257160
NA,NA,NA,NA,SNRPF,SNRPF,1.0496,84020000,FALSE,SNRPF,6636
NA,NA,NA,NA,MRPS18B,MRPS18B,1.0487,51182000,FALSE,MRPS18B,28973
NA,NA,NA,NA,AASDHPPT,AASDHPPT,1.0477,95905000,FALSE,AASDHPPT,60496
NA,NA,NA,NA,PTPRK,PTPRK;DKFZP686C2268,1.0468,5355000000,FALSE,PTPRK,5796
NA,NA,NA,NA,SBF1,SBF1;DKFZP761D0422,1.0461,69986000,FALSE,SBF1,6305
NA,NA,NA,NA,TNFRSF17,TNFRSF17,1.0454,43578000,FALSE,TNFRSF17,608
NA,NA,NA,NA,EIF2S2,EIF2S2,1.0443,79699000,FALSE,EIF2S2,8894
NA,NA,NA,NA,RIC8A,RIC8A,1.0442,55349000,FALSE,RIC8A,60626
NA,NA,NA,NA,WBP11,WBP11,1.0441,16945000,FALSE,WBP11,51729
NA,NA,NA,NA,VPS35,VPS35;DKFZP686O2462,1.044,118840000,FALSE,VPS35,55737
NA,NA,NA,NA,COASY,COASY,1.0437,19460000,FALSE,COASY,80347
NA,NA,NA,NA,PALM2AKAP2,AKAP2,1.0436,18380000000,FALSE,PALM2AKAP2,445815
NA,NA,NA,NA,SLAMF6,SLAMF6,1.0435,86414000,FALSE,SLAMF6,114836
NA,NA,NA,NA,GPX4,GPX4,1.0419,59909000,FALSE,GPX4,2879
NA,NA,NA,NA,FLJ00293,FLJ00293,1.0419,7716100000,FALSE,NA,NA
NA,NA,NA,NA,PRNP,PRNP,1.0408,37323000,FALSE,PRNP,5621
NA,NA,NA,NA,SLC12A2,SLC12A2,1.0391,10821000,FALSE,SLC12A2,6558
NA,NA,NA,NA,DENND1C,DENND1C,1.0379,71597000,FALSE,DENND1C,79958
NA,NA,NA,NA,STXBP3,STXBP3,1.037,198780000,FALSE,STXBP3,6814
NA,NA,NA,NA,STAT1,STAT1,1.0364,16401000,FALSE,STAT1,6772
NA,NA,NA,NA,CTPS1,CTPS1,1.036,245250000,FALSE,CTPS1,1503
NA,NA,NA,NA,MYO1G,MYO1G,1.0352,59563000000,FALSE,MYO1G,64005
NA,NA,NA,NA,NAT10,NAT10,1.0345,12214000,FALSE,NAT10,55226
NA,NA,NA,NA,GNB1L,GNB1L,1.0335,37273000,FALSE,GNB1L,54584
NA,NA,NA,NA,TAMM41,TAMM41,1.0307,27756000,FALSE,TAMM41,132001
NA,NA,NA,NA,SLC9A3R1,SLC9A3R1,1.0301,125690000,FALSE,SLC9A3R1,9368
NA,NA,NA,NA,SDHA,SDHA,1.0294,33938000,FALSE,SDHA,6389
NA,NA,NA,NA,DIS3,DIS3,1.0292,34158000,FALSE,DIS3,22894
NA,NA,NA,NA,ACTBL2,ACTBL2,1.0289,747670000,FALSE,ACTBL2,345651
NA,NA,NA,NA,EIF5B,EIF5B,1.0288,40378000,FALSE,EIF5B,9669
NA,NA,NA,NA,CPNE3,CPNE3,1.028,85674000,FALSE,CPNE3,8895
NA,NA,NA,NA,ARL3,ARL3,1.0278,65512000,FALSE,ARL3,403
NA,NA,NA,NA,DKFZP781L0540,DKFZP781L0540;SF3B2,1.0272,61592000,FALSE,NA,NA
NA,NA,NA,NA,TRIM9,TRIM9,1.0272,16893000,FALSE,TRIM9,114088
NA,NA,NA,NA,LRRFIP1,LRRFIP1,1.0257,133860000,FALSE,LRRFIP1,9208
NA,NA,NA,NA,CLIC1,CLIC1,1.0245,5529200000,FALSE,CLIC1,1192
NA,NA,NA,NA,EHD4,EHD4,1.0237,569270000,FALSE,EHD4,30844
NA,NA,NA,NA,UBE2J1,UBE2J1,1.0231,11604000,FALSE,UBE2J1,51465
NA,NA,NA,NA,GSR,GSR,1.0226,69789000,FALSE,GSR,2936
NA,NA,NA,NA,OPA1,OPA1,1.021,22957000,FALSE,OPA1,4976
NA,NA,NA,NA,SNRPA1,SNRPA1,1.0208,135050000,FALSE,SNRPA1,6627
NA,NA,NA,NA,PFKM,PFKM,1.0205,98420000,FALSE,PFKM,5213
NA,NA,NA,NA,RHOF,RHOF,1.0194,441440000,FALSE,RHOF,54509
NA,NA,NA,NA,ALYREF,ALYREF,1.0191,121790000,FALSE,ALYREF,10189
NA,NA,NA,NA,ACO2,ACO2,1.0184,46867000,FALSE,ACO2,50
