Gene_names.x,Mutu_HL_Ratio,Mutu_Intensity,MutuSignif,Gene_names_rep,Gene_names.y,U2932_HL_Ratio,U2932_Intensity,U2932Signif,ApprovedSymbol,entrezgene_id
EIF5A;EIF5AL1;EIF5A2,1.8113,67962000,FALSE,EIF5A,EIF5A;EIF5A2;EIF5AL1,1.0853,933640000,FALSE,EIF5A,1984
MYH9,1.7965,2334200000,FALSE,MYH9,MYH9,1.4098,192960000000,FALSE,MYH9,4627
SNRNP200,1.7952,62552000,FALSE,SNRNP200,SNRNP200,0.95564,202020000,FALSE,SNRNP200,23020
QARS,1.7948,17262000,FALSE,EPRS1,QARS,0.87539,1142000000,FALSE,EPRS1,2058
MRPL37,1.7943,6661400,FALSE,MRPL37,NA,NA,NA,NA,MRPL37,51253
DARS,1.7913,472570000,FALSE,DARS1,DARS,0.86294,465180000,FALSE,DARS1,1615
ACLY VARIANT PROTEIN;ACLY,1.7864,19152000,FALSE,ACLY VARIANT PROTEIN,ACLY VARIANT PROTEIN;ACLY,1.0367,216590000,FALSE,NA,NA
ATP5O,1.7848,32140000,FALSE,ATP5PO,ATP5O,1.0095,91848000,FALSE,ATP5PO,539
PSMA7;HCG_41772;PSMA8,1.7827,42095000,FALSE,PSMA7,PSMA7,0.67898,538050000,FALSE,PSMA7,5688
SF3B3,1.7796,34985000,FALSE,SF3B3,SF3B3,1.2463,160900000,FALSE,SF3B3,23450
CACYBP,1.7785,33878000,FALSE,CACYBP,CACYBP,0.98458,211980000,FALSE,CACYBP,27101
PSMD2;DKFZP564A2282,1.7573,11772000,FALSE,PSMD2,PSMD2,0.86243,490170000,FALSE,PSMD2,5708
AIMP1,1.7552,84832000,FALSE,AIMP1,AIMP1,0.6291,67232000,FALSE,AIMP1,9255
SMN1;SMN2,1.7387,8438000,FALSE,SMN1,SMN1;SMN2,0.75307,236030000,FALSE,SMN1,6606
PAICS,1.7332,126930000,FALSE,PAICS,PAICS,0.88727,1617600000,FALSE,PAICS,10606
IARS;DKFZP686L0869;DKFZP686L17145,1.7265,296850000,FALSE,IARS1,NA,NA,NA,NA,IARS1,3376
COPB1,1.7069,12656000,FALSE,COPB1,COPB1,0.99577,429130000,FALSE,COPB1,1315
MGST3,1.705,6458000,FALSE,MGST3,NA,NA,NA,NA,MGST3,4259
PCBP2,1.6884,206120000,FALSE,PCBP2,PCBP2,1.1894,113550000,FALSE,PCBP2,5094
MCM7,1.6821,136330000,FALSE,MCM7,MCM7,1.1135,605330000,FALSE,MCM7,4176
HDAC1;HDAC2,1.6756,14254000,FALSE,HDAC1,NA,NA,NA,NA,HDAC1,3065
PRDX1,1.6605,232080000,FALSE,PRDX1,PRDX1,0.98985,14051000000,FALSE,PRDX1,5052
IMPDH2,1.6569,299330000,FALSE,IMPDH2,IMPDH2,0.73073,56651000,FALSE,IMPDH2,3615
PCBP1,1.6551,371400000,FALSE,PCBP1,PCBP1,1.1155,265770000,FALSE,PCBP1,5093
EEF1D,1.6518,63191000,FALSE,EEF1D,EEF1D,0.62191,694040000,FALSE,EEF1D,1936
TUFM,1.6418,343000000,FALSE,TUFM,TUFM,1.1333,3257000000,FALSE,TUFM,7284
CAD,1.639,1581400000,FALSE,CAD,CAD,2.1144,9957900000,FALSE,CAD,790
GEMIN4,1.6372,88566000,FALSE,GEMIN4,GEMIN4,0.8335,130650000,FALSE,GEMIN4,50628
ATP5L,1.614,13296000,FALSE,ATP5MG,ATP5L,1.1839,82579000,FALSE,ATP5MG,10632
CROCC,1.613,170020000,FALSE,CROCC,NA,NA,NA,NA,CROCC,9696
DDB1,1.6093,23260000,FALSE,DDB1,DDB1,0.98291,278620000,FALSE,DDB1,1642
DUT,1.5971,12524000,FALSE,DUT,NA,NA,NA,NA,DUT,1854
ACTR2,1.5939,7636800,FALSE,ACTR2,ACTR2,1.2257,1763800000,FALSE,ACTR2,10097
EEF1E1;EEF1E1-BLOC1S5,1.5862,89657000,FALSE,EEF1E1,EEF1E1;EEF1E1-BLOC1S5,0.81163,233980000,FALSE,EEF1E1,9521
AHCY,1.5651,80651000,FALSE,AHCY,AHCY,1.0793,945620000,FALSE,AHCY,191
PUF60,1.5514,194980000,FALSE,PUF60,PUF60,1.3122,187300000,FALSE,PUF60,22827
EEF1G,1.5467,55548000,FALSE,EEF1G,EEF1G,0.65128,2357000000,FALSE,EEF1G,1937
MAD2L1,1.5242,28085000,FALSE,MAD2L1,NA,NA,NA,NA,MAD2L1,4085
DNAJA1,1.521,77247000,FALSE,DNAJA1,NA,NA,NA,NA,DNAJA1,3301
DKFZP686G11190,1.4949,10612000,FALSE,DKFZP686G11190,NA,NA,NA,NA,NA,NA
RBBP7,1.4878,27737000,FALSE,RBBP7,NA,NA,NA,NA,RBBP7,5931
COPG;COPG2;COPG1,1.4828,14498000,FALSE,COPG1,NA,NA,NA,NA,COPG1,22820
RAC2,1.478,29731000,FALSE,RAC2,RAC2,0.88333,4180700000,FALSE,RAC2,5880
GTF2I,1.4766,25930000,FALSE,GTF2I,GTF2I,0.98948,1547700000,FALSE,GTF2I,2969
TMPO,1.4704,336870000,FALSE,TMPO,TMPO,0.69154,435050000,FALSE,TMPO,7112
EL52;HSP90AA1,1.4632,5795700,FALSE,EL52,EL52;HSP90AA1,0.8146,2791300000,FALSE,NA,NA
UQCRC2,1.457,54598000,FALSE,UQCRC2,UQCRC2,0.96133,131380000,FALSE,UQCRC2,7385
YWHAG,1.4548,127830000,FALSE,YWHAG,YWHAG,0.6883,699350000,FALSE,YWHAG,7532
PKM;PKM2,1.4262,231030000,FALSE,PKM,PKM;PKM2,0.98129,8402700000,FALSE,PKM,5315
GAPDH,1.4118,594250000,FALSE,GAPDH,GAPDH,0.75946,1220600000,FALSE,GAPDH,2597
SLC25A12,1.3977,31750000,FALSE,SLC25A12,SLC25A12,1.3793,129560000,FALSE,SLC25A12,8604
CYC1,1.3941,10058000,FALSE,CYC1,NA,NA,NA,NA,CYC1,1537
PHB2,1.3936,168310000,FALSE,PHB2,PHB2,1.0607,531520000,FALSE,PHB2,11331
LDHA,1.389,33673000,FALSE,LDHA,LDHA,0.94994,958200000,FALSE,LDHA,3939
RARS,1.3796,88256000,FALSE,RARS1,RARS,0.77176,767610000,FALSE,RARS1,5917
VDAC1,1.3711,9218200,FALSE,VDAC1,VDAC1,0.7606,234750000,FALSE,VDAC1,7416
TUBGCP2,1.3707,11073000,FALSE,TUBGCP2,TUBGCP2,1.0494,62974000,FALSE,TUBGCP2,10844
DSTN,1.3686,25314000,FALSE,DSTN,DSTN,0.96197,347800000,FALSE,DSTN,11034
RUVBL2,1.3628,178700000,FALSE,RUVBL2,RUVBL2,0.77003,956720000,FALSE,RUVBL2,10856
PRKDC,1.3547,71368000,FALSE,PRKDC,PRKDC,0.96741,3573700000,FALSE,PRKDC,5591
CDC2;DKFZP686L20222;CDK1,1.3492,55051000,FALSE,ANKRD20A20P,CDC2;DKFZP686L20222;CDK1,0.91116,1061100000,FALSE,ANKRD20A20P,NA
YWHAE/FAM22B FUSION;YWHAE/FAM22A FUSION;YWHAE,1.341,122080000,FALSE,YWHAE/FAM22B FUSION,YWHAE/FAM22B FUSION;YWHAE/FAM22A FUSION;YWHAE,0.75149,3099500000,FALSE,NA,NA
PHB;HEL-S-54E,1.3406,227630000,FALSE,PHB,NA,NA,NA,NA,PHB,5245
ATP5A1,1.332,325760000,FALSE,ATP5F1A,ATP5A1,1.0266,794620000,FALSE,ATP5F1A,498
GARS,1.3245,27616000,FALSE,GARS1,GARS,1.1231,713430000,FALSE,GARS1,2617
SNX27,1.3202,8239800,FALSE,SNX27,SNX27,1.136,48949000,FALSE,SNX27,81609
PPP1R12A,1.3189,13053000,FALSE,PPP1R12A,PPP1R12A,0.86501,25869000000,FALSE,PPP1R12A,4659
ITCH,1.3123,19961000,FALSE,ITCH,NA,NA,NA,NA,ITCH,83737
EEF1A1;EEF1A1P5;EEF1A1L14;PTI-1;EEF1A2,1.3064,4409600000,FALSE,EEF1A1,EEF1A1;EEF1A1P5;EEF1A1L14;EEF1A2;PTI-1,0.90608,28272000000,FALSE,EEF1A1,1915
TUBB3,1.2955,102040000,FALSE,TUBB3,NA,NA,NA,NA,TUBB3,10381
MTHFD2,1.2833,94629000,FALSE,MTHFD2,MTHFD2,1.0356,80269000,FALSE,MTHFD2,10797
DKFZP547B159;DDX39B;HCG_2005638;DDX39A,1.2805,73576000,FALSE,DKFZP547B159,NA,NA,NA,NA,NA,NA
DPYSL2,1.2769,25447000,FALSE,DPYSL2,DPYSL2,0.98189,319060000,FALSE,DPYSL2,1808
YWHAZ,1.2766,139390000,FALSE,YWHAZ,YWHAZ,0.79961,1047600000,FALSE,YWHAZ,7534
YWHAB,1.2665,70280000,FALSE,YWHAB,YWHAB,0.76401,192770000,FALSE,YWHAB,7529
RUVBL1,1.2619,111760000,FALSE,RUVBL1,RUVBL1,0.77944,1002600000,FALSE,RUVBL1,8607
KPNB1,1.252,50674000,FALSE,KPNB1,KPNB1,0.99653,808000000,FALSE,KPNB1,3837
PTRH2,1.2507,18054000,FALSE,PTRH2,NA,NA,NA,NA,PTRH2,51651
SEC61A1,1.2436,64680000,FALSE,SEC61A1,SEC61A1,1.1024,287160000,FALSE,SEC61A1,29927
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",2.0947,258230000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",1.8272,56788000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",1.2338,133780000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",1.2212,571780000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",1.0844,41378000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",1.0667,78461000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",1.0255,219670000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",1.0158,119680000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",1.0036,631670000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",0.92506,50150000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",0.82918,102870000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",0.80885,58916000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",0.7387,278500000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",0.71595,130610000,FALSE,A1BG-AS1,503538
"NA",1.228,76553000,FALSE,A1BG-AS1,"NA",0.63733,600130000,FALSE,A1BG-AS1,503538
ATP2A2,1.2197,50127000,FALSE,ATP2A2,NA,NA,NA,NA,ATP2A2,488
FASN,1.2167,185000000,FALSE,FASN,FASN,0.89327,1054700000,FALSE,FASN,2194
ARF5;ARF3;ARF1,1.2127,52457000,FALSE,ARF5,ARF5,1.0182,807080000,FALSE,ARF5,381
CD74-NTRK1 FUSION GENE;CD74;CD74/ROS FUSION;CD74-ROS1_C6;R32,1.2057,84599000,FALSE,CD74-NTRK1 FUSION GENE,NA,NA,NA,NA,NA,NA
SLC16A1,1.1919,53518000,FALSE,SLC16A1,NA,NA,NA,NA,SLC16A1,6566
IPO7,1.1846,19916000,FALSE,IPO7,IPO7,0.91786,281050000,FALSE,IPO7,10527
CFL1,1.179,449580000,FALSE,CFL1,CFL1,0.89787,5188500000,FALSE,CFL1,1072
ARF4;ARF3,1.1684,10872000,FALSE,ARF4,ARF4,1.0111,864300000,FALSE,ARF4,378
NEDD4L;NEDD4;ZNF227,1.1641,5146800,FALSE,NEDD4L,NA,NA,NA,NA,NEDD4L,23327
ARPC4;ARPC4-TTLL3,1.1625,27634000,FALSE,ARPC4,NA,NA,NA,NA,ARPC4,10093
RAB6B;RAB6A;RAB39A,1.1552,31529000,FALSE,RAB6B,NA,NA,NA,NA,RAB6B,51560
GOT2,1.145,85270000,FALSE,GOT2,NA,NA,NA,NA,GOT2,2806
DNAJC11,1.1446,6352100,FALSE,DNAJC11,DNAJC11,0.93829,13261000,FALSE,DNAJC11,55735
HSPH1,1.1413,3724700000,FALSE,HSPH1,HSPH1,1.2373,145940000,FALSE,HSPH1,10808
BAG2,1.1308,63261000,FALSE,BAG2,BAG2,1.0153,2223900000,FALSE,BAG2,9532
DKFZP686C11235;DKFZP686I15196;DKFZP686P15220;IGH@;DKFZP686O01196;DKFZP686H20196;DKFZP686N02209;IGHG1;DKFZP686K03196,1.1223,180080000000,FALSE,DKFZP686C11235,NA,NA,NA,NA,NA,NA
TUBB,1.121,5813900000,FALSE,TUBB,TUBB;XTP3TPATP1,0.90991,4099900000,FALSE,TUBB,203068
SSR1,1.1122,44775000,FALSE,SSR1,NA,NA,NA,NA,SSR1,6745
ALDOA,1.1107,19805000,FALSE,ALDOA,NA,NA,NA,NA,ALDOA,226
GNAS;GSA,1.1044,21172000,FALSE,GNAS,GNAS;GSA,0.8104,1630400000,FALSE,GNAS,2778
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",2.0947,258230000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",1.8272,56788000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",1.2338,133780000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",1.2212,571780000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",1.0844,41378000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",1.0667,78461000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",1.0255,219670000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",1.0158,119680000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",1.0036,631670000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",0.92506,50150000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",0.82918,102870000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",0.80885,58916000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",0.7387,278500000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",0.71595,130610000,FALSE,A1BG-AS1,503538
"NA",1.1013,126570000,FALSE,A1BG-AS1,"NA",0.63733,600130000,FALSE,A1BG-AS1,503538
GNAI3,1.1004,15095000,FALSE,GNAI3,GNAI3;GNAI1,0.75963,268360000,FALSE,GNAI3,2773
CD38,1.0998000000000001,12126000,FALSE,CD38,NA,NA,NA,NA,CD38,952
CNOT1,1.0944,21312000,FALSE,CNOT1,CNOT1,1.4115,47823000,FALSE,CNOT1,23019
EMD,1.0938,34236000,FALSE,EMD,EMD,0.75625,940360000,FALSE,EMD,2010
VDAC2,1.0893,142860000,FALSE,VDAC2,VDAC2,0.88063,217220000,FALSE,VDAC2,7417
PCNA,1.0862,199880000,FALSE,PCNA,PCNA,0.97542,890590000,FALSE,PCNA,5111
DDOST,1.0814,85064000,FALSE,DDOST,NA,NA,NA,NA,DDOST,1650
OS9;OR7D2,1.0747,16387000,FALSE,OS9,NA,NA,NA,NA,OS9,10956
HSPA9,1.0738,495150000,FALSE,HSPA9,HSPA9,1.4272,1046700000,FALSE,HSPA9,3313
HSPA5,1.0738,11690000000,FALSE,HSPA5,HSPA5,1.2575,1602800000,FALSE,HSPA5,3309
DCTPP1,1.0697,38367000,FALSE,DCTPP1,DCTPP1,1.2632,78626000,FALSE,DCTPP1,79077
HSP90AB2P,1.0666,24031000,FALSE,HSP90AB2P,HSP90AB2P,0.82192,578640000,FALSE,NA,NA
WWP2,1.0638,93843000,FALSE,WWP2,NA,NA,NA,NA,WWP2,11060
PTPLAD1,1.0571,427850000,FALSE,HACD3,PTPLAD1,1.0286,31692000,FALSE,HACD3,51495
TUBA1A;TUBA2;TUBA3C;TUBA3E,1.0526,143300000,FALSE,TUBA1A,NA,NA,NA,NA,TUBA1A,7846
CNP,1.0436,9813600,FALSE,CNP,CNP,0.9971,828860000,FALSE,CNP,1267
FABP5,1.0424,80823000,FALSE,FABP5,FABP5,0.73699,147990000,FALSE,FABP5,2171
MDH2,1.0418,14525000,FALSE,MDH2,MDH2,1.1662,364470000,FALSE,MDH2,4191
IGHM,1.0361,250080000000,FALSE,IGHM,IGHM,0.75516,980590000,FALSE,NA,NA
XPOT,1.0358,7140300,FALSE,XPOT,NA,NA,NA,NA,XPOT,11260
HSP90AB1,1.031,969890000,FALSE,HSP90AB1,HSP90AB1;HSP90AB3P,0.87221,9538300000,FALSE,HSP90AB1,3326
POTEE;POTEI;POTEM;POTEKP;POTEJ,1.0302,119710000,FALSE,POTEE,POTEE;POTEI;POTEM;POTEJ,0.93629,34711000000,FALSE,POTEE,445582
CLTC,1.026,453700000,FALSE,CLTC,CLTC,0.75803,9758400000,FALSE,CLTC,1213
RANBP1,1.0198,40012000,FALSE,RANBP1,NA,NA,NA,NA,RANBP1,5902
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",2.0947,258230000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",1.8272,56788000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",1.2338,133780000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",1.2212,571780000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",1.0844,41378000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",1.0667,78461000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",1.0255,219670000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",1.0158,119680000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",1.0036,631670000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",0.92506,50150000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",0.82918,102870000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",0.80885,58916000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",0.7387,278500000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",0.71595,130610000,FALSE,A1BG-AS1,503538
"NA",1.0156,31467000,FALSE,A1BG-AS1,"NA",0.63733,600130000,FALSE,A1BG-AS1,503538
CD79A,1.0151,299080000,FALSE,CD79A,NA,NA,NA,NA,CD79A,973
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",2.0947,258230000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",1.8272,56788000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",1.2338,133780000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",1.2212,571780000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",1.0844,41378000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",1.0667,78461000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",1.0255,219670000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",1.0158,119680000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",1.0036,631670000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",0.92506,50150000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",0.82918,102870000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",0.80885,58916000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",0.7387,278500000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",0.71595,130610000,FALSE,A1BG-AS1,503538
"NA",1.0122,187820000,FALSE,A1BG-AS1,"NA",0.63733,600130000,FALSE,A1BG-AS1,503538
DBN1,1.0112,83754000,FALSE,DBN1,DBN1,0.81052,19070000000,FALSE,DBN1,1627
COX2;COII;MT-CO2,1.0109,33255000,FALSE,COX2,COX2;COII;MT-CO2,0.97277,244870000,FALSE,NA,NA
A30,1.0105,10844000000,FALSE,TRA-AGC16-1,NA,NA,NA,NA,TRA-AGC16-1,NA
TUBA4A,1.0058,275290000,FALSE,TUBA4A,NA,NA,NA,NA,TUBA4A,7277
SDNK1;V<KAPPA>1,1.0031,19514000,FALSE,SDNK1,NA,NA,NA,NA,NA,NA
ENO1,1.0027,106780000,FALSE,ENO1,ENO1,0.77751,399620000,FALSE,ENO1,2023
SEL1L,1.0013,134450000,FALSE,SEL1L,NA,NA,NA,NA,SEL1L,6400
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",2.0947,258230000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",1.8272,56788000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",1.2338,133780000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",1.2212,571780000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",1.0844,41378000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",1.0667,78461000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",1.0255,219670000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",1.0158,119680000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",1.0036,631670000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",0.92506,50150000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",0.82918,102870000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",0.80885,58916000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",0.7387,278500000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",0.71595,130610000,FALSE,A1BG-AS1,503538
"NA",0.99978,3140700000,FALSE,A1BG-AS1,"NA",0.63733,600130000,FALSE,A1BG-AS1,503538
TUBB2C;TUBB4B;TUBB4A,0.99639,506200000,FALSE,TUBB4B,TUBB2C;TUBB4B;TUBB4A;TUBB2B;TUBB2A;DKFZP566F223;TUBB8,1.1101,730280000,FALSE,TUBB4B,10383
NPEPPS;NPEPPSL1,0.99626,3690200,FALSE,NPEPPS,NPEPPS,0.97485,29172000,FALSE,NPEPPS,9520
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",2.0947,258230000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",1.8272,56788000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",1.2338,133780000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",1.2212,571780000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",1.0844,41378000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",1.0667,78461000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",1.0255,219670000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",1.0158,119680000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",1.0036,631670000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",0.92506,50150000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",0.82918,102870000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",0.80885,58916000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",0.7387,278500000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",0.71595,130610000,FALSE,A1BG-AS1,503538
"NA",0.99591,7891700000,FALSE,A1BG-AS1,"NA",0.63733,600130000,FALSE,A1BG-AS1,503538
HLA-DRB1;HLA-DRB4;HLA-DR;HLA-DRB3;DRB1,0.99469,104840000,FALSE,HLA-DRB1,HLA-DRB1;HLA-DRB;HLA-DR4I;HLA-DRB4;HLA-DRBI,0.93902,69387000,FALSE,HLA-DRB1,3123
HLA-DRB1;HLA-DRB4;HLA-DR;HLA-DRB3;DRB1,0.99469,104840000,FALSE,HLA-DRB1,HLA-DRB1;HLA-DRB4;HLA-DR-BETA 1;HLA-DRB1*04;HLA-DR4I;HLA-DR4;DRB1*0405V3,0.83478,131560000,FALSE,HLA-DRB1,3123
VPREB3,0.99427,453200000,FALSE,VPREB3,NA,NA,NA,NA,VPREB3,29802
IGK@,0.98756,35100000000,FALSE,IGK,NA,NA,NA,NA,IGK,NA
GNB1,0.97906,41118000,FALSE,GNB1,GNB1,0.70752,2568100000,FALSE,GNB1,2782
ATP1A1,0.9789,306150000,FALSE,ATP1A1,ATP1A1,0.87227,781160000,FALSE,ATP1A1,476
PGK1;PGK2,0.97734,19281000,FALSE,PGK1,PGK1,0.91391,425870000,FALSE,PGK1,5230
RPN2,0.97575,47993000,FALSE,RPN2,NA,NA,NA,NA,RPN2,6185
RAB10;RAB8B;RAB15;HCG_1996054;RAB1B;RAB1A;RAB13;RAB1C;RAB8A,0.97059,34519000,FALSE,RAB10,RAB10,0.95259,2023400000,FALSE,RAB10,10890
KARS,0.96934,17267000,FALSE,KARS1,KARS,0.7364,898430000,FALSE,KARS1,3735
TBL1XR1;TBL1X,0.96476,22965000,FALSE,TBL1XR1,TBL1XR1,0.93504,24142000,FALSE,TBL1XR1,79718
CSE1L,0.9633,169390000,FALSE,CSE1L,CSE1L,0.84999,307260000,FALSE,CSE1L,1434
GNAI2;WUGSC:H_LUCA16.1,0.96172,189970000,FALSE,GNAI2,GNAI2;WUGSC:H_LUCA16.1,0.75248,6638100000,FALSE,GNAI2,2771
CAND1,0.96037,29905000,FALSE,CAND1,CAND1,0.84911,276410000,FALSE,CAND1,55832
TUBA1B;KLK9,0.95496,11198000000,FALSE,TUBA1B,NA,NA,NA,NA,TUBA1B,10376
