ensembl_gene_id,Mutu,U2932,GCBcells,N,entrezgene_id,external_gene_name
ENSG00000253729,1,1,1,3,5591,PRKDC
ENSG00000254087,0,0,1,1,4067,LYN
ENSG00000257103,1,0,1,2,26065,LSM14A
ENSG00000260032,1,0,1,2,647979,NORAD
ENSG00000264364,1,0,1,2,140735,DYNLL2
ENSG00000270647,1,1,1,3,8148,TAF15
ENSG00000273802,0,0,1,1,8339,H2BC8
ENSG00000273983,1,0,1,2,8355,H3C8
ENSG00000274267,1,0,1,2,NA,NA
ENSG00000274618,0,0,1,1,8361,H4C6
ENSG00000276966,0,0,1,1,8367,H4C5
ENSG00000277075,0,0,1,1,3012,H2AC8
ENSG00000278272,0,0,1,1,NA,NA
ENSG00000278705,1,1,1,3,8366,H4C2
ENSG00000278828,1,0,1,2,8357,H3C10
ENSG00000004468,1,0,0,1,952,CD38
ENSG00000005059,1,0,0,1,55013,MCUB
ENSG00000005249,1,0,0,1,5577,PRKAR2B
ENSG00000007312,1,0,0,1,974,CD79B
ENSG00000010671,1,0,0,1,695,BTK
ENSG00000015133,1,0,0,1,440193,CCDC88C
ENSG00000034713,1,0,0,1,11345,GABARAPL2
ENSG00000054654,1,1,0,2,23224,SYNE2
ENSG00000061337,1,0,0,1,11178,LZTS1
ENSG00000062194,1,0,0,1,65056,GPBP1
ENSG00000063046,1,1,0,2,1975,EIF4B
ENSG00000064666,1,0,0,1,1265,CNN2
ENSG00000065882,1,1,0,2,23216,TBC1D1
ENSG00000069849,1,0,0,1,483,ATP1B3
ENSG00000076513,1,1,0,2,88455,ANKRD13A
ENSG00000076554,1,0,0,1,7163,TPD52
ENSG00000077152,1,0,0,1,29089,UBE2T
ENSG00000077238,1,0,0,1,3566,IL4R
ENSG00000077420,1,0,0,1,54518,APBB1IP
ENSG00000078304,1,0,0,1,5527,PPP2R5C
ENSG00000090266,1,0,0,1,4708,NDUFB2
ENSG00000091490,1,1,0,2,23231,SEL1L3
ENSG00000099956,1,1,0,2,6598,SMARCB1
ENSG00000100219,1,0,0,1,7494,XBP1
ENSG00000100526,1,0,0,1,1033,CDKN3
ENSG00000100650,1,0,0,1,6430,SRSF5
ENSG00000100721,1,1,0,2,8115,TCL1A
ENSG00000100749,1,0,0,1,7443,VRK1
ENSG00000100811,1,0,0,1,7528,YY1
ENSG00000101126,1,0,0,1,23394,ADNP
ENSG00000101193,1,0,0,1,54994,GID8
ENSG00000101224,1,0,0,1,994,CDC25B
ENSG00000101266,1,0,0,1,1457,CSNK2A1
ENSG00000101367,1,0,0,1,22919,MAPRE1
ENSG00000101972,1,0,0,1,10735,STAG2
ENSG00000102445,1,0,0,1,80183,RUBCNL
ENSG00000102760,1,0,0,1,28984,RGCC
ENSG00000102931,1,0,0,1,23568,ARL2BP
ENSG00000102974,1,0,0,1,10664,CTCF
ENSG00000103202,1,0,0,1,4833,NME4
ENSG00000103365,1,0,0,1,23062,GGA2
ENSG00000104164,1,0,0,1,26258,BLOC1S6
ENSG00000104894,1,0,0,1,951,CD37
ENSG00000105011,1,0,0,1,55723,ASF1B
ENSG00000105369,1,1,0,2,973,CD79A
ENSG00000105968,1,1,0,2,94239,H2AZ2
ENSG00000106723,1,0,0,1,10927,SPIN1
ENSG00000107263,1,0,0,1,2889,RAPGEF1
ENSG00000110651,1,0,0,1,975,CD81
ENSG00000111412,1,0,0,1,79794,SPRING1
ENSG00000111540,1,0,0,1,5869,RAB5B
ENSG00000111605,1,0,0,1,11052,CPSF6
ENSG00000112182,1,0,0,1,60468,BACH2
ENSG00000112294,1,0,0,1,7915,ALDH5A1
ENSG00000112695,1,0,0,1,1347,COX7A2
ENSG00000114126,1,0,0,1,7029,TFDP2
ENSG00000115935,1,0,0,1,7456,WIPF1
ENSG00000115944,1,0,0,1,9167,COX7A2L
ENSG00000117016,1,0,0,1,9783,RIMS3
ENSG00000117054,1,1,0,2,34,ACADM
ENSG00000117713,1,0,0,1,8289,ARID1A
ENSG00000118482,1,0,0,1,23469,PHF3
ENSG00000118705,1,0,0,1,6185,RPN2
ENSG00000120690,1,0,0,1,1997,ELF1
ENSG00000121210,1,0,0,1,23240,TMEM131L
ENSG00000121644,1,0,0,1,51029,DESI2
ENSG00000121966,1,0,0,1,7852,CXCR4
ENSG00000124214,1,0,0,1,6780,STAU1
ENSG00000125534,1,0,0,1,79144,PPDPF
ENSG00000125952,1,0,0,1,4149,MAX
ENSG00000126821,1,0,0,1,81537,SGPP1
ENSG00000127616,1,0,0,1,6597,SMARCA4
ENSG00000129353,1,0,0,1,57153,SLC44A2
ENSG00000130522,1,0,0,1,3727,JUND
ENSG00000130638,1,0,0,1,25814,ATXN10
ENSG00000130723,1,0,0,1,NA,NA
ENSG00000130755,1,0,0,1,9535,GMFG
ENSG00000131051,1,0,0,1,9584,RBM39
ENSG00000131508,1,0,0,1,7322,UBE2D2
ENSG00000132383,1,0,0,1,6117,RPA1
ENSG00000132819,1,0,0,1,55544,RBM38
ENSG00000133639,1,0,0,1,694,BTG1
ENSG00000133706,1,0,0,1,51520,LARS1
ENSG00000133740,1,0,0,1,1875,E2F5
ENSG00000134086,1,0,0,1,7428,VHL
ENSG00000134248,1,0,0,1,10542,LAMTOR5
ENSG00000135018,1,0,0,1,29979,UBQLN1
ENSG00000135116,1,0,0,1,8739,HRK
ENSG00000136104,1,0,0,1,79621,RNASEH2B
ENSG00000136754,1,0,0,1,10006,ABI1
ENSG00000136888,1,0,0,1,9550,ATP6V1G1
ENSG00000137393,1,0,0,1,255488,RNF144B
ENSG00000138801,1,0,0,1,9061,PAPSS1
ENSG00000139651,1,0,0,1,283337,ZNF740
ENSG00000141867,1,0,0,1,23476,BRD4
ENSG00000142599,1,0,0,1,473,RERE
ENSG00000143013,1,0,0,1,8543,LMO4
ENSG00000143418,1,0,0,1,29956,CERS2
ENSG00000145287,1,0,0,1,51316,PLAC8
ENSG00000145349,1,0,0,1,817,CAMK2D
ENSG00000146083,1,0,0,1,22838,RNF44
ENSG00000146094,1,0,0,1,79930,DOK3
ENSG00000148730,1,0,0,1,1979,EIF4EBP2
ENSG00000149418,1,0,0,1,6768,ST14
ENSG00000149547,1,0,0,1,9538,EI24
ENSG00000150093,1,0,0,1,3688,ITGB1
ENSG00000150593,1,0,0,1,27250,PDCD4
ENSG00000152942,1,0,0,1,5884,RAD17
ENSG00000153561,1,0,0,1,64795,RMND5A
ENSG00000153574,1,0,0,1,22934,RPIA
ENSG00000153944,1,1,0,2,124540,MSI2
ENSG00000154319,1,0,0,1,83648,FAM167A
ENSG00000155368,1,0,0,1,1622,DBI
ENSG00000156467,1,0,0,1,7381,UQCRB
ENSG00000158669,1,0,0,1,137964,GPAT4
ENSG00000159128,1,0,0,1,3460,IFNGR2
ENSG00000159388,1,0,0,1,7832,BTG2
ENSG00000159461,1,1,0,2,267,AMFR
ENSG00000159958,1,0,0,1,115650,TNFRSF13C
ENSG00000160991,1,0,0,1,80228,ORAI2
ENSG00000162408,1,0,0,1,79707,NOL9
ENSG00000162434,1,0,0,1,3716,JAK1
ENSG00000162607,1,1,0,2,7398,USP1
ENSG00000163257,1,0,0,1,54876,DCAF16
ENSG00000163683,1,0,0,1,201895,SMIM14
ENSG00000163781,1,0,0,1,11073,TOPBP1
ENSG00000163918,1,0,0,1,5984,RFC4
ENSG00000163950,1,0,0,1,7884,SLBP
ENSG00000164054,1,0,0,1,51246,SHISA5
ENSG00000164109,1,0,0,1,4085,MAD2L1
ENSG00000164938,1,0,0,1,94241,TP53INP1
ENSG00000164985,1,0,0,1,11168,PSIP1
ENSG00000165175,1,0,0,1,58526,MID1IP1
ENSG00000165209,1,0,0,1,55342,STRBP
ENSG00000165629,1,0,0,1,509,ATP5F1C
ENSG00000165704,1,0,0,1,3251,HPRT1
ENSG00000166501,1,0,0,1,5579,PRKCB
ENSG00000166902,1,0,0,1,54948,MRPL16
ENSG00000167470,1,0,0,1,90007,MIDN
ENSG00000168078,1,0,0,1,55872,PBK
ENSG00000168137,1,0,0,1,55209,SETD5
ENSG00000168159,1,0,0,1,149603,RNF187
ENSG00000168421,1,0,0,1,399,RHOH
ENSG00000168734,1,0,0,1,11142,PKIG
ENSG00000170142,1,0,0,1,7324,UBE2E1
ENSG00000171530,1,0,0,1,6902,TBCA
ENSG00000171552,1,0,0,1,598,BCL2L1
ENSG00000171603,1,0,0,1,22883,CLSTN1
ENSG00000172071,1,0,0,1,9451,EIF2AK3
ENSG00000174437,1,0,0,1,488,ATP2A2
ENSG00000174500,1,0,0,1,257144,GCSAM
ENSG00000174748,1,0,0,1,6138,RPL15
ENSG00000175063,1,0,0,1,11065,UBE2C
ENSG00000175567,1,0,0,1,7351,UCP2
ENSG00000176533,1,0,0,1,2788,GNG7
ENSG00000178927,1,0,0,1,79415,CYBC1
ENSG00000179010,1,0,0,1,93621,MRFAP1
ENSG00000183624,1,0,0,1,56941,HMCES
ENSG00000184897,1,0,0,1,8971,H1-10
ENSG00000184900,1,0,0,1,6612,SUMO3
ENSG00000184992,1,1,0,2,140707,BRI3BP
ENSG00000187764,1,0,0,1,10507,SEMA4D
ENSG00000189233,1,0,0,1,389643,NUGGC
ENSG00000196549,1,0,0,1,4311,MME
ENSG00000197256,1,0,0,1,25959,KANK2
ENSG00000197746,1,0,0,1,5660,PSAP
ENSG00000198408,1,0,0,1,10724,OGA
ENSG00000198625,1,0,0,1,4194,MDM4
ENSG00000198712,1,0,0,1,4513,MT-CO2
ENSG00000198755,1,0,0,1,4736,RPL10A
ENSG00000198763,1,0,0,1,4536,MT-ND2
ENSG00000198771,1,0,0,1,92241,RCSD1
ENSG00000198833,1,1,0,2,51465,UBE2J1
ENSG00000198888,1,0,0,1,4535,MT-ND1
ENSG00000198899,1,0,0,1,4508,MT-ATP6
ENSG00000198911,1,1,0,2,6721,SREBF2
ENSG00000204525,1,0,0,1,3107,HLA-C
ENSG00000205937,1,0,0,1,10921,RNPS1
ENSG00000209082,1,0,0,1,NA,MT-TL1
ENSG00000213923,1,0,0,1,1454,CSNK1E
ENSG00000227507,1,0,0,1,4050,LTB
ENSG00000231500,1,0,0,1,6222,RPS18
ENSG00000235750,1,0,0,1,9674,KIAA0040
ENSG00000245910,1,0,0,1,641638,SNHG6
ENSG00000265206,1,0,0,1,NA,
ENSG00000267534,1,0,0,1,9294,S1PR2
ENSG00000281649,1,0,0,1,100506710,EBLN3P
ENSG00000055163,0,1,0,1,26999,CYFIP2
ENSG00000074695,0,1,0,1,3998,LMAN1
ENSG00000075239,0,1,0,1,38,ACAT1
ENSG00000081913,0,1,0,1,23239,PHLPP1
ENSG00000083937,0,1,0,1,25978,CHMP2B
ENSG00000087086,0,1,0,1,2512,FTL
ENSG00000104549,0,1,0,1,6713,SQLE
ENSG00000112149,0,1,0,1,9308,CD83
ENSG00000114850,0,1,0,1,6747,SSR3
ENSG00000115956,0,1,0,1,5341,PLEK
ENSG00000116288,0,1,0,1,11315,PARK7
ENSG00000118680,0,1,0,1,103910,MYL12B
ENSG00000119541,0,1,0,1,9525,VPS4B
ENSG00000120742,0,1,0,1,27230,SERP1
ENSG00000122068,0,1,0,1,84248,FYTTD1
ENSG00000132185,0,1,0,1,84824,FCRLA
ENSG00000134444,0,1,0,1,57614,RELCH
ENSG00000137642,0,1,0,1,6653,SORL1
ENSG00000140374,0,1,0,1,2108,ETFA
ENSG00000141380,0,1,0,1,6760,SS18
ENSG00000141384,0,1,0,1,6875,TAF4B
ENSG00000141682,0,1,0,1,5366,PMAIP1
ENSG00000143158,0,1,0,1,25874,MPC2
ENSG00000147324,0,1,0,1,9258,MFHAS1
ENSG00000149428,0,1,0,1,10525,HYOU1
ENSG00000150768,0,1,0,1,1737,DLAT
ENSG00000157483,0,1,0,1,4643,MYO1E
ENSG00000162144,0,1,0,1,220002,CYB561A3
ENSG00000163125,0,1,0,1,23248,RPRD2
ENSG00000163320,0,1,0,1,8545,CGGBP1
ENSG00000164649,0,1,0,1,55536,CDCA7L
ENSG00000167468,0,1,0,1,2879,GPX4
ENSG00000170542,0,1,0,1,5272,SERPINB9
ENSG00000170558,0,1,0,1,1000,CDH2
ENSG00000171766,0,1,0,1,2628,GATM
ENSG00000171791,0,1,0,1,596,BCL2
ENSG00000172795,0,1,0,1,167227,DCP2
ENSG00000175166,0,1,0,1,5708,PSMD2
ENSG00000175387,0,1,0,1,4087,SMAD2
ENSG00000184203,0,1,0,1,5504,PPP1R2
ENSG00000184990,0,1,0,1,10572,SIVA1
ENSG00000185624,0,1,0,1,5034,P4HB
ENSG00000197006,0,1,0,1,51108,METTL9
ENSG00000197563,0,1,0,1,23556,PIGN
ENSG00000198258,0,1,0,1,59286,UBL5
ENSG00000204256,0,1,0,1,6046,BRD2
ENSG00000266472,0,1,0,1,54460,MRPS21
